Entry_ID	Form_ID	Word	Gloss	Flags	Headword	Head_Strategy	Source	Tags
d5	f_khdmytkmvtoze	Coronilla grandiflora	</i> or <i>	uncontracted-comparison-candidate	akatti	dedr-reflex	dedr	
d83	f_jplcqgt23bwnq	aḍucu-konu	to become obstructed or choked, be stopped, choke	uncontracted-comparison-candidate	**aṭV-	krishnamurti-pfeiffer	dedr	
d72	f_a57tvmje7sedi	aḍugu	foot, footstep, footprint, step, pace, measure of a foot, bottom, basis	uncontracted-comparison-candidate	*aṭ-V	krishnamurti-pfeiffer	dedr	
d72	f_b6gtt7wm2j7f4	aḍime	slavery, slave, bondman	uncontracted-comparison-candidate	*aṭ-V	krishnamurti-pfeiffer	dedr	
d72	f_gypbn732abyeu	aḍiyãḍu	slave, servant	uncontracted-comparison-candidate	*aṭ-V	krishnamurti-pfeiffer	dedr	
d72	f_c62oge5qf5sra	aḍi-gaṟṟa	sandal, wooden shoe	uncontracted-comparison-candidate	*aṭ-V	krishnamurti-pfeiffer	dedr	
d587	f_cv4l4xl2sicn4	uḍupu	a suit of clothes, dress	uncontracted-comparison-candidate	*uḍ-	merriam-pdr	dedr	
d1109	f_6sc4jqt5r4bvq	kaḍacu	to pass, elapse; pass over, cross, transgress, exceed	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_kvl35iz7twseu	gaḍacu	to pass, elapse; pass over, cross, transgress, exceed	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_xflv2nyhknqp2	gaḍucu	to pass, elapse; pass over, cross, transgress, exceed	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_nrbuw62tpux4y	kaḍapu	to pass, cause to pass or elapse, put off, defer, drive, push	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_sadwlj3o5cs74	gaḍupu	to pass, cause to pass or elapse, put off, defer, drive, push	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_o7vj6dzmuan6y	kaḍa	end, extremity, place, direction, vicinity	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_ypp3df24wxdgw	kaḍagoṭṭu	to die; the youngest, last	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	adj
d1109	f_swn7zrs4qqopy	kaḍacanu	to die, be destroyed or lost, be completed; cross, pass over	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_h2mffz54ydrpk	kaḍategu	to end, come to a close	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_dw2hnnwlekcjm	kaḍapa	threshold	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_egltzh27uycda	gaḍapa	threshold	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_mcv7423dslupu	kaḍapaṭa	at last	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_6bdmwjnogxqyo	kaḍapaṭi	last, final	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_2i5e2fen6xvru	kaḍapala	the end	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_roapvop7hw34s	kaḍama	remainder; remaining	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1109	f_zabm6lf3d7ym6	gaḍuvu	term, period, or limit of time, appointed time within which action is to be performed	uncontracted-comparison-candidate	*kaṭ-ay	krishnamurti-pfeiffer	dedr	
d1123	f_avvhjxxx44ayq	krēpu	calf (? or with 1594 Ta.ciṟu)	initial-apical-or-cluster;initial-cluster	*kaṭ-ac-	krishnamurti-pfeiffer	dedr	
d1148	f_7wgfkokapvuh6	gaḍusu	hard, firm	uncontracted-comparison-candidate	*gaṭ-	merriam-pdr	dedr	
d1116	f_ifbdgwsoghehi	kaḍāmi-ceṭṭu	id	uncontracted-comparison-candidate	*kaṭ-ampu	krishnamurti-pfeiffer	dedr	
d1116	f_tyu465th3logw	kaḍimi	id	uncontracted-comparison-candidate	*kaṭ-ampu	krishnamurti-pfeiffer	dedr	
d1265	f_dgwb6meqvl4ps	kara	sharp	uncontracted-comparison-candidate	**karVccV-	krishnamurti-pfeiffer	dedr	
d1265	f_dxu4ikecfgnvi	karagasamu	a saw	uncontracted-comparison-candidate	**karVccV-	krishnamurti-pfeiffer	dedr	
d1265	f_xfvwm2yv4dl3o	karakasa	roughness	uncontracted-comparison-candidate	**karVccV-	krishnamurti-pfeiffer	dedr	
d1265	f_zxhzul7yhpgua	karusu	rough, harsh; harsh words	uncontracted-comparison-candidate	**karVccV-	krishnamurti-pfeiffer	dedr	
d1265	f_lfnv7qaxt5kx2	kaṟaku	harshness, roughness, sharpness; rough, harsh, sharp	uncontracted-comparison-candidate	**karVccV-	krishnamurti-pfeiffer	dedr	
d1265	f_oh4m3uke3k6zk	kaṟuku	harshness, roughness, sharpness; rough, harsh, sharp	uncontracted-comparison-candidate	**karVccV-	krishnamurti-pfeiffer	dedr	
d1265	f_gxclsocloyduw	gari	hardness, stiffness, sharpness	uncontracted-comparison-candidate	**karVccV-	krishnamurti-pfeiffer	dedr	
d1265	f_bemlyo7ofjuzk	karaṭi	stubborn, brutish, villainous	uncontracted-comparison-candidate	**karVccV-	krishnamurti-pfeiffer	dedr;B-Telugu	
d2069	f_kpx67tojgn3pk	kuriḍī	dried whole kernel of coconut	uncontracted-comparison-candidate	*koṭṭay	krishnamurti-pfeiffer	dedr	
d1297	f_gozudxtpdhssg	kaṟacu	to learn, study	uncontracted-comparison-candidate	*kal-	krishnamurti-pfeiffer	dedr	
d1297	f_amzylh5xmxx6o	kaṟapu	to teach; instigation, incitement	uncontracted-comparison-candidate	*kal-	krishnamurti-pfeiffer	dedr	noun
d1297	f_rkvkqazsuyhio	kaṟapincu	to cause to teach	uncontracted-comparison-candidate	*kal-	krishnamurti-pfeiffer	dedr	
d1297	f_xbaren7nbq4jk	kaṟudu	ability, skill, cleverness	uncontracted-comparison-candidate	*kal-	krishnamurti-pfeiffer	dedr	
d1297	f_f3rhqy7t7jeyi	kala	an art, a science	uncontracted-comparison-candidate	*kal-	krishnamurti-pfeiffer	dedr	
d1651	f_6gtcmghf7brii	kuḍaka	cup, bowl, scoop, any cup-like thing	uncontracted-comparison-candidate	*kuṭak(k)a-	krishnamurti-pfeiffer	dedr	
d1651	f_gm4r35ddtzin6	kuḍuka	cup, bowl, scoop, any cup-like thing	uncontracted-comparison-candidate	*kuṭak(k)a-	krishnamurti-pfeiffer	dedr	
d1651	f_be7dvhy5f25h2	guḍaka	a coconut or other similar shell	uncontracted-comparison-candidate	*kuṭak(k)a-	krishnamurti-pfeiffer	dedr	
d1651	f_yza4gnyiksibg	guḍaka	shell of a fruit prepared to serve as a snuff-box, etc., small metal box	uncontracted-comparison-candidate	*kuṭak(k)a-	krishnamurti-pfeiffer	dedr	
d1651	f_v6zmcdpfmyngi	kuḍaka	shell of a fruit prepared to serve as a snuff-box, etc., small metal box	uncontracted-comparison-candidate	*kuṭak(k)a-	krishnamurti-pfeiffer	dedr	
d1650	f_thjr52aau27wc	koḍise	W. tinctoria	uncontracted-comparison-candidate	kuṭacam	dedr-reflex	dedr	
d1650	f_gw7g7tfwind4u	koḍise-pāla	W. tinctoria	uncontracted-comparison-candidate	kuṭacam	dedr-reflex	dedr	
d1655	f_e32er5b2upczs	koṭika	hamlet	uncontracted-comparison-candidate	*gùḍ-	merriam-pdr	dedr	
d1655	f_cgwkvjm6m3az4	guḍi	temple	uncontracted-comparison-candidate	*gùḍ-	merriam-pdr	dedr	
d1655	f_4xpfx2e5xty3a	guḍise	hut, cottage, hovel	uncontracted-comparison-candidate	*gùḍ-	merriam-pdr	dedr	
d1827	f_oi2bcdm4etzfw	kola	measurement	uncontracted-comparison-candidate	*kUḷag-	merriam-pdr	dedr	
d1827	f_m6a3aomigypdi	kolagā̃ḍu	one who measures grain	uncontracted-comparison-candidate	*kUḷag-	merriam-pdr	dedr	
d1827	f_k472qj2h7l7dk	kolucu	to measure	uncontracted-comparison-candidate	*kUḷag-	merriam-pdr	dedr;burrow-emeneau1972den1[p. 404, entry 1517]	
d1822	f_fao23wizo6rio	kruḷḷu	to rot, putrefy, decay; sorrow, grieve; rotten, putrid, decomposed	initial-apical-or-cluster;initial-cluster	**koẓVcV-	krishnamurti-pfeiffer	dedr	adj
d1822	f_lxgzw4b2qieyo	kruḷḷagincu	to grieve, sorrow	initial-apical-or-cluster;initial-cluster	**koẓVcV-	krishnamurti-pfeiffer	dedr	
d1822	f_vvjbp3uckoqik	kruḷḷaginta	grief, sorrow	initial-apical-or-cluster;initial-cluster	**koẓVcV-	krishnamurti-pfeiffer	dedr	
d2149	f_ti4dmnqgr73ha	krotta	(in cpds.kro-) new, fresh	initial-apical-or-cluster;initial-cluster	*koẓ-utt-V	krishnamurti-pfeiffer	dedr	
d2149	f_l3bro5g6w72gu	koḍuku	son	uncontracted-comparison-candidate	*koẓ-utt-V	krishnamurti-pfeiffer	dedr	
d1865	f_af4ogb3rro7ga	gurija	seed of <i> A. precatorius	uncontracted-comparison-candidate	*kunṯ-i	krishnamurti-pfeiffer	dedr	
d1865	f_7zug5qpxe3cmg	gurivenda	seed of <i> A. precatorius	uncontracted-comparison-candidate	*kunṯ-i	krishnamurti-pfeiffer	dedr	
d1865	f_bl5zpbfg4qrz4	guri-ginja	seed of <i> A. precatorius	uncontracted-comparison-candidate	*kunṯ-i	krishnamurti-pfeiffer	dedr	
d1865	f_3zjfdo5kym5rm	guru-ginja	seed of <i> A. precatorius	uncontracted-comparison-candidate	*kunṯ-i	krishnamurti-pfeiffer	dedr;B-Telugu;K-also-Telugu	
d449	f_buuj23gzuhmjs	eḍama	left, left-hand, the left-hand side	uncontracted-comparison-candidate	*iṭai	krishnamurti-pfeiffer	dedr	
d449	f_mmtxxcdbtyt44	ḍā	left. Kol	initial-apical-or-cluster	*iṭai	krishnamurti-pfeiffer	dedr	
d3411	f_7a75pyar2zzwy	treḍḍu	wooden ladle or spoon, oar or paddle	initial-apical-or-cluster;initial-cluster	*ṭaḍ	merriam-pdr	dedr	
d3393	f_tf2dppvvpotu4	truppuḍu	feather, hair, down	initial-apical-or-cluster;initial-cluster	tūval	dedr-reflex	dedr	
d4198	f_k5zwp7epomwxw	pilaka	a young one, young shoot	uncontracted-comparison-candidate	*piḷ-	merriam-pdr	dedr	
d4198	f_4ahtcwmpzf3ke	piluka	a young one, young shoot	uncontracted-comparison-candidate	*piḷ-	merriam-pdr	dedr	
d4973	f_zr54mji7567xy	morayu	to sound, resound	uncontracted-comparison-candidate	*mur-	merriam-pdr	dedr	
d4973	f_i4vjnfmoubsu6	morayika	sound, noise	uncontracted-comparison-candidate	*mur-	merriam-pdr	dedr	
d4973	f_av5dpf4tmb4cu	morapamu	sound, noise	uncontracted-comparison-candidate	*mur-	merriam-pdr	dedr	
d4973	f_zvl5ednachsvg	mrō̃gu	to sound (or with 4989 Ta.mur̤aṅku); mrō̃guḍu, mrō̃tasound	initial-apical-or-cluster;initial-cluster	*mur-	merriam-pdr	dedr	
d4973	f_ve6opn657vmzw	mrōyu	to sound (or with 4989 Ta.mur̤aṅku); mrō̃guḍu, mrō̃tasound	initial-apical-or-cluster;initial-cluster	*mur-	merriam-pdr	dedr	
d4973	f_ozuzormjwxpma	mrōvu	to sound (or with 4989 Ta.mur̤aṅku); mrō̃guḍu, mrō̃tasound	initial-apical-or-cluster;initial-cluster	*mur-	merriam-pdr	dedr	
d1	f_imotfp6673cva	aṭu	thus	uncontracted-comparison-candidate	*aṯṯ-	krishnamurti-pfeiffer	dedr	
d1	f_x22ypm5tyvp4m	aṭula	thus	uncontracted-comparison-candidate	*aṯṯ-	krishnamurti-pfeiffer	dedr	
d1	f_37tg6lgjbsuro	aṭulu	thus	uncontracted-comparison-candidate	*aṯṯ-	krishnamurti-pfeiffer	dedr	
d1	f_fg52n4z6vnhlg	ala	that, that well-known or celebrated	uncontracted-comparison-candidate	*aṯṯ-	krishnamurti-pfeiffer	dedr	
d1	f_dm4tsufqqyfgo	aṭa	there, then, afterwards	uncontracted-comparison-candidate	*aṯṯ-	krishnamurti-pfeiffer	dedr	
d61	f_nhqmog2x777im	aḍarincu	to discharge, shoot (as an arrow or other missile). DEDS 13	uncontracted-comparison-candidate	aḍakuni	dedr-reflex	dedr	
d61	f_3q5xbq5rhq75c	aḍarucu	to discharge, shoot (as an arrow or other missile). DEDS 13	uncontracted-comparison-candidate	aḍakuni	dedr-reflex	dedr	
d63	f_jyl2im2bylpky	aḍagu	to yield, submit, be humbled	uncontracted-comparison-candidate	*aṭ-a-nk-	krishnamurti-pfeiffer	dedr	
d63	f_y26xgjb2tqa5u	aḍācu	to suppress, humble, subject	uncontracted-comparison-candidate	*aṭ-a-nk-	krishnamurti-pfeiffer	dedr	
d63	f_ba2xhgycj3vys	aḍacu	to suppress, humble, subject	uncontracted-comparison-candidate	*aṭ-a-nk-	krishnamurti-pfeiffer	dedr	
d63	f_t3fheoo3l4w6i	aḍākuva	humility, modesty, submissiveness	uncontracted-comparison-candidate	*aṭ-a-nk-	krishnamurti-pfeiffer	dedr	
d63	f_i77nwvutqgc7i	ḍā̃gu	to lie hidden	initial-apical-or-cluster	*aṭ-a-nk-	krishnamurti-pfeiffer	dedr	
d63	f_6rdekkcsrmxj4	ḍāgu	to lie hidden	initial-apical-or-cluster	*aṭ-a-nk-	krishnamurti-pfeiffer	dedr	
d63	f_qmdjzaq6yae3q	ḍā̃cu	to hide, conceal	initial-apical-or-cluster	*aṭ-a-nk-	krishnamurti-pfeiffer	dedr	
d63	f_ccljx3athxqva	ḍācu	to hide, conceal	initial-apical-or-cluster	*aṭ-a-nk-	krishnamurti-pfeiffer	dedr	
d64	f_26rtmygv6su5a	aḍapamu	pouch for betel leaves and nuts, a barber's case for keeping razors, etc	uncontracted-comparison-candidate	*aṭ-a-ppay	krishnamurti-pfeiffer	dedr	
d64	f_khhlvdoxcql3g	haḍapamu	pouch for betel leaves and nuts, a barber's case for keeping razors, etc	uncontracted-comparison-candidate	*aṭ-a-ppay	krishnamurti-pfeiffer	dedr	
d75	f_npdkiu6aup6ci	aṭika	a small earthen pot with a large mouth	uncontracted-comparison-candidate	**aṭV	krishnamurti-pfeiffer	dedr	
d76	f_km5iruujn6hz2	aḍugaṇṭu	to dry up, become exhausted	uncontracted-comparison-candidate	*aṭṭu	krishnamurti-pfeiffer	dedr	
d76	f_2y6vxshlckupi	aḍasāla	kitchen, cook-room	uncontracted-comparison-candidate	*aṭṭu	krishnamurti-pfeiffer	dedr	
d77	f_gyswcvqfxkoiu	aḍucu	to beat, strike, break, destroy	uncontracted-comparison-candidate	*aḍV́-	merriam-pdr	dedr	
d77	f_5om2wvp6x5pcu	aḍupu	a stroke, blow	uncontracted-comparison-candidate	*aḍV́-	merriam-pdr	dedr	
d77	f_e5iah74rikmqu	aḍaru	"(Tikkana; comm. by Velcheru Narayana Rao and George L. Hart<xref=""iii"">III</xref=""iii"">) to fight, do battle, kill"	uncontracted-comparison-candidate	*aḍV́-	merriam-pdr	dedr	
d77	f_yclhpsvgoowz6	ḍancu	to pound, beat, clean grain in a mortar	initial-apical-or-cluster	*aḍV́-	merriam-pdr	dedr;K-Telugu;K-also-Telugu	
d77	f_vamndeveceg4i	ḍaŋgu	to be pounded or cleaned (as rice, etc.)	initial-apical-or-cluster	*aḍV́-	merriam-pdr	dedr;K-Telugu;K-also-Telugu	
d77	f_6lx7go45ynmnm	aḍukulu	rice wetted, parched and flattened, beaten rice	uncontracted-comparison-candidate	*aḍV́-	merriam-pdr	dedr	
d77	f_u6oomjfkmzwiw	aṭukulu	rice wetted, parched and flattened, beaten rice	uncontracted-comparison-candidate	*aḍV́-	merriam-pdr	dedr;burrow-emeneau1972den1[p. 399, entry 67]	pl
d78	f_uozmojogquqli	aḍaru	to be fit or proper	uncontracted-comparison-candidate	*aḍú-	merriam-pdr	dedr	
d79	f_xcacbitxwveko	aḍaru	to arise, issue	uncontracted-comparison-candidate	*aḍV́-	merriam-pdr	dedr	
d79	f_yq3xcphvgf2xs	ḍāyu	to approach	initial-apical-or-cluster	*aḍV́-	merriam-pdr	dedr	intr tr
d79	f_ru77w6g7s5kui	ḍaggaṟu	to approach	initial-apical-or-cluster	*aḍV́-	merriam-pdr	dedr	intr tr
d79	f_52de2l2gjglkq	ḍāpu	nearness	initial-apical-or-cluster	*aḍV́-	merriam-pdr	dedr	
d79	f_6ud64zlrr5o3a	ḍaggaṟa	nearness	initial-apical-or-cluster	*aḍV́-	merriam-pdr	dedr	
d80	f_z3onimgv2kbbe	aḍuku	to pile up, arrange in a set or series; a series or set of things, a compact pile of articles	uncontracted-comparison-candidate	aṭukku	dedr-reflex	dedr	noun
d81	f_ssqxolnzzhyuq	aḍugu	to ask, question, beg, solicit, request, demand	uncontracted-comparison-candidate	*aḍ-[úg-]	merriam-pdr	dedr	
d84	f_p63j66pzb5y4w	aḍaru	to increase; increase, excess	uncontracted-comparison-candidate	aṭai	dedr-reflex	dedr	noun
d84	f_udy2vnaz6nh2i	aḍi	excessive, great	uncontracted-comparison-candidate	aṭai	dedr-reflex	dedr	
d84	f_qlr7ichhhihvy	aḍa	a lump, clot, mass	uncontracted-comparison-candidate	aṭai	dedr-reflex	dedr	
d86	f_fwhhaejmlon5s	ḍā-kali	anvil	initial-apical-or-cluster	aṭai	dedr-reflex	dedr	
d86	f_6lm5yuchfts6k	ḍā-kallu	anvil	initial-apical-or-cluster	aṭai	dedr-reflex	dedr	
d88	f_wtio2gesroslw	aḍa-kattu	nippers for cutting betel-nuts, betelnut cracker	uncontracted-comparison-candidate	*aṭ-ay-kkāy	krishnamurti-pfeiffer	dedr	
d88	f_i3kdjtgtub5tq	aḍa-kottu	nippers for cutting betel-nuts, betelnut cracker	uncontracted-comparison-candidate	*aṭ-ay-kkāy	krishnamurti-pfeiffer	dedr	
d88	f_olnrtertjnd6q	aḍa-katti	nippers for cutting betel-nuts, betelnut cracker	uncontracted-comparison-candidate	*aṭ-ay-kkāy	krishnamurti-pfeiffer	dedr;B-Telugu;K-also-Telugu	
d88	f_zjn6k7u4v6agu	aḍapa	lady in waiting, who carries her mistress's betel-nut pouch	uncontracted-comparison-candidate	*aṭ-ay-kkāy	krishnamurti-pfeiffer	dedr	
d88	f_oe5gof547efpk	aḍapakatte	lady in waiting, who carries her mistress's betel-nut pouch	uncontracted-comparison-candidate	*aṭ-ay-kkāy	krishnamurti-pfeiffer	dedr	
d88	f_xml7guxyyfdbu	aḍapakā̃ḍu	servant who carries his master's betel-nut pouch. DED 78	uncontracted-comparison-candidate	*aṭ-ay-kkāy	krishnamurti-pfeiffer	dedr	
d89	f_vusva7tdjpzmw	aḍiyālamu	sign, token. DED 79	uncontracted-comparison-candidate	aṭaiyāḷam	dedr-reflex	dedr	
d93	f_gw4id3ymousgi	aṭuka	loft under the roof of a house	uncontracted-comparison-candidate	*áṭa-	merriam-pdr	dedr	
d109	f_rwxnwm2joxujy	ḍappi	thirst	initial-apical-or-cluster	*aḌ[Ḍ]- (?)	merriam-pdr	dedr	
d111	f_taghd2mxptavg	aḍakincu	to ridicule	uncontracted-comparison-candidate	*aṇV́-	merriam-pdr	dedr	
d127	f_afmhuruyokrry	aḍigamu	a sort of pannier. DED(S) 107	uncontracted-comparison-candidate	aṇḍige	dedr-reflex	dedr	
d201	f_oirium6xczgvc	arusu	king	uncontracted-comparison-candidate	aracaṉ	dedr-reflex	dedr	
d202	f_jd42hn34rdaqo	rāvi	id	initial-apical-or-cluster	*ar-ac	krishnamurti-pfeiffer	dedr	
d202	f_zffwdujrcnywi	rāgi	id	initial-apical-or-cluster	*ar-ac	krishnamurti-pfeiffer	dedr	
d203	f_b2pn5szvoauzs	araṇamu	a gift of money to a daughter and son-in-law at the time of marriage	uncontracted-comparison-candidate	araṇa	dedr-reflex	dedr	
d205	f_ctfbycbo5e6wk	araṇṭi (coll.)	plaintain tree, banana tree	uncontracted-comparison-candidate	*ar-Vṇṭṭi	krishnamurti-pfeiffer	dedr	
d205	f_oo47a4ebasnoi	araṭi	plaintain tree, banana tree	uncontracted-comparison-candidate	*ar-Vṇṭṭi	krishnamurti-pfeiffer	dedr	
d207	f_zippck6rke3ji	aralu (K.)	interlacing as of bamboo stalks growing together, low jungle, thicket, dense bush, bamboo	uncontracted-comparison-candidate	aril	dedr-reflex	dedr	
d211	f_ounrkuuuhnfna	rāḍu	post, pillar	initial-apical-or-cluster	*rāḍ	merriam-pdr	dedr	
d215	f_mnkiicl5xdil2	arise	a sweetmeat made of rice, flour, and jaggery	uncontracted-comparison-candidate	ari	dedr-reflex	dedr	
d216	f_5jwedg7xyol4g	ari	tax, tribute	uncontracted-comparison-candidate	*ar-i	krishnamurti-pfeiffer	dedr	
d216	f_mzjmub34nhmgs	aruvu	to pay as taxes; a loan of grain, etc., purchase or sale on credit	uncontracted-comparison-candidate	*ar-i	krishnamurti-pfeiffer	dedr	noun
d221	f_k42ari4dplz4u	arudu	rare, scarce, excellent; rarity, marvel, surprise	uncontracted-comparison-candidate	aru (arum, ār)	dedr-reflex	dedr	noun
d221	f_qkivh5ecbtt74	arudandu	to wonder	uncontracted-comparison-candidate	aru (arum, ār)	dedr-reflex	dedr	
d221	f_z7wmfhxei2ffi	arudu-paḍu	to wonder	uncontracted-comparison-candidate	aru (arum, ār)	dedr-reflex	dedr	
d221	f_rbqgsqh7nbbqa	aridi	rare, uncommon, difficult, impossible, wonder, surprise, astonishment. DED(S) 184	uncontracted-comparison-candidate	aru (arum, ār)	dedr-reflex	dedr	
d222	f_q7htcdoqkywcc	arugu	to go, pass (of time), come, proceed, walk, (K. also) approach	uncontracted-comparison-candidate	**arVvV	krishnamurti-pfeiffer	dedr	
d222	f_nck5r44wrl5bg	aṟu	nearness; near, close by	uncontracted-comparison-candidate	**arVvV	krishnamurti-pfeiffer	dedr;burrow-emeneau1972den1[p. 400, entry 185]	
d222	f_m6xkqnndzb5m2	aṟuta	near, close by	uncontracted-comparison-candidate	**arVvV	krishnamurti-pfeiffer	dedr	
d222	f_q5ernw34yxbk2	aṟutan	near, close by	uncontracted-comparison-candidate	**arVvV	krishnamurti-pfeiffer	dedr	
d222	f_eimkraajdo4rm	aruta	near, close by	uncontracted-comparison-candidate	**arVvV	krishnamurti-pfeiffer	dedr;burrow-emeneau1972den1[p. 400, entry 185]	
d222	f_rjwdgn4uktohm	arutan	near, close by	uncontracted-comparison-candidate	**arVvV	krishnamurti-pfeiffer	dedr;burrow-emeneau1972den1[p. 400, entry 185]	
d222	f_ze3lunarmdjv6	arudencu	to come, go	uncontracted-comparison-candidate	**arVvV	krishnamurti-pfeiffer	dedr	
d227	f_6hd2mzztm7g6o	arulu	tenderness, affection, fondness	uncontracted-comparison-candidate	aruḷ	dedr-reflex	dedr	
d228	f_s56rotjltglxa	rāyu	to be rubbed	initial-apical-or-cluster	*arái-	merriam-pdr	dedr	
d228	f_47wnjhnjmwyqo	rācu	to rub, grind, smear	initial-apical-or-cluster	*arái-	merriam-pdr	dedr	
d228	f_ikh2tqzs4tg6y	ṟācu	to rub, grind, smear	initial-apical-or-cluster	*arái-	merriam-pdr	dedr	
d228	f_nnmrgxij2wzey	rāp-āḍu	to rub against each other	initial-apical-or-cluster	*arái-	merriam-pdr	dedr	
d228	f_4h4gxjhuddlvq	rāpiḍi	rubbing, friction, filing	initial-apical-or-cluster	*arái-	merriam-pdr	dedr	
d228	f_triaacpz2cb2i	rāpu	rubbing, friction, filing	initial-apical-or-cluster	*arái-	merriam-pdr	dedr	
d228	f_lhso2updqhzy4	ṟāpu	rubbing, friction, filing	initial-apical-or-cluster	*arái-	merriam-pdr	dedr	
d228	f_lirl7w57uhcvk	rāpuḍu	rubbing, friction, filing	initial-apical-or-cluster	*arái-	merriam-pdr	dedr	
d228	f_yigkg74lmvar6	rā-poḍi	filings	initial-apical-or-cluster	*arái-	merriam-pdr	dedr	
d228	f_ggfkz4wlio6yk	rāyiḍi	rubbing, friction	initial-apical-or-cluster	*arái-	merriam-pdr	dedr	
d228	f_pr4rscqrwp6k4	ragulu	to be kindled, take fire, burn, flame	initial-apical-or-cluster	*arái-	merriam-pdr	dedr	
d228	f_do36zuzuzryi6	ravulu	to be kindled, take fire, burn, flame	initial-apical-or-cluster	*arái-	merriam-pdr	dedr	
d228	f_7jqef7teqfb5g	rā̃ju	id., (K. also) (smoke) comes out as an indication of the forming of fire, grieve	initial-apical-or-cluster	*arái-	merriam-pdr	dedr	
d228	f_kkkoxrlcre75e	aravaralu	bits, fragments	uncontracted-comparison-candidate	*arái-	merriam-pdr	dedr;burrow-emeneau1972den1[p. 400, entry 191(a)];burrow-emeneau1972den1[p. 400, entry 191(a)]	
d228	f_qq3musa4z2c7e	aṟavaṟalu	bits, fragments	uncontracted-comparison-candidate	*arái-	merriam-pdr	dedr	
d228	f_whejawkvz75pe	aravuḍu	a bit, fragment	uncontracted-comparison-candidate	*arái-	merriam-pdr	dedr;burrow-emeneau1972den1[p. 400, entry 191(a)]	
d229	f_bzeztn2fkuamo	ara	half, a moiety, incomplete, not full	uncontracted-comparison-candidate	*arai	merriam-pdr	dedr	
d229	f_73yfjkyby7tk2	aṟa	half, a moiety	uncontracted-comparison-candidate	*arai	merriam-pdr	dedr	
d233	f_aipxzonbdeepe	rālu	to fall or drop down (of leaves, tears, etc.)	initial-apical-or-cluster	*arí-	merriam-pdr	dedr	
d233	f_thikmme7shfja	rālcu	to cause to fall or drop down, knock off or down	initial-apical-or-cluster	*arí-	merriam-pdr	dedr	
d233	f_ksrrdj3p2aip2	rālucu	to cause to fall or drop down, knock off or down	initial-apical-or-cluster	*arí-	merriam-pdr	dedr	
d233	f_d6n5skxzoxnwo	rālpu	to cause to fall or drop down, knock off or down	initial-apical-or-cluster	*arí-	merriam-pdr	dedr	
d233	f_3jvonkdyzc6oi	rālupu	to cause to fall or drop down, knock off or down	initial-apical-or-cluster	*arí-	merriam-pdr	dedr	
d233	f_q37nkoudu64fo	rālpu	falling or dropping down, causing to fall or drop down	initial-apical-or-cluster	*arí-	merriam-pdr	dedr	
d233	f_74o6utk5f6rw4	rālupu	falling or dropping down, causing to fall or drop down	initial-apical-or-cluster	*arí-	merriam-pdr	dedr	
d236	f_wuhwort4y3t66	alayu	to be tired, be disgusted	uncontracted-comparison-candidate	*al-	krishnamurti-pfeiffer	dedr	
d236	f_ebbfmn4s2g6so	alayincu	to weary , overwork, disgust	uncontracted-comparison-candidate	*al-	krishnamurti-pfeiffer	dedr	tr
d236	f_zymqkfhc56fei	alakuva	fatigue	uncontracted-comparison-candidate	*al-	krishnamurti-pfeiffer	dedr	
d236	f_zd67ixayppfdq	alapu	fatigue	uncontracted-comparison-candidate	*al-	krishnamurti-pfeiffer	dedr	
d236	f_3hscpu5ieusyu	alayika	fatigue	uncontracted-comparison-candidate	*al-	krishnamurti-pfeiffer	dedr	
d236	f_ulz3p2frwrb6c	alajaḍi	sorrow, affliction, grief, calamity	uncontracted-comparison-candidate	*al-	krishnamurti-pfeiffer	dedr	
d236	f_exqlnhmigm7za	alamaru	to grieve, sorrow, (K also) be tired	uncontracted-comparison-candidate	*al-	krishnamurti-pfeiffer	dedr	
d236	f_pdrzq3d3ioare	alamaṭa	grief, sorrow, affliction	uncontracted-comparison-candidate	*al-	krishnamurti-pfeiffer	dedr	
