Entry_ID	Form_ID	Word	Gloss	Flags	Headword	Head_Strategy	Source	Tags
d3122	f_cswppdqsnv4xq	travvaṭincu	to dig	initial-apical-or-cluster;initial-cluster	*taẓVv-	merriam-pdr	dedr	
d3123	f_krngoxbaq3nl2	talupu	door	uncontracted-comparison-candidate	taḷ	dedr-reflex	dedr	
d3125	f_ffbvybbk7i5om	taḷataḷa	glitter, lustre, brilliancy, shining	uncontracted-comparison-candidate	taḷataḷa	dedr-reflex	dedr	
d3125	f_oksvxidncwdy6	taḷataḷalāḍu	to glitter, glisten	uncontracted-comparison-candidate	taḷataḷa	dedr-reflex	dedr	
d3125	f_ruv4mpkyv7756	taḷuku	glitter, shining, lustre	uncontracted-comparison-candidate	taḷataḷa	dedr-reflex	dedr	
d3128	f_ggaqwzjdw3sqo	taralu	to set out or start	uncontracted-comparison-candidate	taḷampu	dedr-reflex	dedr	
d3128	f_s7734up7wqlso	taṟalu	to move, shake	uncontracted-comparison-candidate	taḷampu	dedr-reflex	dedr	
d3128	f_cupeuv5bp7yvg	talaru	id., (K. also) be agitated, disturbed	uncontracted-comparison-candidate	taḷampu	dedr-reflex	dedr	
d3128	f_xvey35gncuuyy	teralu	to start, set out, boil	uncontracted-comparison-candidate	taḷampu	dedr-reflex	dedr	
d3128	f_3cr2lu3tgsrm4	teralcu	to remove, stir, cause to go	uncontracted-comparison-candidate	taḷampu	dedr-reflex	dedr;K-Telugu	
d3128	f_kmvfmfooc277i	teralucu	to remove, stir, cause to go	uncontracted-comparison-candidate	taḷampu	dedr-reflex	dedr;K-Telugu	
d3129	f_fkf343tqsavgm	talāri	watchman	uncontracted-comparison-candidate	taḷavāra	dedr-reflex	dedr	
d3131	f_ryv2pet6unqtm	talaru	to bloom, shine, thrive	uncontracted-comparison-candidate	taḷir	dedr-reflex	dedr	
d3131	f_if66jssnklnrm	taliru	a sprout, shoot	uncontracted-comparison-candidate	taḷir	dedr-reflex	dedr	
d3131	f_abnch35dzttn4	talirucu	to sprout, shoot, bloom	uncontracted-comparison-candidate	taḷir	dedr-reflex	dedr	
d3133	f_vwdrojo5nxs2s	talugu	tether or halter for cattle	uncontracted-comparison-candidate	*taḷ-	merriam-pdr	dedr	
d3133	f_gurp2lqmhu6uu	talagu	tether or halter for cattle	uncontracted-comparison-candidate	*taḷ-	merriam-pdr	dedr;B-Telugu	
d3133	f_iebz2qvby2hnc	talugu	id	uncontracted-comparison-candidate	*taḷ-	merriam-pdr	dedr;VPK-Telugu	
d3133	f_32yssorenq5bq	tolugu	id	uncontracted-comparison-candidate	*taḷ-	merriam-pdr	dedr;VPK-Telugu	
d3133	f_inicdh2uxhb5i	taluvu	id	uncontracted-comparison-candidate	*taḷ-	merriam-pdr	dedr;VPK-Telugu	
d3135	f_m4l4wmnrdiwnc	talāgu	(allomorphtala-), talgu	uncontracted-comparison-candidate	taḷḷu	dedr-reflex	dedr	
d3136	f_b7j5srzb3kz5q	tali	mother; original, first, principal, chief, main	uncontracted-comparison-candidate	*taḷḷ-ay	krishnamurti-pfeiffer	dedr	
d3138	f_e4fwfurysenxs	taṟaṭu	to whip; whip, whipping	uncontracted-comparison-candidate	toṯ- (toṯy-)	dedr-reflex	dedr;K-Telugu	noun
d3138	f_ux7r2qp2qszdq	taraṭu	to whip; whip, whipping	uncontracted-comparison-candidate	toṯ- (toṯy-)	dedr-reflex	dedr;K-Telugu	noun
d3140	f_a3gntn6sgwdrg	taṟugu	to slice, chop	uncontracted-comparison-candidate	**tāṯV-	krishnamurti-pfeiffer	dedr	
d3140	f_o66enif2uf77u	taṟuvu	to slice, chop	uncontracted-comparison-candidate	**tāṯV-	krishnamurti-pfeiffer	dedr	
d3140	f_s4k2tcq7x75s2	taṟimena	lathe	uncontracted-comparison-candidate	**tāṯV-	krishnamurti-pfeiffer	dedr	
d3140	f_uyz6yxywmnvwe	taruvaḍi	lathe	uncontracted-comparison-candidate	**tāṯV-	krishnamurti-pfeiffer	dedr	
d3140	f_iw75exh2bddqq	tarimiḍi	lathe	uncontracted-comparison-candidate	**tāṯV-	krishnamurti-pfeiffer	dedr;B-Telugu;K-also-Telugu	
d3140	f_yrtn64afolcos	tariviṇi	lathe	uncontracted-comparison-candidate	**tāṯV-	krishnamurti-pfeiffer	dedr;B-Telugu;K-also-Telugu	
d3142	f_xdntey3dllrnu	taṟi	opportunity, proper time, season, occasion	uncontracted-comparison-candidate	taṟu	dedr-reflex	dedr	
d3142	f_fwuoqksu5eixi	taṟi-gonu	to endeavour, attempt	uncontracted-comparison-candidate	taṟu	dedr-reflex	dedr	
d3142	f_wbc3oblfwqhbw	taṟiyu	to approach	uncontracted-comparison-candidate	taṟu	dedr-reflex	dedr	
d3142	f_spugv2cpebmz2	taṟiyã-baḍu	to approach	uncontracted-comparison-candidate	taṟu	dedr-reflex	dedr	
d3142	f_jzxv6yfmmfsjy	taṟupu	to join together, amass (wealth)	uncontracted-comparison-candidate	taṟu	dedr-reflex	dedr;K-Telugu	
d3142	f_hmyhvoyq2it2w	taruvāyi	subsequent time, sequence, sequel, what follows	uncontracted-comparison-candidate	taṟu	dedr-reflex	dedr	
d3142	f_o3n5ai6bwz5mk	taruvāta	afterwards, subsequently, next	uncontracted-comparison-candidate	taṟu	dedr-reflex	dedr	
d3142	f_ux4gimc6vftk6	taruṇamu	opportunity, time, season	uncontracted-comparison-candidate	taṟu	dedr-reflex	dedr	
d3144	f_lnreftsaov4vk	taṟupu	an artificial diamond. DED(S) 2527	uncontracted-comparison-candidate	taruppu	dedr-reflex	dedr	
d3157	f_wrir3j4q4refg	taṭavaṭa	deceit	uncontracted-comparison-candidate	tāṭṭōṭṭam	dedr-reflex	dedr	
d3157	f_wtatea5nuf5hk	taṭamaṭa	deceit	uncontracted-comparison-candidate	tāṭṭōṭṭam	dedr-reflex	dedr	
d3157	f_bgm6t6hrtu2qw	taṭamaṭincu	to deceive. DED(S) 2577	uncontracted-comparison-candidate	tāṭṭōṭṭam	dedr-reflex	dedr	
d3174	f_vw55c6dqihjty	trāgu	to drink, (K. also) swallow, eat, smoke	initial-apical-or-cluster;initial-cluster	*tār_-g-	merriam-pdr	dedr	
d3174	f_zgff5va5f56x4	trāvu	to drink, (K. also) swallow, eat, smoke	initial-apical-or-cluster;initial-cluster	*tār_-g-	merriam-pdr	dedr	
d3174	f_nrroyokrpw2pa	trāguḍu	drinking	initial-apical-or-cluster;initial-cluster	*tār_-g-	merriam-pdr	dedr	
d3174	f_24yxv6oqxs6ag	trāvuḍu	drinking	initial-apical-or-cluster;initial-cluster	*tār_-g-	merriam-pdr	dedr	
d3192	f_vcb7tcir2mmg2	trāḍuvaḍu	to become lean. DED(S, N) 2608	initial-apical-or-cluster;initial-cluster	tāṟuka	dedr-reflex	dedr	
d3244	f_lxmtcut2fity6	tera	screen, curtain, wave	uncontracted-comparison-candidate	*tir-ay	krishnamurti-pfeiffer	dedr	
d3245	f_pwbv3e2o7dj6a	teralu	to abound, increase, swell up	uncontracted-comparison-candidate	tiraḷ	dedr-reflex	dedr;K-Telugu	
d3246	f_zfmpf23mg76ca	tiri	a twist, turn, braid of hair	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_z5ioh5rftlgyu	tirika	a twist or turn	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_g323nf2zhfrvm	tiripamu	begging alms	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_izvmgisdtsyxe	tiripari	beggar	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_lwt7iyv4sbgg4	tiripemu	begging, alms	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_2vrv5woq6tml6	tiriyu	to beg, ask alms, live by alms	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_gavpjhh6ni62e	tirigi	again	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_knwaudo7j7rzw	tiruga	again	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_gapxu6yum5yjy	tirugã-baḍu	to rebel, revolt, turn back or round, change, alter	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_cqjsxdxn4htbc	tirugali	a mill, handmill, gristmill	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_sz5oic4rnrsek	tirugalli	a mill, handmill, gristmill	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_3ov3kfkm5dkwg	tirugu	to roam, rove, wander, ramble, move about, turn, take a new direction, turn back, turn round, change, alter; a turn, change of direction, turning back, reversal, retraction, revocation	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	noun
d3246	f_ogbjknelvpvsg	tiruguḍu	turning, a turn, a screw, latch, catch	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_qckj6uvqryeae	tirugudala	a turning back	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_ojasm32b67tns	tiṟi	a twist of anything flexible	uncontracted-comparison-candidate	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_stvomvek524nu	trikku	a twist or turn	initial-apical-or-cluster;initial-cluster	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_m6sv6c34jzmrg	trippaṭa	wandering	initial-apical-or-cluster;initial-cluster	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_ovgkmqj2hsjkq	trippari	a wanderer, rambler	initial-apical-or-cluster;initial-cluster	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_ysr4jv2l77hdc	trippu	to turn, change the direction of; a turn	initial-apical-or-cluster;initial-cluster	*tir-a-nku	krishnamurti-pfeiffer	dedr	noun
d3246	f_dwuf6jytn2l7g	trimmaṭa	wandering	initial-apical-or-cluster;initial-cluster	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_54ffbpkwo66b2	trimmaṭakā̃ḍu	wanderer, rambler, rover, vagabond	initial-apical-or-cluster;initial-cluster	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3246	f_tnamtgs5zft46	trimmaru	to wander, rove, ramble	initial-apical-or-cluster;initial-cluster	*tir-a-nku	krishnamurti-pfeiffer	dedr	
d3259	f_bsir5okg6tahm	teṟa	open	uncontracted-comparison-candidate	*tiṯ-V-	krishnamurti-pfeiffer	dedr	
d3259	f_e7hwkfnfyq3ec	teṟacu	to open, set open, uncover, expose, exhibit, display, unfasten, unlock	uncontracted-comparison-candidate	*tiṯ-V-	krishnamurti-pfeiffer	dedr	
d3259	f_fdp2d4dpeqmi2	teṟapa	open, exposed	uncontracted-comparison-candidate	*tiṯ-V-	krishnamurti-pfeiffer	dedr	
d3259	f_kgb6tkj5urbr6	teṟapi	intermission, cessation, pause, break	uncontracted-comparison-candidate	*tiṯ-V-	krishnamurti-pfeiffer	dedr	
d3260	f_th5sjbter5wbc	teṟavu	way, manner, mode, fashion, style, condition, state, order, good condition or state (see also 1300). DED 2668	uncontracted-comparison-candidate	tiṟam	dedr-reflex	dedr	
d3294	f_ga5tusbvhthk4	duḍuku	rashness, inconsiderateness, precipitancy or precipitation	uncontracted-comparison-candidate	tuṭi	dedr-reflex	dedr	
d3294	f_djv5i36filcso	toḍībaḍu	to be perplexed, confused. DED(S) 2696	uncontracted-comparison-candidate	tuṭi	dedr-reflex	dedr	
d3297	f_quggypeao2nx6	tuḍumu	a kind of drum, tomtom	uncontracted-comparison-candidate	tuṭi	dedr-reflex	dedr	
d3301	f_3svu5v6uenzfi	tuḍucu	to wipe, rub, sweep, clean as any surface, wipe off or away, rub off or out, sweep or sweep away as dust, etc., from a surface	uncontracted-comparison-candidate	*tuḍ-	merriam-pdr	dedr	
d3301	f_oknhunyklrmnm	tuḍupu	wiping, rubbing out, blotting out, scoring out or correction in writing	uncontracted-comparison-candidate	*tuḍ-	merriam-pdr	dedr	
d3301	f_2op6tdyjxrqia	toḍayu	to wipe, wash	uncontracted-comparison-candidate	*tuḍ-	merriam-pdr	dedr	
d3302	f_tlchixwd6zjws	toḍa	thigh	uncontracted-comparison-candidate	*tUḍ-	merriam-pdr	dedr	
d3305	f_e6jzmd7d5cuuq	truŋgu	to break, fall in pieces, perish, die	initial-apical-or-cluster;initial-cluster	*tūṇ-	merriam-pdr	dedr	
d3305	f_aptwtjmp6kuoq	truncu	to cut to pieces, tear, break, kill (ortruṅgu, truncuwith 3339 Ta.tura)	initial-apical-or-cluster;initial-cluster	*tūṇ-	merriam-pdr	dedr	
d3332	f_5flm4fhpnlhl6	turumu	powder; to reduce to powder	uncontracted-comparison-candidate	*dum-	merriam-pdr	dedr;B-Telugu	verb
d3337	f_5umx2mkalfveq	ḍuyyu	to draw as a sword out of the scabbard, remove or strip of leaves, etc., as a twig by drawing it through the hand or between the fingers	initial-apical-or-cluster	tu·n- (tu·nḏ-)	dedr-reflex	dedr	
d3337	f_otgs5cnx7kgyu	ḍūyu	to draw as a sword out of the scabbard, remove or strip of leaves, etc., as a twig by drawing it through the hand or between the fingers	initial-apical-or-cluster	tu·n- (tu·nḏ-)	dedr-reflex	dedr	
d3339	f_eatdyb36uyjzs	tuṟumu	to scrape with a toothed instrument as the kernel of a coconut	uncontracted-comparison-candidate	**tūr-	krishnamurti-pfeiffer	dedr	
d3339	f_hq6bi6334cktu	truŋgu	to break, fall in pieces, perish, die	initial-apical-or-cluster;initial-cluster	**tūr-	krishnamurti-pfeiffer	dedr	
d3339	f_aktogwgylrgri	truncu	to cut to pieces, tear, break, kill (ortruṅgu, truncuwith 3305 Ta.tuṇi)	initial-apical-or-cluster;initial-cluster	**tūr-	krishnamurti-pfeiffer	dedr	
d3340	f_ed5z4y2qdk7lg	trōcu	to push, shove, thrust	initial-apical-or-cluster;initial-cluster	*tor-	merriam-pdr	dedr	
d3340	f_ti6mu3twfnris	trō-paḍu	to be pushed or driven	initial-apical-or-cluster;initial-cluster	*tor-	merriam-pdr	dedr	
d3340	f_5m665wb2jtxta	trō-pāṭu	being pushed or driven	initial-apical-or-cluster;initial-cluster	*tor-	merriam-pdr	dedr	
d3340	f_3klrjo7rb35ic	trō-pāḍu	to push	initial-apical-or-cluster;initial-cluster	*tor-	merriam-pdr	dedr	
d3340	f_qui4o6yxhmrgo	trōpu	a push, disregarding, discarding, prohibition, subtraction, deduction	initial-apical-or-cluster;initial-cluster	*tor-	merriam-pdr	dedr	
d3340	f_7rg3lybka6vco	trōpuḍu	a push, disregarding, discarding, prohibition, subtraction, deduction	initial-apical-or-cluster;initial-cluster	*tor-	merriam-pdr	dedr	
d3340	f_fjq43hg5dyxlk	trōyu	to push, propel, thrust, shove, drive, reject, dismiss, eject, throw out, subtract, deduct	initial-apical-or-cluster;initial-cluster	*tor-	merriam-pdr	dedr	
d3340	f_smcykvf5urehu	trōlu	to drive, drive away or out, exorcise	initial-apical-or-cluster;initial-cluster	*tor-	merriam-pdr	dedr	
d3340	f_ad2a7upowopsu	drobbu	to push, shove, thrust; a push, thrust, shove	initial-apical-or-cluster;initial-cluster	*tor-	merriam-pdr	dedr	noun
d3341	f_mp6ypnh2talh4	doravi	id	uncontracted-comparison-candidate	turavu	dedr-reflex	dedr	
d3341	f_jltwhb5vjujjk	doravu	id	uncontracted-comparison-candidate	turavu	dedr-reflex	dedr	
d3341	f_ebuzyqyoqjy4y	doruvu	id., a tank, a dock for ships. DED 2745	uncontracted-comparison-candidate	turavu	dedr-reflex	dedr	
d3343	f_ouwrj4t6guwre	truppu	rust	initial-apical-or-cluster;initial-cluster	turu	dedr-reflex	dedr	
d3343	f_xioannge7h26u	trukku	id., verdigris	initial-apical-or-cluster;initial-cluster	turu	dedr-reflex	dedr	
d3357	f_yqclfarglqalu	tulasi	sacred basil, <i>Ocimum sanctum</i> Lin	uncontracted-comparison-candidate	*tul-acV	krishnamurti-pfeiffer	dedr	
d3359	f_z7zcpkqor5mju	dulupu	to shake so as to remove dust, etc., shake off, get rid of	uncontracted-comparison-candidate	tuḷaŋku	dedr-reflex	dedr	
d3360	f_sam4a6nmarzw2	tulakincu	to shine, rejoice	uncontracted-comparison-candidate	tuḷaŋku	dedr-reflex	dedr	
d3360	f_ocbuw6who5k7e	tulakimpu	shining, rejoicing	uncontracted-comparison-candidate	tuḷaŋku	dedr-reflex	dedr	
d3361	f_pxcrabmrpx6ha	toluku	to rain, (K. also) be spilled, overflow	uncontracted-comparison-candidate	*toḷ-	merriam-pdr	dedr	
d3361	f_4fu55e72nweo6	tolakari	the beginning of the rainy season, the rainy season	uncontracted-comparison-candidate	*toḷ-	merriam-pdr	dedr	
d3361	f_h772gshapmqp4	tolakarincu	to rain for the first time in the season	uncontracted-comparison-candidate	*toḷ-	merriam-pdr	dedr	
d3361	f_w7mgy6vazaqws	tolukāru	the rainy season (or the itemstolakaritotolukāruin 3516)	uncontracted-comparison-candidate	*toḷ-	merriam-pdr	dedr	
d3361	f_e32szda3b4a5i	tulucu	to shed, as fruit, powder, etc	uncontracted-comparison-candidate	*toḷ-	merriam-pdr	dedr;K-Telugu;B-Telugu	
d3361	f_r5pdyct6in2bo	tulumu	to cause leaves to fall by cutting or plucking	uncontracted-comparison-candidate	*toḷ-	merriam-pdr	dedr;K-Telugu	
d3364	f_3kfngjktiueeo	truḷḷu	to jump, leap, spring, caper, be arrogant or conceited; jump, leap, spring, caper; arrogance, conceit	initial-apical-or-cluster;initial-cluster	tuḷḷu	dedr-reflex	dedr	noun
d3364	f_izof3z7ocfudq	truḷḷũbōtu	an arrogant or conceited person	initial-apical-or-cluster;initial-cluster	tuḷḷu	dedr-reflex	dedr	
d3364	f_uwdxkemsmfwnk	truḷḷinta	a jump	initial-apical-or-cluster;initial-cluster	tuḷḷu	dedr-reflex	dedr	
d3364	f_fauktvmbokhbe	truḷḷagincu	to jump up	initial-apical-or-cluster;initial-cluster	tuḷḷu	dedr-reflex	dedr	
d3364	f_yqmre5wjvln3s	truḷḷaginta	jumping up	initial-apical-or-cluster;initial-cluster	tuḷḷu	dedr-reflex	dedr	
d3367	f_ai5k2vuehj5ms	tuṟugu	to insert, stick in as flowers, cram in, gag by thrusting a cloth in the mouth, caulk (a ship)	uncontracted-comparison-candidate	**tuṯVvV-	krishnamurti-pfeiffer	dedr;K-Telugu	
d3367	f_smeamze5c7w3u	turugu	to insert, stick in as flowers, cram in, gag by thrusting a cloth in the mouth, caulk (a ship)	uncontracted-comparison-candidate	**tuṯVvV-	krishnamurti-pfeiffer	dedr;B-Telugu	
d3367	f_uoo4zm2ghbetc	tuṟumu	to cram or stick, thrust in, deck the head with flowers	uncontracted-comparison-candidate	**tuṯVvV-	krishnamurti-pfeiffer	dedr;K-Telugu	
d3367	f_cco4pcovrmfuk	turumu	to cram or stick, thrust in, deck the head with flowers	uncontracted-comparison-candidate	**tuṯVvV-	krishnamurti-pfeiffer	dedr;B-Telugu	
d3368	f_y54uwx54lov4e	tuṟutu	haste, quickness	uncontracted-comparison-candidate	tuṟu-tuṟuv-eṉal	dedr-reflex	dedr	
d3368	f_ns3jpcgvry2qi	tora-paḍu	to hasten. DED 2771	uncontracted-comparison-candidate	tuṟu-tuṟuv-eṉal	dedr-reflex	dedr	
d3381	f_q5w2lmmxv43nw	duṭu	to jump over, run away. DED 2783	uncontracted-comparison-candidate	dūṇṭu	dedr-reflex	dedr;K-Telugu	
d3399	f_2tuirc5ydq5fm	ḍūyu	to enter, penetrate, pierce, pass through as an arrow or bullet	initial-apical-or-cluster	**tuṯVtV-	krishnamurti-pfeiffer	dedr	
d3399	f_xpsg2ggd6hoze	ḍuyyu	to enter, penetrate, pierce, pass through as an arrow or bullet	initial-apical-or-cluster	**tuṯVtV-	krishnamurti-pfeiffer	dedr	
d3408	f_fbcfr67u6yh4i	ṭeŋkāya	coconut	initial-apical-or-cluster	teŋku	dedr-reflex	dedr	
d3421	f_pz62i3p4tjenc	teṟava	woman	uncontracted-comparison-candidate	terivai	dedr-reflex	dedr	
d3422	f_u6p2k7aeojc7g	teruvu	way, road, path	uncontracted-comparison-candidate	teru	dedr-reflex	dedr	
d3426	f_p7xjnhez72nia	teluŋgu	Telugu language	uncontracted-comparison-candidate	*teluŋ-	merriam-pdr	dedr	
d3427	f_cbyb4s4dtmejm	telucu	to praise, worship, request, pray	uncontracted-comparison-candidate	telucu	dedr-reflex	dedr;K-Telugu	
d3429	f_hhtgzmiv5q7wi	teliya	plate or dish	uncontracted-comparison-candidate	tiḷi	dedr-reflex	dedr	
d3429	f_exizhqcyljqms	tele	plate or dish	uncontracted-comparison-candidate	tiḷi	dedr-reflex	dedr	
d3433	f_bx2o4a3jcoq6w	teli	white, pure	uncontracted-comparison-candidate	*teḷ-V-	krishnamurti-pfeiffer	dedr	
d3433	f_tr4ls446xhfxk	teliyu	to be known, understood, perceived, intelligible, clear, or plain, be seen, discovered, or found; know, understand, perceive; (K. also) regain consciousness after swoon, wake up from sleep	uncontracted-comparison-candidate	*teḷ-V-	krishnamurti-pfeiffer	dedr	
d3433	f_trkl5pncclmbg	telivi	understanding, intelligence, wisdom, consciousness, liveliness, cheerfulness	uncontracted-comparison-candidate	*teḷ-V-	krishnamurti-pfeiffer	dedr	
d3433	f_b42vkvg33uy2i	teliviḍi	understanding, information	uncontracted-comparison-candidate	*teḷ-V-	krishnamurti-pfeiffer	dedr	
d3433	f_s7ip6g7bpitrg	telisi konu	to understand, know, learn	uncontracted-comparison-candidate	*teḷ-V-	krishnamurti-pfeiffer	dedr	
d3433	f_tk3puhvrzuwzo	telucu	to pacify, console	uncontracted-comparison-candidate	*teḷ-V-	krishnamurti-pfeiffer	dedr;K-Telugu	
d3433	f_6bgl4xulkpkrk	telupu	white, whiteness; to communicate, make known, inform	uncontracted-comparison-candidate	*teḷ-V-	krishnamurti-pfeiffer	dedr	verb
d3433	f_i5vijhg2fh7gg	telupuḍu	knowledge, information	uncontracted-comparison-candidate	*teḷ-V-	krishnamurti-pfeiffer	dedr	
d3437	f_ac5m6v5uobtos	tregu	to be cut, divided, or severed, snap (as a rope), be breached (as a dike)	initial-apical-or-cluster;initial-cluster	teṟi	dedr-reflex	dedr	
d3437	f_4y35t4ot5yk4q	treyyu	to be cut, divided, or severed, snap (as a rope), be breached (as a dike)	initial-apical-or-cluster;initial-cluster	teṟi	dedr-reflex	dedr	
d3437	f_bkr27kz5jnw3e	trevvu	to be cut, (K. also) be snapped (as a rope)	initial-apical-or-cluster;initial-cluster	teṟi	dedr-reflex	dedr	
d3437	f_wcmnrwtkxjxes	trencu	to snap, break, tear, cut, divide, sever (as a thread or string, etc.)	initial-apical-or-cluster;initial-cluster	teṟi	dedr-reflex	dedr	
d3437	f_lr7rrcqoxabam	trempu	id.; state of being cut, divided, etc., discontinuity, pause	initial-apical-or-cluster;initial-cluster	teṟi	dedr-reflex	dedr	noun
d3451	f_57xeufn5wprdy	trē̃cu	to belch, eructate	initial-apical-or-cluster;initial-cluster	*tē-	krishnamurti-pfeiffer	dedr	
d3451	f_3mpcoizvufojy	trēncu	to belch, eructate	initial-apical-or-cluster;initial-cluster	*tē-	krishnamurti-pfeiffer	dedr	
d3451	f_uz4msjboy2kda	trēnucu	to belch, eructate	initial-apical-or-cluster;initial-cluster	*tē-	krishnamurti-pfeiffer	dedr	
d3451	f_eujmiznn35bns	trē̃pu	belching, a belch	initial-apical-or-cluster;initial-cluster	*tē-	krishnamurti-pfeiffer	dedr	
d3451	f_wge4ipq6xlecq	trēnpu	belching, a belch	initial-apical-or-cluster;initial-cluster	*tē-	krishnamurti-pfeiffer	dedr	
d3451	f_ijjkw7iaah4cu	trēnupu	belching, a belch	initial-apical-or-cluster;initial-cluster	*tē-	krishnamurti-pfeiffer	dedr	
d3452	f_64cecm2montnm	ṭē̃ku	teak tree	initial-apical-or-cluster	*tēn-kk-	krishnamurti-pfeiffer	dedr	
d3480	f_z64mu27achamg	toḍu	to put arrow on bow	uncontracted-comparison-candidate	*toṭ-V-	krishnamurti-pfeiffer	dedr;K-Telugu	
d3480	f_xae3cmaqtme2o	toḍugu	to put arrow on bow	uncontracted-comparison-candidate	*toṭ-V-	krishnamurti-pfeiffer	dedr;K-Telugu	
d3480	f_w5s64gkugs4n6	toḍuvu	to put arrow on bow	uncontracted-comparison-candidate	*toṭ-V-	krishnamurti-pfeiffer	dedr;K-Telugu	
d3480	f_qd3sftfygapug	toḍuku	to hold, grasp	uncontracted-comparison-candidate	*toṭ-V-	krishnamurti-pfeiffer	dedr;K-Telugu	
d3480	f_b64hijyc3cqju	toḍikilu	to seize, hold tightly, snatch	uncontracted-comparison-candidate	*toṭ-V-	krishnamurti-pfeiffer	dedr;K-Telugu	
d3480	f_qhfgvxvwamfx4	toḍaru	to follow, accompany; happen, occur; endeavour, attempt; (K. also) reach, obtain, hold, copulate with, attack	uncontracted-comparison-candidate	*toṭ-V-	krishnamurti-pfeiffer	dedr	
d3480	f_bbbwopndyrueq	toḍarika	following, accompanying	uncontracted-comparison-candidate	*toṭ-V-	krishnamurti-pfeiffer	dedr	
d3480	f_org6dthix2jqu	toḍaruvu	endeavour, attempt	uncontracted-comparison-candidate	*toṭ-V-	krishnamurti-pfeiffer	dedr	
d3480	f_qb2lflnfwstym	toḍusu	business, affair, connection	uncontracted-comparison-candidate	*toṭ-V-	krishnamurti-pfeiffer	dedr	
d3481	f_fk4rxxkf64buu	toḍaru	to undertake	uncontracted-comparison-candidate	*toḍ-	merriam-pdr	dedr;K-Telugu	
d3482	f_awfnrd54izzpu	toḍugu	to clothe, invest	uncontracted-comparison-candidate	*toḍ-	merriam-pdr	dedr	
d3482	f_ppney35xrte7q	toḍuvu	to clothe, invest	uncontracted-comparison-candidate	*toḍ-	merriam-pdr	dedr	
d3482	f_fszzaxycz6xho	toḍugu konu	to put on, wear	uncontracted-comparison-candidate	*toḍ-	merriam-pdr	dedr	
d3482	f_33mff3gmfupaq	toḍigincu	to cause to wear or put on	uncontracted-comparison-candidate	*toḍ-	merriam-pdr	dedr	
d3482	f_bs3qzvxg3cdqa	toḍavu	ornament, jewel	uncontracted-comparison-candidate	*toḍ-	merriam-pdr	dedr	
d3482	f_7e44kswqik4wo	toḍupu	armour	uncontracted-comparison-candidate	*toḍ-	merriam-pdr	dedr	
d3482	f_26n2suxzju7jo	toḍu	id., wear	uncontracted-comparison-candidate	*toḍ-	merriam-pdr	dedr;K-Telugu	
d3487	f_7fauczdle4r44	toḍima	footstalk of a leaf, fruit or flower	uncontracted-comparison-candidate	*toḍ-	merriam-pdr	dedr	
d3514	f_gffk4pnnpoopg	doralu	to roll, turn over	uncontracted-comparison-candidate	dōguni	dedr-reflex	dedr	intr
d3514	f_5svlq2qsgoz4o	doralincu	id	uncontracted-comparison-candidate	dōguni	dedr-reflex	dedr	
d3514	f_rt3qei6bneijk	doralcu	id	uncontracted-comparison-candidate	dōguni	dedr-reflex	dedr;K-Telugu;K-also-Telugu	tr
d3514	f_qjvzuboz5etbq	doralucu	id	uncontracted-comparison-candidate	dōguni	dedr-reflex	dedr;K-Telugu;K-also-Telugu	tr
d3514	f_ab5ek3b4zpnbo	ḍō̃gu	to crawl or move on the hands and knees, go on all fours as an infant	initial-apical-or-cluster	dōguni	dedr-reflex	dedr	
d3516	f_5jsrk7ixemxzu	toli	beginning, commencement; first, former, previous, old, ancient; formerly, previously	uncontracted-comparison-candidate	*tol-	merriam-pdr	dedr	
