Partition	Input_Domain	Language_A	Language_B	Family_ID	Entry_IDs	Outcome_A	Outcome_B	Evidence_A	Evidence_B
primary	all-reviewed-inputs	Badaga	Gondi	d4438	d4438	R	R	f_3ql4vf7hzgu2o;f_drbmwmjxqyogy;f_v63vworsjqaac	f_6q7wlwbqy6oim;f_7tfakhhutw3ww;f_bpzl5tu5yxgqq;f_efhhvgkscigty;f_kqtej5mppykn4;f_ndbqqlsqhypny;f_nl4x6msg72bzc;f_nmbhxpinulte6;f_p5cmmfbwhpqum;f_qpri4fahuhut6
primary	all-reviewed-inputs	Badaga	Gondi	d4885	d4885	R	R	f_3chb2zgr6h3om	research:d4885-Gondi-source
primary	all-reviewed-inputs	Badaga	Gondi	d4876	d4876	R	R	f_4efcns6skeyi6;f_7jkcs7eoekq3e;f_ca3dc3jygl3aw;f_ffiu4sty54zp6;f_rnroe5frijgp6	f_4lqan52vs2lke;f_4njs3sh6bkfu6;f_4pv5vqyb3gi7o;f_6twroxxyuk55c;f_7nxnm3ax2nrsw;f_esgzedtigyb4i;f_gevdcxxrkasni;f_imd42gtd4c4ey;f_jin6smxxsadpy;f_jqfplvlnpwe7u;f_m7x3eu76nb3q2;f_q7my3dykfzzmc;f_qscjcuylori7k;f_ragl5eecsdlam;f_s57vuz7wsqee6;f_uh56q4feggrrg;f_xklv6umfcxtq4;f_y5nqelrk37jps
primary	all-reviewed-inputs	Badaga	Gondi	d868	d868	R	R	f_7zzobz23rtvi4;f_asvzsvzgjimfw;f_bxklnylvkurdq;f_eivlju7iqc4ly;f_ggyqiflw44rwi;f_o3amuyyybh7nu;f_usfg5eecdksha	f_2dmmbrm3vssjw;f_2eubmlj3y4ow6;f_6gwn4tp5qwzhi;f_txfdewlfhmrdu;f_wwpkkjsu56y6i
primary	all-reviewed-inputs	Badaga	Gondi	d1079	d1079	R	R	f_ghwdogc6qs572	f_4bhdc5q6ipawm;f_rhncwzsjm54y4
primary	all-reviewed-inputs	Badaga	Gondi	d1123	d1123	R	R	f_jdax6qc62emnq	f_ehw3vhy545awk
primary	all-reviewed-inputs	Badaga	Gondi	d1278	d1278	R	R	f_3fmqq3gkari7k;f_b6dj5tikromdc;f_flltla5x7lzym;f_i4miwgsvky3am	f_2opvz64f4u2ni;f_3ws5pgdwh7sb4;f_44um7wc2c426i;f_7d46owpqhdgz6;f_cszdcay7rugnc;f_j3y44eror5yvi;f_mjyudcuyw26ew;f_mtzz5cvrzuwbm;f_vl64vfvlt6ma2;f_zznywisayz4ia
primary	all-reviewed-inputs	Badaga	Gondi	d1292	d1292	R	R	f_6g32qfiekxtzg;f_chvai2kwci6bo;f_cwj2wvphcihk2;f_g6on4hb36yzoa;f_gwbpbdfxc7jas;f_slstie76lz6hg	f_ls5elisezrs4k;f_ttoapetmfvv5w;f_yonxzbqg7fepi
primary	all-reviewed-inputs	Badaga	Gondi	d1594	d1594	R	R	f_jrrvifl2wggae;f_tssmux2mcxawi;f_z3h4jnpk56mqm	f_bq3supvigfr46
primary	all-reviewed-inputs	Badaga	Gondi	d1851	d1851	R	R	f_d3u4zabv6q6ma;f_kuvuokz2od7p2	f_qngczazs3bikq
primary	all-reviewed-inputs	Badaga	Gondi	d2687	d2687	R	R	f_5dk3lanj65cwg;f_i6rkgfsophq3e	f_i4iuuceyhql6c
primary	all-reviewed-inputs	Badaga	Gondi	d3451	d3451	R	R	f_uh64w6vrzuadu	f_bzykmpubcesme;f_y6ll2szmu3eik
primary	all-reviewed-inputs	Badaga	Gondi	d3821	d3821	R	R	f_azykshzbh3ea4;f_qxth2zuv5h6py	f_m44g35gu2rlzm;f_qxmru4ttnyhdc;f_t5bxlqa2ebrku;f_w4mclqrutinpw
primary	all-reviewed-inputs	Badaga	Gondi	d4283	d4283	R	R	f_dmlf6bsf4732a;f_ytl4zivo23h3y	f_2qo5rbvvqedky;f_66lfpaywz77li
primary	all-reviewed-inputs	Badaga	Gondi	d4537	d4537	R	R	f_4jwmvtrr42cx4;f_jqima64fistpi;f_rxcdas3oeor7g;f_vedptiweyiiao	f_6wgezfdyanlu6;f_k7si6ahop5vec
primary	all-reviewed-inputs	Badaga	Gondi	d5087	d5087	R	R	f_ishitag54fvhq	f_goc3z2hzc4m4u;f_r5w5qtanyhyq4
primary	all-reviewed-inputs	Badaga	Irula	d592	d592	R	R	f_gxi7xehnlwpwi	f_eftfw3ltbuij2;f_sijh4ujpstgbw
primary	all-reviewed-inputs	Badaga	Kannada	d63	d63	R	R	f_bpzbaxoyirfqu;f_oc7fe2msqzc4m	f_4tqutz2cwl7ww;f_7gcqandki3nsw;f_c6s3bh7smuxme;f_e4siy5jtekrfw
primary	all-reviewed-inputs	Badaga	Kannada	d72	d72	R	R	f_rp5sa6e7beeki	f_3mexxqauz2kpo;f_b6s2zjwqpujcu
primary	all-reviewed-inputs	Badaga	Kannada	d79	d79	R	R	f_l7aff4qald56e;f_pxknpfkckkxt2	f_inibm27wdoacq;f_mum63zb5tebbi;f_p7q4vgf4rtbtu
primary	all-reviewed-inputs	Badaga	Kannada	d80	d80	R	R	f_omynkozumxnbq;f_qlp56u3lfnxfg;f_rpwardm5k5nay	f_etc3hvk2wv3fq;f_fob2thjnbbgdg
primary	all-reviewed-inputs	Badaga	Kannada	d228	d228	R	R	f_hjpyj5kedczg6	f_ch6vjdrx2qem6;f_mntswx5kxvkaa;f_qhcczwoevdv4y
primary	all-reviewed-inputs	Badaga	Kannada	d229	d229	R	R	f_wqb5qmxezineq	f_4v4d4mwx5fwnq;f_pwdyuxmy6fboe;f_ylj6bsmm6w3bk
primary	all-reviewed-inputs	Badaga	Kannada	d236	d236	R	R	f_4yz2pnlsq6cse;f_nnxsdpt4zegha	f_5miumvqisnluc;f_n6wlv5ievshd6;f_q3iz55266vjae
primary	all-reviewed-inputs	Badaga	Kannada	d240	d240	R	R	f_hcnkcx7oun6ze;f_tmswq2ph45z5y;f_zczedmye4xkre	f_7ho3iqk6xpz5k;f_or6qphq3caop6;f_sdsuvtriypagw;f_ttjzmha2gb7ui
primary	all-reviewed-inputs	Badaga	Kannada	d64+d88	d64;d88	R	R	f_2xsc7zpocjpp2	f_3bipy3j6k3lim;f_ewrtukxzjnvma;f_ml42zbibygwnw;f_qwbnfchqqydhs;f_uc4keik7bpb2y;f_vyhgl53lmrlyq
primary	all-reviewed-inputs	Badaga	Kannada	d76	d76	R	R	f_3lfvjgkrg3xfq;f_7cbrafkkwwrme;f_dbv2f5kpym32m;f_dijn7hzuvouzq;f_momffey3ehq5m;f_tz62f56xrctoo;f_yneailueoqgwa	f_byngasoopmmhi;f_rss3ff4mrwr24;f_tikxn7w6yz23m;f_ybegpmuxbk46g
primary	all-reviewed-inputs	Badaga	Kannada	d83	d83	R	R	f_eylm3au7dpltq;f_nd462fzgbf7ni;f_sla7365bacffs	f_7iqs4yqadw4nq;f_gfex7vthdkyba;f_rqym5siyo566i
primary	all-reviewed-inputs	Badaga	Kannada	d89	d89	R	R	f_r6b7tzxlkkzjk	f_amptnlo5zlr2i
primary	all-reviewed-inputs	Badaga	Kannada	d247	d247	R	R	f_wtpdnipcvccme	f_avkk6xsltyuue;f_cdnvzmgfzk4l6;f_cs7vrl3bao3vi;f_hogiazfvslh7i;f_idnhtlkgnjsy4;f_lf64yewkojfsa;f_rcb4ayfdungog;f_vtatxfqrnsgga
primary	all-reviewed-inputs	Badaga	Kannada	d277	d277	R	R	f_25gn6l4p3wcc4;f_3576ij3zrmzmu;f_5tcnbw3kdi3t2;f_aqkmlq7doeapy;f_nrrwlilkzni24	f_7bnwo767n4yv6;f_hdxfkew25iv6q;f_jgrrojlfouohq;f_mkj34exhdt4xa;f_mtrdbqrp5ye62;f_owlw6j2uxqope;f_sxkrvmqgxazzo;f_xem52e4godvse
primary	all-reviewed-inputs	Badaga	Kannada	d281	d281	R	R	f_a733zra45vzda;f_bawze3hv5mnkq;f_chgo7odw6dznk;f_hmzcfe3zbrh3a;f_iaeat2meghgaa;f_uvsqofdgwqc3m	f_3gh7ksprslzfq;f_5i2cxng4fyzr6;f_anrwp65mpuh3y;f_bkct4hv4pio2m;f_bkvmylt4kdeny;f_dbji4wn2aycnm;f_zpjkidtdoeiyc
primary	all-reviewed-inputs	Badaga	Kannada	d282	d282	R	R	f_7o2kq2sjk54ra;f_cvc7zxzypfppa;f_evfug2c7wxcuc;f_prdqvxbmekzaa;f_qhq66yiy6o66u;f_xvn3wf2ihxihg;f_y5ihwfuddgemy	f_5dzuikwbea6ay;f_5xcsox2kvhpm4;f_j5ech4tqljojc
primary	all-reviewed-inputs	Badaga	Kannada	d291+d295	d291;d295	R	R	f_2vxhxoniswwwu;f_azkm5fs5kmnd2;f_ctn6mamkzybu4	f_bejvtkc2u2fbi;f_fhancbnr6y6va;f_ii43mp7n7jbyc;f_jxbssgcgu4t2o;f_mc2qywl367z42;f_ogk25xci7irq4;f_u3jq23jwwl3sa
primary	all-reviewed-inputs	Badaga	Kannada	d314	d314	R	R	f_2ytqm5z4qthgk;f_do27h3d66hloo;f_flobn7isnuinw;f_pmed6ljdrlmq2	f_boy5mwfbjxdwq;f_m4c6kj77j2j6i;f_r3xnhhpohb4lq;f_ypkkgrvhg3hoq
primary	all-reviewed-inputs	Badaga	Kannada	d321	d321	R	R	f_g4k33i3ndkwcy	f_i2r6vq4yw5mjo;f_qbc7p2cduceu6
primary	all-reviewed-inputs	Badaga	Kannada	d318	d318	R	R	f_e556yolpzeams	f_hsgrstwnyuzma;f_sszw25cylkz7c;f_vrj2iekbtc764;f_xop252m4xw6wm
primary	all-reviewed-inputs	Badaga	Kannada	d434+d448	d434;d448	R	R	f_ap2yoij6tctrq;f_jk55wazdka4au;f_praw56btcpkl2;f_t4nskgawtsdde	f_3dywvb3yh4fpq;f_a36nb7rnfsuwk;f_bzkkgzfyoyb32;f_cf5s6kdaymrmu;f_ipfnxouy6vpc6;f_n4o3m3xyycko4
primary	all-reviewed-inputs	Badaga	Kannada	d442	d442	R	R	f_i7nut7kvg5yum	f_aegj4qhwxuflc;f_akpml77q26wdw;f_ipgfxkzpe6pui;f_ol4ssbm5ahf7a
primary	all-reviewed-inputs	Badaga	Kannada	d449	d449	R	R	f_gw5xxvba2mq24	f_37v5txqwqwb34;f_ws77rqu7gn6m2
primary	all-reviewed-inputs	Badaga	Kannada	d474	d474	R	R	f_2iagqnw3w5dc6;f_aagqw7isbb35q;f_auyebxidqql5e;f_h7vk5w5b7ziog;f_ieuhfmtmpzwti;f_nd65wumcxzsig;f_nul3jlftuzzjw	f_35cafdtg2ol7c;f_6esbvixqsbbvk;f_agjkcncjynvmg;f_fhiknlparlvea;f_hwos3ufquhlra;f_jnrqb3jdai5di;f_ogfwbphwzubb4;f_q6wfntobzydj6;f_q7jfllz5n4vxo;f_wyg74yjoagwvs;f_yf4yrfg6p343i
primary	all-reviewed-inputs	Badaga	Kannada	d480	d480	R	R	f_tjj5v7vsnissg	f_64phnfp3spf4m;f_bzj6ks4hci44y;f_ebmek3mi2lr6o;f_lhbnwrmnv5uq4;f_llhap64otq6ti;f_wvj4yinp6aaui
primary	all-reviewed-inputs	Badaga	Kannada	d504	d504	R	R	f_fxi5dy4uxjy2w	f_bhhigapkv722w;f_h2zchdi52u7hg;f_kc6zhprbnsmq6;f_v3m5ufwjcm7nk
primary	all-reviewed-inputs	Badaga	Kannada	d516	d516	R	R	f_e2c7mzz3iwwws;f_ixrwdf6hfsaua	f_z3xel3reqj2pg
primary	all-reviewed-inputs	Badaga	Kannada	d524	d524	R	R	f_6t5epbxtmjtou;f_d32h4wuu2xt7g;f_gl7b5ldis52qw;f_rwta2r5chencs	f_2e672hy3j4scm;f_2ml2jduxy5qyw;f_524np7kptsty2;f_6skckjigpjnui;f_ajuaxmqo2jcyq;f_au27pjw32f5bw;f_n5oxxebdq6nsi;f_rmn2inbtgqlyk;f_thsitickp54uc
primary	all-reviewed-inputs	Badaga	Kannada	d528	d528	R	R	f_mjgzsudujtjfu;f_uoy6j3ls2g3rg	f_d7woxz3o4lyrs;f_uqxa7gnw45t6m
primary	all-reviewed-inputs	Badaga	Kannada	d561	d561	R	R	f_3nlg4uxcgrqdk	f_3rrtfsovz6ufu;f_sutkve5f2yxx4
primary	all-reviewed-inputs	Badaga	Kannada	d572	d572	R	R	f_7dqbw7duamap4	f_fmov4ajhhzf42;f_n2ddchqpeo2p2;f_zu3jcidtrgl5o
primary	all-reviewed-inputs	Badaga	Kannada	d586	d586	R	R	f_7qqdj3cukjiho;f_b4ikz2gw7xgeu;f_gwbcporukobuo;f_k4ldrxfnemwuy;f_qvxu5g62bugqs	f_2qob37k37bnwi;f_e4aai7wws2lg2;f_eejdwf5iandb4;f_jp7gft56jvfwo;f_uy5wasrvs3wai
primary	all-reviewed-inputs	Badaga	Kannada	d587	d587	R	R	f_wfi2jos4rsnqa	f_3ydl4266ybzbq;f_4ugsoajr2pvsw;f_azaxq6zl5qe3s;f_p3ure3u53rsgc
primary	all-reviewed-inputs	Badaga	Kannada	d592	d592	R	R	f_gxi7xehnlwpwi	f_b3gaqymdbogho;f_rfc34wu3sfzhk
primary	all-reviewed-inputs	Badaga	Kannada	d593	d593	R	R	f_fgwz2cbwtknbm;f_is3aoyphsbyzi;f_mulyvipftupts	f_2al26dsl73jj4;f_2ltxc5wt3l56k;f_hz4xaojzsiolq;f_rbuua2z66noji
primary	all-reviewed-inputs	Badaga	Kannada	d649	d649	R	R	f_wfrjxwmw3hi3k	f_6xxsdlreri3pi;f_bdoyhqnoi2wbg;f_jp4bcgv7giuk6;f_kdljsoi7kxem2;f_lvmzgmrljgzjy;f_n65wym6vtelvk
primary	all-reviewed-inputs	Badaga	Kannada	d651	d651	R	R	f_drngo7bnqpu6w;f_go6iqdg37v3bq;f_gwyss72jtbe5a;f_vl3phihjnf3f4	f_cre6gd6ilx3ce;f_pdps62xees2so;f_vfz4mjrlqvnic;f_xesgaay3iiudq
primary	all-reviewed-inputs	Badaga	Kannada	d656	d656	R	R	f_3j7mgenvppt6c;f_cjov232xeu2wy;f_cvr7mck3ofspk;f_im2obqa4wh3iu;f_ovlhb6iv3v6km;f_y4vgstfdihjv6	f_3fa2veijg57l2;f_4raeppczf33u2;f_5ieuomd7t7jyg;f_a2b7xk3oqyg4i;f_b3vi7oy7pb5ta;f_gpguzxcv2je7k;f_jk4tbm6aua5r2
primary	all-reviewed-inputs	Badaga	Kannada	d661	d661	R	R	f_2fki3gnrxho2m	f_emiqosxy42nf2;f_nnjlpnoxeidzs
primary	all-reviewed-inputs	Badaga	Kannada	d664	d664	R	R	f_44kjaiebaqe4m;f_he5p422ziwb7g;f_ote7og4e5g2e4	f_7sy6v5re5ht22;f_ad7cvfgd6hqco;f_dbpoei62bjsoi;f_des6ut6oyagnc;f_fh4aw6mmlsesk
primary	all-reviewed-inputs	Badaga	Kannada	d665	d665	R	R	f_4drh7jjpicdou;f_firbegiwvoade;f_zcgbkkm2por54	f_2y4fhb4ytqjni;f_3friodkrau5a2;f_3xlnpcaum2ky2;f_4gkelxnsorq4a;f_a4eps2cfxhkh4;f_d7ylpjpufflda;f_fo2t4lkkgj3s2;f_oyyhf42oeo2uk
primary	all-reviewed-inputs	Badaga	Kannada	d690	d690	R	R	f_66a3lk6utxahk;f_chqnz7yvher3a;f_fmc7pov2ethtm;f_hdhwnrlbdey56	f_is5pwkprbgbwa;f_pqvqimczabgau
primary	all-reviewed-inputs	Badaga	Kannada	d697	d697	R	R	f_bluqt5fggwvr6;f_jyaxhrspmtrlk;f_nxaovoxn5v2zw;f_sjxbnrgcdkbmq;f_uab6qwzqoatbe	f_76e25z3kkhnyq;f_7obhwpdr4qnto;f_d6cslwnk2qhzq;f_ztvnnu45aefpq
primary	all-reviewed-inputs	Badaga	Kannada	d698	d698	R	R	f_2bp2mz5goi6hw;f_7w7qkit2tr3ie;f_aulhp4a6slcow;f_ej4csm5wvecpi;f_jzc4pyvr4e3ug;f_mbtrcqwvsgmlg;f_r3gztr3fefj7q;f_tjpx4unomcsdu	f_7ezozibaczzfy;f_jymumqejjyxb2;f_mj4caa423mmbu;f_nnjdjlsnc5b3q;f_wpmbukhc5n55u;f_zzzydx5ufatfk
primary	all-reviewed-inputs	Badaga	Kannada	d699	d699	R	R	f_2pydgsirwotk4	f_6fcvxeut66uts
primary	all-reviewed-inputs	Badaga	Kannada	d705	d705	R	R	f_5xdl2hkzgybt6	f_gsy53myl5ixsq
primary	all-reviewed-inputs	Badaga	Kannada	d707	d707	R	R	f_6eulywku7z2vs	f_5ex4jzxw7jzby;f_63k4nisnluhwu;f_cg2n5kqcjojxg;f_dci52sp23h35y;f_uozajffvjh6yc
primary	all-reviewed-inputs	Badaga	Kannada	d708	d708	R	R	f_3gjuhmh53jahk;f_rutecgxyxwpiw	f_6wyuqzuxijp26;f_lyr27b4mgqjee;f_m3pblyqh7wxrq
primary	all-reviewed-inputs	Badaga	Kannada	d5409	d5409	R	R	f_ejyusbdthf2rk;f_iqzsil2selzzo	f_ge5i3g3a7didk;f_gxkxa7tafene2
primary	all-reviewed-inputs	Badaga	Kannada	d1787	d1787	R	R	f_6tct2qdcjdit4;f_ip6xo6ycmywem;f_jqblhcqaafc6m;f_t4pudff6vt3y6;f_xclpr4tqw3m3s	f_5olwozlccajko;f_7q5m5k57ljlcw;f_iletf3a5aetmy;f_m2ahb7ich6qhm;f_negiiafujq4aq;f_oimrvhypwt3p2;f_oqoj7bajzq4lu;f_uyfcvkj7shajy;f_yyy5ttg2nfdze
primary	all-reviewed-inputs	Badaga	Kannada	d5263	d5263	R	R	f_e6yh7km4wfzcy;f_vi53codmwakkk	f_74q2w7blqm4uc;f_eciil55ur3a4s;f_eei3u5gki7dhq;f_ucnvzluhii2jk;f_uei7yywgj2zpu;f_vidxqi3yu2j66;f_y4hvfzq7udcrw;f_ybca2j73psnts
primary	all-reviewed-inputs	Badaga	Kannada	d910	d910	R	R	f_4726edgs7qima;f_4aawwy2frox62;f_4hmg3hijywvw6;f_cyoqq7kjh2ty6;f_ijappz7igzrf4;f_jbi5mcdfzfyle;f_zj3zcyftkcx4c	f_3k5hpe4xoqsxo;f_bic5tpbrcrzfc;f_ga4gc72bb3vos;f_uddfzhvd77oxq;f_wgg2cd7frshro
primary	all-reviewed-inputs	Badaga	Kannada	d1818	d1818	R	R	f_dnen7kk2fxtgq;f_fhzflmkuj2khg;f_hjrbb2btpyyl4;f_mtuxaqnxwmm4k	f_3wnpakqukri7o;f_gf2jor7dhiwn6;f_hzemnwrbv735q;f_jfknfsjeothpg;f_kyk4jurdz2qp4;f_nbqfhnkqes4og;f_nwo5urfkrjmsc;f_pro7rw6wgzsjy;f_qmccxzewfy42u;f_r4oexiopmmlro;f_rvq6ut354sfce
primary	all-reviewed-inputs	Badaga	Kannada	d1859	d1859	R	R	f_4xyf53k6r34mo	f_3c5xtfoz7puzo;f_4fcunv5ntjo2u;f_b4mxdz4ecqomm;f_bhprwwy5jhad6;f_bvfgcfn2lduzm;f_chvfoheouozsy;f_sroknifgejdyk;f_wtlbqlcap732y;f_xirwop5ykryy6
primary	all-reviewed-inputs	Badaga	Kannada	d3259	d3259	R	R	f_gkqnyzbd43y6a;f_rubc7kopfzvlg	f_42rpb3lvfgmvg;f_4dfuawrjxsbsy;f_5f66zmfchawy4;f_bld64ap7aojpg;f_ojyvafw5f3cj2;f_uxtm2q2jmcxb6
primary	all-reviewed-inputs	Badaga	Kannada	d4760	d4760	R	R	f_4yprju277kfnq;f_54xe7z46gyi7c;f_66xx5ch3pznca;f_ctifgturchakq;f_e7dkuv6l5dy3m;f_ixpimemwk7h7y	f_4dmt6w7u437wo;f_5yv4az6lmgd2u;f_jhxedrne3ld3u;f_m77k5tf6zn6lu;f_uidqt4odwqlym;f_uojj6fmxti5a2;f_vmk56i77qocfs
primary	all-reviewed-inputs	Badaga	Kannada	d1574	d1574	R	R	f_kv3ywhtsgnoly	f_j7xdee4rxxz3w;f_jg6aeplqlxlhu;f_vkcpnvulhe5fq;f_zsvrwexyosnew
primary	all-reviewed-inputs	Badaga	Kannada	d2146	d2146	R	R	f_2wf4gwgsnrh62;f_phl4c7b4axxw2	f_7crhhlixjn33k;f_cp2xncskixabu;f_lx7ih3pnj2cri;f_pu7lmvxgkp6si;f_tfbypivpjph5o
primary	all-reviewed-inputs	Badaga	Kannada	d3246	d3246	R	R	f_2kjsztbaeahmk;f_6gxu6dxhdfjbq;f_dryg77eqxhu4c;f_l376k5eh5i2gy;f_mfw6qj47xpmlo;f_p2y6xw6kk4tks;f_slcjyz3u5i2cw;f_sqx4krpgl3k2m;f_zzrmjzg6zuoss	f_7uh4ktitpzqhu;f_a2h3es4pbehua;f_arjd5j3zcogvi;f_cflqsq7oygw7k;f_daelvsx4poe7c;f_dirpgpavn2qbi;f_e656plgjuht4m;f_fffxiomjmkpbu;f_fry6qy27qq5t2;f_jjfmkcffuevvo;f_r76fcqhj7mkri;f_zui6wlijob676
primary	all-reviewed-inputs	Badaga	Kannada	d2237	d2237	R	R	f_2b4gimbxjwpdq;f_5deettmu5yzdu;f_6pgfynvok4ut2;f_7g3yh6o77tmww;f_cxsxqakywrub6;f_eah2cfqrzbtvs;f_ejbszw62om7vm	f_24oyl2dygslz2;f_cp5edybc4rdkq
primary	all-reviewed-inputs	Badaga	Kannada	d4194	d4194	R	R	f_35rdwaatdctko;f_o76leqecd3ueq;f_pk4td4fnceuu4	f_dlvbwkhv7bfa2;f_g7m7ys5vil2a4;f_qgokvcihk2tj2;f_stvnrt34rjg2o;f_xbfoqncwixzsg
primary	all-reviewed-inputs	Badaga	Kannada	d2698	d2698	R	R	f_kpbxuumsrcrdi;f_ky2lcnder5nva;f_ryh645e2da54w;f_ujohhtimdte6o	f_54psxp3b37am4;f_5k25jfr2x76is;f_d4kaimjdomwws;f_dxtz34rkgfd2u;f_e3mv26g54zngk;f_iums6sloigowe;f_jjoo6q2jcdfa2;f_ltvrhqhwa3nm2
primary	all-reviewed-inputs	Badaga	Kannada	d3559	d3559	R	R	f_v7aqafai6u7zm	f_4bscw2m3gdd74;f_4y2eh2kx4vfjy;f_h5omb3zzwfa5s;f_la44ys3wnui7q
primary	all-reviewed-inputs	Badaga	Kannada	d3949	d3949	R	R	f_a2qkwgx4gvqqq;f_ck45zuk5u6ncw;f_j3xbjvw4r5j6y;f_jtia6zyiixkd2;f_m6z5bgaoy2j42	f_7ksujhpzd77pe;f_cgehrvfp34tdc;f_cvo52bkgpocaa;f_g5numceem7qri;f_geezm647e3e5a;f_hexwhibd5j55g;f_kjbdmil6lzjiq;f_ut7geaufatc6g;f_xhyr6wp4wr5vy;f_ylq55wkw7hrd2
primary	all-reviewed-inputs	Badaga	Kannada	d4430	d4430	R	R	f_7yjel423y3kjg;f_agzc3ppj5su5g;f_asud5cqgg2d66;f_jgmnx4oulfufu;f_kh4kkdxvviw74;f_ns2ycap75dhec;f_z5tyokypralde	f_4c6bhlljx3a26;f_onyzu2hd2zkwu;f_ooemtnyz7ekiy;f_r4m3le73354by
primary	all-reviewed-inputs	Badaga	Kannada	d4410	d4410	R	R	f_3cq7e62ohzhwe;f_eurjihkky3pji;f_naa7hebeyils6;f_qyreuylmbafc6;f_wdlts6ldzf5va	f_m4ajf6zcq6hlu;f_m5wifw6vs7ewa;f_q6urzbhv4lans
primary	all-reviewed-inputs	Badaga	Kannada	d4761	d4761	R	R	f_4fugmrivoxt3i;f_e6o3fzrgmzlmc	f_fuk2ongomf3nu;f_imrevx6z7rp4q;f_jyzhrwtuu3fi2;f_rsn37antvi6ms;f_xvyeunokdicyo;f_yjq3tjiczonps
primary	all-reviewed-inputs	Badaga	Kannada	d4968	d4968	R	R	f_ya6rbd56km35w	f_biu2tbo2qns3u;f_vevyzg6m3scbu
primary	all-reviewed-inputs	Badaga	Kannada	d3986	d3986	R	R	f_2uox6mykj2rba;f_7ezbejggbzab6;f_bjcqpqifk2ygw;f_k5gx5hkaxxb2a	f_3mrauxyw4otc6;f_4oxsm3okb7sdm;f_6svgfl27naga6;f_qnbgo5ajrwes6;f_tfgtrkilybgmy;f_trifk3sfocygw;f_v3qnqdwtjfgiq
primary	all-reviewed-inputs	Badaga	Kannada	d1479	d1479	R	R	f_a4is3q666gfvo;f_pvc24ppxmnkeg	f_agjn47wafiqi2;f_fev5lzb2d5h7m;f_gslg2moqooldi
primary	all-reviewed-inputs	Badaga	Kannada	d4039	d4039	R	R	f_gf7jchjdlxwxm;f_stfargjdq5jsu;f_wriqaa6go7baa;f_xq6grvraszi22;f_ye4xod5pebdc6	f_zzqni6widprnq
primary	all-reviewed-inputs	Badaga	Kannada	d2674	d2674	R	R	f_ksppzlyavdfxq	f_jzhdgxcefq74q;f_kro2kxnhx3db2
primary	all-reviewed-inputs	Badaga	Kannada	d816	d816	R	R	f_gklqdfthxunzw;f_hdzhytrndvhtc;f_oflicb54mv45a;f_yxcz2blxj7vdo	f_az6p5jlskco4a;f_fptgdxrdv57rq
primary	all-reviewed-inputs	Badaga	Kannada	d817	d817	R	R	f_47fpgbldjjo4i;f_ph3m6hybyb76m	f_cuqg5ysw7xi5m
primary	all-reviewed-inputs	Badaga	Kannada	d827	d827	R	R	f_atlcxn7dmxxdq	f_fst74uts424ps;f_mnb7xlaiukdzs;f_n3bom62dammki;f_s3raan7r7vzb6
primary	all-reviewed-inputs	Badaga	Kannada	d833	d833	R	R	f_6ns2rku6i5cl6;f_yfvejysaj7jgi;f_zpvyyqosqpzy6	f_4ro4e2qk6moai;f_kro7ae5ld65sq
primary	all-reviewed-inputs	Badaga	Kannada	d839	d839	R	R	f_3dn3nbtvhiwjm;f_fy2ygv33ic3i4;f_goxfnwi4yznt2;f_kwbapvvcjqfzu	f_5oav2ii5od7ya;f_7eavrbx42r7ao;f_ejqeqqqtz42p4;f_fiwfhk3fg7nns;f_hxuyhl23crkuc;f_i3srfjjoiy4so;f_lycwbcdqwrswy;f_skk4qycluqi3g
primary	all-reviewed-inputs	Badaga	Kannada	d844	d844	R	R	f_dpuvh5ncrojri;f_et3xaadcdn7l6	f_3dhbl5fvarxak;f_c2vrj346r3n6i
primary	all-reviewed-inputs	Badaga	Kannada	d846	d846	R	R	f_buoo4krthzq7y;f_laqb4gi5b4bhq;f_qju3kt5g4m5hw	f_tdyrcpucd4jdq
primary	all-reviewed-inputs	Badaga	Kannada	d851	d851	R	R	f_3suo6og6hqdwq;f_a4txzudlxspri;f_pgfppxf4btnbi;f_q2fkqcfzsusfw	f_4zrdzh6dhw4mo;f_5um4tleurwjc6;f_6mke2sxfv23so;f_7jcb2nxc5jcow;f_bmoplk6ad55yg;f_c7nmbeshcg3oq;f_dggcuchuqn5es;f_jmvffbwvvobi2;f_k65ip55kblpyq;f_lg3w2u47l3jsk;f_odq2qu5rgstiu;f_qypgi4i2is76g;f_ulneakisinpum;f_wpp4kwt55t6vu;f_yfb7blq3lvbke;f_ynugt6pzhtmdw;f_zsvju2o6afay6
primary	all-reviewed-inputs	Badaga	Kannada	d859	d859	R	R	f_5xps4426pvlg4;f_7wmgzpl6c4oou;f_aaapys7jgsoxi	f_3f3jr2bwjpi6c;f_736qg74j7edcc;f_anaetg2utjpg6;f_aswkbidph6gnc;f_fg63epn6rqkem;f_g5lywqvtzbfzw;f_irzpbkaoke344;f_jfnniohlsahfm;f_kgrtcqav2tzgo;f_ljqwlq7irsvgi;f_rb2exemvcw3a2;f_ycuemb63mfysi;f_z3nf3mifqro2y;f_zcfd4u4qr47ea
