mode,concept,score,band,dardic_family_id,plains_family_id,dardic_age,plains_age,age_order
entry,STEAM,0.047179,Low: <0.2,9108,9223,Early-Vedic,Epic,Dardic earlier
entry,THUMB,0.046429,Low: <0.2,5286,137,Undated OIA,Undated OIA,At least one undated
entry,GIVE,0.04624,Low: <0.2,8655,1387,Early-Vedic,Epic,Dardic earlier
entry,PEA,0.045238,Low: <0.2,3335,9724,Epic,Reconstructed only,At least one undated
entry,HUNGER,0.045139,Low: <0.2,299,9286,Epic,Epic,Same tagged era
entry,FROM,0.045,Low: <0.2,9804,13173,Early-Vedic,Classical,Dardic earlier
entry,HAMMER,0.04424,Low: <0.2,3239,14028,Medieval,Reconstructed only,At least one undated
entry,DUST,0.043604,Low: <0.2,2025,6835,Reconstructed only,Reconstructed only,At least one undated
entry,BUFFALO,0.042857,Low: <0.2,13331,9980,Early-Vedic,Reconstructed only,At least one undated
entry,WHOLE,0.041845,Low: <0.2,9568,8330,Early-Vedic,Classical,Dardic earlier
entry,FLEA,0.041667,Low: <0.2,9029,1981,Early-Vedic,Undated OIA,At least one undated
entry,CATCH,0.041429,Low: <0.2,4450,6747,Epic,Epic,Same tagged era
entry,YOUNG,0.04125,Low: <0.2,10896,5712,Early-Vedic,Undated OIA,At least one undated
entry,LAY (VERB),0.041071,Low: <0.2,13756,8053,Early-Vedic,Early-Vedic,Same tagged era
entry,ABUSE,0.040833,Low: <0.2,4052,9372,Undated OIA,Epic,At least one undated
entry,SLIP,0.040833,Low: <0.2,8156,3856,Epic,Reconstructed only,At least one undated
entry,CORNER,0.040575,Low: <0.2,2849,3504,Epic,Epic,Same tagged era
entry,MAD,0.040139,Low: <0.2,9130,11504,Early-Vedic,Classical,Dardic earlier
entry,COLOR,0.04,Low: <0.2,10580,11338,Early-Vedic,Early-Vedic,Same tagged era
entry,PIG,0.04,Low: <0.2,13544,9551,Early-Vedic,Reconstructed only,At least one undated
entry,LAUGH,0.039615,Low: <0.2,14069,14048,Classical,Reconstructed only,At least one undated
entry,OTTER,0.039286,Low: <0.2,2056,11084,Early-Vedic,Early-Vedic,Same tagged era
entry,RISE (MOVE UPWARDS),0.039286,Low: <0.2,1892,4561,Reconstructed only,Reconstructed only,At least one undated
entry,FAST,0.038929,Low: <0.2,5339,5327,Reconstructed only,Reconstructed only,At least one undated
entry,SOLE (FOOT),0.038889,Low: <0.2,8702,5738,Reconstructed only,Reconstructed only,At least one undated
entry,SALT,0.03869,Low: <0.2,10978,10299,Early-Vedic,Early-Vedic,Same tagged era
entry,PLANT (VEGETATION),0.038149,Low: <0.2,8807,2517,Early-Vedic,Classical,Dardic earlier
entry,FIX,0.036667,Low: <0.2,9126,13963,Early-Vedic,Early-Vedic,Same tagged era
entry,MUD,0.036508,Low: <0.2,9899,2867,Early-Vedic,Undated OIA,At least one undated
entry,FOREST,0.035686,Low: <0.2,5853,600,Early-Vedic,Early-Vedic,Same tagged era
entry,LADDER,0.035498,Low: <0.2,12724,7458,Reconstructed only,Early-Vedic,At least one undated
entry,FIND,0.035238,Low: <0.2,10948,12626,Early-Vedic,Undated OIA,At least one undated
entry,LEAVE,0.034722,Low: <0.2,5984,3707,Early-Vedic,Reconstructed only,At least one undated
entry,COURTYARD,0.033333,Low: <0.2,9740,12130,Classical,Early-Vedic,Plains earlier
entry,STUPID,0.033333,Low: <0.2,706,9263,Reconstructed only,Reconstructed only,At least one undated
entry,SHOULDER,0.032793,Low: <0.2,13839,13627,Reconstructed only,Early-Vedic,At least one undated
entry,LUNG,0.032738,Low: <0.2,9423a,8391,Reconstructed only,Undated OIA,At least one undated
entry,EDGE,0.032639,Low: <0.2,8868,8041,Epic,Reconstructed only,At least one undated
entry,COUNTRY,0.0325,Low: <0.2,3232,10694,Epic,Early-Vedic,Plains earlier
entry,HAND,0.031944,Low: <0.2,13747,14024,Early-Vedic,Early-Vedic,Same tagged era
entry,TWENTY,0.03125,Low: <0.2,11616,3503,Early-Vedic,Reconstructed only,At least one undated
entry,HEAP,0.031111,Low: <0.2,5603,5585,Reconstructed only,Reconstructed only,At least one undated
entry,BROTHER,0.030692,Low: <0.2,9664,12056,Undated OIA,Early-Vedic,At least one undated
entry,EAR,0.030682,Low: <0.2,3056,2830,Reconstructed only,Early-Vedic,At least one undated
entry,ACROSS,0.03,Low: <0.2,8113,8100,Reconstructed only,Early-Vedic,At least one undated
entry,CORPSE,0.03,Low: <0.2,9888,12356,Early-Vedic,Early-Vedic,Same tagged era
entry,SCATTER,0.03,Low: <0.2,9051,781,Early-Vedic,Early-Vedic,Same tagged era
entry,CLEAN,0.028571,Low: <0.2,6886,7150,Early-Vedic,Early-Vedic,Same tagged era
entry,FEATHER,0.028431,Low: <0.2,7733,13640,Early-Vedic,Reconstructed only,At least one undated
entry,MOVE,0.028158,Low: <0.2,4874,14018,Reconstructed only,Reconstructed only,At least one undated
entry,BALL,0.027083,Low: <0.2,9203,4321,Early-Vedic,Medieval,Dardic earlier
entry,SMOKE (EXHAUST),0.026944,Low: <0.2,6849,6848,Early-Vedic,Early-Vedic,Same tagged era
entry,IN,0.026481,Low: <0.2,9804,12042,Early-Vedic,Reconstructed only,At least one undated
entry,PATERNAL GRANDFATHER,0.02619,Low: <0.2,6261,1348,Reconstructed only,Epic,At least one undated
entry,URINE,0.026136,Low: <0.2,10337,10234,Epic,Early-Vedic,Plains earlier
entry,TOOTH,0.025926,Low: <0.2,6152,6153,Early-Vedic,Early-Vedic,Same tagged era
entry,CALF OF LEG,0.025397,Low: <0.2,6128,5536,Early-Vedic,Undated OIA,At least one undated
entry,LAST YEAR,0.025,Low: <0.2,8777,7907,Reconstructed only,Epic,At least one undated
entry,PASS,0.024158,Low: <0.2,5702,4028,Early-Vedic,Early-Vedic,Same tagged era
entry,SHARE,0.023377,Low: <0.2,9360,8946,Early-Vedic,Early-Vedic,Same tagged era
entry,MATERNAL AUNT (MOTHER'S SISTER),0.022727,Low: <0.2,7059,10001,Reconstructed only,Epic,At least one undated
entry,HORN (ANATOMY),0.022566,Low: <0.2,5901,12583,Undated OIA,Early-Vedic,At least one undated
entry,FINGERNAIL,0.022115,Low: <0.2,6920,f_xrwhducfi7pgc,Early-Vedic,Other origin,At least one undated
entry,WIND,0.022039,Low: <0.2,4969,f_rlqlstrekfzvc,Reconstructed only,Other origin,At least one undated
entry,HALF,0.021368,Low: <0.2,3792-2,644,Reconstructed only,Early-Vedic,At least one undated
entry,WELL,0.021154,Low: <0.2,9348,7561,Early-Vedic,Classical,Dardic earlier
entry,FAR,0.02,Low: <0.2,6492,f_54k6p5unwsyuu,Reconstructed only,Other origin,At least one undated
entry,HORSE,0.019742,Low: <0.2,920,8452,Undated OIA,Undated OIA,At least one undated
entry,ARMPIT,0.019643,Low: <0.2,3191,3213,Epic,Early-Vedic,Plains earlier
entry,BIRD,0.019167,Low: <0.2,5177,7637,Epic,Reconstructed only,At least one undated
entry,BLUE,0.019167,Low: <0.2,8130,7563,Classical,Early-Vedic,Plains earlier
entry,CROW,0.018519,Low: <0.2,3107,2993,Reconstructed only,Epic,At least one undated
entry,NAVEL,0.017381,Low: <0.2,12516,4277,Epic,Undated OIA,At least one undated
entry,HUNDRED,0.016481,Low: <0.2,f_a3qzgmx3y434i,f_iwnpamter6qbm,Other origin,Undated OIA,At least one undated
entry,COMB,0.016162,Low: <0.2,2970,2598,Epic,Early-Vedic,Plains earlier
entry,PALATE,0.015934,Low: <0.2,5803,5853,Early-Vedic,Early-Vedic,Same tagged era
entry,KILL,0.015611,Low: <0.2,10066,3369,Early-Vedic,Medieval,Dardic earlier
entry,YES,0.015,Low: <0.2,2524,5240,Early-Vedic,Undated OIA,At least one undated
entry,TUBE,0.013333,Low: <0.2,11175,4921,Early-Vedic,Reconstructed only,At least one undated
entry,NEEDLE (FOR SEWING),0.013203,Low: <0.2,13444,13443,Early-Vedic,Classical,Dardic earlier
entry,SHOP,0.012143,Low: <0.2,1204,3546,Epic,Early-Vedic,Plains earlier
entry,LEAF,0.011243,Low: <0.2,4979,7918,Epic,Early-Vedic,Plains earlier
entry,THOU,0.011111,Low: <0.2,10511,5889,Undated OIA,Undated OIA,At least one undated
entry,TONGUE,0.011061,Low: <0.2,11136,5228,Reconstructed only,Early-Vedic,At least one undated
entry,THORN,0.011042,Low: <0.2,5323,2668,Reconstructed only,Early-Vedic,At least one undated
entry,FISH,0.010837,Low: <0.2,10867,1256,Classical,Undated OIA,At least one undated
entry,NINETEEN,0.010819,Low: <0.2,6998,2410,Early-Vedic,Undated OIA,At least one undated
entry,RADISH,0.010714,Low: <0.2,5934,10250,Early-Vedic,Early-Vedic,Same tagged era
entry,DRINK,0.009757,Low: <0.2,5322,8209,Reconstructed only,Early-Vedic,At least one undated
entry,NET,0.009405,Low: <0.2,8400,5219,Classical,Epic,Plains earlier
entry,SEW,0.009028,Low: <0.2,13876,5432,Early-Vedic,Undated OIA,At least one undated
entry,COOKED RICE,0.00767,Low: <0.2,4471,3880,Early-Vedic,Undated OIA,At least one undated
entry,KNOT,0.007566,Low: <0.2,10963,9140,Classical,Early-Vedic,Plains earlier
entry,DONKEY,0.00754,Low: <0.2,3818,6289,Early-Vedic,Reconstructed only,At least one undated
entry,OIL (ORGANIC SUBSTANCE),0.006838,Low: <0.2,5958,491,Early-Vedic,Early-Vedic,Same tagged era
entry,NAME,0.005263,Low: <0.2,5060,7067,Medieval,Early-Vedic,Plains earlier
entry,BEARD,0.004896,Low: <0.2,5254,5853,Reconstructed only,Early-Vedic,At least one undated
entry,BARLEY,0.004861,Low: <0.2,9201,3148,Reconstructed only,Early-Vedic,At least one undated
entry,FOUR,0.004524,Low: <0.2,4629,4655,Epic,Early-Vedic,Plains earlier
entry,GOLD,0.003816,Low: <0.2,11168,14163,Reconstructed only,Epic,At least one undated
entry,SEVEN,0.001777,Low: <0.2,13343,6019,Early-Vedic,Early-Vedic,Same tagged era
entry,TEN,0.001718,Low: <0.2,10436,8015,Early-Vedic,Reconstructed only,At least one undated
entry,SIX,0.001563,Low: <0.2,12780,13685,Early-Vedic,Undated OIA,At least one undated
entry,THREE,0.001563,Low: <0.2,5994,6051a,Early-Vedic,Medieval,Dardic earlier
entry,POTATO,0.001515,Low: <0.2,1388,f_5tbm3zy3mu4po,Medieval,Other origin,At least one undated
entry,TURMERIC,0.001351,Low: <0.2,13992,3214,Early-Vedic,Classical,Dardic earlier
entry,ELEVEN,0.001282,Low: <0.2,2485,6019,Early-Vedic,Early-Vedic,Same tagged era
entry,FIVE,0.00125,Low: <0.2,7655,13685,Undated OIA,Undated OIA,At least one undated
head,BIRCH,0.9375,High: ≥0.6,9570,9570-2,Early-Vedic,Reconstructed only,At least one undated
head,PARROT,0.808333,High: ≥0.6,12245,12503,Undated OIA,Early-Vedic,At least one undated
head,LIVER,0.777473,High: ≥0.6,10394,3103,Undated OIA,Classical,At least one undated
head,MONKEY,0.775439,High: ≥0.6,9882,11515,Early-Vedic,Epic,Dardic earlier
head,HIGH,0.766865,High: ≥0.6,1804,1634,Reconstructed only,Epic,At least one undated
head,IRON,0.75871,High: ≥0.6,4842a,11158,Undated OIA,Early-Vedic,At least one undated
head,BRIDGE,0.755357,High: ≥0.6,13585,12834,Early-Vedic,Early-Vedic,Same tagged era
head,UNRIPE,0.724242,High: ≥0.6,1236,2613,Early-Vedic,Reconstructed only,At least one undated
head,SAND,0.719907,High: ≥0.6,13386,11580,Early-Vedic,Epic,Dardic earlier
head,MOUSTACHE,0.69697,High: ≥0.6,9083,10180,Reconstructed only,Reconstructed only,At least one undated
head,BLACK,0.693895,High: ≥0.6,3451,3083,Early-Vedic,Epic,Dardic earlier
head,NOSE,0.686979,High: ≥0.6,7031,6909,Undated OIA,Reconstructed only,At least one undated
head,LONG,0.676728,High: ≥0.6,6368,10951,Early-Vedic,Epic,Dardic earlier
head,FLOWER,0.672905,High: ≥0.6,8306,9092,Early-Vedic,Epic,Dardic earlier
head,SAW,0.670909,High: ≥0.6,6518,2795,Early-Vedic,Classical,Dardic earlier
head,UNCOOKED RICE,0.666667,High: ≥0.6,5637,4749,Early-Vedic,Reconstructed only,At least one undated
head,WOOL,0.666667,High: ≥0.6,7638,2424,Early-Vedic,Early-Vedic,Same tagged era
head,FIRE,0.6525,High: ≥0.6,125,55,Early-Vedic,Undated OIA,At least one undated
head,WATER,0.650568,High: ≥0.6,1921,8082,Undated OIA,Epic,At least one undated
head,BE ALIVE,0.644231,High: ≥0.6,5244,5241,Undated OIA,Early-Vedic,At least one undated
head,YESTERDAY,0.642713,High: ≥0.6,6590,3104,Early-Vedic,Undated OIA,At least one undated
head,TIE,0.626068,High: ≥0.6,4353,9139,Epic,Epic,Same tagged era
head,SNAKE,0.625149,High: ≥0.6,5110,13271,Early-Vedic,Early-Vedic,Same tagged era
head,RIGHT,0.60636,High: ≥0.6,6119,6251,Early-Vedic,Undated OIA,At least one undated
head,BEAR,0.606133,High: ≥0.6,2445,9415,Early-Vedic,Epic,Dardic earlier
head,YEAR,0.599418,Middle: 0.4–<0.6,3084,11392,Early-Vedic,Early-Vedic,Same tagged era
head,READ,0.592857,Middle: 0.4–<0.6,9837,7712,Early-Vedic,Early-Vedic,Same tagged era
head,SOUR,0.589683,Middle: 0.4–<0.6,4850,3777,Classical,Undated OIA,At least one undated
head,CURVED,0.586667,Middle: 0.4–<0.6,3533,5474,Reconstructed only,Undated OIA,At least one undated
head,DOOR,0.585283,Middle: 0.4–<0.6,6651,6459,Reconstructed only,Reconstructed only,At least one undated
head,CAT,0.582386,Middle: 0.4–<0.6,8298,9237,Reconstructed only,Epic,At least one undated
head,OWN,0.578846,Middle: 0.4–<0.6,5766-2,1135-2,Reconstructed only,Reconstructed only,At least one undated
head,ROOT,0.575,Middle: 0.4–<0.6,7047,5086,Early-Vedic,Early-Vedic,Same tagged era
head,WORK (LABOUR),0.572222,Middle: 0.4–<0.6,2892,3078,Early-Vedic,Undated OIA,At least one undated
head,WOUND,0.566919,Middle: 0.4–<0.6,8906,4460,Epic,Epic,Same tagged era
head,BLIND,0.564912,Middle: 0.4–<0.6,12717,385,Reconstructed only,Early-Vedic,At least one undated
head,CLOUD,0.564062,Middle: 0.4–<0.6,549,11567,Early-Vedic,Undated OIA,At least one undated
head,WINTER,0.563214,Middle: 0.4–<0.6,14164,12486,Early-Vedic,Classical,Dardic earlier
head,AXE,0.561905,Middle: 0.4–<0.6,5427,3244,Epic,Epic,Same tagged era
head,RIB,0.558532,Middle: 0.4–<0.6,7948,7948-3,Early-Vedic,Reconstructed only,At least one undated
head,MOUSE,0.556548,Middle: 0.4–<0.6,10258,4899,Undated OIA,Reconstructed only,At least one undated
head,PATH,0.555886,Middle: 0.4–<0.6,7785,4009,Early-Vedic,Early-Vedic,Same tagged era
head,THIS,0.553704,Middle: 0.4–<0.6,587,2530,Undated OIA,Early-Vedic,At least one undated
head,COLUMN,0.547576,Middle: 0.4–<0.6,13774,13682,Early-Vedic,Early-Vedic,Same tagged era
head,HOUSE,0.543302,Middle: 0.4–<0.6,4336,4428,Early-Vedic,Undated OIA,At least one undated
head,SHEEP,0.542361,Middle: 0.4–<0.6,2512,9606,Early-Vedic,Undated OIA,At least one undated
head,UNHUSKED RICE,0.535714,Middle: 0.4–<0.6,12415,6778,Epic,Early-Vedic,Plains earlier
head,BIG,0.533355,Middle: 0.4–<0.6,4424,11225,Early-Vedic,Undated OIA,At least one undated
head,SHIRT,0.533333,Middle: 0.4–<0.6,7838,5415,Early-Vedic,Reconstructed only,At least one undated
head,MILK,0.532376,Middle: 0.4–<0.6,3696,6391,Early-Vedic,Early-Vedic,Same tagged era
head,BELLY,0.531967,Middle: 0.4–<0.6,1932,8376,Early-Vedic,Reconstructed only,At least one undated
head,DAUGHTER,0.531863,Middle: 0.4–<0.6,6481,9238,Early-Vedic,Reconstructed only,At least one undated
head,GUEST,0.529773,Middle: 0.4–<0.6,8956,8973,Reconstructed only,Undated OIA,At least one undated
head,HONEY,0.529167,Middle: 0.4–<0.6,9989,9784,Classical,Early-Vedic,Plains earlier
head,DEAF,0.524716,Middle: 0.4–<0.6,9268-8,9130,Reconstructed only,Early-Vedic,At least one undated
head,MY,0.523237,Middle: 0.4–<0.6,9691,3873,Undated OIA,Undated OIA,At least one undated
head,PRICE,0.518651,Middle: 0.4–<0.6,10257,6622,Epic,Classical,Dardic earlier
head,RIVER,0.51861,Middle: 0.4–<0.6,13415,6943,Early-Vedic,Early-Vedic,Same tagged era
head,SHE,0.518519,Middle: 0.4–<0.6,12815,972,Undated OIA,Early-Vedic,At least one undated
head,KNEE,0.517647,Middle: 0.4–<0.6,3243,4272,Reconstructed only,Reconstructed only,At least one undated
head,WORM,0.516827,Middle: 0.4–<0.6,3438,3193,Undated OIA,Early-Vedic,At least one undated
head,BRAIN,0.508333,Middle: 0.4–<0.6,9926,4197,Undated OIA,Reconstructed only,At least one undated
head,HEAVY,0.507986,Middle: 0.4–<0.6,1962,9465,Reconstructed only,Classical,At least one undated
head,MOUNTAIN,0.506993,Middle: 0.4–<0.6,3792,8141,Epic,Reconstructed only,At least one undated
head,DOG,0.506916,Middle: 0.4–<0.6,3219,3275,Reconstructed only,Reconstructed only,At least one undated
head,WHO,0.505263,Middle: 0.4–<0.6,2574,2575,Undated OIA,Undated OIA,At least one undated
head,MONTH,0.504304,Middle: 0.4–<0.6,10104,f_vbtodh3gxxoq2,Early-Vedic,Other origin,At least one undated
head,SICKLE,0.498148,Middle: 0.4–<0.6,100,6260,Early-Vedic,Early-Vedic,Same tagged era
head,FLEA,0.495833,Middle: 0.4–<0.6,9029,9029-5,Early-Vedic,Reconstructed only,At least one undated
head,LAKE,0.486045,Middle: 0.4–<0.6,13254,8425,Early-Vedic,Epic,Dardic earlier
head,GRANDSON,0.485625,Middle: 0.4–<0.6,8416,6955b,Early-Vedic,Early-Vedic,Same tagged era
head,THIRST,0.483333,Middle: 0.4–<0.6,5943,8199,Reconstructed only,Early-Vedic,At least one undated
head,NIPPLE,0.482716,Middle: 0.4–<0.6,4855,13666,Reconstructed only,Early-Vedic,At least one undated
head,DAY (NOT NIGHT),0.481151,Middle: 0.4–<0.6,6333,6328,Early-Vedic,Epic,Dardic earlier
head,STONE,0.481151,Middle: 0.4–<0.6,11348,8857,Reconstructed only,Early-Vedic,At least one undated
head,COLD,0.480219,Middle: 0.4–<0.6,12487,13676,Epic,Epic,Same tagged era
head,DAY AFTER TOMORROW,0.48,Middle: 0.4–<0.6,5912,7799j,Early-Vedic,Epic,Dardic earlier
head,FORGET,0.478632,Middle: 0.4–<0.6,1265,12021,Epic,Epic,Same tagged era
head,BEAN,0.478472,Middle: 0.4–<0.6,10685,12445,Undated OIA,Classical,At least one undated
head,MOSQUITO,0.476863,Middle: 0.4–<0.6,9085,9757,Reconstructed only,Undated OIA,At least one undated
head,ROUND,0.473333,Middle: 0.4–<0.6,8171,4321,Reconstructed only,Medieval,At least one undated
head,BED,0.47123,Middle: 0.4–<0.6,12323,12609,Early-Vedic,Reconstructed only,At least one undated
head,ONE,0.465972,Middle: 0.4–<0.6,2462-2,2462,Reconstructed only,Early-Vedic,At least one undated
head,MOON,0.465022,Middle: 0.4–<0.6,10104,4661,Early-Vedic,Early-Vedic,Same tagged era
head,ANT,0.464343,Middle: 0.4–<0.6,8201,4822,Early-Vedic,Reconstructed only,At least one undated
head,PALM TREE,0.463816,Middle: 0.4–<0.6,5731,14029,Epic,Undated OIA,At least one undated
head,BRANCH,0.461053,Middle: 0.4–<0.6,12260,5546,Early-Vedic,Undated OIA,At least one undated
head,LEFT,0.461002,Middle: 0.4–<0.6,3832,11533,Early-Vedic,Early-Vedic,Same tagged era
head,MOUTH,0.452406,Middle: 0.4–<0.6,1533-2,10158,Undated OIA,Early-Vedic,At least one undated
head,BACK,0.452047,Middle: 0.4–<0.6,5582,8370,Reconstructed only,Undated OIA,At least one undated
head,BUTTON,0.45,Middle: 0.4–<0.6,5458,12045,Reconstructed only,Epic,At least one undated
head,FALSE,0.449949,Middle: 0.4–<0.6,5001,5407,Epic,Reconstructed only,At least one undated
head,UNDERSTAND,0.449679,Middle: 0.4–<0.6,7848,9279,Reconstructed only,Early-Vedic,At least one undated
head,COME,0.448549,Middle: 0.4–<0.6,10452,1200,Early-Vedic,Early-Vedic,Same tagged era
head,SILVER,0.444293,Middle: 0.4–<0.6,10805,4669,Epic,Early-Vedic,Plains earlier
head,CARPENTER,0.439444,Middle: 0.4–<0.6,5621,11375,Early-Vedic,Epic,Dardic earlier
head,SIEVE,0.433333,Middle: 0.4–<0.6,7843,4771,Early-Vedic,Epic,Dardic earlier
head,FROG,0.43125,Middle: 0.4–<0.6,9746,6198,Undated OIA,Epic,At least one undated
head,WINDOW,0.429167,Middle: 0.4–<0.6,6651,3770,Reconstructed only,Undated OIA,At least one undated
head,YOUNG GOAT (KID),0.428571,Middle: 0.4–<0.6,4963,8015,Early-Vedic,Reconstructed only,At least one undated
head,WALNUT,0.427778,Middle: 0.4–<0.6,12079,48,Reconstructed only,Classical,At least one undated
head,SELL,0.425926,Middle: 0.4–<0.6,3594,12100,Early-Vedic,Reconstructed only,At least one undated
head,WEIGH,0.425926,Middle: 0.4–<0.6,5979,10525,Epic,Reconstructed only,At least one undated
head,FIG,0.425,Middle: 0.4–<0.6,2749,174,Epic,Undated OIA,At least one undated
head,HEAD,0.423799,Middle: 0.4–<0.6,12497,9926,Early-Vedic,Undated OIA,At least one undated
head,WHAT,0.420615,Middle: 0.4–<0.6,3164,3196-2,Undated OIA,Reconstructed only,At least one undated
head,MOTHER,0.418886,Middle: 0.4–<0.6,1351,10016,Undated OIA,Early-Vedic,At least one undated
head,ARROW,0.416667,Middle: 0.4–<0.6,3023,9203,Early-Vedic,Early-Vedic,Same tagged era
head,FILL,0.416667,Middle: 0.4–<0.6,8335,9397,Early-Vedic,Early-Vedic,Same tagged era
head,BUY,0.407323,Middle: 0.4–<0.6,4236-2,3594,Undated OIA,Early-Vedic,At least one undated
head,LEG,0.406504,Middle: 0.4–<0.6,3906,5428,Undated OIA,Undated OIA,At least one undated
head,BARKING,0.405556,Middle: 0.4–<0.6,10714,9265-2,Early-Vedic,Reconstructed only,At least one undated
head,BEE,0.405,Middle: 0.4–<0.6,9990,9651,Reconstructed only,Epic,At least one undated
head,COUNT,0.404167,Middle: 0.4–<0.6,11108,3993,Epic,Epic,Same tagged era
head,BITTER,0.399123,Middle: 0.2–<0.4,5938,5806,Undated OIA,Epic,At least one undated
head,ASH,0.397095,Middle: 0.2–<0.4,5020,10552,Undated OIA,Undated OIA,At least one undated
head,FAT (ORGANIC SUBSTANCE),0.395939,Middle: 0.2–<0.4,10323,f_edny5jsgvz5fk,Early-Vedic,Other origin,At least one undated
head,SOFT,0.393333,Middle: 0.2–<0.4,3523,f_6ygkx7x6pjw72,Epic,Other origin,At least one undated
head,DOVE,0.391667,Middle: 0.2–<0.4,2753,8109,Early-Vedic,Early-Vedic,Same tagged era
head,RED,0.386374,Middle: 0.2–<0.4,11168,f_pa2wkl7fezmhg,Reconstructed only,Other origin,At least one undated
head,ECLIPSE,0.385714,Middle: 0.2–<0.4,386,4364,Epic,Early-Vedic,Plains earlier
head,ALONE,0.382407,Middle: 0.2–<0.4,3470,2506-2,Early-Vedic,Reconstructed only,At least one undated
head,TAIL,0.379722,Middle: 0.2–<0.4,11096,8249,Undated OIA,Early-Vedic,At least one undated
head,SAY,0.375641,Middle: 0.2–<0.4,9837,9383,Early-Vedic,Early-Vedic,Same tagged era
head,EARTH (SOIL),0.373483,Middle: 0.2–<0.4,6744,10286,Epic,Early-Vedic,Plains earlier
head,WET,0.36951,Middle: 0.2–<0.4,1340,9502,Early-Vedic,Reconstructed only,At least one undated
head,DECEIT,0.366871,Middle: 0.2–<0.4,5001,6894,Epic,Reconstructed only,At least one undated
head,NEW,0.366709,Middle: 0.2–<0.4,6983,7025,Early-Vedic,Early-Vedic,Same tagged era
head,TAKE,0.366389,Middle: 0.2–<0.4,4236,10948,Early-Vedic,Early-Vedic,Same tagged era
head,NARROW,0.366111,Middle: 0.2–<0.4,1440,12817,Early-Vedic,Epic,Dardic earlier
head,SPIDER WEB,0.364583,Middle: 0.2–<0.4,10042,5213,Early-Vedic,Early-Vedic,Same tagged era
head,COW,0.363614,Middle: 0.2–<0.4,f_wb26lvatz7tcg,4147,Reconstructed only,Reconstructed only,At least one undated
head,KNIFE,0.356155,Middle: 0.2–<0.4,2860,f_f5yhi6kl6jazu,Reconstructed only,Other origin,At least one undated
head,CAP,0.355556,Middle: 0.2–<0.4,3942,5481,Medieval,Reconstructed only,At least one undated
head,DANCE,0.355,Middle: 0.2–<0.4,7580,7583,Early-Vedic,Early-Vedic,Same tagged era
head,GROW,0.352244,Middle: 0.2–<0.4,11376,1814,Early-Vedic,Early-Vedic,Same tagged era
head,CROOKED,0.345496,Middle: 0.2–<0.4,3533,11191,Reconstructed only,Undated OIA,At least one undated
head,CALF,0.345445,Middle: 0.2–<0.4,11239,11243,Early-Vedic,Medieval,Dardic earlier
head,BREAST,0.336843,Middle: 0.2–<0.4,4855,5014,Reconstructed only,Reconstructed only,At least one undated
head,ROOF,0.33266,Middle: 0.2–<0.4,5731,4971,Epic,Reconstructed only,At least one undated
head,WHITE,0.33051,Middle: 0.2–<0.4,8047,6767,Early-Vedic,Classical,Dardic earlier
head,DAY BEFORE YESTERDAY,0.33,Middle: 0.2–<0.4,1130,7799j,Reconstructed only,Epic,At least one undated
head,NEIGHBOUR,0.33,Middle: 0.2–<0.4,4376,8599-2,Reconstructed only,Reconstructed only,At least one undated
head,BRING,0.325758,Middle: 0.2–<0.4,4236,1174,Early-Vedic,Early-Vedic,Same tagged era
head,LATE,0.325714,Middle: 0.2–<0.4,4824,5590-2,Undated OIA,Reconstructed only,At least one undated
head,VEIN,0.325455,Middle: 0.2–<0.4,13794,7047,Reconstructed only,Early-Vedic,At least one undated
head,SALIVA,0.322421,Middle: 0.2–<0.4,6097,11027,Reconstructed only,Classical,At least one undated
head,SON,0.321349,Middle: 0.2–<0.4,8265,9238,Early-Vedic,Reconstructed only,At least one undated
head,WOOD,0.31875,Middle: 0.2–<0.4,12349,3120,Early-Vedic,Early-Vedic,Same tagged era
head,GREEN,0.31684,Middle: 0.2–<0.4,7563,12672,Early-Vedic,Undated OIA,At least one undated
head,MIDDLE,0.316783,Middle: 0.2–<0.4,9810,12042,Early-Vedic,Reconstructed only,At least one undated
head,WALL (OF HOUSE),0.316667,Middle: 0.2–<0.4,3251,9494,Classical,Early-Vedic,Plains earlier
head,FATHER,0.312094,Middle: 0.2–<0.4,9935,9209,Epic,Reconstructed only,At least one undated
head,HEAR,0.308625,Middle: 0.2–<0.4,9279,12598,Early-Vedic,Early-Vedic,Same tagged era
head,BEHIND,0.305455,Middle: 0.2–<0.4,7732,7990,Reconstructed only,Reconstructed only,At least one undated
head,MILLET,0.304071,Middle: 0.2–<0.4,195,9201,Reconstructed only,Reconstructed only,At least one undated
head,MANY,0.303015,Middle: 0.2–<0.4,9193,9190,Early-Vedic,Epic,Dardic earlier
head,SEE,0.301809,Middle: 0.2–<0.4,8012,6507-2,Early-Vedic,Reconstructed only,At least one undated
head,ASK (INQUIRE),0.301389,Middle: 0.2–<0.4,3929-2,8352,Reconstructed only,Early-Vedic,At least one undated
head,RUN,0.300444,Middle: 0.2–<0.4,5727,6624,Reconstructed only,Early-Vedic,At least one undated
head,MALE GOAT,0.3,Middle: 0.2–<0.4,12056,9312,Early-Vedic,Reconstructed only,At least one undated
head,GRASSHOPPER,0.298485,Middle: 0.2–<0.4,12345,7721,Reconstructed only,Early-Vedic,At least one undated
head,SHORT,0.296667,Middle: 0.2–<0.4,3895,5071,Reconstructed only,Reconstructed only,At least one undated
