mode,concept,score,band,dardic_family_id,plains_family_id,dardic_age,plains_age,age_order
entry,FOX,0.199306,Low: <0.2,11142,3878,Reconstructed only,Undated OIA,At least one undated
entry,RAIN (PRECIPITATION),0.198947,Low: <0.2,549,10302,Early-Vedic,Early-Vedic,Same tagged era
entry,TREE,0.195734,Low: <0.2,13682,10757,Early-Vedic,Reconstructed only,At least one undated
entry,FOOT,0.19447,Low: <0.2,3906,7756,Undated OIA,Reconstructed only,At least one undated
entry,HAIL,0.194318,Low: <0.2,910,2782,Early-Vedic,Undated OIA,At least one undated
entry,THEY,0.193519,Low: <0.2,5612,972,Undated OIA,Early-Vedic,At least one undated
entry,BREAK (DESTROY OR GET DESTROYED),0.192411,Low: <0.2,13858,6079,Reconstructed only,Classical,At least one undated
entry,MIDDAY,0.192,Low: <0.2,4530,f_jg7fkl55nyhjm,Reconstructed only,Reconstructed only,At least one undated
entry,PARTRIDGE,0.191667,Low: <0.2,11361,5809,Early-Vedic,Early-Vedic,Same tagged era
entry,DIFFERENT,0.190833,Low: <0.2,434,404,Early-Vedic,Reconstructed only,At least one undated
entry,FLOCK (OF ANIMALS),0.189495,Low: <0.2,10632,f_dcjngpsq6a35w,Undated OIA,Reconstructed only,At least one undated
entry,STOMACH,0.189236,Low: <0.2,5589,8376,Reconstructed only,Reconstructed only,At least one undated
entry,BELOW OR UNDER,0.188761,Low: <0.2,9280,7540,Undated OIA,Epic,At least one undated
entry,SPIT,0.188571,Low: <0.2,6097,12575,Reconstructed only,Early-Vedic,At least one undated
entry,LIP,0.187564,Low: <0.2,12516,245a,Epic,Reconstructed only,At least one undated
entry,BROKEN,0.186742,Low: <0.2,13858,6065,Reconstructed only,Epic,At least one undated
entry,GO UP (ASCEND),0.186667,Low: <0.2,3857,4578,Reconstructed only,Reconstructed only,At least one undated
entry,SWEAT (SUBSTANCE),0.186466,Low: <0.2,5685,8897,Early-Vedic,Epic,Dardic earlier
entry,ROPE,0.186178,Low: <0.2,6283,10648,Early-Vedic,Early-Vedic,Same tagged era
entry,JOINT,0.184936,Low: <0.2,9136,4354,Early-Vedic,Early-Vedic,Same tagged era
entry,PUPPY,0.184722,Low: <0.2,3329,8214,Early-Vedic,Reconstructed only,At least one undated
entry,LANGUAGE,0.183333,Low: <0.2,5228,9479,Early-Vedic,Epic,Dardic earlier
entry,PUT ON,0.183333,Low: <0.2,9139,7835,Epic,Early-Vedic,Plains earlier
entry,VEGETABLES,0.182143,Low: <0.2,12370,9401,Early-Vedic,Classical,Dardic earlier
entry,TOMORROW,0.18192,Low: <0.2,10763,3104,Early-Vedic,Undated OIA,At least one undated
entry,DARKNESS,0.180926,Low: <0.2,1187,386,Classical,Epic,Plains earlier
entry,SAP,0.18,Low: <0.2,3696,10650,Early-Vedic,Early-Vedic,Same tagged era
entry,TRUE,0.179812,Low: <0.2,13334,13112,Early-Vedic,Early-Vedic,Same tagged era
entry,BROWN,0.179253,Low: <0.2,4345,9690,Early-Vedic,Reconstructed only,At least one undated
entry,WALK,0.179012,Low: <0.2,5836,4721,Epic,Reconstructed only,At least one undated
entry,SMELL,0.177778,Low: <0.2,4014,4131,Early-Vedic,Reconstructed only,At least one undated
entry,BOIL,0.177352,Low: <0.2,7654-2,3760,Reconstructed only,Reconstructed only,At least one undated
entry,HANDLE,0.175714,Low: <0.2,6128,12045,Early-Vedic,Epic,Dardic earlier
entry,WEAR,0.175648,Low: <0.2,1260,7835,Epic,Early-Vedic,Plains earlier
entry,PICK,0.173056,Low: <0.2,1809,6079,Undated OIA,Classical,At least one undated
entry,EVENING,0.172703,Low: <0.2,5692,12918,Early-Vedic,Early-Vedic,Same tagged era
entry,FLEE,0.172294,Low: <0.2,5534,9361,Epic,Early-Vedic,Plains earlier
entry,DO,0.170278,Low: <0.2,13756,2814,Early-Vedic,Early-Vedic,Same tagged era
entry,THIRSTY,0.168056,Low: <0.2,5944,8200,Early-Vedic,Epic,Dardic earlier
entry,BECOME,0.167951,Low: <0.2,9416,13773,Early-Vedic,Epic,Dardic earlier
entry,FOREHEAD,0.167782,Low: <0.2,5803,2744,Early-Vedic,Early-Vedic,Same tagged era
entry,DRY UP,0.1675,Low: <0.2,12559,12552,Early-Vedic,Reconstructed only,At least one undated
entry,ANGER,0.167222,Low: <0.2,10856,10674,Undated OIA,Undated OIA,At least one undated
entry,DIG,0.166927,Low: <0.2,3489,3934,Reconstructed only,Reconstructed only,At least one undated
entry,RING,0.166014,Low: <0.2,138,10203,Undated OIA,Epic,At least one undated
entry,SPINDLE,0.165714,Low: <0.2,5717,5717-5,Early-Vedic,Reconstructed only,At least one undated
entry,BOARD,0.165,Low: <0.2,9493,7699,Early-Vedic,Epic,Dardic earlier
entry,CHICKEN,0.163889,Low: <0.2,4571,f_3smlfjflb2ukg,Epic,Other origin,At least one undated
entry,HOT,0.16366,Low: <0.2,5679,2389,Early-Vedic,Early-Vedic,Same tagged era
entry,SCARF OR TURBAN,0.163519,Low: <0.2,10918,7644,Reconstructed only,Reconstructed only,At least one undated
entry,BRIGHT,0.163167,Low: <0.2,8711,1670,Reconstructed only,Epic,At least one undated
entry,TWIST,0.162338,Low: <0.2,12132,11356,Early-Vedic,Early-Vedic,Same tagged era
entry,SHEPHERD,0.161458,Low: <0.2,7987,10548,Epic,Classical,Dardic earlier
entry,BROOM,0.161373,Low: <0.2,10081,9188,Early-Vedic,Early-Vedic,Same tagged era
entry,GOAT,0.161244,Low: <0.2,145,9153,Undated OIA,Early-Vedic,At least one undated
entry,SKIN,0.160731,Low: <0.2,4124,3848,Early-Vedic,Classical,Dardic earlier
entry,SHOW,0.16,Low: <0.2,8134,6507,Reconstructed only,Reconstructed only,At least one undated
entry,THEN,0.157619,Low: <0.2,5639,5753,Early-Vedic,Early-Vedic,Same tagged era
entry,SLAVE,0.157153,Low: <0.2,10984,9135,Reconstructed only,Classical,At least one undated
entry,ABOVE,0.156692,Low: <0.2,2426,2333,Early-Vedic,Reconstructed only,At least one undated
entry,HERD (SOMETHING),0.156667,Low: <0.2,10632,11331,Undated OIA,Early-Vedic,At least one undated
entry,LIZARD,0.156667,Low: <0.2,3418,4431,Early-Vedic,Reconstructed only,At least one undated
entry,JAW,0.155556,Low: <0.2,5137,13966,Early-Vedic,Early-Vedic,Same tagged era
entry,LOAD,0.155425,Low: <0.2,9459,9393,Early-Vedic,Early-Vedic,Same tagged era
entry,BEAT,0.155093,Low: <0.2,6145,8165,Early-Vedic,Early-Vedic,Same tagged era
entry,WRIST,0.155048,Low: <0.2,4214,7047,Reconstructed only,Early-Vedic,At least one undated
entry,CLIMB,0.154375,Low: <0.2,1892,4578,Reconstructed only,Reconstructed only,At least one undated
entry,NAIL (TOOL),0.153846,Low: <0.2,6920,6914,Early-Vedic,Early-Vedic,Same tagged era
entry,FLY (MOVE THROUGH AIR),0.153213,Low: <0.2,9085,9696,Reconstructed only,Undated OIA,At least one undated
entry,SHAVE,0.152381,Low: <0.2,7138,10194,Reconstructed only,Classical,At least one undated
entry,TORCH,0.152381,Low: <0.2,12622,2362,Reconstructed only,Early-Vedic,At least one undated
entry,GRANDFATHER,0.151648,Low: <0.2,9209,1348,Reconstructed only,Epic,At least one undated
entry,ROCK,0.15,Low: <0.2,11348,11080,Reconstructed only,Epic,At least one undated
entry,LIFE,0.14933,Low: <0.2,5247,5239,Early-Vedic,Early-Vedic,Same tagged era
entry,POISON,0.148148,Low: <0.2,11968,4038,Early-Vedic,Epic,Dardic earlier
entry,COOKED,0.146667,Low: <0.2,7654,2457,Early-Vedic,Early-Vedic,Same tagged era
entry,SMILE,0.146667,Low: <0.2,3725,12030,Reconstructed only,Epic,At least one undated
entry,MARROW,0.145833,Low: <0.2,10323,9712,Early-Vedic,Undated OIA,At least one undated
entry,THRESH,0.145833,Low: <0.2,3708,5328,Epic,Reconstructed only,At least one undated
entry,JOIN,0.145556,Low: <0.2,3980,10496,Reconstructed only,Reconstructed only,At least one undated
entry,OX,0.145556,Low: <0.2,4147,9176,Undated OIA,Early-Vedic,At least one undated
entry,ITCH,0.145455,Low: <0.2,738,3854,Reconstructed only,Undated OIA,At least one undated
entry,HIDE,0.14375,Low: <0.2,447,4701,Reconstructed only,Early-Vedic,At least one undated
entry,SPEAK,0.14375,Low: <0.2,9837,9321,Early-Vedic,Reconstructed only,At least one undated
entry,MAN,0.14308,Low: <0.2,9888,9828,Early-Vedic,Early-Vedic,Same tagged era
entry,WASP,0.142593,Low: <0.2,9651,5065,Epic,Reconstructed only,At least one undated
entry,FIRST,0.14256,Low: <0.2,12982,8652,Early-Vedic,Reconstructed only,At least one undated
entry,BUTTER,0.142029,Low: <0.2,13674,10378,Reconstructed only,Epic,At least one undated
entry,BULL,0.140756,Low: <0.2,4255,9176,Early-Vedic,Early-Vedic,Same tagged era
entry,THICK,0.140642,Low: <0.2,9330,4118,Reconstructed only,Epic,At least one undated
entry,ARRIVE,0.140476,Low: <0.2,9001,8716,Reconstructed only,Early-Vedic,At least one undated
entry,TIME,0.139904,Low: <0.2,11547,12115,Epic,Early-Vedic,Plains earlier
entry,FRIEND,0.139722,Low: <0.2,6294,10124,Epic,Early-Vedic,Plains earlier
entry,YOKE,0.13927,Low: <0.2,10482,10524,Early-Vedic,Epic,Dardic earlier
entry,WANDER,0.138974,Low: <0.2,5836,4485,Epic,Reconstructed only,At least one undated
entry,PLACE (POSITION),0.138882,Low: <0.2,13753,13760,Early-Vedic,Early-Vedic,Same tagged era
entry,EAT,0.137566,Low: <0.2,10507,3865,Early-Vedic,Early-Vedic,Same tagged era
entry,LOUSE,0.1375,Low: <0.2,10512,1728,Undated OIA,Undated OIA,At least one undated
entry,CAMEL,0.137407,Low: <0.2,2387,2797,Early-Vedic,Epic,Dardic earlier
entry,PREGNANT,0.135625,Low: <0.2,1962,4062,Reconstructed only,Early-Vedic,At least one undated
entry,FLAME,0.135556,Low: <0.2,9480,635,Epic,Undated OIA,At least one undated
entry,CHIN,0.135268,Low: <0.2,5137,5853,Early-Vedic,Early-Vedic,Same tagged era
entry,VULVA,0.135227,Low: <0.2,9524,4860,Reconstructed only,Reconstructed only,At least one undated
entry,BURNING,0.134856,Low: <0.2,5679,6321,Early-Vedic,Early-Vedic,Same tagged era
entry,YELLOW,0.134545,Low: <0.2,13990,13992,Classical,Early-Vedic,Plains earlier
entry,GROUND,0.134343,Low: <0.2,6744,8221,Epic,Reconstructed only,At least one undated
entry,BONE,0.133878,Low: <0.2,958,13952,Undated OIA,Undated OIA,At least one undated
entry,BEAUTIFUL,0.133681,Low: <0.2,12540,12637,Early-Vedic,Early-Vedic,Same tagged era
entry,STOOL,0.132727,Low: <0.2,1484,8222,Early-Vedic,Early-Vedic,Same tagged era
entry,SHOULDERBLADE,0.132143,Low: <0.2,13839,6,Reconstructed only,Early-Vedic,At least one undated
entry,VOMIT,0.131852,Low: <0.2,11294,1960,Early-Vedic,Epic,Dardic earlier
entry,COUGH,0.131111,Low: <0.2,3135,3926,Classical,Reconstructed only,At least one undated
entry,SCRATCH,0.130603,Low: <0.2,3489,3512,Reconstructed only,Reconstructed only,At least one undated
entry,NECKLACE,0.130556,Low: <0.2,4396,14059,Reconstructed only,Epic,At least one undated
entry,DARK,0.130357,Low: <0.2,3690,386,Early-Vedic,Epic,Dardic earlier
entry,WAIST,0.130179,Low: <0.2,5582,10879,Reconstructed only,Reconstructed only,At least one undated
entry,TOWARDS,0.13,Low: <0.2,2830,9493,Early-Vedic,Early-Vedic,Same tagged era
entry,NOT,0.129928,Low: <0.2,7603,6906,Undated OIA,Early-Vedic,At least one undated
entry,SHADE,0.129545,Low: <0.2,422,5020,Undated OIA,Undated OIA,At least one undated
entry,SMALL,0.129446,Low: <0.2,11072,5071,Reconstructed only,Reconstructed only,At least one undated
entry,PULSE,0.129365,Low: <0.2,10198,7047,Early-Vedic,Early-Vedic,Same tagged era
entry,LIE (REST),0.128571,Low: <0.2,10917,5407,Undated OIA,Reconstructed only,At least one undated
entry,WOLF,0.128571,Low: <0.2,4362,f_eus77jo5mdyak,Classical,Reconstructed only,At least one undated
entry,BE BORN,0.127778,Low: <0.2,5204,6555,Early-Vedic,Early-Vedic,Same tagged era
entry,LOSE,0.126731,Low: <0.2,8310,14061,Reconstructed only,Epic,At least one undated
entry,BARK,0.126667,Low: <0.2,8253,5005,Epic,Undated OIA,At least one undated
entry,THROAT,0.125463,Low: <0.2,12675,4070,Reconstructed only,Epic,At least one undated
entry,PORCH,0.125333,Low: <0.2,9740,848,Classical,Reconstructed only,At least one undated
entry,STRING,0.12533,Low: <0.2,13561,6225,Early-Vedic,Undated OIA,At least one undated
entry,BUILD,0.12381,Low: <0.2,6145,4814,Early-Vedic,Early-Vedic,Same tagged era
entry,HIGH TIDE,0.12381,Low: <0.2,773,12076,Reconstructed only,Early-Vedic,At least one undated
entry,HOLD,0.123512,Low: <0.2,6791,6747,Early-Vedic,Epic,Dardic earlier
entry,RECOGNIZE (SOMEBODY),0.123333,Low: <0.2,5193,8637,Early-Vedic,Epic,Dardic earlier
entry,SPEAR,0.123333,Low: <0.2,12352,9409,Early-Vedic,Epic,Dardic earlier
entry,PLOUGH,0.122854,Low: <0.2,3446,4712,Early-Vedic,Reconstructed only,At least one undated
entry,KNOW,0.122751,Low: <0.2,5193,4836,Early-Vedic,Epic,Dardic earlier
entry,ELBOW,0.122294,Low: <0.2,5605,603,Reconstructed only,Early-Vedic,At least one undated
entry,WANT,0.122222,Low: <0.2,4415,12678,Reconstructed only,Early-Vedic,At least one undated
entry,EMERGE (APPEAR),0.121875,Low: <0.2,7479,9481,Reconstructed only,Early-Vedic,At least one undated
entry,DEER,0.121711,Low: <0.2,9885,13982,Reconstructed only,Early-Vedic,At least one undated
entry,FIREWOOD,0.121154,Low: <0.2,6298,10875,Epic,Epic,Same tagged era
entry,REMAIN,0.119524,Low: <0.2,6747,10666,Epic,Reconstructed only,At least one undated
entry,PALM OF HAND,0.119444,Low: <0.2,8358,7075,Undated OIA,Epic,At least one undated
entry,BE HUNGRY,0.119391,Low: <0.2,540,9285,Epic,Epic,Same tagged era
entry,GOOD,0.118562,Low: <0.2,9348,11384,Early-Vedic,Epic,Dardic earlier
entry,RAVINE,0.117284,Low: <0.2,4453,4468,Reconstructed only,Undated OIA,At least one undated
entry,HARD,0.115909,Low: <0.2,2587,7360,Undated OIA,Medieval,At least one undated
entry,OPEN,0.115831,Low: <0.2,12168,3945,Reconstructed only,Reconstructed only,At least one undated
entry,DUNG (ANIMAL FAECES),0.115323,Low: <0.2,8139,3863,Undated OIA,Undated OIA,At least one undated
entry,GRANDMOTHER,0.114286,Low: <0.2,6261,7059,Reconstructed only,Reconstructed only,At least one undated
entry,REST,0.114286,Low: <0.2,11949,13479,Epic,Early-Vedic,Plains earlier
entry,ROTTEN,0.113636,Low: <0.2,5617,12268,Epic,Epic,Same tagged era
entry,SWEET,0.113438,Low: <0.2,9793,10299,Early-Vedic,Early-Vedic,Same tagged era
entry,DEEP,0.113021,Low: <0.2,4201,4024,Early-Vedic,Early-Vedic,Same tagged era
entry,SHIELD,0.112963,Low: <0.2,3915,2547,Undated OIA,Reconstructed only,At least one undated
entry,SEED,0.111623,Low: <0.2,9250,5827,Early-Vedic,Early-Vedic,Same tagged era
entry,JACKAL,0.10943,Low: <0.2,12578,9112,Undated OIA,Medieval,At least one undated
entry,AND,0.109127,Low: <0.2,5649,434,Early-Vedic,Early-Vedic,Same tagged era
entry,NOW,0.108571,Low: <0.2,f_2ig5mcwn2zgm2,268,Reconstructed only,Early-Vedic,At least one undated
entry,DIRTY,0.107389,Low: <0.2,3153,9904,Reconstructed only,Reconstructed only,At least one undated
entry,PENIS,0.106777,Low: <0.2,10917,10875,Undated OIA,Epic,At least one undated
entry,ONE,0.105528,Low: <0.2,2462,8074,Early-Vedic,Epic,Dardic earlier
entry,GO UP OR RISE (ONESELF),0.105429,Low: <0.2,1900,4578,Reconstructed only,Reconstructed only,At least one undated
entry,FINGER,0.104762,Low: <0.2,135,134,Early-Vedic,Epic,Dardic earlier
entry,FLOUR,0.103877,Low: <0.2,492,1338,Undated OIA,Reconstructed only,At least one undated
entry,CUT,0.103824,Low: <0.2,5046,2854,Reconstructed only,Epic,At least one undated
entry,SLEEP,0.103495,Low: <0.2,13929,13479,Reconstructed only,Early-Vedic,At least one undated
entry,LOOK,0.103125,Low: <0.2,13743,6507,Reconstructed only,Reconstructed only,At least one undated
entry,OUTSIDE,0.103125,Low: <0.2,9228,9226,Reconstructed only,Reconstructed only,At least one undated
entry,THERE,0.101786,Low: <0.2,228,1564,Undated OIA,Undated OIA,At least one undated
entry,GET,0.101136,Low: <0.2,10948,8943,Early-Vedic,Early-Vedic,Same tagged era
entry,BOW STRING,0.100962,Low: <0.2,4190,5660,Early-Vedic,Early-Vedic,Same tagged era
entry,FEAR (BE AFRAID),0.098152,Low: <0.2,9241,6186,Early-Vedic,Epic,Dardic earlier
entry,RUB,0.097527,Low: <0.2,9890,9870,Epic,Reconstructed only,At least one undated
entry,GUARD,0.0975,Low: <0.2,10547,8900,Early-Vedic,Medieval,Dardic earlier
entry,HIP,0.097143,Low: <0.2,12729,3353,Early-Vedic,Reconstructed only,At least one undated
entry,EGG,0.096955,Low: <0.2,13776,5550,Early-Vedic,Classical,Dardic earlier
entry,GRAIN,0.096111,Low: <0.2,9250,398,Early-Vedic,Early-Vedic,Same tagged era
entry,GROOM,0.095893,Low: <0.2,5198,11309,Early-Vedic,Early-Vedic,Same tagged era
entry,ACHE,0.095,Low: <0.2,12576,5330,Epic,Classical,Dardic earlier
entry,DRUM,0.094182,Low: <0.2,5608,5525,Undated OIA,Reconstructed only,At least one undated
entry,YAWN,0.093333,Low: <0.2,5265,14058,Early-Vedic,Epic,Dardic earlier
entry,WING,0.092826,Low: <0.2,8025,5535,Undated OIA,Undated OIA,At least one undated
entry,FALL,0.092583,Low: <0.2,4074,7722,Classical,Early-Vedic,Plains earlier
entry,POND,0.092308,Low: <0.2,5578,8425,Reconstructed only,Epic,At least one undated
entry,SPLIT,0.091749,Low: <0.2,9058,13845,Epic,Reconstructed only,At least one undated
entry,HEAT,0.091136,Low: <0.2,5684,635,Early-Vedic,Undated OIA,At least one undated
entry,LAMB,0.091071,Low: <0.2,9263,11116,Reconstructed only,Reconstructed only,At least one undated
entry,PUT,0.090455,Low: <0.2,6145,10547,Early-Vedic,Early-Vedic,Same tagged era
entry,HOE,0.09,Low: <0.2,2909,3286,Undated OIA,Undated OIA,At least one undated
entry,DRY,0.089836,Low: <0.2,12559,12548,Early-Vedic,Early-Vedic,Same tagged era
entry,PORCUPINE,0.089773,Low: <0.2,12353,12766,Early-Vedic,Early-Vedic,Same tagged era
entry,SLOPE,0.088889,Low: <0.2,6644,1769,Classical,Early-Vedic,Plains earlier
entry,WHEAT,0.088803,Low: <0.2,4287,2665,Early-Vedic,Medieval,Dardic earlier
entry,WHICH,0.08875,Low: <0.2,3164,2575,Undated OIA,Undated OIA,At least one undated
entry,BLOW (OF WIND),0.08854,Low: <0.2,9102,5513,Reconstructed only,Reconstructed only,At least one undated
entry,DAWN,0.088525,Low: <0.2,11120,9634,Reconstructed only,Reconstructed only,At least one undated
entry,FIST,0.087051,Low: <0.2,10221,4498,Early-Vedic,Reconstructed only,At least one undated
entry,FOOD,0.086458,Low: <0.2,491,1544,Early-Vedic,Early-Vedic,Same tagged era
entry,YOU,0.086429,Low: <0.2,10511,1135,Undated OIA,Early-Vedic,At least one undated
entry,WEAVE,0.085556,Low: <0.2,5663,11773,Early-Vedic,Reconstructed only,At least one undated
entry,SPRING (OF WATER),0.084286,Low: <0.2,1869,5380,Early-Vedic,Reconstructed only,At least one undated
entry,STRAW,0.083995,Low: <0.2,5892,7958,Early-Vedic,Epic,Dardic earlier
entry,WASH,0.083889,Low: <0.2,3719,6886,Reconstructed only,Early-Vedic,At least one undated
entry,PLAY,0.083761,Low: <0.2,7583,3918,Early-Vedic,Undated OIA,At least one undated
entry,DISTANCE,0.083333,Low: <0.2,6495,7785,Early-Vedic,Early-Vedic,Same tagged era
entry,BREAD,0.083175,Low: <0.2,4321,10837,Medieval,Reconstructed only,At least one undated
entry,RAM,0.083056,Low: <0.2,10310,9606,Undated OIA,Undated OIA,At least one undated
entry,CHILD,0.08172,Low: <0.2,3245,5070,Reconstructed only,Reconstructed only,At least one undated
entry,THROW,0.081212,Low: <0.2,5735,10640,Undated OIA,Reconstructed only,At least one undated
entry,BLUNT,0.081019,Low: <0.2,9263,9532,Reconstructed only,Reconstructed only,At least one undated
entry,SELF,0.080159,Low: <0.2,9102,1135,Reconstructed only,Early-Vedic,At least one undated
entry,MANGO,0.079032,Low: <0.2,1268,3475,Early-Vedic,Epic,Dardic earlier
entry,TURN,0.078698,Low: <0.2,11547,8041,Epic,Reconstructed only,At least one undated
entry,BITE,0.077976,Low: <0.2,4675,2854,Reconstructed only,Epic,At least one undated
entry,HOLE,0.076905,Low: <0.2,4872,5043,Reconstructed only,Early-Vedic,At least one undated
entry,SWIM,0.076339,Low: <0.2,6624,5702,Early-Vedic,Early-Vedic,Same tagged era
entry,EYE,0.07625,Low: <0.2,919,4560,Early-Vedic,Early-Vedic,Same tagged era
entry,STRONG,0.075,Low: <0.2,9330,9161,Reconstructed only,Early-Vedic,At least one undated
entry,SISTER,0.074167,Low: <0.2,13913,6479,Early-Vedic,Reconstructed only,At least one undated
entry,IN FRONT OF,0.073558,Low: <0.2,8281,68,Undated OIA,Early-Vedic,At least one undated
entry,TWO,0.072991,Low: <0.2,6648,651,Undated OIA,Early-Vedic,At least one undated
entry,SKY,0.072826,Low: <0.2,1008,f_lmwk7knn4svus,Early-Vedic,Other origin,At least one undated
entry,THIN,0.072821,Low: <0.2,4889,7736,Classical,Undated OIA,At least one undated
entry,MEAT,0.071667,Low: <0.2,395,f_fnwdoz5wjhgai,Early-Vedic,Other origin,At least one undated
entry,OLD,0.071585,Low: <0.2,5524,5260,Undated OIA,Early-Vedic,At least one undated
entry,WEAK,0.071465,Low: <0.2,10789,6438,Reconstructed only,Early-Vedic,At least one undated
entry,THIEF,0.071429,Low: <0.2,10216,5489,Epic,Reconstructed only,At least one undated
entry,MAIZE,0.071053,Low: <0.2,10437,9879,Undated OIA,Undated OIA,At least one undated
entry,MORNING,0.070498,Low: <0.2,10763,11813,Early-Vedic,Reconstructed only,At least one undated
entry,GATHER,0.07,Low: <0.2,8751,4814,Epic,Early-Vedic,Plains earlier
entry,VILLAGE,0.069987,Low: <0.2,4368,11448,Early-Vedic,Undated OIA,At least one undated
entry,STRIKE,0.069624,Low: <0.2,11004,5513,Early-Vedic,Reconstructed only,At least one undated
entry,STICK,0.06875,Low: <0.2,6638,10991,Reconstructed only,Reconstructed only,At least one undated
entry,CLOTHES,0.066562,Low: <0.2,7700,2871,Epic,Classical,Dardic earlier
entry,EVIL,0.066481,Low: <0.2,10930,9289,Reconstructed only,Reconstructed only,At least one undated
entry,SIT,0.066176,Low: <0.2,7467,2245,Early-Vedic,Early-Vedic,Same tagged era
entry,PESTLE,0.063988,Low: <0.2,10223,5596,Early-Vedic,Reconstructed only,At least one undated
entry,AWAKE,0.06375,Low: <0.2,9279,5174,Early-Vedic,Early-Vedic,Same tagged era
entry,EMPTY,0.062986,Low: <0.2,5850,11517,Early-Vedic,Epic,Dardic earlier
entry,TIRED,0.06176,Low: <0.2,3856,3027,Reconstructed only,Epic,At least one undated
entry,GUTS,0.061667,Low: <0.2,2417,8376,Undated OIA,Reconstructed only,At least one undated
entry,MATERNAL UNCLE (MOTHER'S BROTHER),0.060641,Low: <0.2,10009,10055,Early-Vedic,Classical,Dardic earlier
entry,SLEEVE,0.06,Low: <0.2,9230,9233,Reconstructed only,Undated OIA,At least one undated
entry,CLOTH,0.05997,Low: <0.2,5466,2871,Reconstructed only,Classical,At least one undated
entry,LOOSE,0.059875,Low: <0.2,12009,5590,Epic,Reconstructed only,At least one undated
entry,BREATH,0.057576,Low: <0.2,6730,12769,Epic,Epic,Same tagged era
entry,SPLIT OPEN,0.057253,Low: <0.2,5989,5988,Reconstructed only,Undated OIA,At least one undated
entry,VALLEY,0.05641,Low: <0.2,4453,6644,Reconstructed only,Classical,At least one undated
entry,GENTLE,0.056313,Low: <0.2,3523,8395,Epic,Reconstructed only,At least one undated
entry,MOTHER-IN-LAW,0.05625,Low: <0.2,5286,10058,Undated OIA,Reconstructed only,At least one undated
entry,LOST,0.055903,Low: <0.2,8310,3653,Reconstructed only,Medieval,At least one undated
entry,STREAM,0.055769,Low: <0.2,4453,6788,Reconstructed only,Early-Vedic,At least one undated
entry,FULL,0.055386,Low: <0.2,8342,8330,Undated OIA,Classical,At least one undated
entry,GRASS,0.055222,Low: <0.2,4471,3769,Early-Vedic,Undated OIA,At least one undated
entry,MAKE,0.054563,Low: <0.2,2814,9710,Early-Vedic,Reconstructed only,At least one undated
entry,DIRT,0.05439,Low: <0.2,9899,9904,Early-Vedic,Reconstructed only,At least one undated
entry,TEAR (SHRED),0.053571,Low: <0.2,9058,5043,Epic,Early-Vedic,Plains earlier
entry,FRUIT,0.05328,Low: <0.2,11031,9051,Classical,Early-Vedic,Plains earlier
entry,PERSON,0.052991,Low: <0.2,10049,5098,Undated OIA,Early-Vedic,At least one undated
entry,CRUSH,0.0525,Low: <0.2,3241,4802,Classical,Reconstructed only,At least one undated
entry,FLESH,0.052308,Low: <0.2,9982,f_fnwdoz5wjhgai,Undated OIA,Other origin,At least one undated
entry,SPREAD OUT,0.052209,Low: <0.2,2269,8838,Early-Vedic,Early-Vedic,Same tagged era
entry,HAIR,0.051641,Low: <0.2,5095,4883,Reconstructed only,Early-Vedic,At least one undated
entry,TRUTH,0.051429,Low: <0.2,9377,13112,Early-Vedic,Early-Vedic,Same tagged era
entry,WITH,0.051346,Low: <0.2,4236,13364,Early-Vedic,Epic,Dardic earlier
entry,FAECES (EXCREMENT),0.051282,Low: <0.2,10731,4225,Reconstructed only,Undated OIA,At least one undated
entry,CLAY,0.051042,Low: <0.2,8019,10286,Epic,Early-Vedic,Plains earlier
entry,STAR,0.050996,Low: <0.2,13713,6913,Undated OIA,Early-Vedic,At least one undated
entry,FOG,0.050926,Low: <0.2,9223,3386,Epic,Reconstructed only,At least one undated
entry,HOW MUCH,0.05,Low: <0.2,3169,3167,Early-Vedic,Reconstructed only,At least one undated
entry,CALL,0.048846,Low: <0.2,9837,12298,Early-Vedic,Early-Vedic,Same tagged era
entry,UGLY,0.048571,Low: <0.2,913,9530,Epic,Reconstructed only,At least one undated
entry,FLOW,0.048291,Low: <0.2,841,11453,Reconstructed only,Early-Vedic,At least one undated
entry,PULL OUT,0.048194,Low: <0.2,4772,2660,Epic,Reconstructed only,At least one undated
entry,FINE (PENALTY),0.048148,Low: <0.2,9348,6136,Early-Vedic,Classical,Dardic earlier
entry,ROLL,0.048117,Low: <0.2,6453,11079,Reconstructed only,Epic,At least one undated
entry,RIPEN,0.047917,Low: <0.2,7654,13817,Early-Vedic,Epic,Dardic earlier
entry,PLOUGH (INSTRUMENT),0.047879,Low: <0.2,10482,11006,Early-Vedic,Early-Vedic,Same tagged era
entry,FRONT (PART),0.047778,Low: <0.2,6664,12982,Undated OIA,Early-Vedic,At least one undated
entry,OLD (AGED),0.047778,Low: <0.2,4424,9461,Early-Vedic,Classical,Dardic earlier
entry,A LITTLE,0.047768,Low: <0.2,5850,13720-2,Early-Vedic,Reconstructed only,At least one undated
entry,ARM,0.047743,Low: <0.2,10221,9229,Early-Vedic,Early-Vedic,Same tagged era
entry,SHOOT,0.047619,Low: <0.2,10066,9013,Early-Vedic,Medieval,Dardic earlier
entry,NIGHT,0.047448,Low: <0.2,11625,10702,Early-Vedic,Early-Vedic,Same tagged era
