mode,cohort,held_out,concept,target,dardic_family_id,plains_family_id,category,families
entry,All eligible,False,LOW,Lahnda,10995,7540,Other resolved families only,5740;7548
entry,All eligible,False,LOW,Either language,10995,7540,Other resolved families only,10122;10634;14084;5584;5740;6935;7548;9754
entry,All eligible,False,GIRL,Sindhi,8399,5070,"Plains family, not Dardic family",5070;6931;9238
entry,All eligible,False,GIRL,Lahnda,8399,5070,Other resolved families only,3245
entry,All eligible,False,GIRL,Either language,8399,5070,"Plains family, not Dardic family",3245;5070;6931;9238
entry,All eligible,False,STRAIGHT,Sindhi,13548,12632,Other resolved families only,13173;13173-4;13401
entry,All eligible,False,STRAIGHT,Lahnda,13548,12632,Other resolved families only,13173-4;13401
entry,All eligible,False,STRAIGHT,Either language,13548,12632,Other resolved families only,13173;13173-4;13401
entry,All eligible,False,RESIN,Sindhi,3187,10715,"Plains family, not Dardic family",10715
entry,All eligible,False,RESIN,Lahnda,3187,10715,Other resolved families only,5093
entry,All eligible,False,RESIN,Either language,3187,10715,"Plains family, not Dardic family",10715;5093
entry,All eligible,False,THREAD,Sindhi,6236,6225,Other resolved families only,13561;6770;8627;8785
entry,All eligible,False,THREAD,Lahnda,6236,6225,Other resolved families only,13561;8627;8785
entry,All eligible,False,THREAD,Either language,6236,6225,Other resolved families only,13561;6770;8627;8785
entry,All eligible,False,GRIND,Sindhi,8386,8142,"Plains family, not Dardic family",4417;8142
entry,All eligible,False,GRIND,Lahnda,8386,8142,"Plains family, not Dardic family",8142
entry,All eligible,False,GRIND,Either language,8386,8142,"Plains family, not Dardic family",4417;8142
entry,All eligible,False,I,Sindhi,992,9691,"Dardic family, not Plains family",992
entry,All eligible,False,I,Lahnda,992,9691,No included etymology,
entry,All eligible,False,I,Either language,992,9691,"Dardic family, not Plains family",992
entry,All eligible,False,LEOPARD,Sindhi,9341,4804,"Plains family, not Dardic family",4804
entry,All eligible,False,LEOPARD,Lahnda,9341,4804,"Plains family, not Dardic family",4804;8362
entry,All eligible,False,LEOPARD,Either language,9341,4804,"Plains family, not Dardic family",4804;8362
entry,All eligible,False,SCORPION,Sindhi,5478,12081,No attestation,
entry,All eligible,False,SCORPION,Lahnda,5478,12081,No attestation,
entry,All eligible,False,SCORPION,Either language,5478,12081,No attestation,
entry,All eligible,False,GRANDDAUGHTER,Sindhi,8417,6955b,No attestation,
entry,All eligible,False,GRANDDAUGHTER,Lahnda,8417,6955b,No attestation,
entry,All eligible,False,GRANDDAUGHTER,Either language,8417,6955b,No attestation,
entry,All eligible,False,TEAR (OF EYE),Sindhi,919,10839,"Dardic family, not Plains family",11080-6;13825;919
entry,All eligible,False,TEAR (OF EYE),Lahnda,919,10839,"Dardic family, not Plains family",8032;919
entry,All eligible,False,TEAR (OF EYE),Either language,919,10839,"Dardic family, not Plains family",11080-6;13825;8032;919
entry,All eligible,False,PATERNAL AUNT (FATHER'S SISTER),Sindhi,9089,6890,"Plains family, not Dardic family",10584;6890
entry,All eligible,False,PATERNAL AUNT (FATHER'S SISTER),Lahnda,9089,6890,"Dardic family, not Plains family",9089
entry,All eligible,False,PATERNAL AUNT (FATHER'S SISTER),Either language,9089,6890,Both focal families,10584;6890;9089
entry,All eligible,False,RAINBOW,Sindhi,1577,6726,Other resolved families only,1572
entry,All eligible,False,RAINBOW,Lahnda,1577,6726,No attestation,
entry,All eligible,False,RAINBOW,Either language,1577,6726,Other resolved families only,1572
entry,All eligible,False,SPIDER,Sindhi,9268,9883,Other resolved families only,3535
entry,All eligible,False,SPIDER,Lahnda,9268,9883,No attestation,
entry,All eligible,False,SPIDER,Either language,9268,9883,Other resolved families only,3535
entry,All eligible,False,BODY,Sindhi,5244,6557,Other resolved families only,114;5239;5536
entry,All eligible,False,BODY,Lahnda,5244,6557,Other resolved families only,8168
entry,All eligible,False,BODY,Either language,5244,6557,Other resolved families only,114;5239;5536;8168
entry,All eligible,False,SUN,Sindhi,13574,6328,"Dardic family, not Plains family",13574;6244
entry,All eligible,False,SUN,Lahnda,13574,6328,"Dardic family, not Plains family",13574;6333
entry,All eligible,False,SUN,Either language,13574,6328,"Dardic family, not Plains family",13574;6244;6333
entry,All eligible,False,BURN,Sindhi,6248,5306,Other resolved families only,11097;3665;3669;5310;6121;6654;6821
entry,All eligible,False,BURN,Lahnda,6248,5306,Other resolved families only,12383;5310;6654;9010
entry,All eligible,False,BURN,Either language,6248,5306,Other resolved families only,11097;12383;3665;3669;5310;6121;6654;6821;9010
entry,All eligible,False,BATHE,Sindhi,13789,6803,"Plains family, not Dardic family",6803
entry,All eligible,False,BATHE,Lahnda,13789,6803,"Plains family, not Dardic family",6803
entry,All eligible,False,BATHE,Either language,13789,6803,"Plains family, not Dardic family",6803
entry,All eligible,False,SHARP,Sindhi,5839,4918,"Dardic family, not Plains family",5839
entry,All eligible,False,SHARP,Lahnda,5839,4918,"Dardic family, not Plains family",5839
entry,All eligible,False,SHARP,Either language,5839,4918,"Dardic family, not Plains family",5839
entry,All eligible,False,BURY,Sindhi,6173,3979,Other resolved families only,6618;7227;8335
entry,All eligible,False,BURY,Lahnda,6173,3979,"Dardic family, not Plains family",6173;8335
entry,All eligible,False,BURY,Either language,6173,3979,"Dardic family, not Plains family",6173;6618;7227;8335
entry,All eligible,False,GRINDSTONE,Sindhi,11348,8253,No attestation,
entry,All eligible,False,GRINDSTONE,Lahnda,11348,8253,"Plains family, not Dardic family",8253
entry,All eligible,False,GRINDSTONE,Either language,11348,8253,"Plains family, not Dardic family",8253
entry,All eligible,False,MATERNAL GRANDFATHER,Sindhi,10055,7059,"Plains family, not Dardic family",7059
entry,All eligible,False,MATERNAL GRANDFATHER,Lahnda,10055,7059,"Plains family, not Dardic family",7059
entry,All eligible,False,MATERNAL GRANDFATHER,Either language,10055,7059,"Plains family, not Dardic family",7059
entry,All eligible,False,LEAD (GUIDE),Sindhi,6966,13445,"Plains family, not Dardic family",13445;78;94
entry,All eligible,False,LEAD (GUIDE),Lahnda,6966,13445,No attestation,
entry,All eligible,False,LEAD (GUIDE),Either language,6966,13445,"Plains family, not Dardic family",13445;78;94
entry,All eligible,False,GO,Sindhi,4939,10452,Other resolved families only,12225;13407;2400;4721;7768
entry,All eligible,False,GO,Lahnda,4939,10452,"Plains family, not Dardic family",10452;11453;12225;4721;5878
entry,All eligible,False,GO,Either language,4939,10452,"Plains family, not Dardic family",10452;11453;12225;13407;2400;4721;5878;7768
entry,All eligible,False,RIPE,Sindhi,7654,7621,"Plains family, not Dardic family",7621
entry,All eligible,False,RIPE,Lahnda,7654,7621,"Plains family, not Dardic family",7621
entry,All eligible,False,RIPE,Either language,7654,7621,"Plains family, not Dardic family",7621
entry,All eligible,False,FIELD,Sindhi,9557,3735,"Plains family, not Dardic family",3735
entry,All eligible,False,FIELD,Lahnda,9557,3735,No attestation,
entry,All eligible,False,FIELD,Either language,9557,3735,"Plains family, not Dardic family",3735
entry,All eligible,False,ADZE,Sindhi,5618,11588,"Plains family, not Dardic family",11588
entry,All eligible,False,ADZE,Lahnda,5618,11588,No attestation,
entry,All eligible,False,ADZE,Either language,5618,11588,"Plains family, not Dardic family",11588
entry,All eligible,False,BRASS,Sindhi,10752,8184,No attestation,
entry,All eligible,False,BRASS,Lahnda,10752,8184,No attestation,
entry,All eligible,False,BRASS,Either language,10752,8184,No attestation,
entry,All eligible,False,FATHER,Sindhi,9935,8179,No included etymology,
entry,All eligible,False,FATHER,Lahnda,9935,8179,"Plains family, not Dardic family",13921;221;8179
entry,All eligible,False,FATHER,Either language,9935,8179,"Plains family, not Dardic family",13921;221;8179
entry,All eligible,False,MEASURE,Sindhi,5979,10054,"Plains family, not Dardic family",10053;10054;10123;2617;8056
entry,All eligible,False,MEASURE,Lahnda,5979,10054,Other resolved families only,10123;10132
entry,All eligible,False,MEASURE,Either language,5979,10054,"Plains family, not Dardic family",10053;10054;10123;10132;2617;8056
entry,All eligible,False,PATERNAL UNCLE (FATHER'S BROTHER),Sindhi,8188,2998,Other resolved families only,4734
entry,All eligible,False,PATERNAL UNCLE (FATHER'S BROTHER),Lahnda,8188,2998,"Dardic family, not Plains family",8188
entry,All eligible,False,PATERNAL UNCLE (FATHER'S BROTHER),Either language,8188,2998,"Dardic family, not Plains family",4734;8188
entry,All eligible,False,CO-WIFE,Sindhi,10453,13130,Other resolved families only,8583
entry,All eligible,False,CO-WIFE,Lahnda,10453,13130,"Plains family, not Dardic family",13130
entry,All eligible,False,CO-WIFE,Either language,10453,13130,"Plains family, not Dardic family",13130;8583
entry,All eligible,False,SMOOTH,Sindhi,8152,4782,Other resolved families only,10992
entry,All eligible,False,SMOOTH,Lahnda,8152,4782,No attestation,
entry,All eligible,False,SMOOTH,Either language,8152,4782,Other resolved families only,10992
entry,All eligible,False,CHEST,Sindhi,3607,5014,"Plains family, not Dardic family",2351;5014
entry,All eligible,False,CHEST,Lahnda,3607,5014,No attestation,
entry,All eligible,False,CHEST,Either language,3607,5014,"Plains family, not Dardic family",2351;5014
entry,All eligible,False,FOAM,Sindhi,9108,3959,"Plains family, not Dardic family",3959
entry,All eligible,False,FOAM,Lahnda,9108,3959,Other resolved families only,5322
entry,All eligible,False,FOAM,Either language,9108,3959,"Plains family, not Dardic family",3959;5322
entry,All eligible,False,PULL,Sindhi,6613,5762,"Plains family, not Dardic family",12427;5762
entry,All eligible,False,PULL,Lahnda,6613,5762,Other resolved families only,12427
entry,All eligible,False,PULL,Either language,6613,5762,"Plains family, not Dardic family",12427;5762
entry,All eligible,False,INSIDE,Sindhi,357,9504,"Dardic family, not Plains family",357;9804;9817
entry,All eligible,False,INSIDE,Lahnda,357,9504,"Dardic family, not Plains family",357
entry,All eligible,False,INSIDE,Either language,357,9504,"Dardic family, not Plains family",357;9804;9817
entry,All eligible,False,FEVER,Sindhi,8519,5303,Other resolved families only,6653
entry,All eligible,False,FEVER,Lahnda,8519,5303,Other resolved families only,3552
entry,All eligible,False,FEVER,Either language,8519,5303,Other resolved families only,3552;6653
entry,All eligible,False,PATH OR ROAD,Sindhi,7785,10071,Other resolved families only,11366
entry,All eligible,False,PATH OR ROAD,Lahnda,7785,10071,Other resolved families only,6258
entry,All eligible,False,PATH OR ROAD,Either language,7785,10071,Other resolved families only,11366;6258
entry,All eligible,False,TALL,Sindhi,6368,10951,"Dardic family, not Plains family",6368
entry,All eligible,False,TALL,Lahnda,6368,10951,"Dardic family, not Plains family",6368
entry,All eligible,False,TALL,Either language,6368,10951,"Dardic family, not Plains family",6368
entry,All eligible,False,SPRINGTIME,Sindhi,11439,4915,"Plains family, not Dardic family",4915
entry,All eligible,False,SPRINGTIME,Lahnda,11439,4915,"Plains family, not Dardic family",4915;4947
entry,All eligible,False,SPRINGTIME,Either language,11439,4915,"Plains family, not Dardic family",4915;4947
entry,All eligible,False,POUR,Sindhi,5735,5581,Other resolved families only,5593;902
entry,All eligible,False,POUR,Lahnda,5735,5581,Other resolved families only,4457;8053;8065
entry,All eligible,False,POUR,Either language,5735,5581,Other resolved families only,4457;5593;8053;8065;902
entry,All eligible,False,FEW,Sindhi,722,13720,Other resolved families only,13720-3
entry,All eligible,False,FEW,Lahnda,722,13720,Other resolved families only,13720-3;4415
entry,All eligible,False,FEW,Either language,722,13720,Other resolved families only,13720-3;4415
entry,All eligible,False,HURT (SOMEBODY),Sindhi,12576,6376,"Plains family, not Dardic family",5405;5876;6376
entry,All eligible,False,HURT (SOMEBODY),Lahnda,12576,6376,"Plains family, not Dardic family",6376
entry,All eligible,False,HURT (SOMEBODY),Either language,12576,6376,"Plains family, not Dardic family",5405;5876;6376
entry,All eligible,False,BOW,Sindhi,6636,6956,"Plains family, not Dardic family",6956;7214
entry,All eligible,False,BOW,Lahnda,6636,6956,"Plains family, not Dardic family",6956;7214
entry,All eligible,False,BOW,Either language,6636,6956,"Plains family, not Dardic family",6956;7214
entry,All eligible,False,ALL,Sindhi,9568,13276,"Plains family, not Dardic family",13276
entry,All eligible,False,ALL,Lahnda,9568,13276,"Plains family, not Dardic family",13276;13355
entry,All eligible,False,ALL,Either language,9568,13276,"Plains family, not Dardic family",13276;13355
entry,All eligible,False,MELT,Sindhi,11906,4074,"Plains family, not Dardic family",10753;1420;4074;4144;8485
entry,All eligible,False,MELT,Lahnda,11906,4074,Other resolved families only,4087;4144;8482;8485
entry,All eligible,False,MELT,Either language,11906,4074,"Plains family, not Dardic family",10753;1420;4074;4087;4144;8482;8485
entry,All eligible,False,UPPER LEG (THIGH),Sindhi,9742,5082,No attestation,
entry,All eligible,False,UPPER LEG (THIGH),Lahnda,9742,5082,Other resolved families only,7699
entry,All eligible,False,UPPER LEG (THIGH),Either language,9742,5082,Other resolved families only,7699
entry,All eligible,False,CRY,Sindhi,10734,10840,"Plains family, not Dardic family",10590-3;10840
entry,All eligible,False,CRY,Lahnda,10734,10840,"Plains family, not Dardic family",10840;1373;2704
entry,All eligible,False,CRY,Either language,10734,10840,"Plains family, not Dardic family",10590-3;10840;1373;2704
entry,All eligible,False,ROAD,Sindhi,7785,13577-2,Other resolved families only,10612;11366
entry,All eligible,False,ROAD,Lahnda,7785,13577-2,Both focal families,10071;13577-2;5523;7785
entry,All eligible,False,ROAD,Either language,7785,13577-2,Both focal families,10071;10612;11366;13577-2;5523;7785
entry,All eligible,False,REED,Sindhi,6936,12101,Other resolved families only,3023
entry,All eligible,False,REED,Lahnda,6936,12101,"Dardic family, not Plains family",12622;6936
entry,All eligible,False,REED,Either language,6936,12101,"Dardic family, not Plains family",12622;3023;6936
entry,All eligible,False,LIGHTNING,Sindhi,9650,11745,Other resolved families only,11742;3682;3684
entry,All eligible,False,LIGHTNING,Lahnda,9650,11745,"Plains family, not Dardic family",11742;11745
entry,All eligible,False,LIGHTNING,Either language,9650,11745,"Plains family, not Dardic family",11742;11745;3682;3684
entry,All eligible,False,NAKED,Sindhi,7502,6926,"Plains family, not Dardic family",1972;6926
entry,All eligible,False,NAKED,Lahnda,7502,6926,"Plains family, not Dardic family",6926
entry,All eligible,False,NAKED,Either language,7502,6926,"Plains family, not Dardic family",1972;6926
entry,All eligible,False,HUSBAND,Sindhi,9467,4435,"Plains family, not Dardic family",11309;11427;13617;4435;7727;9402;9828
entry,All eligible,False,HUSBAND,Lahnda,9467,4435,Other resolved families only,11279;11309;5098;7727;8974;9828
entry,All eligible,False,HUSBAND,Either language,9467,4435,"Plains family, not Dardic family",11279;11309;11427;13617;4435;5098;7727;8974;9402;9828
entry,All eligible,False,WORD,Sindhi,11564,11199,"Dardic family, not Plains family",11564
entry,All eligible,False,WORD,Lahnda,11564,11199,Other resolved families only,4068
entry,All eligible,False,WORD,Either language,11564,11199,"Dardic family, not Plains family",11564;4068
entry,All eligible,False,WATERFALL,Sindhi,3662,5343,No attestation,
entry,All eligible,False,WATERFALL,Lahnda,3662,5343,Other resolved families only,5373
entry,All eligible,False,WATERFALL,Either language,3662,5343,Other resolved families only,5373
entry,All eligible,False,WIFE,Sindhi,13734,f_k66mptwk5okq6,Other resolved families only,10504;7078
entry,All eligible,False,WIFE,Lahnda,13734,f_k66mptwk5okq6,Other resolved families only,10504;10593;11279;13464;5205;7078
entry,All eligible,False,WIFE,Either language,13734,f_k66mptwk5okq6,Other resolved families only,10504;10593;11279;13464;5205;7078
entry,All eligible,False,LIE DOWN,Sindhi,7722,11109,"Plains family, not Dardic family",11109;8789
entry,All eligible,False,LIE DOWN,Lahnda,7722,11109,"Plains family, not Dardic family",11109;8675
entry,All eligible,False,LIE DOWN,Either language,7722,11109,"Plains family, not Dardic family",11109;8675;8789
entry,All eligible,False,BE,Sindhi,13768,1031,"Dardic family, not Plains family",13768;9416
entry,All eligible,False,BE,Lahnda,13768,1031,"Dardic family, not Plains family",13768;9416
entry,All eligible,False,BE,Either language,13768,1031,"Dardic family, not Plains family",13768;9416
entry,All eligible,False,DIE,Sindhi,10278,9871,"Plains family, not Dardic family",4721;7768;9871
entry,All eligible,False,DIE,Lahnda,10278,9871,"Plains family, not Dardic family",5878;9871
entry,All eligible,False,DIE,Either language,10278,9871,"Plains family, not Dardic family",4721;5878;7768;9871
entry,All eligible,False,SEIZE,Sindhi,4236,7619,Other resolved families only,12179;3858;5327;5327-5;5351
entry,All eligible,False,SEIZE,Lahnda,4236,7619,Other resolved families only,12179;13661;13814;2198;3858;5327;5336;7611
entry,All eligible,False,SEIZE,Either language,4236,7619,Other resolved families only,12179;13661;13814;2198;3858;5327;5327-5;5336;5351;7611
entry,All eligible,False,AGAIN,Sindhi,4474,9078,Other resolved families only,434;6680
entry,All eligible,False,AGAIN,Lahnda,4474,9078,"Plains family, not Dardic family",9078
entry,All eligible,False,AGAIN,Either language,4474,9078,"Plains family, not Dardic family",434;6680;9078
entry,All eligible,False,GO DOWN (DESCEND),Sindhi,10905,1770,Other resolved families only,10994;1716;5581;831
entry,All eligible,False,GO DOWN (DESCEND),Lahnda,10905,1770,Other resolved families only,10994
entry,All eligible,False,GO DOWN (DESCEND),Either language,10905,1770,Other resolved families only,10994;1716;5581;831
entry,All eligible,False,COOK (SOMETHING),Sindhi,7654,10616,Other resolved families only,10656
entry,All eligible,False,COOK (SOMETHING),Lahnda,7654,10616,Other resolved families only,2457;7621
entry,All eligible,False,COOK (SOMETHING),Either language,7654,10616,Other resolved families only,10656;2457;7621
entry,All eligible,False,GARLIC,Sindhi,2390,10990,No attestation,
entry,All eligible,False,GARLIC,Lahnda,2390,10990,No attestation,
entry,All eligible,False,GARLIC,Either language,2390,10990,No attestation,
entry,All eligible,False,TODAY,Sindhi,7576,242,"Plains family, not Dardic family",242
entry,All eligible,False,TODAY,Lahnda,7576,242,"Plains family, not Dardic family",242
entry,All eligible,False,TODAY,Either language,7576,242,"Plains family, not Dardic family",242
entry,All eligible,False,FOX,Sindhi,11142,3878,Other resolved families only,11153
entry,All eligible,False,FOX,Lahnda,11142,3878,Other resolved families only,11153
entry,All eligible,False,FOX,Either language,11142,3878,Other resolved families only,11153
entry,All eligible,False,RAIN (PRECIPITATION),Sindhi,549,10302,"Plains family, not Dardic family",10302;11396
entry,All eligible,False,RAIN (PRECIPITATION),Lahnda,549,10302,Other resolved families only,11400;12087
entry,All eligible,False,RAIN (PRECIPITATION),Either language,549,10302,"Plains family, not Dardic family",10302;11396;11400;12087
entry,All eligible,False,TREE,Sindhi,13682,10757,Other resolved families only,11139;11258;3828;5362;6254;8205
entry,All eligible,False,TREE,Lahnda,13682,10757,"Plains family, not Dardic family",10757;11258;8205;9125
entry,All eligible,False,TREE,Either language,13682,10757,"Plains family, not Dardic family",10757;11139;11258;3828;5362;6254;8205;9125
entry,All eligible,False,FOOT,Sindhi,3906,7756,"Plains family, not Dardic family",10931;12792;7756
entry,All eligible,False,FOOT,Lahnda,3906,7756,"Plains family, not Dardic family",7756
entry,All eligible,False,FOOT,Either language,3906,7756,"Plains family, not Dardic family",10931;12792;7756
entry,All eligible,False,HAIL,Sindhi,910,2782,Other resolved families only,3969
entry,All eligible,False,HAIL,Lahnda,910,2782,"Dardic family, not Plains family",3969;910
entry,All eligible,False,HAIL,Either language,910,2782,"Dardic family, not Plains family",3969;910
entry,All eligible,False,THEY,Sindhi,5612,972,No included etymology,
entry,All eligible,False,THEY,Lahnda,5612,972,No included etymology,
entry,All eligible,False,THEY,Either language,5612,972,No included etymology,
entry,All eligible,False,BREAK (DESTROY OR GET DESTROYED),Sindhi,13858,6079,"Plains family, not Dardic family",13853;13857;5042;6079;9363
entry,All eligible,False,BREAK (DESTROY OR GET DESTROYED),Lahnda,13858,6079,"Plains family, not Dardic family",6079;6310;9361
entry,All eligible,False,BREAK (DESTROY OR GET DESTROYED),Either language,13858,6079,"Plains family, not Dardic family",13853;13857;5042;6079;6310;9361;9363
entry,All eligible,False,MIDDAY,Sindhi,4530,f_jg7fkl55nyhjm,No attestation,
entry,All eligible,False,MIDDAY,Lahnda,4530,f_jg7fkl55nyhjm,No attestation,
entry,All eligible,False,MIDDAY,Either language,4530,f_jg7fkl55nyhjm,No attestation,
entry,All eligible,False,PARTRIDGE,Sindhi,11361,5809,"Plains family, not Dardic family",5809
entry,All eligible,False,PARTRIDGE,Lahnda,11361,5809,"Plains family, not Dardic family",5809
entry,All eligible,False,PARTRIDGE,Either language,11361,5809,"Plains family, not Dardic family",5809
entry,All eligible,False,DIFFERENT,Sindhi,434,404,No attestation,
entry,All eligible,False,DIFFERENT,Lahnda,434,404,No attestation,
entry,All eligible,False,DIFFERENT,Either language,434,404,No attestation,
entry,All eligible,False,FLOCK (OF ANIMALS),Sindhi,10632,f_dcjngpsq6a35w,No attestation,
entry,All eligible,False,FLOCK (OF ANIMALS),Lahnda,10632,f_dcjngpsq6a35w,Other resolved families only,11331;6292
entry,All eligible,False,FLOCK (OF ANIMALS),Either language,10632,f_dcjngpsq6a35w,Other resolved families only,11331;6292
entry,All eligible,False,STOMACH,Sindhi,5589,8376,Other resolved families only,2417
entry,All eligible,False,STOMACH,Lahnda,5589,8376,Other resolved families only,2417
entry,All eligible,False,STOMACH,Either language,5589,8376,Other resolved families only,2417
entry,All eligible,False,BELOW OR UNDER,Sindhi,9280,7540,Other resolved families only,248
entry,All eligible,False,BELOW OR UNDER,Lahnda,9280,7540,Other resolved families only,248;5731
entry,All eligible,False,BELOW OR UNDER,Either language,9280,7540,Other resolved families only,248;5731
entry,All eligible,False,SPIT,Sindhi,6097,12575,No attestation,
entry,All eligible,False,SPIT,Lahnda,6097,12575,No attestation,
entry,All eligible,False,SPIT,Either language,6097,12575,No attestation,
entry,All eligible,False,LIP,Sindhi,12516,245a,Other resolved families only,4696
entry,All eligible,False,LIP,Lahnda,12516,245a,No attestation,
entry,All eligible,False,LIP,Either language,12516,245a,Other resolved families only,4696
entry,All eligible,False,BROKEN,Sindhi,13858,6065,Other resolved families only,9361
entry,All eligible,False,BROKEN,Lahnda,13858,6065,Other resolved families only,9361
entry,All eligible,False,BROKEN,Either language,13858,6065,Other resolved families only,9361
entry,All eligible,False,GO UP (ASCEND),Sindhi,3857,4578,"Plains family, not Dardic family",4578
entry,All eligible,False,GO UP (ASCEND),Lahnda,3857,4578,"Plains family, not Dardic family",4578
entry,All eligible,False,GO UP (ASCEND),Either language,3857,4578,"Plains family, not Dardic family",4578
entry,All eligible,False,SWEAT (SUBSTANCE),Sindhi,5685,8897,Other resolved families only,5767;8481;8486
entry,All eligible,False,SWEAT (SUBSTANCE),Lahnda,5685,8897,"Plains family, not Dardic family",8481;8484;8897;8898
entry,All eligible,False,SWEAT (SUBSTANCE),Either language,5685,8897,"Plains family, not Dardic family",5767;8481;8484;8486;8897;8898
entry,All eligible,False,ROPE,Sindhi,6283,10648,"Plains family, not Dardic family",10095;10582;10648;5661
entry,All eligible,False,ROPE,Lahnda,6283,10648,"Plains family, not Dardic family",10648
entry,All eligible,False,ROPE,Either language,6283,10648,"Plains family, not Dardic family",10095;10582;10648;5661
entry,All eligible,False,JOINT,Sindhi,9136,4354,Other resolved families only,12913;4350
entry,All eligible,False,JOINT,Lahnda,9136,4354,Other resolved families only,10496;4178
entry,All eligible,False,JOINT,Either language,9136,4354,Other resolved families only,10496;12913;4178;4350
entry,All eligible,False,PUPPY,Sindhi,3329,8214,No attestation,
entry,All eligible,False,PUPPY,Lahnda,3329,8214,"Dardic family, not Plains family",3278;3329
entry,All eligible,False,PUPPY,Either language,3329,8214,"Dardic family, not Plains family",3278;3329
entry,All eligible,False,LANGUAGE,Sindhi,5228,9479,Other resolved families only,9321
entry,All eligible,False,LANGUAGE,Lahnda,5228,9479,No attestation,
entry,All eligible,False,LANGUAGE,Either language,5228,9479,Other resolved families only,9321
entry,All eligible,False,PUT ON,Sindhi,9139,7835,"Plains family, not Dardic family",2547;7835
entry,All eligible,False,PUT ON,Lahnda,9139,7835,Other resolved families only,8053;8065
entry,All eligible,False,PUT ON,Either language,9139,7835,"Plains family, not Dardic family",2547;7835;8053;8065
entry,All eligible,False,VEGETABLES,Sindhi,12370,9401,"Plains family, not Dardic family",2615;9401
entry,All eligible,False,VEGETABLES,Lahnda,12370,9401,No attestation,
entry,All eligible,False,VEGETABLES,Either language,12370,9401,"Plains family, not Dardic family",2615;9401
entry,All eligible,False,TOMORROW,Sindhi,10763,3104,No attestation,
entry,All eligible,False,TOMORROW,Lahnda,10763,3104,Other resolved families only,6573
entry,All eligible,False,TOMORROW,Either language,10763,3104,Other resolved families only,6573
entry,All eligible,False,DARKNESS,Sindhi,1187,386,"Plains family, not Dardic family",2305;386
entry,All eligible,False,DARKNESS,Lahnda,1187,386,No attestation,
entry,All eligible,False,DARKNESS,Either language,1187,386,"Plains family, not Dardic family",2305;386
entry,All eligible,False,SAP,Sindhi,3696,10650,No attestation,
entry,All eligible,False,SAP,Lahnda,3696,10650,Other resolved families only,8765
entry,All eligible,False,SAP,Either language,3696,10650,Other resolved families only,8765
entry,All eligible,False,TRUE,Sindhi,13334,13112,"Plains family, not Dardic family",13112
entry,All eligible,False,TRUE,Lahnda,13334,13112,No attestation,
entry,All eligible,False,TRUE,Either language,13334,13112,"Plains family, not Dardic family",13112
entry,All eligible,False,BROWN,Sindhi,4345,9690,Other resolved families only,12672;2815
entry,All eligible,False,BROWN,Lahnda,4345,9690,"Plains family, not Dardic family",11003;9690
entry,All eligible,False,BROWN,Either language,4345,9690,"Plains family, not Dardic family",11003;12672;2815;9690
entry,All eligible,False,WALK,Sindhi,5836,4721,Other resolved families only,5453
entry,All eligible,False,WALK,Lahnda,5836,4721,No attestation,
entry,All eligible,False,WALK,Either language,5836,4721,Other resolved families only,5453
entry,All eligible,False,SMELL,Sindhi,4014,4131,No included etymology,
entry,All eligible,False,SMELL,Lahnda,4014,4131,No attestation,
entry,All eligible,False,SMELL,Either language,4014,4131,No included etymology,
entry,All eligible,False,BOIL,Sindhi,7654-2,3760,Other resolved families only,10616;2339;3635;3640;3977
entry,All eligible,False,BOIL,Lahnda,7654-2,3760,Other resolved families only,2038;2339;3635;3997;4354;9916
entry,All eligible,False,BOIL,Either language,7654-2,3760,Other resolved families only,10616;2038;2339;3635;3640;3977;3997;4354;9916
entry,All eligible,False,HANDLE,Sindhi,6128,12045,Other resolved families only,10221
entry,All eligible,False,HANDLE,Lahnda,6128,12045,Other resolved families only,10221;14025;2198
entry,All eligible,False,HANDLE,Either language,6128,12045,Other resolved families only,10221;14025;2198
entry,All eligible,False,WEAR,Sindhi,1260,7835,"Plains family, not Dardic family",13954;4858;7835
entry,All eligible,False,WEAR,Lahnda,1260,7835,Other resolved families only,8053
entry,All eligible,False,WEAR,Either language,1260,7835,"Plains family, not Dardic family",13954;4858;7835;8053
entry,All eligible,False,PICK,Sindhi,1809,6079,"Plains family, not Dardic family",3643;4857;5047;6079
entry,All eligible,False,PICK,Lahnda,1809,6079,"Plains family, not Dardic family",4814;4919;6079
entry,All eligible,False,PICK,Either language,1809,6079,"Plains family, not Dardic family",3643;4814;4857;4919;5047;6079
entry,All eligible,False,EVENING,Sindhi,5692,12918,"Plains family, not Dardic family",12918
entry,All eligible,False,EVENING,Lahnda,5692,12918,"Plains family, not Dardic family",12918;7990
entry,All eligible,False,EVENING,Either language,5692,12918,"Plains family, not Dardic family",12918;7990
entry,All eligible,False,FLEE,Sindhi,5534,9361,"Plains family, not Dardic family",9361
entry,All eligible,False,FLEE,Lahnda,5534,9361,"Plains family, not Dardic family",7027;9361
entry,All eligible,False,FLEE,Either language,5534,9361,"Plains family, not Dardic family",7027;9361
entry,All eligible,False,SPEECH,Sindhi,11564,11199,"Dardic family, not Plains family",11564
entry,All eligible,False,SPEECH,Lahnda,11564,11199,Other resolved families only,1373
entry,All eligible,False,SPEECH,Either language,11564,11199,"Dardic family, not Plains family",11564;1373
entry,All eligible,False,DO,Sindhi,13756,2814,"Plains family, not Dardic family",10085;2814
