mode,cohort,held_out,concept,target,dardic_family_id,plains_family_id,category,families
entry,All eligible,True,HE,Sindhi,12815,972,"Dardic family, not Plains family",12815
entry,All eligible,True,HE,Lahnda,12815,972,No included etymology,
entry,All eligible,True,HE,Either language,12815,972,"Dardic family, not Plains family",12815
entry,All eligible,True,COUNT,Sindhi,11108,3993,"Plains family, not Dardic family",3993;4120
entry,All eligible,True,COUNT,Lahnda,11108,3993,"Plains family, not Dardic family",3993
entry,All eligible,True,COUNT,Either language,11108,3993,"Plains family, not Dardic family",3993;4120
entry,All eligible,True,TAIL,Sindhi,11096,8249,"Plains family, not Dardic family",8249;9268
entry,All eligible,True,TAIL,Lahnda,11096,8249,"Plains family, not Dardic family",10918;8249;8249-2
entry,All eligible,True,TAIL,Either language,11096,8249,"Plains family, not Dardic family",10918;8249;8249-2;9268
entry,All eligible,True,BITTER,Sindhi,5938,5806,Other resolved families only,2641
entry,All eligible,True,BITTER,Lahnda,5938,5806,Other resolved families only,2641
entry,All eligible,True,BITTER,Either language,5938,5806,Other resolved families only,2641
entry,All eligible,True,NEW,Sindhi,6983,7025,"Dardic family, not Plains family",3526;6983;7012
entry,All eligible,True,NEW,Lahnda,6983,7025,Other resolved families only,13095
entry,All eligible,True,NEW,Either language,6983,7025,"Dardic family, not Plains family",13095;3526;6983;7012
entry,All eligible,True,ASH,Sindhi,5020,10552,Both focal families,10552;3175;3674;5020;9425
entry,All eligible,True,ASH,Lahnda,5020,10552,"Dardic family, not Plains family",10080;5020
entry,All eligible,True,ASH,Either language,5020,10552,Both focal families,10080;10552;3175;3674;5020;9425
entry,All eligible,True,BREAST,Sindhi,4855,5014,"Plains family, not Dardic family",2351;3607;5014;9283
entry,All eligible,True,BREAST,Lahnda,4855,5014,Other resolved families only,3545;9283
entry,All eligible,True,BREAST,Either language,4855,5014,"Plains family, not Dardic family",2351;3545;3607;5014;9283
entry,All eligible,True,SEE,Sindhi,8012,6507,"Plains family, not Dardic family",12198;6507;6516
entry,All eligible,True,SEE,Lahnda,8012,6507,"Plains family, not Dardic family",10883;12041;6507;9474
entry,All eligible,True,SEE,Either language,8012,6507,"Plains family, not Dardic family",10883;12041;12198;6507;6516;9474
entry,All eligible,True,OTHER,Sindhi,434,399,Other resolved families only,6680
entry,All eligible,True,OTHER,Lahnda,434,399,"Dardic family, not Plains family",434
entry,All eligible,True,OTHER,Either language,434,399,"Dardic family, not Plains family",434;6680
entry,All eligible,True,FAT (ORGANIC SUBSTANCE),Sindhi,10323,f_edny5jsgvz5fk,Other resolved families only,10196;10379;11443;13776
entry,All eligible,True,FAT (ORGANIC SUBSTANCE),Lahnda,10323,f_edny5jsgvz5fk,Other resolved families only,10187;10326;10379;9273
entry,All eligible,True,FAT (ORGANIC SUBSTANCE),Either language,10323,f_edny5jsgvz5fk,Other resolved families only,10187;10196;10326;10379;11443;13776;9273
entry,All eligible,True,SOFT,Sindhi,3523,f_6ygkx7x6pjw72,"Dardic family, not Plains family",3523
entry,All eligible,True,SOFT,Lahnda,3523,f_6ygkx7x6pjw72,"Dardic family, not Plains family",3523
entry,All eligible,True,SOFT,Either language,3523,f_6ygkx7x6pjw72,"Dardic family, not Plains family",3523
entry,All eligible,True,DOVE,Sindhi,2753,8109,No attestation,
entry,All eligible,True,DOVE,Lahnda,2753,8109,Other resolved families only,4250
entry,All eligible,True,DOVE,Either language,2753,8109,Other resolved families only,4250
entry,All eligible,True,RED,Sindhi,11168,f_pa2wkl7fezmhg,Other resolved families only,10539;4118
entry,All eligible,True,RED,Lahnda,11168,f_pa2wkl7fezmhg,Other resolved families only,10539;11003;4345
entry,All eligible,True,RED,Either language,11168,f_pa2wkl7fezmhg,Other resolved families only,10539;11003;4118;4345
entry,All eligible,True,ECLIPSE,Sindhi,386,4364,No attestation,
entry,All eligible,True,ECLIPSE,Lahnda,386,4364,"Plains family, not Dardic family",4364
entry,All eligible,True,ECLIPSE,Either language,386,4364,"Plains family, not Dardic family",4364
entry,All eligible,True,WET,Sindhi,1340,9502,"Dardic family, not Plains family",1340
entry,All eligible,True,WET,Lahnda,1340,9502,Other resolved families only,13798;13934
entry,All eligible,True,WET,Either language,1340,9502,"Dardic family, not Plains family",1340;13798;13934
entry,All eligible,True,ENTER,Sindhi,227,5592,No attestation,
entry,All eligible,True,ENTER,Lahnda,227,5592,Other resolved families only,4492
entry,All eligible,True,ENTER,Either language,227,5592,Other resolved families only,4492
entry,All eligible,True,SAY,Sindhi,9837,9383,Other resolved families only,1626;2703;4724
entry,All eligible,True,SAY,Lahnda,9837,9383,Other resolved families only,1041
entry,All eligible,True,SAY,Either language,9837,9383,Other resolved families only,1041;1626;2703;4724
entry,All eligible,True,EARTH (SOIL),Sindhi,6744,10286,"Plains family, not Dardic family",10286;6750;9557
entry,All eligible,True,EARTH (SOIL),Lahnda,6744,10286,"Plains family, not Dardic family",10286;9557
entry,All eligible,True,EARTH (SOIL),Either language,6744,10286,"Plains family, not Dardic family",10286;6750;9557
entry,All eligible,True,NARROW,Sindhi,1440,12817,No attestation,
entry,All eligible,True,NARROW,Lahnda,1440,12817,Other resolved families only,13068
entry,All eligible,True,NARROW,Either language,1440,12817,Other resolved families only,13068
entry,All eligible,True,BAD,Sindhi,10930,f_4txbqir4uazlw,Other resolved families only,9289;9524;9723;9754
entry,All eligible,True,BAD,Lahnda,10930,f_4txbqir4uazlw,Other resolved families only,10538;10877;508;9723
entry,All eligible,True,BAD,Either language,10930,f_4txbqir4uazlw,Other resolved families only,10538;10877;508;9289;9524;9723;9754
entry,All eligible,True,SPIDER WEB,Sindhi,10042,5213,"Plains family, not Dardic family",5213
entry,All eligible,True,SPIDER WEB,Lahnda,10042,5213,"Plains family, not Dardic family",5213
entry,All eligible,True,SPIDER WEB,Either language,10042,5213,"Plains family, not Dardic family",5213
entry,All eligible,True,DECEIT,Sindhi,5001,6894,Other resolved families only,3931;4987;6640
entry,All eligible,True,DECEIT,Lahnda,5001,6894,No attestation,
entry,All eligible,True,DECEIT,Either language,5001,6894,Other resolved families only,3931;4987;6640
entry,All eligible,True,KNIFE,Sindhi,2860,f_f5yhi6kl6jazu,"Dardic family, not Plains family",2860;2941
entry,All eligible,True,KNIFE,Lahnda,2860,f_f5yhi6kl6jazu,Other resolved families only,3727
entry,All eligible,True,KNIFE,Either language,2860,f_f5yhi6kl6jazu,"Dardic family, not Plains family",2860;2941;3727
entry,All eligible,True,TAKE,Sindhi,4236,10948,No attestation,
entry,All eligible,True,TAKE,Lahnda,4236,10948,Both focal families,10948;4236
entry,All eligible,True,TAKE,Either language,4236,10948,Both focal families,10948;4236
entry,All eligible,True,CROOKED,Sindhi,3533,11191,Other resolved families only,11914;5384;5524
entry,All eligible,True,CROOKED,Lahnda,3533,11191,Other resolved families only,11073;3260;4821;6071
entry,All eligible,True,CROOKED,Either language,3533,11191,Other resolved families only,11073;11914;3260;4821;5384;5524;6071
entry,All eligible,True,CAP,Sindhi,3942,5481,No attestation,
entry,All eligible,True,CAP,Lahnda,3942,5481,No attestation,
entry,All eligible,True,CAP,Either language,3942,5481,No attestation,
entry,All eligible,True,DANCE,Sindhi,7580,7583,No attestation,
entry,All eligible,True,DANCE,Lahnda,7580,7583,No attestation,
entry,All eligible,True,DANCE,Either language,7580,7583,No attestation,
entry,All eligible,True,COPPER,Sindhi,10752,5779,"Plains family, not Dardic family",5779
entry,All eligible,True,COPPER,Lahnda,10752,5779,"Plains family, not Dardic family",5779
entry,All eligible,True,COPPER,Either language,10752,5779,"Plains family, not Dardic family",5779
entry,All eligible,True,GROW,Sindhi,11376,1814,"Dardic family, not Plains family",11376;13768
entry,All eligible,True,GROW,Lahnda,11376,1814,"Dardic family, not Plains family",11376;5113
entry,All eligible,True,GROW,Either language,11376,1814,"Dardic family, not Plains family",11376;13768;5113
entry,All eligible,True,NECK,Sindhi,9732,4472,Other resolved families only,13627;4070;4124
entry,All eligible,True,NECK,Lahnda,9732,4472,Other resolved families only,4070;4111;4154
entry,All eligible,True,NECK,Either language,9732,4472,Other resolved families only,13627;4070;4111;4124;4154
entry,All eligible,True,SPLEEN,Sindhi,12664,9028,Other resolved families only,5834
entry,All eligible,True,SPLEEN,Lahnda,12664,9028,No attestation,
entry,All eligible,True,SPLEEN,Either language,12664,9028,Other resolved families only,5834
entry,All eligible,True,CALF,Sindhi,11239,11243,Other resolved families only,4141
entry,All eligible,True,CALF,Lahnda,11239,11243,No attestation,
entry,All eligible,True,CALF,Either language,11239,11243,Other resolved families only,4141
entry,All eligible,True,NEIGHBOUR,Sindhi,4376,8599,"Plains family, not Dardic family",8599;8936
entry,All eligible,True,NEIGHBOUR,Lahnda,4376,8599,"Dardic family, not Plains family",13438;4376
entry,All eligible,True,NEIGHBOUR,Either language,4376,8599,Both focal families,13438;4376;8599;8936
entry,All eligible,True,STEAL,Sindhi,447,4933,Other resolved families only,10217
entry,All eligible,True,STEAL,Lahnda,447,4933,No attestation,
entry,All eligible,True,STEAL,Either language,447,4933,Other resolved families only,10217
entry,All eligible,True,WOOD,Sindhi,6298,3120,"Plains family, not Dardic family",3120
entry,All eligible,True,WOOD,Lahnda,6298,3120,"Plains family, not Dardic family",10875;3120
entry,All eligible,True,WOOD,Either language,6298,3120,"Plains family, not Dardic family",10875;3120
entry,All eligible,True,POST,Sindhi,13774,3893,Other resolved families only,10191;10991;13682;7685
entry,All eligible,True,POST,Lahnda,13774,3893,"Dardic family, not Plains family",10191;13774
entry,All eligible,True,POST,Either language,13774,3893,"Dardic family, not Plains family",10191;10991;13682;13774;7685
entry,All eligible,True,DAY BEFORE YESTERDAY,Sindhi,1130,7799l,No attestation,
entry,All eligible,True,DAY BEFORE YESTERDAY,Lahnda,1130,7799l,Other resolved families only,7799j
entry,All eligible,True,DAY BEFORE YESTERDAY,Either language,1130,7799l,Other resolved families only,7799j
entry,All eligible,True,WIDOW,Sindhi,3001,10593,"Plains family, not Dardic family",10593
entry,All eligible,True,WIDOW,Lahnda,3001,10593,"Plains family, not Dardic family",10593
entry,All eligible,True,WIDOW,Either language,3001,10593,"Plains family, not Dardic family",10593
entry,All eligible,True,WHITE,Sindhi,8047,6767,"Plains family, not Dardic family",142;6767
entry,All eligible,True,WHITE,Lahnda,8047,6767,Other resolved families only,11421;12772;4345
entry,All eligible,True,WHITE,Either language,8047,6767,"Plains family, not Dardic family",11421;12772;142;4345;6767
entry,All eligible,True,BRING,Sindhi,4236,1174,No attestation,
entry,All eligible,True,BRING,Lahnda,4236,1174,No attestation,
entry,All eligible,True,BRING,Either language,4236,1174,No attestation,
entry,All eligible,True,LATE,Sindhi,4824,5590,"Dardic family, not Plains family",4824
entry,All eligible,True,LATE,Lahnda,4824,5590,"Plains family, not Dardic family",5590
entry,All eligible,True,LATE,Either language,4824,5590,Both focal families,4824;5590
entry,All eligible,True,VEIN,Sindhi,13794,7047,"Plains family, not Dardic family",13784;7047
entry,All eligible,True,VEIN,Lahnda,13794,7047,No attestation,
entry,All eligible,True,VEIN,Either language,13794,7047,"Plains family, not Dardic family",13784;7047
entry,All eligible,True,YOUNG GOAT (KID),Sindhi,4963,8015,"Dardic family, not Plains family",11116;4963
entry,All eligible,True,YOUNG GOAT (KID),Lahnda,4963,8015,"Plains family, not Dardic family",11116;8015
entry,All eligible,True,YOUNG GOAT (KID),Either language,4963,8015,Both focal families,11116;4963;8015
entry,All eligible,True,SON,Sindhi,8265,9238,"Dardic family, not Plains family",8265
entry,All eligible,True,SON,Lahnda,8265,9238,"Dardic family, not Plains family",10022a;8265
entry,All eligible,True,SON,Either language,8265,9238,"Dardic family, not Plains family",10022a;8265
entry,All eligible,True,SALIVA,Sindhi,6097,11027,"Dardic family, not Plains family",6097;8144
entry,All eligible,True,SALIVA,Lahnda,6097,11027,"Dardic family, not Plains family",5322;6097
entry,All eligible,True,SALIVA,Either language,6097,11027,"Dardic family, not Plains family",5322;6097;8144
entry,All eligible,True,NEAR,Sindhi,7136,8118,Other resolved families only,11362;2830
entry,All eligible,True,NEAR,Lahnda,7136,8118,Other resolved families only,13068;13173-4
entry,All eligible,True,NEAR,Either language,7136,8118,Other resolved families only,11362;13068;13173-4;2830
entry,All eligible,True,GREEN,Sindhi,7563,12672,"Plains family, not Dardic family",12672
entry,All eligible,True,GREEN,Lahnda,7563,12672,No attestation,
entry,All eligible,True,GREEN,Either language,7563,12672,"Plains family, not Dardic family",12672
entry,All eligible,True,MIDDLE,Sindhi,9810,12042,"Plains family, not Dardic family",12042
entry,All eligible,True,MIDDLE,Lahnda,9810,12042,No attestation,
entry,All eligible,True,MIDDLE,Either language,9810,12042,"Plains family, not Dardic family",12042
entry,All eligible,True,LAME,Sindhi,3941,11044,Other resolved families only,10877;9723
entry,All eligible,True,LAME,Lahnda,3941,11044,Other resolved families only,10187;5090;9723
entry,All eligible,True,LAME,Either language,3941,11044,Other resolved families only,10187;10877;5090;9723
entry,All eligible,True,SEND,Sindhi,8908,9603,Other resolved families only,10157;10182
entry,All eligible,True,SEND,Lahnda,8908,9603,Other resolved families only,10151;10182;4457
entry,All eligible,True,SEND,Either language,8908,9603,Other resolved families only,10151;10157;10182;4457
entry,All eligible,True,BOY,Sindhi,8399,5070,"Plains family, not Dardic family",5070;9238
entry,All eligible,True,BOY,Lahnda,8399,5070,"Plains family, not Dardic family",5070;6935
entry,All eligible,True,BOY,Either language,8399,5070,"Plains family, not Dardic family",5070;6935;9238
entry,All eligible,True,HEAR,Sindhi,9279,12598,"Plains family, not Dardic family",12598;12714;9281
entry,All eligible,True,HEAR,Lahnda,9279,12598,"Plains family, not Dardic family",12598
entry,All eligible,True,HEAR,Either language,9279,12598,"Plains family, not Dardic family",12598;12714;9281
entry,All eligible,True,BEHIND,Sindhi,7732,7990,Other resolved families only,8321
entry,All eligible,True,BEHIND,Lahnda,7732,7990,"Plains family, not Dardic family",7990
entry,All eligible,True,BEHIND,Either language,7732,7990,"Plains family, not Dardic family",7990;8321
entry,All eligible,True,MILLET,Sindhi,195,9201,Other resolved families only,8940
entry,All eligible,True,MILLET,Lahnda,195,9201,Other resolved families only,2605
entry,All eligible,True,MILLET,Either language,195,9201,Other resolved families only,2605;8940
entry,All eligible,True,MANY,Sindhi,9193,9190,Other resolved families only,2696;275;4153;4424
entry,All eligible,True,MANY,Lahnda,9193,9190,Other resolved families only,2696;5599;9187
entry,All eligible,True,MANY,Either language,9193,9190,Other resolved families only,2696;275;4153;4424;5599;9187
entry,All eligible,True,RUN,Sindhi,5727,6624,Other resolved families only,10925;6624-2;6624-3
entry,All eligible,True,RUN,Lahnda,5727,6624,Other resolved families only,10925;3707;6624-2;6624-3
entry,All eligible,True,RUN,Either language,5727,6624,Other resolved families only,10925;3707;6624-2;6624-3
entry,All eligible,True,MALE GOAT,Sindhi,12056,9312,No included etymology,
entry,All eligible,True,MALE GOAT,Lahnda,12056,9312,No included etymology,
entry,All eligible,True,MALE GOAT,Either language,12056,9312,No included etymology,
entry,All eligible,True,SHORT,Sindhi,3895,5071,Other resolved families only,10122;10917;6935;9754
entry,All eligible,True,SHORT,Lahnda,3895,5071,"Plains family, not Dardic family",5071;9754
entry,All eligible,True,SHORT,Either language,3895,5071,"Plains family, not Dardic family",10122;10917;5071;6935;9754
entry,All eligible,True,FIREPLACE,Sindhi,6888,4879,"Plains family, not Dardic family",4879;65
entry,All eligible,True,FIREPLACE,Lahnda,6888,4879,"Plains family, not Dardic family",4879
entry,All eligible,True,FIREPLACE,Either language,6888,4879,"Plains family, not Dardic family",4879;65
entry,All eligible,True,NO,Sindhi,6906,1031,No included etymology,
entry,All eligible,True,NO,Lahnda,6906,1031,No included etymology,
entry,All eligible,True,NO,Either language,6906,1031,No included etymology,
entry,All eligible,True,HILL,Sindhi,6793,8141,Other resolved families only,5423;6128
entry,All eligible,True,HILL,Lahnda,6793,8141,Other resolved families only,10845;5446;5580
entry,All eligible,True,HILL,Either language,6793,8141,Other resolved families only,10845;5423;5446;5580;6128
entry,All eligible,True,HEEL,Sindhi,3911,191,Other resolved families only,3906
entry,All eligible,True,HEEL,Lahnda,3911,191,"Plains family, not Dardic family",191;3906
entry,All eligible,True,HEEL,Either language,3911,191,"Plains family, not Dardic family",191;3906
entry,All eligible,True,MALE,Sindhi,12056,6970,"Plains family, not Dardic family",6970
entry,All eligible,True,MALE,Lahnda,12056,6970,No attestation,
entry,All eligible,True,MALE,Either language,12056,6970,"Plains family, not Dardic family",6970
entry,All eligible,True,GO OUT,Sindhi,7479,7478,Other resolved families only,1716
entry,All eligible,True,GO OUT,Lahnda,7479,7478,"Plains family, not Dardic family",7478
entry,All eligible,True,GO OUT,Either language,7479,7478,"Plains family, not Dardic family",1716;7478
entry,All eligible,True,DEW,Sindhi,8989,855,Other resolved families only,6073
entry,All eligible,True,DEW,Lahnda,8989,855,Other resolved families only,6073
entry,All eligible,True,DEW,Either language,8989,855,Other resolved families only,6073
entry,All eligible,True,WOMAN,Sindhi,13734,f_k66mptwk5okq6,Other resolved families only,5103;7078;9962
entry,All eligible,True,WOMAN,Lahnda,13734,f_k66mptwk5okq6,Other resolved families only,10593;12536;13464;13735a;5103;7078
entry,All eligible,True,WOMAN,Either language,13734,f_k66mptwk5okq6,Other resolved families only,10593;12536;13464;13735a;5103;7078;9962
entry,All eligible,True,TESTICLES,Sindhi,3331,1111,No attestation,
entry,All eligible,True,TESTICLES,Lahnda,3331,1111,No attestation,
entry,All eligible,True,TESTICLES,Either language,3331,1111,No attestation,
entry,All eligible,True,UDDER,Sindhi,2403,13666,Both focal families,13666;2403;2568
entry,All eligible,True,UDDER,Lahnda,2403,13666,Other resolved families only,3704
entry,All eligible,True,UDDER,Either language,2403,13666,Both focal families,13666;2403;2568;3704
entry,All eligible,True,STAND,Sindhi,1907,2426,"Plains family, not Dardic family",13173-4;13252;13680;2426;2431a
entry,All eligible,True,STAND,Lahnda,1907,2426,Other resolved families only,13401;1900
entry,All eligible,True,STAND,Either language,1907,2426,"Plains family, not Dardic family",13173-4;13252;13401;13680;1900;2426;2431a
entry,All eligible,True,HEART,Sindhi,14152,f_jl7b6dgwhptmm,"Dardic family, not Plains family",14152
entry,All eligible,True,HEART,Lahnda,14152,f_jl7b6dgwhptmm,"Dardic family, not Plains family",14152;3545
entry,All eligible,True,HEART,Either language,14152,f_jl7b6dgwhptmm,"Dardic family, not Plains family",14152;3545
entry,All eligible,True,BLOOD,Sindhi,10539,11165,Both focal families,10539;11165
entry,All eligible,True,BLOOD,Lahnda,10539,11165,Both focal families,10539;11165
entry,All eligible,True,BLOOD,Either language,10539,11165,Both focal families,10539;11165
entry,All eligible,True,ALONE,Sindhi,3470,2506,No attestation,
entry,All eligible,True,ALONE,Lahnda,3470,2506,"Plains family, not Dardic family",11072;2506
entry,All eligible,True,ALONE,Either language,3470,2506,"Plains family, not Dardic family",11072;2506
entry,All eligible,True,SUNSHINE,Sindhi,13574,4445,Other resolved families only,2441
entry,All eligible,True,SUNSHINE,Lahnda,13574,4445,No attestation,
entry,All eligible,True,SUNSHINE,Either language,13574,4445,Other resolved families only,2441
entry,All eligible,True,WE,Sindhi,11302,986,No included etymology,
entry,All eligible,True,WE,Lahnda,11302,986,No included etymology,
entry,All eligible,True,WE,Either language,11302,986,No included etymology,
entry,All eligible,True,FACE,Sindhi,10174,10247,Other resolved families only,10158;10161;10167
entry,All eligible,True,FACE,Lahnda,10174,10247,Other resolved families only,10158;10161;5027;9299
entry,All eligible,True,FACE,Either language,10174,10247,Other resolved families only,10158;10161;10167;5027;9299
entry,All eligible,True,LIGHT (RADIATION),Sindhi,8711,10896,"Plains family, not Dardic family",10896;10896-5;13169;1673;2034;798
entry,All eligible,True,LIGHT (RADIATION),Lahnda,8711,10896,"Plains family, not Dardic family",10896;10896-5;12632;4745
entry,All eligible,True,LIGHT (RADIATION),Either language,8711,10896,"Plains family, not Dardic family",10896;10896-5;12632;13169;1673;2034;4745;798
entry,All eligible,True,LOW,Sindhi,10995,7540,Other resolved families only,10122;10634;14084;5584;6935;9754
entry,All eligible,True,LOW,Lahnda,10995,7540,Other resolved families only,5740;7548
entry,All eligible,True,LOW,Either language,10995,7540,Other resolved families only,10122;10634;14084;5584;5740;6935;7548;9754
entry,All eligible,True,GIRL,Sindhi,8399,5070,"Plains family, not Dardic family",5070;6931;9238
entry,All eligible,True,GIRL,Lahnda,8399,5070,Other resolved families only,3245
entry,All eligible,True,GIRL,Either language,8399,5070,"Plains family, not Dardic family",3245;5070;6931;9238
entry,All eligible,True,STRAIGHT,Sindhi,13548,12632,Other resolved families only,13173;13173-4;13401
entry,All eligible,True,STRAIGHT,Lahnda,13548,12632,Other resolved families only,13173-4;13401
entry,All eligible,True,STRAIGHT,Either language,13548,12632,Other resolved families only,13173;13173-4;13401
entry,All eligible,True,RESIN,Sindhi,3187,10715,"Plains family, not Dardic family",10715
entry,All eligible,True,RESIN,Lahnda,3187,10715,Other resolved families only,5093
entry,All eligible,True,RESIN,Either language,3187,10715,"Plains family, not Dardic family",10715;5093
entry,All eligible,True,THREAD,Sindhi,6236,6225,Other resolved families only,13561;6770;8627;8785
entry,All eligible,True,THREAD,Lahnda,6236,6225,Other resolved families only,13561;8627;8785
entry,All eligible,True,THREAD,Either language,6236,6225,Other resolved families only,13561;6770;8627;8785
entry,All eligible,True,GRIND,Sindhi,8386,8142,"Plains family, not Dardic family",4417;8142
entry,All eligible,True,GRIND,Lahnda,8386,8142,"Plains family, not Dardic family",8142
entry,All eligible,True,GRIND,Either language,8386,8142,"Plains family, not Dardic family",4417;8142
entry,All eligible,True,I,Sindhi,992,9691,"Dardic family, not Plains family",992
entry,All eligible,True,I,Lahnda,992,9691,No included etymology,
entry,All eligible,True,I,Either language,992,9691,"Dardic family, not Plains family",992
entry,All eligible,True,LEOPARD,Sindhi,9341,4804,"Plains family, not Dardic family",4804
entry,All eligible,True,LEOPARD,Lahnda,9341,4804,"Plains family, not Dardic family",4804;8362
entry,All eligible,True,LEOPARD,Either language,9341,4804,"Plains family, not Dardic family",4804;8362
entry,All eligible,True,SCORPION,Sindhi,5478,12081,No attestation,
entry,All eligible,True,SCORPION,Lahnda,5478,12081,No attestation,
entry,All eligible,True,SCORPION,Either language,5478,12081,No attestation,
entry,All eligible,True,GRANDDAUGHTER,Sindhi,8417,6955b,No attestation,
entry,All eligible,True,GRANDDAUGHTER,Lahnda,8417,6955b,No attestation,
entry,All eligible,True,GRANDDAUGHTER,Either language,8417,6955b,No attestation,
entry,All eligible,True,TEAR (OF EYE),Sindhi,919,10839,"Dardic family, not Plains family",11080-6;13825;919
entry,All eligible,True,TEAR (OF EYE),Lahnda,919,10839,"Dardic family, not Plains family",8032;919
entry,All eligible,True,TEAR (OF EYE),Either language,919,10839,"Dardic family, not Plains family",11080-6;13825;8032;919
entry,All eligible,True,PATERNAL AUNT (FATHER'S SISTER),Sindhi,9089,6890,"Plains family, not Dardic family",10584;6890
entry,All eligible,True,PATERNAL AUNT (FATHER'S SISTER),Lahnda,9089,6890,"Dardic family, not Plains family",9089
entry,All eligible,True,PATERNAL AUNT (FATHER'S SISTER),Either language,9089,6890,Both focal families,10584;6890;9089
entry,All eligible,True,SPIDER,Sindhi,9268,9883,Other resolved families only,3535
entry,All eligible,True,SPIDER,Lahnda,9268,9883,No attestation,
entry,All eligible,True,SPIDER,Either language,9268,9883,Other resolved families only,3535
entry,All eligible,True,BODY,Sindhi,5244,6557,Other resolved families only,114;5239;5536
entry,All eligible,True,BODY,Lahnda,5244,6557,Other resolved families only,8168
entry,All eligible,True,BODY,Either language,5244,6557,Other resolved families only,114;5239;5536;8168
entry,All eligible,True,SUN,Sindhi,13574,6328,"Dardic family, not Plains family",13574;6244
entry,All eligible,True,SUN,Lahnda,13574,6328,"Dardic family, not Plains family",13574;6333
entry,All eligible,True,SUN,Either language,13574,6328,"Dardic family, not Plains family",13574;6244;6333
entry,All eligible,True,BURN,Sindhi,6248,5306,Other resolved families only,11097;3665;3669;5310;6121;6654;6821
entry,All eligible,True,BURN,Lahnda,6248,5306,Other resolved families only,12383;5310;6654;9010
entry,All eligible,True,BURN,Either language,6248,5306,Other resolved families only,11097;12383;3665;3669;5310;6121;6654;6821;9010
entry,All eligible,True,BATHE,Sindhi,13789,13786,Other resolved families only,6803
entry,All eligible,True,BATHE,Lahnda,13789,13786,Other resolved families only,6803
entry,All eligible,True,BATHE,Either language,13789,13786,Other resolved families only,6803
entry,All eligible,True,SHARP,Sindhi,5839,4918,"Dardic family, not Plains family",5839
entry,All eligible,True,SHARP,Lahnda,5839,4918,"Dardic family, not Plains family",5839
entry,All eligible,True,SHARP,Either language,5839,4918,"Dardic family, not Plains family",5839
entry,All eligible,True,BURY,Sindhi,6173,3979,Other resolved families only,6618;7227;8335
entry,All eligible,True,BURY,Lahnda,6173,3979,"Dardic family, not Plains family",6173;8335
entry,All eligible,True,BURY,Either language,6173,3979,"Dardic family, not Plains family",6173;6618;7227;8335
entry,All eligible,True,GRINDSTONE,Sindhi,11348,4538,No attestation,
entry,All eligible,True,GRINDSTONE,Lahnda,11348,4538,Other resolved families only,8253
entry,All eligible,True,GRINDSTONE,Either language,11348,4538,Other resolved families only,8253
entry,All eligible,True,MATERNAL GRANDFATHER,Sindhi,10055,7059,"Plains family, not Dardic family",7059
entry,All eligible,True,MATERNAL GRANDFATHER,Lahnda,10055,7059,"Plains family, not Dardic family",7059
entry,All eligible,True,MATERNAL GRANDFATHER,Either language,10055,7059,"Plains family, not Dardic family",7059
entry,All eligible,True,LEAD (GUIDE),Sindhi,6966,13445,"Plains family, not Dardic family",13445;78;94
entry,All eligible,True,LEAD (GUIDE),Lahnda,6966,13445,No attestation,
entry,All eligible,True,LEAD (GUIDE),Either language,6966,13445,"Plains family, not Dardic family",13445;78;94
entry,All eligible,True,GO,Sindhi,4939,10452,Other resolved families only,12225;13407;2400;4721;7768
entry,All eligible,True,GO,Lahnda,4939,10452,"Plains family, not Dardic family",10452;11453;12225;4721;5878
entry,All eligible,True,GO,Either language,4939,10452,"Plains family, not Dardic family",10452;11453;12225;13407;2400;4721;5878;7768
entry,All eligible,True,RIPE,Sindhi,7654,7621,"Plains family, not Dardic family",7621
entry,All eligible,True,RIPE,Lahnda,7654,7621,"Plains family, not Dardic family",7621
entry,All eligible,True,RIPE,Either language,7654,7621,"Plains family, not Dardic family",7621
entry,All eligible,True,FIELD,Sindhi,9557,3735,"Plains family, not Dardic family",3735
entry,All eligible,True,FIELD,Lahnda,9557,3735,No attestation,
entry,All eligible,True,FIELD,Either language,9557,3735,"Plains family, not Dardic family",3735
entry,All eligible,True,ADZE,Sindhi,5618,11588,"Plains family, not Dardic family",11588
entry,All eligible,True,ADZE,Lahnda,5618,11588,No attestation,
entry,All eligible,True,ADZE,Either language,5618,11588,"Plains family, not Dardic family",11588
entry,All eligible,True,BRASS,Sindhi,10752,8184,No attestation,
entry,All eligible,True,BRASS,Lahnda,10752,8184,No attestation,
entry,All eligible,True,BRASS,Either language,10752,8184,No attestation,
entry,All eligible,True,FATHER,Sindhi,9935,9209,No included etymology,
entry,All eligible,True,FATHER,Lahnda,9935,9209,Other resolved families only,13921;221;8179
entry,All eligible,True,FATHER,Either language,9935,9209,Other resolved families only,13921;221;8179
entry,All eligible,True,MEASURE,Sindhi,5979,10054,"Plains family, not Dardic family",10053;10054;10123;2617;8056
entry,All eligible,True,MEASURE,Lahnda,5979,10054,Other resolved families only,10123;10132
entry,All eligible,True,MEASURE,Either language,5979,10054,"Plains family, not Dardic family",10053;10054;10123;10132;2617;8056
entry,All eligible,True,PATERNAL UNCLE (FATHER'S BROTHER),Sindhi,8188,2998,Other resolved families only,4734
entry,All eligible,True,PATERNAL UNCLE (FATHER'S BROTHER),Lahnda,8188,2998,"Dardic family, not Plains family",8188
