ID,Language_ID,Form,Gloss,Tags,entry_family_id
4578-3,Indo-Aryan,*cāḍʰayati,raises,,4578
4578-4,Indo-Aryan,*cāḍʰa,rising,,4578
4584,Indo-Aryan,cáṇḍa,"passionate, fierce, cruel",MBh Epic,4584
4586,Indo-Aryan,cátati,hides oneself,RV Early-Vedic,4586
4590,Indo-Aryan,catuḣṣaṣṭi,64,f AitBr Early-Vedic,4590
4591,Indo-Aryan,catuḣsaptati,74,f,4591
4592,Indo-Aryan,*catuḣsara,four-fold,,4592
4594,Indo-Aryan,caturá,quick; clever,Kathās Pañcat Medieval Classical,4594
4597,Indo-Aryan,caturaśīti,84,f,4597
4598,Indo-Aryan,cáturaśri,quadrangular,RV Early-Vedic,4598
4598-2,Indo-Aryan,caturaśra,,Kauś Early-Vedic,4598
46,Indo-Aryan,ákṣu,bamboo-pole,m AV Early-Vedic,46
4605,Indo-Aryan,cáturdaśa,fourteen,RV Early-Vedic,4605
4605-2,Indo-Aryan,*catrudaśa,,,4605
4606,Indo-Aryan,caturdaśá,14th,Yājñ Classical,4606
4606-2,Indo-Aryan,cāturdaśa,appearing on the 14th day,Pāṇ Epic,4606
4611,Indo-Aryan,caturdvāra,having 4 doors,MBh Epic,4611
4611-2,Indo-Aryan,*caturduvāra,,,4611
4612,Indo-Aryan,caturdʰara,name of a family or race,m MW,4612
4614,Indo-Aryan,caturnavati,94,f,4614
4615a,Indo-Aryan,*caturmārga,crossroads,,4615a
4616,Indo-Aryan,caturmāsa,period of 4 months,n W,4616
462,Indo-Aryan,ápavyayati,takes off (clothes),RV Early-Vedic,462
462-2,Indo-Aryan,ávavyayati,id,,462
4620,Indo-Aryan,*caturvartman,cross-roads,,4620
4623,Indo-Aryan,cáturviṁśati,twenty-four,f VS Early-Vedic,4623
4626,Indo-Aryan,*caturhaṭṭa,market at cross-roads,,4626
4627,Indo-Aryan,caturhāyaṇa,four years old,Pāṇ Epic,4627
4629,Indo-Aryan,catuṣka,consisting of four; set of four; quadrangular courtyard,n Mn Pañcat Epic Classical,4629
463,Indo-Aryan,*apaśrāpayati,makes retire from,,463
463-2,Indo-Aryan,*apaśrāpaṇa,,,463
4635,Indo-Aryan,*catuṣkʰuṇṭa,four-cornered,,4635
4635-2,Indo-Aryan,*catuṣkuṇṭa,,,4635
4636,Indo-Aryan,*catuṣkʰura,four-hoofed,,4636
4638,Indo-Aryan,cátuṣpañcāśat,54,f ŚBr Early-Vedic,4638
4640,Indo-Aryan,*catuṣpattra,four-leaved,,4640
4640-2,Indo-Aryan,catuṣpattrī,the plant Marsilea quadrifolia,f lex,4640
4641,Indo-Aryan,cátuṣpada,four-footed,MBh Epic,4641
4644,Indo-Aryan,*catuṣpāṭa,extending on 4 sides (?),,4644
4646,Indo-Aryan,cátuṣpāda,four-footed,ŚBr Early-Vedic,4646
4646-2,Indo-Aryan,catuṣpādikā,verse of 4 lines,f,4646
4648,Indo-Aryan,catuṣpuṭa,having 4 folds,ĀpŚr Early-Vedic,4648
465,Indo-Aryan,ápasarati,"slips off from, goes away",RV Early-Vedic,465
4654,Indo-Aryan,catvará,*having four; quadrangular place,MBh Epic,4654
4655,Indo-Aryan,catvā́raḣ,four,m RV Early-Vedic,4655
4655-2,Indo-Aryan,catvā́ri,,n,4655
4655-3,Indo-Aryan,catúraḣ,,m,4655
4656,Indo-Aryan,catvāriṁśát,40,f RV Early-Vedic,4656
4657,Indo-Aryan,cándati,shines,Nir Early-Vedic,4657
4661,Indo-Aryan,candrá,shining; moon,RV VS Early-Vedic,4661
4662,Indo-Aryan,candraka,spot like the moon; moon-shaped circle,R Śiś Epic Classical,4662
4669,Indo-Aryan,candrikā,moonlight; splendour; *silver,f VS Kālid Early-Vedic Classical,4669
467,Indo-Aryan,apaskara,faeces,m,467
467-2,Indo-Aryan,avaskara,faeces,m,467
4672,Indo-Aryan,capalá,"trembling, fickle",MBh Epic,4672
4673,Indo-Aryan,capēṭa,slap with open hand,m Kathās Medieval,4673
4673-2,Indo-Aryan,capaṭa,,lex,4673
4673-3,Indo-Aryan,*cappēṭa,,,4673
4673-4,Indo-Aryan,*cappēṭṭa,,,4673
4674,Indo-Aryan,*capp,press,,4674
4674-2,Indo-Aryan,*camp,,,4674
4674-3,Indo-Aryan,*cipp,,,4674
4675,Indo-Aryan,*cappayati,chews,,4675
4676,Indo-Aryan,*camakka,sudden movement,,4676
4676-2,Indo-Aryan,*cammakka,,,4676
4677,Indo-Aryan,camará,the yak Bos grunniens,m,4677
4678,Indo-Aryan,campa,Bauhinia variegata,m lex,4678
4680,Indo-Aryan,*campavēlli,jasmine,,4680
4681,Indo-Aryan,cáya,"mound of earth as rampart or foundation, heap",m MBh Epic,4681
4681-2,Indo-Aryan,*cāya,,,4681
4682,Indo-Aryan,cáyana,"piling up (wood, &amp;c.); stacked wood",n AV MBh Early-Vedic Epic,4682
4683,Indo-Aryan,cará,moving; spy,Pāṇ R Epic,4683
4685,Indo-Aryan,cáraṇa,going about; grazing; behaviour,n RV W KātyŚr Early-Vedic,4685
4686,Indo-Aryan,cárati,moves; grazes,intr RV Early-Vedic,4686
4686-2,Indo-Aryan,*carayati,moves; grazes,caus,4686-2
4687,Indo-Aryan,carátʰa,wandering,n RV Early-Vedic,4687
4688,Indo-Aryan,*carassa,raw hide,,4688
4689,Indo-Aryan,carā,moving,RV Early-Vedic,4689
469,Indo-Aryan,*apahaṭṭ,move away,,469
4690,Indo-Aryan,caritá,"course, behaviour",n RV Early-Vedic,4690
4691,Indo-Aryan,carítra,"foot, leg; going; behaviour",n RV VS Mn Early-Vedic Epic,4691
4692,Indo-Aryan,carú,"pot, saucepan",m RV Early-Vedic,4692
4696,Indo-Aryan,*carpa,flat,,4696
4696-2,Indo-Aryan,carpaṭa,"lying flat to the head (of ears); palm of hand, thin biscuit of flour",VarBr̥S lex Classical,4696
4696-3,Indo-Aryan,*carpaṭṭa,,,4696
4698,Indo-Aryan,carmakāra,leatherworker,m MBh Epic,4698
47,Indo-Aryan,*akṣēma,unpeaceful,,47
4700,Indo-Aryan,carmacaṭaka,bat,m,4700
4701,Indo-Aryan,cárman,"hide, skin",n RV Early-Vedic,4701
4701-2,Indo-Aryan,*carmaḍa-,"hide, skin",ext:ḍa,4701-2
4703,Indo-Aryan,carmapattrā,bat,f lex,4703
4709,Indo-Aryan,*carmōtkuṇa,skin tick,,4709
4710,Indo-Aryan,caryā,conduct; going about,f ŚBr MBh Early-Vedic Epic,4710
4711,Indo-Aryan,cárvati,chews,,4711
4711-2,Indo-Aryan,*carvavvati,chews,ext:vv,4711-2
4711-3,Indo-Aryan,*carvabbati,chews,ext:bb,4711-3
4711-4,Indo-Aryan,*carvabbhati,chews,ext:bbh,4711-4
4712,Indo-Aryan,*carṣati,ploughs,,4712
4712-2,Indo-Aryan,*carṣa,,,4712
4712-3,Indo-Aryan,*carṣaṇa,,,4712
4714,Indo-Aryan,cala,movement,lex,4714
4715,Indo-Aryan,cálati,"goes away; shakes, trembles",MBh Epic,4715
4716,Indo-Aryan,calana,trembling; wandering,n Pāṇ MBh Epic,4716
4719,Indo-Aryan,calācalá,,,4719
472,Indo-Aryan,ápaharati,"snatches away, plunders",ŚBr Early-Vedic,472
4720,Indo-Aryan,calita,"shaking, trembling; disordered of mind",MBh Hariv Epic Classical,4720
4721,Indo-Aryan,*calyati,goes,,4721
4722,Indo-Aryan,*calyā,"gait, conduct",,4722
4724,Indo-Aryan,*cavati,says,,4724
4724-2,Indo-Aryan,*cāvayati,,caus,4724
4726,Indo-Aryan,cavī,,,4726
4726-2,Indo-Aryan,cavya,,n,4726
4727,Indo-Aryan,caṣati,eats,Dhātup Epic,4727
4730,Indo-Aryan,*cassakk,"throb, twitch, sudden pain",,4730
4731,Indo-Aryan,*cahakk,burn brightly,,4731
4734,Indo-Aryan,*cācca,uncle,,4734
4735,Indo-Aryan,cāṭa,"rogue, cheat",m Yājñ Classical,4735
4737,Indo-Aryan,cāṭu,flattery,m Hariv Classical,4737
4741,Indo-Aryan,cāturtʰaka,appearing every 4th day,Suśr Classical,4741
4741-2,Indo-Aryan,cāturtʰika,belonging to the 4th day; quartan fever,W,4741
4742,Indo-Aryan,cāturmāsyá,name of three sacrifices at the beginning of the 4-month period; beginning of a season of 4-months,n TS MBh Early-Vedic Epic,4742
4743,Indo-Aryan,cāttra,spindle; peg used with the araṇi in making fire by friction,,4743
4745,Indo-Aryan,*cāndraṇa,moonlight,m,4745
4747,Indo-Aryan,cāmara,"coming from the yak; yak's tail used as flywhisk, chowry",BhP MBh Medieval Epic,4747
4749,Indo-Aryan,*cāmala,husked rice,,4749
4752a,Indo-Aryan,cā́yati,observes,TS Early-Vedic,4752a
4753,Indo-Aryan,cāyayati,causes to be heaped up,Pāṇ Epic,4753
4753-2,Indo-Aryan,cāpayati,,Pāṇ Epic,4753
4755,Indo-Aryan,cāra,"motion, course; *grazing, *fodder",ChUp Early-Vedic,4755
4759,Indo-Aryan,*cāraṇī,sieve,,4759
4760,Indo-Aryan,cāráyati,"causes to move, shakes; grazes",tr AV Early-Vedic,4760
4761,Indo-Aryan,*cārādya,grazing,,4761
4762,Indo-Aryan,*cāri,grass,,4762
4767,Indo-Aryan,cārmá,leathern,Pāṇ Epic,4767
4768,Indo-Aryan,*cāla,moving,lex,4768
4769,Indo-Aryan,cāla,movement,,4769
4770,Indo-Aryan,cāla,thatch,lex,4770
4771,Indo-Aryan,cālana,"causing to move; causing to pass through a strainer; strainer, sieve",n MBh W lex Epic,4771
4772,Indo-Aryan,cāláyati,"shakes, jogs, drives away",MBh Epic,4772
4775,Indo-Aryan,*cāh,"see, look for, desire",,4775
4776,Indo-Aryan,cikura,hair of head; hair of a chowry,Gīt Bālar Medieval,4776
4778,Indo-Aryan,*cikk,"press, squeeze",,4778
4779,Indo-Aryan,cikka,muskrat,lex,4779
4780,Indo-Aryan,cikka,"gummy matter in eyes, bird-lime",,4780
4781,Indo-Aryan,*cikka,small,,4781
4782,Indo-Aryan,cikkáṇa,"slippery, unctuous",MBh Epic,4782
4783,Indo-Aryan,*cikṣurati,scratches up,,4783
4784,Indo-Aryan,cikʰalla,"mud, mire",m,4784
4784-2,Indo-Aryan,*cakʰalla,,,4784
4784-3,Indo-Aryan,*cikkʰalla,,,4784
4785,Indo-Aryan,*ciŋga,young bird,,4785
4785-2,Indo-Aryan,*cēŋga,,,4785
4786,Indo-Aryan,ciŋgaṭa,,m,4786
4786-2,Indo-Aryan,*ciŋ- gaṭṭa,,,4786
4787,Indo-Aryan,*ciŋgʰāṭa,"noise, scream",,4787
4789,Indo-Aryan,*cicc,scream,,4789
4789-2,Indo-Aryan,*cēñc,,,4789
4792,Indo-Aryan,ciñcā,the tree Tamarindus indica,f,4792
4792-2,Indo-Aryan,ciñciṇī,,f,4792
4792-3,Indo-Aryan,cintiḍī,,f,4792
4794,Indo-Aryan,*ciḍ,be angry,,4794
4794-2,Indo-Aryan,*ciḍʰ,,,4794
4794-3,Indo-Aryan,*cēḍ,make angry,,4794
4794-4,Indo-Aryan,*cʰēḍ,,,4794
4798,Indo-Aryan,cíti,"layer, pile, stack of wood",f TS Early-Vedic,4798
4799,Indo-Aryan,cittá,visible; thinking; mind,RV TS Early-Vedic,4799
479a,Indo-Aryan,apāná,that of the five vital airs which goes down; anus; fart,m TS MBh lex Early-Vedic Epic,479a
48,Indo-Aryan,akṣōṭa,"walnut (or pistacio nut ?); Aleurites triloba, Croton moluccanum; a mountain-tree <smallcaps>pīlú</smallcaps>-¹",m Kālid Suśr lex Classical,48
4801,Indo-Aryan,cítti,thought,RV Early-Vedic,4801
4802,Indo-Aryan,*cittʰ,"pound, tear",,4802
4803,Indo-Aryan,citrá,"conspicuous, bright; variegated",RV MBh Early-Vedic Epic,4803
4804,Indo-Aryan,citraka,leopard,m MBh Epic,4804
4807,Indo-Aryan,citrakāra,painter,m,4807
4809,Indo-Aryan,citrala,variegated; spotted antelope,m lex,4809
4810,Indo-Aryan,citráyati,decorates,MBh Epic,4810
4814,Indo-Aryan,cinṓti,heaps up; collects; gathers up,AV MBh Early-Vedic Epic,4814
4814-2,Indo-Aryan,*cinvati,,,4814
4815,Indo-Aryan,cintáyati,thinks; cares for,MBh Mn Epic,4815
4816,Indo-Aryan,cintā́,"thought, care",f MBh Epic,4816
4818,Indo-Aryan,cipiṭá,"flat, flatnosed",Pāṇ Epic,4818
4818-2,Indo-Aryan,*cippiṭa,,,4818
4818-3,Indo-Aryan,*cimpaṭa,,,4818
4818-4,Indo-Aryan,*cippiṭṭa,,,4818
4819,Indo-Aryan,*cippa,gummy matter,,4819
482,Indo-Aryan,apārá,boundless; the near bank,RV MBh Early-Vedic Epic,482
4820,Indo-Aryan,cibuka,chin,n Yājñ Classical,4820
4820-2,Indo-Aryan,cʰúbuka,,n,4820
4821,Indo-Aryan,*cibba,flattened,,4821
4822,Indo-Aryan,*cimb,pinch,,4822
4824,Indo-Aryan,cirá,"long, lasting",,4824
4826,Indo-Aryan,cirbʰaṭa,Cucumis utilissimus,m Car Epic,4826
4826-2,Indo-Aryan,cirbʰiṭa,,m,4826
4826-3,Indo-Aryan,*jibbʰuṭa,,,4826
4827,Indo-Aryan,*cilla,"unctuous, shining",,4827
4828,Indo-Aryan,cillaṭa,a creeping animal,,4828
4829,Indo-Aryan,cilli,a kind of bird of prey,m Suśr Classical,4829
4832,Indo-Aryan,*ciṣṭa,message,,4832
4833,Indo-Aryan,cihna,"mark, sign",n MBh Epic,4833
4836,Indo-Aryan,cihnayati,"stamps, marks",Mn Epic,4836
4837,Indo-Aryan,cīḍā,tree from which turpentine is obtained; a kind of perfume,f,4837
4837-2,Indo-Aryan,*cīdā,,,4837
4837-3,Indo-Aryan,*cillā,,,4837
4838,Indo-Aryan,*cītkarõti,cries out,,4838
4839,Indo-Aryan,cītkāra,"cry, noise",m MBh Epic,4839
4841,Indo-Aryan,cīna-,Chinese,,4841
4842,Indo-Aryan,cīna,Panicum miliaceum,,4842
4842-2,Indo-Aryan,cinna,,m,4842
4842a,Indo-Aryan,cīmara,copper,,4842a
4843,Indo-Aryan,cī́ra,strip (of bark or cloth),n TĀr Early-Vedic,4843
4844,Indo-Aryan,*cīrayati,splits,,4844
4847,Indo-Aryan,*cīssa,sharp pain,,4847
4848,Indo-Aryan,*cukk,"fall short of, stop",,4848
4848-2,Indo-Aryan,*cukkaya-,"fall short of, stop",caus,4848-2
4849,Indo-Aryan,cukkáyati,inflicts or suffers pain,Dhātup Epic,4849
485,Indo-Aryan,ápi,"also, even",RV Early-Vedic,485
4850,Indo-Aryan,cukrá,"sour, sharp to the taste; a sour fruit drink (esp. of tamarind), vinegar; name of various sharp-tasting plants, e.g. sorrel",Suśr lex Classical,4850
4852,Indo-Aryan,*cugyati,pecks,,4852
4853,Indo-Aryan,*cuŋgati,pecks,,4853
4854,Indo-Aryan,*cucca,"defective, blear-eyed",,4854
4854-2,Indo-Aryan,*cuñca,,,4854
4855,Indo-Aryan,*cuccu,"female breast, nipple",,4855
4855-2,Indo-Aryan,*cucci,,,4855
4857,Indo-Aryan,cuṭáti,"cuts off, *strikes",Dhātup Epic,4857
4857-2,Indo-Aryan,*cuṭṭ,,,4857
4857-3,Indo-Aryan,cúṇṭati,,,4857
4857-4,Indo-Aryan,cōṭáyati,,Dhātup Epic,4857
4857-5,Indo-Aryan,*cōṭṭ,,,4857
4857-6,Indo-Aryan,cuṇṭʰáyati,hurts,Dhātup Epic,4857
4857-7,Indo-Aryan,*cōttʰ,,,4857
4858,Indo-Aryan,*cuḍ,wear away,,4858
4859,Indo-Aryan,cúṇḍati,becomes small,Dhātup Epic,4859
4860,Indo-Aryan,*cutta,,,4860
4860-2,Indo-Aryan,*cuḍḍa,,,4860
4860-3,Indo-Aryan,*cuḍa,,,4860
4860-4,Indo-Aryan,*cukka,,,4860
4863,Indo-Aryan,*cupp,strike,,4863
4863-2,Indo-Aryan,*cōpp,,,4863
4863-3,Indo-Aryan,*cump,,,4863
4864,Indo-Aryan,*cuppa,silent,,4864
4865,Indo-Aryan,*cuppa,oily,,4865
4866,Indo-Aryan,*cubb,pierce,,4866
4866-2,Indo-Aryan,*cōbb,,,4866
4866-3,Indo-Aryan,*cōmb,,,4866
4867,Indo-Aryan,*cubʰyatē,is pierced,,4867
4868,Indo-Aryan,cumba,kissing,m lex,4868
4870,Indo-Aryan,cúmbati,kisses,MBh Epic,4870
4872,Indo-Aryan,*cumbʰati,pierces,,4872
4873,Indo-Aryan,curī,small well or reservoir near a well,f lex,4873
4873-2,Indo-Aryan,*carī,,,4873
4874,Indo-Aryan,*cul,"fidget, itch",,4874
4874-2,Indo-Aryan,*cil,,,4874
4874-3,Indo-Aryan,*cōl,,tr,4874
4875,Indo-Aryan,culu,handful of water,m Gal,4875
4875-2,Indo-Aryan,calu,mouthful of water,m lex,4875
4877,Indo-Aryan,*culla,small,,4877
4879,Indo-Aryan,cullī,fireplace,f Mn Epic,4879
4881,Indo-Aryan,*cullīdʰāna,fire-place,,4881
4882,Indo-Aryan,*cullīdʰāra,having a stove,m,4882
4883,Indo-Aryan,cū́ḍa,protuberance on brick,ŚBr Early-Vedic,4883
4883-2,Indo-Aryan,*cōṇḍa,,,4883
4883-3,Indo-Aryan,*cōṭṭa,,,4883
4883-4,Indo-Aryan,*cunda,,,4883
4884,Indo-Aryan,cūḍa,bracelet,lex,4884
4888,Indo-Aryan,*cūra,powder,,4888
4888-2,Indo-Aryan,*cūrayati,powders,,4888
4888-3,Indo-Aryan,*cūraṇa,,,4888
4889,Indo-Aryan,cūrṇa,*pulverized; *anything ground,VarBr̥S Classical,4889
489,Indo-Aryan,apuṇya,impure,MW,489
489-2,Indo-Aryan,supuṇya,very excellent,MBh Epic,489
4894,Indo-Aryan,cūrṇayati,pulverizes,MBh Epic,4894
4894-2,Indo-Aryan,cūrṇita,"crushed, pulverized",MBh Epic,4894
4898,Indo-Aryan,cū́ṣati,sucks,Dhātup Epic,4898
4898-2,Indo-Aryan,*cūṣyati,,,4898
4898-3,Indo-Aryan,*cūṣṭa,,,4898
4899,Indo-Aryan,*cūha,"rat, mouse",,4899
4902,Indo-Aryan,cēṭa,slave,m Kathās Medieval,4902
4903,Indo-Aryan,*cēṭarūpa,slave,,4903
4904,Indo-Aryan,*cēṭṭa,defective,,4904
4906,Indo-Aryan,cētáyati,"makes attentive, observes",RV Early-Vedic,4906
4908,Indo-Aryan,cḗttr̩,attentive,RV Early-Vedic,4908
491,Indo-Aryan,apūpá,cake of flour,m RV Early-Vedic,491
491-2,Indo-Aryan,pūpa,a kind of cake,m MBh Epic,491
491-3,Indo-Aryan,pūpalā,a sweet cake fried with ghee or oil,f lex,491
4910,Indo-Aryan,cēla,"clothes, garment",n Gaut Early-Vedic,4910
4911,Indo-Aryan,*cēlla,boy,,4911
4915,Indo-Aryan,caitrá,month in which full moon is in constellation of Citrā,m ŚāṅkhBr Early-Vedic,4915
4916,Indo-Aryan,caiva,and indeed,,4916
4917,Indo-Aryan,*cōkka,"chaff, bran",,4917
4918,Indo-Aryan,cōkṣa,"pure, clean",Mn Epic,4918
4919,Indo-Aryan,*cōgana,pecking,,4919
492,Indo-Aryan,apūpíya,fit for cakes; meal,,492
4921,Indo-Aryan,*cōŋga,section of bamboo,,4921
4922,Indo-Aryan,*cōṭṭa,thief,,4922
4923,Indo-Aryan,cōḍa,jacket,,4923
4925,Indo-Aryan,*cōṇṭa,beak,,4925
4925-2,Indo-Aryan,cōṭa,,,4925
4925-3,Indo-Aryan,*ṭōñca,,,4925
4925-4,Indo-Aryan,*ṭōcca,,,4925
4926,Indo-Aryan,cōdá,driver,m,4926
4928,Indo-Aryan,cōdáyati,"impels; importunes, asks",RV Mn Early-Vedic Epic,4928
4929,Indo-Aryan,*cōddati,copulates,,4929
4931,Indo-Aryan,cōrá,thief,TĀr Early-Vedic,4931
4931-2,Indo-Aryan,cōrī́,,f,4931
4933,Indo-Aryan,cōráyati,steals,,4933
4935,Indo-Aryan,cōṣayati,sucks,Suśr Classical,4935
4938,Indo-Aryan,caurya,theft,n Yājñ Classical,4938
4938-2,Indo-Aryan,*cauriya,,,4938
4939,Indo-Aryan,cyávatē,"moves to and fro, retires; drops from, trickles from; falls; perishes",RV MBh R Mn Early-Vedic Epic,4939
494,Indo-Aryan,apūrvá,unprecedented,ŚBr Early-Vedic,494
4941,Indo-Aryan,cyāváyati,causes to move,RV Early-Vedic,4941
4947,Indo-Aryan,cyōta,"oozing, sprinkling",m lex,4947
4948,Indo-Aryan,cyṓtati,"flows, trickles, oozes, causes to stream forth",Bhaṭṭ Classical,4948
4948-2,Indo-Aryan,*cyutati,,,4948
4949,Indo-Aryan,*cyōtana,trickling,,4949
495,Indo-Aryan,*apr̩ta,"unfilled, uncompleted",,495
4952,Indo-Aryan,*cʰakana,dung,n,4952
4956,Indo-Aryan,*cʰakka,"astonished, excited",,4956
4957,Indo-Aryan,*cʰakka,mouthful,,4957
4959,Indo-Aryan,*cʰagaṭa,goat,,4959
496,Indo-Aryan,*apr̩ti,deficiency,,496
4961,Indo-Aryan,*cʰagana,goat,,4961
4962,Indo-Aryan,*cʰagarūpa,goat,,4962
4963,Indo-Aryan,cʰagalá,goat,m TS Early-Vedic,4963
4963-2,Indo-Aryan,*cʰagalla,,,4963
4963-3,Indo-Aryan,*cʰagara,,,4963
4963-4,Indo-Aryan,*cʰaggala,,,4963
4964,Indo-Aryan,*cʰajja,basket,,4964
4965,Indo-Aryan,*cʰaṭ,"scatter, sift",,4965
4965-2,Indo-Aryan,*cʰāṭ,,,4965
4966,Indo-Aryan,*cʰaṭa,"stick, cane",,4966
4966-2,Indo-Aryan,*cʰaṭṭa,,,4966
4966-3,Indo-Aryan,*cʰiṭṭa,,,4966
4968,Indo-Aryan,*cʰaṭṭ,scatter,,4968
4969,Indo-Aryan,*cʰaṭṭa,sudden movement,,4969
497,Indo-Aryan,ápaiti,goes away,RV Early-Vedic,497
497-2,Indo-Aryan,apēta,departed,KātyŚr Early-Vedic,497
4970,Indo-Aryan,*cʰaṇṭ,scatter,,4970
4971,Indo-Aryan,*cʰatti,covering,,4971
4972,Indo-Aryan,cʰáttra,parasol,KātyŚr Early-Vedic,4972
4973,Indo-Aryan,*cʰattra,young animal,,4973
4974,Indo-Aryan,cʰattraparṇa,the tree Alstonia scholaris,m lex,4974
4974-2,Indo-Aryan,saptaparṇa,its flower,m,4974
4974a,Indo-Aryan,*cʰattrayati,acts as cover,,4974a
4975,Indo-Aryan,cʰattrāka,mushroom,n ṢaḍvBr Early-Vedic,4975
4976,Indo-Aryan,cʰattvará,"house, bower",m lex,4976
4977,Indo-Aryan,cʰada,covering; leaf,m R lex Epic,4977
4979,Indo-Aryan,cʰadana,cover; leaf,n R Suśr Epic Classical,4979
4980,Indo-Aryan,cʰadís,"cover, roof",n RV Early-Vedic,4980
4981,Indo-Aryan,cʰádman,roof; deceptive dress,n ĀśvGr̥ Mn Early-Vedic Epic,4981
4982,Indo-Aryan,*cʰadyati,seems good,,4982
4983a,Indo-Aryan,cʰánda,"pleasing; pleasure, will",RV Yājñ Early-Vedic Classical,4983a
4984,Indo-Aryan,*cʰandati,binds,,4984
4984-2,Indo-Aryan,*cʰanda,bond,,4984
4984-3,Indo-Aryan,*cʰandana,binding,,4984
4987,Indo-Aryan,cʰandas,deceit,Uṇ,4987
4989,Indo-Aryan,cʰanna,covered,MBh Epic,4989
499,Indo-Aryan,*apōṣṇa,not hot,,499
4990,Indo-Aryan,*cʰanna,jingle,,4990
4992,Indo-Aryan,*cʰanni,covering,,4992
4994,Indo-Aryan,*cʰapp,"press, cover, hide",,4994
4994-2,Indo-Aryan,*cʰipp,,,4994
4997,Indo-Aryan,*cʰamma,"jingle, sizzle, sparkle",,4997
4998,Indo-Aryan,cʰárdati,,Dhātup Epic,4998
4998-2,Indo-Aryan,*cʰr̩ndati,,,4998
4999,Indo-Aryan,cʰardí,expulsion (of breath); vomiting,f,4999
500,Indo-Aryan,*appa,father,,500
500-2,Indo-Aryan,*appā,elder sister,f,500
5001,Indo-Aryan,cʰala,"fraud, deceit",Mn Epic,5001
5002,Indo-Aryan,*cʰala,splash,,5002
5002-2,Indo-Aryan,*cʰalakka,,,5002
5002-3,Indo-Aryan,*cʰalla,,,5002
5002-4,Indo-Aryan,*cʰallakka,,,5002
5003,Indo-Aryan,cʰalayati,deceives,MBh Epic,5003
5004,Indo-Aryan,cʰalin,deceitful,W,5004
5005,Indo-Aryan,cʰalli,bark,,5005
5006,Indo-Aryan,cʰavī́,"skin, hide",f TS Early-Vedic,5006
5007,Indo-Aryan,*cʰākana,made of dung,,5007
5009,Indo-Aryan,cʰāgala,coming from a goat; goat,Suśr R Classical Epic,5009
501,Indo-Aryan,ápya,being in water,RV Early-Vedic,501
501-2,Indo-Aryan,ā́pya,"living in water, belonging to water",Suśr Classical,501
5011,Indo-Aryan,*cʰāgya,herd of goats,,5011
5012,Indo-Aryan,*cʰāccʰī,buttermilk,,5012
5012-2,Indo-Aryan,*cʰāśī,,,5012
5013,Indo-Aryan,*cʰāṇṭ,cut,,5013
5014,Indo-Aryan,*cʰātti,"chest, breast",,5014
5016,Indo-Aryan,cʰā́ttriśālā,school (?),f Pāṇ Epic,5016
5017,Indo-Aryan,cʰādana,covering,n MBh Epic,5017
5018,Indo-Aryan,cʰādáyati,"covers, veils",RV Early-Vedic,5018
502,Indo-Aryan,apsarás,one of the female divinities connected with water,f RV Early-Vedic,502
5020,Indo-Aryan,cʰādi,*covering,,5020
5021,Indo-Aryan,*cʰādikūṭa,heap of ashes,,5021
5022,Indo-Aryan,cʰādmika,fraudulent,Mn Epic,5022
5023,Indo-Aryan,cʰādya,to be sheltered,,5023
5023-2,Indo-Aryan,*cʰādiya,,,5023
5024,Indo-Aryan,*cʰādyatē,is covered,,5024
5025,Indo-Aryan,*cʰādyabʰāra,load of thatching material,,5025
5026,Indo-Aryan,*cʰāpa,young one,,5026
5026-3,Indo-Aryan,*cʰāpann-,young one,ext:nn,5026-3
5026-4,Indo-Aryan,*cʰāpala-,young one,ext:la,5026-4
5027,Indo-Aryan,cʰāyā́,"shade, shadow, reflection; complexion; beauty",f RV Suśr VarBr̥S Early-Vedic Classical,5027
503,Indo-Aryan,abalá,weak,RV Early-Vedic,503
5032,Indo-Aryan,cʰikkā,sneeze,f lex,5032
5035,Indo-Aryan,*cʰiṭ,"sudden movement, flash, splash, scatter",,5035
5035-2,Indo-Aryan,*cʰiṭṭ,,,5035
5035-3,Indo-Aryan,*cʰiṇṭ,,,5035
5037,Indo-Aryan,cʰitti,cutting,f,5037
5038,Indo-Aryan,cʰittvará,"fit for cutting, roguish, hostile",lex,5038
5040,Indo-Aryan,*cʰitr,"scatter, sprinkle",,5040
5040-2,Indo-Aryan,*cʰitraḍ-,"scatter, sprinkle",ext:ḍ,5040-2
5041,Indo-Aryan,*cʰidati,cuts,,5041
5042,Indo-Aryan,cʰidyatē,"is cut, is split",MBh Epic,5042
5043,Indo-Aryan,cʰidrá,"torn asunder; having holes, pierced; leaky; slit, cleft, hole",RV KātyŚr MBh VS Early-Vedic Epic,5043
5044,Indo-Aryan,*cʰin,"sift, sprinkle (&lt; sudden movement?)",,5044
5045,Indo-Aryan,cʰinátti,cuts,RV Early-Vedic,5045
5046,Indo-Aryan,*cʰindati,"cuts off, splits",,5046
5047,Indo-Aryan,cʰinná,cut off,AV Early-Vedic,5047
5048,Indo-Aryan,*cʰinnāli,adulteress,,5048
5049,Indo-Aryan,*cʰir,pierce,,5049
5051,Indo-Aryan,*cʰilla,"torn, cut; hole",,5051
5052,Indo-Aryan,*cʰilla,"skin, rind",,5052
5053,Indo-Aryan,cʰuccʰundari,musk-rat,m Yājñ Classical,5053
