chart,view,concept,unit,group,latitude,longitude,representative_language,categories,values,families
dardic-asymmetric,FIRE,FIRE,shum1235,dardic,34.48,70.57,Shum,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,tira1253,dardic,34.18,69.59,Tir,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,torw1241,dardic,35.21,72.55,Tor,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,usho1238,dardic,35.139395,72.67756,Ush,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,adiv1239,plains,18.3234,82.8806,AdivasiOriya,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,assa1263,plains,26.7509,94.2037,A,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5300;6606
dardic-asymmetric,FIRE,FIRE,avan1234,plains,33.994201,72.483087,awan,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,awad1243,plains,27.59,82.47,Aw,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,bagh1251,plains,24.482879,81.356341,bagheli_lakshman,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,bagr1243,plains,29.40465,74.40918,bagri_fatehabad,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,beng1280,plains,23.471,88.5565,B,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5300
dardic-asymmetric,FIRE,FIRE,bhat1265,plains,19.2778,82.1341,Bhatri,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,bhil1251,plains,20.85,73.9592,Bhili,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,bhil1253,plains,22.58346,74.59014,Bhilali,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,bhoj1244,plains,26.46,84.82,Bhoj,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,biha1245,plains,24.68,87.5,Bi,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,bish1244,plains,24.5,91.8,Bishnupriya,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,braj1242,plains,26.48,78.08,Brj,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",6121;635
dardic-asymmetric,FIRE,FIRE,buks1238,plains,29.397962,79.126163,Buksa,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,bund1253,plains,25.008376,79.564258,bundeli_atarra,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.5, 0.5, 0.0]",125;55
dardic-asymmetric,FIRE,FIRE,chha1249,plains,21.225068,82.028298,NDu,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,chit1274,plains,27.58,84.41,Chitwan,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,dang1260,plains,27.88,81.78,Dang,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,dhan1265,plains,27.36,85.41,DewasDoneDanuwar,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,dhun1238,plains,26.696403,75.972699,dhundari_bamore,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,dung1251,plains,,,,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,east2316,plains,26.666667,87.5,Morang,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,godw1241,plains,25.417504,73.107785,marwari_bagra,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",11129;55
dardic-asymmetric,FIRE,FIRE,guja1252,plains,22.69,71.1,G,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",11658;5684
dardic-asymmetric,FIRE,FIRE,guja1253,plains,34.043002,73.225443,Goj,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,hada1254,plains,25.138213,76.876916,hadothi_kelwada,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",635
dardic-asymmetric,FIRE,FIRE,hado1235,plains,24.85,75.84,had,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,hajo1238,plains,25.5143,89.8594,Hajong,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,halb1244,plains,20.31,81.37,hal,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,hary1238,plains,28.91568,76.37168,kaithal,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,hind1269,plains,28.7041,77.1025,H,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55;6121;6321;710;9684
dardic-asymmetric,FIRE,FIRE,jadg1238,plains,23.588,58.3829,Zadj,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5312
dardic-asymmetric,FIRE,FIRE,kach1277,plains,23.83,69.0,kcch,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,kana1281,plains,27.0437956,79.8951742,Kannauji-Central,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,kath1250,plains,28.53981,80.797511,Kathoriya,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,khan1272,plains,21.3181,74.142,Khandesi,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,khet1238,plains,30.48,70.28,khet,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",9480
dardic-asymmetric,FIRE,FIRE,khol1241,plains,27.12,54.3,Khol,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",9706
dardic-asymmetric,FIRE,FIRE,koch1247,plains,26.65,86.75,KochilaTharu,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,koch1253,plains,27.12,85.63,KochariyaEastDanuwar,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,konk1267,plains,15.2993,74.124,Ko,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",2000
dardic-asymmetric,FIRE,FIRE,luwa1238,plains,23.616667,58.566667,maimani,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,maga1260,plains,25.0915,85.3335,MagahiNepal,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,mait1250,plains,26.38,86.22,Mth,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",6246
dardic-asymmetric,FIRE,FIRE,majh1253,plains,27.35,86.0,Majhi,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,malv1243,plains,24.243083,75.027707,mewari_basad,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",f_b2mg2ivqwhom6
dardic-asymmetric,FIRE,FIRE,mara1378,plains,18.5204,73.8567,M,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5312
dardic-asymmetric,FIRE,FIRE,marw1260,plains,27.0,75.07,Marw,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",f_b2mg2ivqwhom6
dardic-asymmetric,FIRE,FIRE,mewa1249,plains,25.084731,74.220835,mewari_dholpura,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",11129;f_b2mg2ivqwhom6
dardic-asymmetric,FIRE,FIRE,mewa1250,plains,27.817648,77.035043,mewati_akera,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55;635
dardic-asymmetric,FIRE,FIRE,nima1243,plains,22.1263,76.1264,Nimadi,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,noir1238,plains,,,,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,oriy1255,plains,21.0,85.0,Or,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",1671;5300;7193
dardic-asymmetric,FIRE,FIRE,paha1251,plains,33.148,73.7537,poth,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,paly1238,plains,21.937,75.233,PalyaBareli,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,panj1256,plains,30.04,75.67,P,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55;5674;9480
dardic-asymmetric,FIRE,FIRE,paur1238,plains,21.228,74.337,PauriBareli,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,raja1256,plains,26.47,76.2,Rj,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",f_b2mg2ivqwhom6
dardic-asymmetric,FIRE,FIRE,rajb1243,plains,26.4877,87.79265,MH,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,rana1246,plains,28.65,80.44,Rana,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,rang1265,plains,26.280348,89.39468,BH,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55;6606
dardic-asymmetric,FIRE,FIRE,rath1242,plains,21.4375,74.9958,RathwiBareli,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,rath1243,plains,22.309,73.186,Rathawi,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,sera1259,plains,29.55,71.91,srk,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,shek1243,plains,27.978027,75.163279,dhundari_badagaon,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",11129
dardic-asymmetric,FIRE,FIRE,sind1272,plains,26.0,69.0,S,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55;9706
dardic-asymmetric,FIRE,FIRE,surg1246,plains,23.045719,83.189104,SSr,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,surj1235,plains,26.0982,87.945,KS,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,thar1284,plains,28.837028,80.320613,Sunha,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,vaag1238,plains,12.21,79.53,VB,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",55
dardic-asymmetric,FIRE,FIRE,vasa1239,plains,,,,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,wadi1248,plains,26.07,72.13,WK,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,wagd1238,plains,24.137701,74.047239,mewari_bannoda,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",f_b2mg2ivqwhom6
dardic-asymmetric,FIRE,FIRE,west2386,plains,31.1704,72.7097,L,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5767;9480
dardic-asymmetric,FROG,FROG,bate1261,dardic,34.95,72.92,bhatr,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FROG,FROG,gowr1239,dardic,35.1243,73.1233,Gowro,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FROG,FROG,gran1245,dardic,34.65,70.73,Gng,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FROG,FROG,indu1241,dardic,35.34,73.02,Mai,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",9754
dardic-asymmetric,FROG,FROG,kala1372,dardic,35.64,71.67,Kal,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",9746
dardic-asymmetric,FROG,FROG,kala1373,dardic,35.53,72.57,Bshk,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",9746
dardic-asymmetric,FROG,FROG,kalk1245,dardic,35.41,72.17,Kalk,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",9746
dardic-asymmetric,FROG,FROG,khow1242,dardic,36.0,72.0,Kho,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FROG,FROG,nort2666,dardic,34.66,70.43,Pas,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",9746
dardic-asymmetric,FROG,FROG,phal1254,dardic,35.51,71.84,Phal,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",9746
dardic-asymmetric,FROG,FROG,savi1242,dardic,35.3,71.56,Sv,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",9746
dardic-asymmetric,FROG,FROG,shin1264,dardic,34.65,75.29,Sh,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",9746
dardic-asymmetric,FROG,FROG,torw1241,dardic,35.21,72.55,Tor,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FROG,FROG,usho1238,dardic,35.139395,72.67756,Ush,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FROG,FROG,assa1263,plains,26.7509,94.2037,A,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12159;6198;9600
dardic-asymmetric,FROG,FROG,awad1243,plains,27.59,82.47,Aw,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",6198
dardic-asymmetric,FROG,FROG,beng1280,plains,23.471,88.5565,B,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12159
dardic-asymmetric,FROG,FROG,bhoj1244,plains,26.46,84.82,Bhoj,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12159
dardic-asymmetric,FROG,FROG,bish1244,plains,24.5,91.8,Bishnupriya,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FROG,FROG,guja1252,plains,22.69,71.1,G,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",6198
dardic-asymmetric,FROG,FROG,hajo1238,plains,25.5143,89.8594,Hajong,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FROG,FROG,halb1244,plains,20.31,81.37,hal,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FROG,FROG,hind1269,plains,28.7041,77.1025,H,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12159;6198
dardic-asymmetric,FROG,FROG,kach1277,plains,23.83,69.0,kcch,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",6198
dardic-asymmetric,FROG,FROG,khol1241,plains,27.12,54.3,Khol,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",9600
dardic-asymmetric,FROG,FROG,mait1250,plains,26.38,86.22,Mth,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12159;6198
dardic-asymmetric,FROG,FROG,mara1378,plains,18.5204,73.8567,M,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",9238
dardic-asymmetric,FROG,FROG,oriy1255,plains,21.0,85.0,Or,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12159
dardic-asymmetric,FROG,FROG,rajb1243,plains,26.4877,87.79265,MH,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12159
dardic-asymmetric,FROG,FROG,rang1265,plains,26.280348,89.39468,BH,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12159
dardic-asymmetric,FROG,FROG,sind1272,plains,26.0,69.0,S,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",6198
dardic-asymmetric,FROG,FROG,surj1235,plains,26.0982,87.945,KS,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12159
dardic-asymmetric,FROG,FROG,vaag1238,plains,12.21,79.53,VB,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FROG,FROG,wadi1248,plains,26.07,72.13,WK,"[""maṇḍū́ka"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",6198
dardic-asymmetric,ENTER,ENTER,dame1241,dardic,35.3,71.68,Dm,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,ENTER,ENTER,gawa1247,dardic,35.2,71.54,Gaw,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",8596
dardic-asymmetric,ENTER,ENTER,gowr1239,dardic,35.1243,73.1233,Gowro,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,ENTER,ENTER,kala1372,dardic,35.64,71.67,Kal,"[""átyēti"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",227
dardic-asymmetric,ENTER,ENTER,kash1277,dardic,34.17,74.33,K,"[""átyēti"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",227
dardic-asymmetric,ENTER,ENTER,khow1242,dardic,36.0,72.0,Kho,"[""átyēti"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",227
dardic-asymmetric,ENTER,ENTER,nort2666,dardic,34.66,70.43,Pas,"[""átyēti"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",227
dardic-asymmetric,ENTER,ENTER,phal1254,dardic,35.51,71.84,Phal,"[""átyēti"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",227
dardic-asymmetric,ENTER,ENTER,shin1264,dardic,34.65,75.29,Sh,"[""átyēti"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",227
dardic-asymmetric,ENTER,ENTER,torw1241,dardic,35.21,72.55,Tor,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,ENTER,ENTER,assa1263,plains,26.7509,94.2037,A,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5592
dardic-asymmetric,ENTER,ENTER,beng1280,plains,23.471,88.5565,B,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5592
dardic-asymmetric,ENTER,ENTER,bhoj1244,plains,26.46,84.82,Bhoj,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",4492;5592;8803
dardic-asymmetric,ENTER,ENTER,bish1244,plains,24.5,91.8,Bishnupriya,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,ENTER,ENTER,guja1252,plains,22.69,71.1,G,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",11681;8803
dardic-asymmetric,ENTER,ENTER,hajo1238,plains,25.5143,89.8594,Hajong,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,ENTER,ENTER,halb1244,plains,20.31,81.37,hal,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,ENTER,ENTER,hind1269,plains,28.7041,77.1025,H,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",13657;8571;8803
dardic-asymmetric,ENTER,ENTER,mait1250,plains,26.38,86.22,Mth,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12975;8803
dardic-asymmetric,ENTER,ENTER,mara1378,plains,18.5204,73.8567,M,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 0.9999999999999999, 0.0]",10733;13050;13250;13420;13420-2;6068
dardic-asymmetric,ENTER,ENTER,marw1260,plains,27.0,75.07,Marw,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",4492
dardic-asymmetric,ENTER,ENTER,oriy1255,plains,21.0,85.0,Or,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5592
dardic-asymmetric,ENTER,ENTER,panj1256,plains,30.04,75.67,P,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12868;2189;4492
dardic-asymmetric,ENTER,ENTER,vaag1238,plains,12.21,79.53,VB,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",8803
dardic-asymmetric,ENTER,ENTER,wadi1248,plains,26.07,72.13,WK,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,ENTER,ENTER,west2386,plains,31.1704,72.7097,L,"[""átyēti"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",4492
dardic-asymmetric,YEAR,YEAR,bate1261,dardic,34.95,72.92,bhatr,"[""kālá"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",3084
dardic-asymmetric,YEAR,YEAR,brok1247,dardic,34.53,76.6,bro,"[""kālá"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,YEAR,YEAR,chil1275,dardic,35.25,73.33,Chil,"[""kālá"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,YEAR,YEAR,dame1241,dardic,35.3,71.68,Dm,"[""kālá"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",3084
dardic-asymmetric,YEAR,YEAR,gawa1247,dardic,35.2,71.54,Gaw,"[""kālá"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,YEAR,YEAR,gowr1239,dardic,35.1243,73.1233,Gowro,"[""kālá"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",3084
dardic-asymmetric,YEAR,YEAR,gran1245,dardic,34.65,70.73,Gng,"[""kālá"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,YEAR,YEAR,indu1241,dardic,35.34,73.02,Mai,"[""kālá"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",3084
dardic-asymmetric,YEAR,YEAR,kala1372,dardic,35.64,71.67,Kal,"[""kālá"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",3084
dardic-asymmetric,YEAR,YEAR,kala1373,dardic,35.53,72.57,Bshk,"[""kālá"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",3084
dardic-asymmetric,YEAR,YEAR,kalk1245,dardic,35.41,72.17,Kalk,"[""kālá"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",3084
dardic-asymmetric,YEAR,YEAR,kash1277,dardic,33.13,75.57,dod,"[""kālá"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",11392
dardic-asymmetric,YEAR,YEAR,khow1242,dardic,36.0,72.0,Kho,"[""kālá"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,YEAR,YEAR,nort2666,dardic,34.66,70.43,Pas,"[""kālá"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",3084
dardic-asymmetric,YEAR,YEAR,phal1254,dardic,35.51,71.84,Phal,"[""kālá"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",3084
dardic-asymmetric,YEAR,YEAR,savi1242,dardic,35.3,71.56,Sv,"[""kālá"", ""Other resolved families"", ""No included family""]","[0.5, 0.5, 0.0]",11392;3084
dardic-asymmetric,YEAR,YEAR,shin1264,dardic,34.65,75.29,Sh,"[""kālá"", ""Other resolved families"", ""No included family""]","[0.5, 0.5, 0.0]",11392;3084
dardic-asymmetric,YEAR,YEAR,shum1235,dardic,34.48,70.57,Shum,"[""kālá"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",3084
