chart,view,concept,unit,group,latitude,longitude,representative_language,categories,values,families
dardic-asymmetric,BRIDGE,BRIDGE,dame1241,dardic,35.3,71.68,Dm,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13585
dardic-asymmetric,BRIDGE,BRIDGE,gawa1247,dardic,35.2,71.54,Gaw,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13585
dardic-asymmetric,BRIDGE,BRIDGE,gowr1239,dardic,35.1243,73.1233,Gowro,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,BRIDGE,BRIDGE,indu1241,dardic,35.34,73.02,Mai,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13585
dardic-asymmetric,BRIDGE,BRIDGE,kala1372,dardic,35.64,71.67,Kal,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13585
dardic-asymmetric,BRIDGE,BRIDGE,kala1373,dardic,35.53,72.57,Bshk,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13585
dardic-asymmetric,BRIDGE,BRIDGE,kash1277,dardic,34.17,74.33,K,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",13435
dardic-asymmetric,BRIDGE,BRIDGE,khow1242,dardic,36.0,72.0,Kho,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13585
dardic-asymmetric,BRIDGE,BRIDGE,nort2666,dardic,34.66,70.43,Pas,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13585
dardic-asymmetric,BRIDGE,BRIDGE,phal1254,dardic,35.51,71.84,Phal,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13585
dardic-asymmetric,BRIDGE,BRIDGE,savi1242,dardic,35.3,71.56,Sv,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13585
dardic-asymmetric,BRIDGE,BRIDGE,shin1264,dardic,34.65,75.29,Sh,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13585
dardic-asymmetric,BRIDGE,BRIDGE,shum1235,dardic,34.48,70.57,Shum,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13585
dardic-asymmetric,BRIDGE,BRIDGE,torw1241,dardic,35.21,72.55,Tor,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13585
dardic-asymmetric,BRIDGE,BRIDGE,wota1240,dardic,34.7,70.86,Wot,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13585
dardic-asymmetric,BRIDGE,BRIDGE,assa1263,plains,26.7509,94.2037,A,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12834
dardic-asymmetric,BRIDGE,BRIDGE,beng1280,plains,23.471,88.5565,B,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12834
dardic-asymmetric,BRIDGE,BRIDGE,guja1252,plains,22.69,71.1,G,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",7778
dardic-asymmetric,BRIDGE,BRIDGE,hind1269,plains,28.7041,77.1025,H,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12834
dardic-asymmetric,BRIDGE,BRIDGE,mara1378,plains,18.5204,73.8567,M,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12834;6196
dardic-asymmetric,BRIDGE,BRIDGE,oriy1255,plains,21.0,85.0,Or,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12834
dardic-asymmetric,BRIDGE,BRIDGE,rajb1243,plains,26.4877,87.79265,MH,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,BRIDGE,BRIDGE,rang1265,plains,26.280348,89.39468,BH,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,BRIDGE,BRIDGE,surj1235,plains,26.0982,87.945,KS,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,BRIDGE,BRIDGE,wadi1248,plains,26.07,72.13,WK,"[""sḗtu"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,COLUMN,COLUMN,dame1241,dardic,35.3,71.68,Dm,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,gawa1247,dardic,35.2,71.54,Gaw,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,indu1241,dardic,35.34,73.02,Mai,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,kala1372,dardic,35.64,71.67,Kal,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,kala1373,dardic,35.53,72.57,Bshk,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,kash1277,dardic,34.17,74.33,K,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",13682;4682
dardic-asymmetric,COLUMN,COLUMN,khow1242,dardic,36.0,72.0,Kho,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,nort2666,dardic,34.66,70.43,Pas,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,phal1254,dardic,35.51,71.84,Phal,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,savi1242,dardic,35.3,71.56,Sv,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,shin1264,dardic,34.65,75.29,Sh,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,shum1235,dardic,34.48,70.57,Shum,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,torw1241,dardic,35.21,72.55,Tor,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,usho1238,dardic,35.139395,72.67756,Ush,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,wota1240,dardic,34.7,70.86,Wot,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",13774
dardic-asymmetric,COLUMN,COLUMN,assa1263,plains,26.7509,94.2037,A,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",13682;13707
dardic-asymmetric,COLUMN,COLUMN,beng1280,plains,23.471,88.5565,B,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",13639;13682
dardic-asymmetric,COLUMN,COLUMN,bhoj1244,plains,26.46,84.82,Bhoj,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",13639
dardic-asymmetric,COLUMN,COLUMN,guja1252,plains,22.69,71.1,G,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",13639;13682-3;6789
dardic-asymmetric,COLUMN,COLUMN,halb1244,plains,20.31,81.37,hal,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,COLUMN,COLUMN,hind1269,plains,28.7041,77.1025,H,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",13639;13682
dardic-asymmetric,COLUMN,COLUMN,kach1277,plains,23.83,69.0,kcch,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",13682
dardic-asymmetric,COLUMN,COLUMN,mait1250,plains,26.38,86.22,Mth,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",13639
dardic-asymmetric,COLUMN,COLUMN,mara1378,plains,18.5204,73.8567,M,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,COLUMN,COLUMN,oriy1255,plains,21.0,85.0,Or,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",13682;3893
dardic-asymmetric,COLUMN,COLUMN,panj1256,plains,30.04,75.67,P,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.3333333333333333, 0.6666666666666666, 0.0]",13682;13712;13774
dardic-asymmetric,COLUMN,COLUMN,sind1272,plains,26.0,69.0,S,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",13682
dardic-asymmetric,COLUMN,COLUMN,wadi1248,plains,26.07,72.13,WK,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,COLUMN,COLUMN,west2386,plains,31.1704,72.7097,L,"[""stʰū́ṇā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",10191
dardic-asymmetric,PATH,PATH,bate1261,dardic,34.95,72.92,bhatr,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,brok1247,dardic,34.53,76.6,bro,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",7785
dardic-asymmetric,PATH,PATH,chil1275,dardic,35.25,73.33,Chil,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,dame1241,dardic,35.3,71.68,Dm,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",7785
dardic-asymmetric,PATH,PATH,gawa1247,dardic,35.2,71.54,Gaw,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,gowr1239,dardic,35.1243,73.1233,Gowro,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,indu1241,dardic,35.34,73.02,Mai,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",7785
dardic-asymmetric,PATH,PATH,kala1372,dardic,35.64,71.67,Kal,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,kala1373,dardic,35.53,72.57,Bshk,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",7785
dardic-asymmetric,PATH,PATH,kalk1245,dardic,35.41,72.17,Kalk,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",7785
dardic-asymmetric,PATH,PATH,kash1277,dardic,34.17,74.33,K,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",11366
dardic-asymmetric,PATH,PATH,khow1242,dardic,36.0,72.0,Kho,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,kund1257,dardic,34.56,73.83,Kund,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,nort2666,dardic,34.66,70.43,Pas,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",7785
dardic-asymmetric,PATH,PATH,phal1254,dardic,35.51,71.84,Phal,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",7785
dardic-asymmetric,PATH,PATH,savi1242,dardic,35.3,71.56,Sv,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",7785
dardic-asymmetric,PATH,PATH,shin1264,dardic,34.65,75.29,Sh,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",7785
dardic-asymmetric,PATH,PATH,tira1253,dardic,34.18,69.59,Tir,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",7785
dardic-asymmetric,PATH,PATH,torw1241,dardic,35.21,72.55,Tor,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,usho1238,dardic,35.139395,72.67756,Ush,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",7785
dardic-asymmetric,PATH,PATH,adiv1239,plains,18.3234,82.8806,AdivasiOriya,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,avan1234,plains,33.994201,72.483087,awan,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,bagh1251,plains,24.482879,81.356341,bagheli_lakshman,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,bagr1243,plains,29.40465,74.40918,bagri_fatehabad,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",10071;f_74vcu23lscgak;f_zc77kpho4b3na
dardic-asymmetric,PATH,PATH,bhat1265,plains,19.2778,82.1341,Bhatri,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,bhil1251,plains,20.85,73.9592,Bhili,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,bhil1253,plains,22.58346,74.59014,Bhilali,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,bhoj1244,plains,26.46,84.82,Bhoj,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",11366
dardic-asymmetric,PATH,PATH,bish1244,plains,24.5,91.8,Bishnupriya,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,braj1242,plains,26.48,78.08,Brj,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,buks1238,plains,29.397962,79.126163,Buksa,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,bund1253,plains,25.008376,79.564258,bundeli_atarra,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",4009;5523;f_74vcu23lscgak;f_zc77kpho4b3na
dardic-asymmetric,PATH,PATH,chha1249,plains,21.225068,82.028298,NDu,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",10612;5523;f_74vcu23lscgak
dardic-asymmetric,PATH,PATH,chit1274,plains,27.58,84.41,Chitwan,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5523
dardic-asymmetric,PATH,PATH,dang1260,plains,27.88,81.78,Dang,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5523
dardic-asymmetric,PATH,PATH,dhun1238,plains,26.696403,75.972699,dhundari_bamore,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",4009
dardic-asymmetric,PATH,PATH,dung1251,plains,,,,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,east2316,plains,26.666667,87.5,Morang,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5523
dardic-asymmetric,PATH,PATH,godw1241,plains,25.417504,73.107785,marwari_bagra,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",10071;f_74vcu23lscgak
dardic-asymmetric,PATH,PATH,guja1252,plains,22.69,71.1,G,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",10071;11366
dardic-asymmetric,PATH,PATH,guja1253,plains,34.043002,73.225443,Goj,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,hada1254,plains,25.138213,76.876916,hadothi_kelwada,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",4009
dardic-asymmetric,PATH,PATH,hado1235,plains,24.85,75.84,had,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",4009;5523;7766
dardic-asymmetric,PATH,PATH,hajo1238,plains,25.5143,89.8594,Hajong,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,halb1244,plains,20.31,81.37,hal,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,hary1238,plains,28.91568,76.37168,kaithal,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,hind1269,plains,28.7041,77.1025,H,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.9999999999999998, 0.0]",10071;11366;4009-2;5523;6128;7753;f_74vcu23lscgak
dardic-asymmetric,PATH,PATH,kach1277,plains,23.83,69.0,kcch,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.5, 0.5, 0.0]",7785;9883
dardic-asymmetric,PATH,PATH,kana1281,plains,27.0437956,79.8951742,Kannauji-Central,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",f_74vcu23lscgak
dardic-asymmetric,PATH,PATH,kath1250,plains,28.53981,80.797511,Kathoriya,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,khan1272,plains,21.3181,74.142,Khandesi,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,khet1238,plains,30.48,70.28,khet,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5695
dardic-asymmetric,PATH,PATH,khol1241,plains,27.12,54.3,Khol,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",11366
dardic-asymmetric,PATH,PATH,konk1267,plains,15.2993,74.124,Ko,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",11366
dardic-asymmetric,PATH,PATH,luwa1238,plains,23.616667,58.566667,maimani,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",11366;f_74vcu23lscgak
dardic-asymmetric,PATH,PATH,maga1260,plains,25.0915,85.3335,MagahiNepal,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,mait1250,plains,26.38,86.22,Mth,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",10071;11366
dardic-asymmetric,PATH,PATH,malv1243,plains,24.243083,75.027707,mewari_basad,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",4009
dardic-asymmetric,PATH,PATH,mara1378,plains,18.5204,73.8567,M,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",11366
dardic-asymmetric,PATH,PATH,marw1260,plains,27.0,75.07,Marw,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",10071;4009;7766;f_74vcu23lscgak
dardic-asymmetric,PATH,PATH,mewa1249,plains,25.084731,74.220835,mewari_dholpura,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",4009
dardic-asymmetric,PATH,PATH,mewa1250,plains,27.817648,77.035043,mewati_akera,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",12269;4009;5523
dardic-asymmetric,PATH,PATH,nima1243,plains,22.1263,76.1264,Nimadi,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,noir1238,plains,,,,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,oriy1255,plains,21.0,85.0,Or,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",10071;11331;11366;6128
dardic-asymmetric,PATH,PATH,paha1251,plains,33.148,73.7537,poth,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,paly1238,plains,21.937,75.233,PalyaBareli,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,panj1256,plains,30.04,75.67,P,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.14285714285714285, 0.857142857142857, 0.0]",10612;11366;7744;7755;7757;7785;f_zc77kpho4b3na
dardic-asymmetric,PATH,PATH,paur1238,plains,21.228,74.337,PauriBareli,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,raja1256,plains,26.47,76.2,Rj,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",4009
dardic-asymmetric,PATH,PATH,rajb1243,plains,26.4877,87.79265,MH,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5523
dardic-asymmetric,PATH,PATH,rana1246,plains,28.65,80.44,Rana,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5523
dardic-asymmetric,PATH,PATH,rang1265,plains,26.280348,89.39468,BH,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",4414;7743
dardic-asymmetric,PATH,PATH,rath1242,plains,21.4375,74.9958,RathwiBareli,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,rath1243,plains,22.309,73.186,Rathawi,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,sera1259,plains,29.55,71.91,srk,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,shek1243,plains,27.978027,75.163279,dhundari_badagaon,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",4009;f_zc77kpho4b3na
dardic-asymmetric,PATH,PATH,sind1272,plains,26.0,69.0,S,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",10071;10612;11366;4414
dardic-asymmetric,PATH,PATH,surg1246,plains,23.045719,83.189104,SSr,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",5523
dardic-asymmetric,PATH,PATH,thar1284,plains,28.837028,80.320613,Sunha,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,vasa1239,plains,,,,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,PATH,PATH,wagd1238,plains,24.137701,74.047239,mewari_bannoda,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",4009
dardic-asymmetric,PATH,PATH,west2386,plains,31.1704,72.7097,L,"[""pántʰā"", ""Other resolved families"", ""No included family""]","[0.0, 1.0, 0.0]",11363
dardic-asymmetric,FIRE,FIRE,bate1261,dardic,34.95,72.92,bhatr,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,brok1247,dardic,34.53,76.6,bro,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,chil1275,dardic,35.25,73.33,Chil,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.0, 0.0, 1]",
dardic-asymmetric,FIRE,FIRE,dame1241,dardic,35.3,71.68,Dm,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.5, 0.5, 0.0]",11679;125
dardic-asymmetric,FIRE,FIRE,gawa1247,dardic,35.2,71.54,Gaw,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,gowr1239,dardic,35.1243,73.1233,Gowro,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,gran1245,dardic,34.65,70.73,Gng,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,indu1241,dardic,35.34,73.02,Mai,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,kala1372,dardic,35.64,71.67,Kal,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,kala1373,dardic,35.53,72.57,Bshk,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,kalk1245,dardic,35.41,72.17,Kalk,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,kash1277,dardic,33.13,75.57,dod,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.3333333333333333, 0.6666666666666666, 0.0]",125;5318;5946
dardic-asymmetric,FIRE,FIRE,khow1242,dardic,36.0,72.0,Kho,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.5, 0.5, 0.0]",125;6310
dardic-asymmetric,FIRE,FIRE,kund1257,dardic,34.56,73.83,Kund,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,nort2666,dardic,34.66,70.43,Pas,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,phal1254,dardic,35.51,71.84,Phal,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,savi1242,dardic,35.3,71.56,Sv,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[1.0, 0.0, 0.0]",125
dardic-asymmetric,FIRE,FIRE,shin1264,dardic,34.65,75.29,Sh,"[""áŋgāra"", ""Other resolved families"", ""No included family""]","[0.5, 0.5, 0.0]",125;7982
