chart,view,concept,unit,group,latitude,longitude,representative_language,categories,values,families
dardic-language-evidence,RIVER,RIVER,indu1241,dardic,35.34,73.02,Mai,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[1, 0.0, 0.0, 0.0, 0.0, 0.0]",13415
dardic-language-evidence,RIVER,RIVER,kala1372,dardic,35.64,71.67,Kal,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 1, 0.0]",9645
dardic-language-evidence,RIVER,RIVER,kala1373,dardic,35.53,72.57,Bshk,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,kalk1245,dardic,35.41,72.17,Kalk,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,kash1277,dardic,34.17,74.33,K,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[1, 0.0, 0.0, 0.0, 0.0, 0.0]",13415
dardic-language-evidence,RIVER,RIVER,khow1242,dardic,36.0,72.0,Kho,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 1, 0.0, 0.0]",13415;4456
dardic-language-evidence,RIVER,RIVER,kund1257,dardic,34.56,73.83,Kund,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,nort2666,dardic,34.66,70.43,Pas,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 1, 0.0]",4453
dardic-language-evidence,RIVER,RIVER,phal1254,dardic,35.51,71.84,Phal,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 1, 0.0]",13137
dardic-language-evidence,RIVER,RIVER,savi1242,dardic,35.3,71.56,Sv,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,shin1264,dardic,34.65,75.29,Sh,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[1, 0.0, 0.0, 0.0, 0.0, 0.0]",13415
dardic-language-evidence,RIVER,RIVER,shum1235,dardic,34.48,70.57,Shum,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,tira1253,dardic,34.18,69.59,Tir,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[1, 0.0, 0.0, 0.0, 0.0, 0.0]",13415
dardic-language-evidence,RIVER,RIVER,torw1241,dardic,35.21,72.55,Tor,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,usho1238,dardic,35.139395,72.67756,Ush,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,adiv1239,plains,18.3234,82.8806,AdivasiOriya,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,assa1263,plains,26.7509,94.2037,A,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 1, 0.0, 0.0]",3952;6943
dardic-language-evidence,RIVER,RIVER,avan1234,plains,33.994201,72.483087,awan,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,bagh1251,plains,24.482879,81.356341,bagheli_lakshman,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,bagr1243,plains,29.40465,74.40918,bagri_fatehabad,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,beng1280,plains,23.471,88.5565,B,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 1, 0.0, 0.0]",3952;6943
dardic-language-evidence,RIVER,RIVER,bhat1265,plains,19.2778,82.1341,Bhatri,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,bhil1251,plains,20.85,73.9592,Bhili,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,bhil1253,plains,22.58346,74.59014,Bhilali,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,bish1244,plains,24.5,91.8,Bishnupriya,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,braj1242,plains,26.48,78.08,Brj,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,buks1238,plains,29.397962,79.126163,Buksa,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,bund1253,plains,25.008376,79.564258,bundeli_atarra,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,chha1249,plains,21.225068,82.028298,NDu,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 1, 0.0, 0.0]",6943;7047
dardic-language-evidence,RIVER,RIVER,chit1274,plains,27.58,84.41,Chitwan,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,dang1260,plains,27.88,81.78,Dang,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,dhun1238,plains,26.696403,75.972699,dhundari_bamore,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,dung1251,plains,,,,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,east2316,plains,26.666667,87.5,Morang,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,godw1241,plains,25.417504,73.107785,marwari_bagra,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,guja1253,plains,34.043002,73.225443,Goj,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,hada1254,plains,25.138213,76.876916,hadothi_kelwada,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,hado1235,plains,24.85,75.84,had,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,hajo1238,plains,25.5143,89.8594,Hajong,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,halb1244,plains,20.31,81.37,hal,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,hind1269,plains,28.7041,77.1025,H,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,kach1277,plains,23.83,69.0,kcch,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,kana1281,plains,27.0437956,79.8951742,Kannauji-Central,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,kath1250,plains,28.53981,80.797511,Kathoriya,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,khan1272,plains,21.3181,74.142,Khandesi,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,konk1267,plains,15.2993,74.124,Ko,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,maga1260,plains,25.0915,85.3335,MagahiNepal,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,malv1243,plains,24.243083,75.027707,mewari_basad,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,mara1378,plains,18.5204,73.8567,M,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,marw1260,plains,27.0,75.07,Marw,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 1, 0.0, 0.0]",6943;7047
dardic-language-evidence,RIVER,RIVER,mewa1249,plains,25.084731,74.220835,mewari_dholpura,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,mewa1250,plains,27.817648,77.035043,mewati_akera,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 1, 0.0, 0.0]",6943;7047
dardic-language-evidence,RIVER,RIVER,nima1243,plains,22.1263,76.1264,Nimadi,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,noir1238,plains,,,,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,oriy1255,plains,21.0,85.0,Or,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 1, 0.0]",5629
dardic-language-evidence,RIVER,RIVER,paha1251,plains,33.148,73.7537,poth,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,paly1238,plains,21.937,75.233,PalyaBareli,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,panj1256,plains,30.04,75.67,P,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,paur1238,plains,21.228,74.337,PauriBareli,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,raja1256,plains,26.47,76.2,Rj,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,rajb1243,plains,26.4877,87.79265,MH,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,rana1246,plains,28.65,80.44,Rana,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,rang1265,plains,26.280348,89.39468,BH,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,rath1242,plains,21.4375,74.9958,RathwiBareli,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,rath1243,plains,22.309,73.186,Rathawi,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,sera1259,plains,29.55,71.91,srk,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 1, 0.0]",13580
dardic-language-evidence,RIVER,RIVER,shek1243,plains,27.978027,75.163279,dhundari_badagaon,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,RIVER,RIVER,sind1272,plains,26.0,69.0,S,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 1, 0.0]",13325
dardic-language-evidence,RIVER,RIVER,surg1246,plains,23.045719,83.189104,SSr,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 1, 0.0, 0.0]",6943;7047
dardic-language-evidence,RIVER,RIVER,surj1235,plains,26.0982,87.945,KS,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,thar1284,plains,28.837028,80.320613,Sunha,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,vaag1238,plains,12.21,79.53,VB,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,vasa1239,plains,,,,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,wadi1248,plains,26.07,72.13,WK,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,RIVER,RIVER,wagd1238,plains,24.137701,74.047239,mewari_bannoda,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",6943
dardic-language-evidence,UNRIPE,UNRIPE,dame1241,dardic,35.3,71.68,Dm,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[1, 0.0, 0.0, 0.0, 0.0, 0.0]",1236
dardic-language-evidence,UNRIPE,UNRIPE,gowr1239,dardic,35.1243,73.1233,Gowro,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 1, 0.0]",7563
dardic-language-evidence,UNRIPE,UNRIPE,indu1241,dardic,35.34,73.02,Mai,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 1, 0.0, 0.0]",2613;7563
dardic-language-evidence,UNRIPE,UNRIPE,kala1372,dardic,35.64,71.67,Kal,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[1, 0.0, 0.0, 0.0, 0.0, 0.0]",1236
dardic-language-evidence,UNRIPE,UNRIPE,kala1373,dardic,35.53,72.57,Bshk,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[1, 0.0, 0.0, 0.0, 0.0, 0.0]",1236
dardic-language-evidence,UNRIPE,UNRIPE,kash1277,dardic,34.17,74.33,K,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 1, 0.0, 0.0, 0.0]",1236;2613
dardic-language-evidence,UNRIPE,UNRIPE,khow1242,dardic,36.0,72.0,Kho,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[1, 0.0, 0.0, 0.0, 0.0, 0.0]",1236
dardic-language-evidence,UNRIPE,UNRIPE,nort2666,dardic,34.66,70.43,Pas,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 0.0, 1]",
dardic-language-evidence,UNRIPE,UNRIPE,phal1254,dardic,35.51,71.84,Phal,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[1, 0.0, 0.0, 0.0, 0.0, 0.0]",1236
dardic-language-evidence,UNRIPE,UNRIPE,shin1264,dardic,34.65,75.29,Sh,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[1, 0.0, 0.0, 0.0, 0.0, 0.0]",1236
dardic-language-evidence,UNRIPE,UNRIPE,shum1235,dardic,34.48,70.57,Shum,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[1, 0.0, 0.0, 0.0, 0.0, 0.0]",1236
dardic-language-evidence,UNRIPE,UNRIPE,tira1253,dardic,34.18,69.59,Tir,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[1, 0.0, 0.0, 0.0, 0.0, 0.0]",1236
dardic-language-evidence,UNRIPE,UNRIPE,awad1243,plains,27.59,82.47,Aw,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",2613
dardic-language-evidence,UNRIPE,UNRIPE,beng1280,plains,23.471,88.5565,B,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 1, 0.0, 0.0]",2613;6875
dardic-language-evidence,UNRIPE,UNRIPE,chit1274,plains,27.58,84.41,Chitwan,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",2613
dardic-language-evidence,UNRIPE,UNRIPE,dang1260,plains,27.88,81.78,Dang,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",2613
dardic-language-evidence,UNRIPE,UNRIPE,east2316,plains,26.666667,87.5,Morang,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",2613
dardic-language-evidence,UNRIPE,UNRIPE,guja1252,plains,22.69,71.1,G,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",2613
dardic-language-evidence,UNRIPE,UNRIPE,hind1269,plains,28.7041,77.1025,H,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 1, 0.0, 0.0]",2613;4012
dardic-language-evidence,UNRIPE,UNRIPE,kach1277,plains,23.83,69.0,kcch,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",2613
dardic-language-evidence,UNRIPE,UNRIPE,mait1250,plains,26.38,86.22,Mth,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",2613
dardic-language-evidence,UNRIPE,UNRIPE,mara1378,plains,18.5204,73.8567,M,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 1, 0.0, 0.0]",14114;2613
dardic-language-evidence,UNRIPE,UNRIPE,oriy1255,plains,21.0,85.0,Or,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",2613
dardic-language-evidence,UNRIPE,UNRIPE,panj1256,plains,30.04,75.67,P,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 1, 0.0]",1340
dardic-language-evidence,UNRIPE,UNRIPE,rana1246,plains,28.65,80.44,Rana,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 1, 0.0, 0.0, 0.0, 0.0]",2613
dardic-language-evidence,UNRIPE,UNRIPE,sind1272,plains,26.0,69.0,S,"[""Dardic-associated family only"", ""Plains-associated family only"", ""Both focal families"", ""One focal + other families"", ""Other families only"", ""No resolved family""]","[0.0, 0.0, 0.0, 0.0, 1, 0.0]",413
