concept_id,concept,score,legacy_coverage_score,support_factor,dardic_positive_votes,plains_positive_votes,separation,eligible,dardic_family_id,dardic_family,plains_family_id,plains_family,dardic_linked,plains_linked,dardic_observed,plains_observed,dardic_coverage,plains_coverage,dardic_own,plains_own,dardic_cross,plains_cross,legacy_rank,rank
1329,TOMORROW,0.18192,0.134553,0.4,2.0,22.25,0.454799,True,10763,rucitá,3104,kālya,7,32,19,66,0.3684210526315789,0.48484848484848486,0.2857142857142857,0.6953125,0.07142857142857142,0,455,472
1547,SOUP,0.180952,0.130301,0.4,2.0,2.833333333333333,0.452381,False,3637,kvatʰita,10650,rása,4,7,6,9,0.6666666666666666,0.7777777777777778,0.5,0.4047619047619047,0,0,470,473
11,DARKNESS,0.180926,0.391716,0.4,2.0,15.833333333333332,0.452315,True,1187,āndʰya,386,andʰakāra,10,18,12,20,0.8333333333333334,0.9,0.2,0.8796296296296295,0.175,0,50,474
1081,BILL,0.18,0.041079,0.2,1.0,4.0,0.9,False,9299,*būsta,6260,dā́tra,1,5,4,6,0.25,0.8333333333333334,1.0,0.8,0,0,1277,475
758,HERON,0.18,0.09,0.2,1.0,4.0,0.9,False,9744,*maṇḍādaka,2595,kaŋká,1,5,1,5,1.0,1.0,1.0,0.8,0,0,698,476
2026,RICE PLANT,0.18,0.06364,0.2,1.0,4.0,0.9,False,12415,śāli,6778,dʰānyà,1,5,1,10,1.0,0.5,1.0,0.8,0,0,966,477
345,SAP,0.18,0.173591,0.4,3.0,2.0,0.45,True,3696,kṣīrá,10650,rása,5,5,7,6,0.7142857142857143,0.8333333333333334,0.6,0.4,0.1,0,336,478
1474,SEA,0.18,0.021096,0.2,1.0,4.0,0.9,False,13254,sáras,13325,sāgara,1,5,7,13,0.14285714285714285,0.38461538461538464,1.0,0.8,0,0,1610,479
2375,VERTICAL,0.18,0.041079,0.2,1.0,4.0,0.9,False,1907,*ut-stʰita,13676,stabdʰa,1,5,3,8,0.3333333333333333,0.625,1.0,0.8,0,0,1279,480
1657,TRUE,0.179812,0.185919,0.5,2.5,6.916666666666666,0.359623,True,13334,sā́dʰana,13112,satyá,7,12,11,14,0.6363636363636364,0.8571428571428571,0.35714285714285715,0.5763888888888888,0.21428571428571427,0,301,481
2409,BROWN,0.179253,0.136729,0.41666666666666663,3.0,2.083333333333333,0.430208,True,4345,gaurá,9690,*bʰrūra,5,8,9,11,0.5555555555555556,0.7272727272727273,0.6,0.26041666666666663,0,0,447,482
1443,WALK,0.179012,0.104127,0.6666666666666666,3.333333333333333,3.6666666666666665,0.268519,True,5836,tíllati,4721,*calyati,10,18,19,63,0.5263157894736842,0.2857142857142857,0.3333333333333333,0.2037037037037037,0,0,607,483
539,NEST,0.177778,0.104595,0.4,2.0,3.5,0.444444,False,10042,mā́na,11591,vāsá,4,9,8,13,0.5,0.6923076923076923,0.5,0.3888888888888889,0,0,605,484
2124,SMELL,0.177778,0.10264,0.5,3.0,2.5,0.355556,True,4014,gandʰá,4131,*gāndʰa,5,9,9,15,0.5555555555555556,0.6,0.6,0.2777777777777778,0,0.16666666666666666,613,485
1595,SOUTH,0.177778,0.039752,0.2,1.0,7.0,0.888889,False,3364,kuśa,6119,dákṣiṇa,1,9,5,9,0.2,1.0,1.0,0.7777777777777778,0,0,1308,486
2493,BOIL,0.177352,0.231018,0.6472222222222223,4.333333333333333,3.236111111111111,0.27402,True,7654-2,*pacyatēaya-,3760,*kʰa-ul,11,21,13,25,0.8461538461538461,0.84,0.3939393939393939,0.1541005291005291,0,0,216,487
411,GOURD,0.175962,0.092297,0.3,1.5,5.5,0.586538,False,5977,*tōrī,711,alā́bu,2,13,3,14,0.6666666666666666,0.9285714285714286,0.75,0.4230769230769231,0,0,678,488
1254,HANDLE,0.175714,0.169116,0.6,3.0,4.2,0.292857,True,6128,daṇḍá,12045,vīṭā,7,14,9,16,0.7777777777777778,0.875,0.42857142857142855,0.3,0,0.14285714285714285,342,489
976,WEAR,0.175648,0.128848,0.4666666666666666,2.333333333333333,5.833333333333333,0.376389,True,1260,āmuñcati,7835,páridadʰāti,5,12,8,16,0.625,0.75,0.4666666666666666,0.4861111111111111,0.2,0,477,490
1925,ARTERY,0.175,0.061872,0.2,1.0,3.0,0.875,False,14113,hirā́,13421,sirā́,1,4,2,4,0.5,1.0,1.0,0.75,0,0,984,491
904,BERRY,0.175,0.0875,0.2,1.0,3.0,0.875,False,3331,kulaka,9125,bádara,1,4,1,4,1.0,1.0,1.0,0.75,0,0,708,492
2348,CRAB,0.175,0.054265,0.2,1.0,7.5,0.875,False,4696,*carpa,2816,karkaṭa,1,10,2,13,0.5,0.7692307692307693,1.0,0.75,0,0,1093,493
376,FRAGRANT,0.175,0.061872,0.2,1.0,3.0,0.875,False,4014,gandʰá,13454,sugandʰa,1,4,2,4,0.5,1.0,1.0,0.75,0,0,985,494
3389,MEASLES,0.175,0.035722,0.2,1.0,1.5,0.875,False,6143,dadrula,3854,kʰasa,1,2,4,3,0.25,0.6666666666666666,1.0,0.75,0,0,1373,495
1740,PINE,0.175,0.156525,0.4,2.0,2.5,0.4375,False,30,*akṣadāruka,13253,sárala,8,4,8,5,1.0,0.8,0.25,0.625,0,0,374,496
2717,STEEP,0.175,0.033072,0.2,1.0,4.5,0.875,False,1804,*uttʰala,7214,nípatati,1,6,7,6,0.14285714285714285,1.0,1.0,0.75,0,0,1431,497
126,SWEAT (PERSPIRE),0.175,0.039131,0.2,1.0,1.5,0.875,False,8826,prásarpati,8896,*prasvidyati,1,2,2,5,0.5,0.4,1.0,0.75,0,0,1313,498
3538,TAKE OFF,0.175,0.050518,0.2,1.5,1.0,0.875,False,7324,*nirjahāti,2363,*ullagyati,2,1,3,2,0.6666666666666666,0.5,0.75,1.0,0,0,1145,499
2891,TIE UP (TETHER),0.175,0.058992,0.2,1.0,7.5,0.875,False,11420,valgā,8478,pragrahá,1,10,2,11,0.5,0.9090909090909091,1.0,0.75,0,0,1021,500
462,WRAPPER,0.175,0.0875,0.2,1.0,1.5,0.875,False,11410,*valayitra,12131,vēṣṭana,1,2,1,2,1.0,1.0,1.0,0.75,0,0,711,501
1672,WRITE,0.175,0.082496,0.4,2.0,2.5,0.4375,False,7220,*nipēśayati,11048,likʰáti,4,4,9,8,0.4444444444444444,0.5,0.5,0.625,0.25,0,761,502
641,MUSHROOM,0.173864,0.067433,0.3,1.5,4.5,0.579545,False,12468,śilīndʰra,4975,cʰattrāka,2,11,5,13,0.4,0.8461538461538461,0.75,0.4090909090909091,0,0,922,503
1927,BAMBOO,0.17381,0.035269,0.2,1.0,10.333333333333332,0.869048,False,9136,bandʰá,11175,vaṁśá,1,14,5,17,0.2,0.8235294117647058,1.0,0.738095238095238,0,0,1392,504
21,TASTE (SOMETHING),0.173333,0.035382,0.2,1.0,7.583333333333333,0.866667,False,13923,svāda,4557,*cakṣati,1,10,5,12,0.2,0.8333333333333334,1.0,0.7583333333333333,0,0.025,1380,505
2148,PICK,0.173056,0.15833,0.4,2.0,5.583333333333333,0.432639,True,1809,*utpaṭati,6079,trōṭáyati,5,12,8,14,0.625,0.8571428571428571,0.4,0.46527777777777773,0,0,366,506
1629,EVENING,0.172703,0.118691,0.3,1.5,31.5,0.575676,True,5692,támisrā,12918,saṁdʰyā́,5,37,16,68,0.3125,0.5441176470588235,0.3,0.8513513513513513,0,0,525,507
956,FLEE,0.172294,0.259441,0.4,2.0,6.333333333333332,0.430736,True,5534,ḍáyatē,9361,bʰajyátē,7,11,8,13,0.875,0.8461538461538461,0.2857142857142857,0.5757575757575757,0,0,173,508
3075,SLANTED,0.172222,0.086111,0.2,1.0,6.5,0.861111,False,5474,ṭēraka,5822,tiraścá,1,9,1,9,1.0,1.0,1.0,0.7222222222222222,0,0,728,509
1115,SPEECH,0.171515,0.38008,0.4,9.2,2.0,0.428788,True,11564,vārtta,11199,vacaná,12,11,12,14,1.0,0.7857142857142857,0.7666666666666666,0.18181818181818182,0,0.09090909090909091,58,510
813,DO,0.170278,0.246805,0.5666666666666667,2.833333333333333,10.5,0.30049,True,13756,stʰāpáyati,2814,karṓti,10,17,12,21,0.8333333333333334,0.8095238095238095,0.2833333333333333,0.6176470588235294,0.3,0,185,511
1931,BEESWAX,0.17,0.037275,0.2,1.0,8.5,0.85,False,13390,siktʰa,9778,madana,1,10,4,13,0.25,0.7692307692307693,1.0,0.85,0,0.15,1347,512
3947,HONEYCOMB,0.168889,0.081763,0.26666666666666666,2.0,1.3333333333333333,0.633333,False,9989,mākṣiká,3539,kṓśa,2,5,4,6,0.5,0.8333333333333334,1.0,0.26666666666666666,0,0,768,513
27,AIR,0.16875,0.034446,0.2,1.0,5.5,0.84375,False,4131,*gāndʰa,11497,vātara,1,8,6,8,0.16666666666666666,1.0,1.0,0.6875,0,0,1406,514
818,WILLOW,0.16875,0.071955,0.2,5.5,1.0,0.84375,False,12097,vēta,12101,vētrá,8,1,11,1,0.7272727272727273,1.0,0.6875,1.0,0,0,857,515
3413,IN THIS WAY,0.168182,0.036006,0.2,1.0,7.499999999999999,0.840909,False,1611,īdŕ̩śa,2530,ēṣá,1,11,5,12,0.2,0.9166666666666666,1.0,0.6818181818181818,0,0,1369,516
2604,NOOSE,0.168182,0.059461,0.2,1.0,9.0,0.840909,False,8133,pā́śa,13813,spāśa,1,11,2,11,0.5,1.0,1.0,0.8181818181818182,0,0.13636363636363635,1015,517
381,BLAME,0.168056,0.027505,0.2,1.0,4.083333333333333,0.840278,False,14123,hīḍati,6587,dōṣa,1,6,7,8,0.14285714285714285,0.75,1.0,0.6805555555555555,0,0,1517,518
847,THIRSTY,0.168056,0.117901,0.4666666666666666,2.333333333333333,3.0,0.360119,True,5944,tr̩ṣyā́vant,8200,pipāsitá,8,7,16,16,0.5,0.4375,0.29166666666666663,0.42857142857142855,0,0,531,519
1990,BECOME,0.167951,0.343361,0.35,11.583333333333332,1.75,0.479861,True,9416,bʰávati,13773,stʰīyátē,15,8,15,10,1.0,0.8,0.7722222222222221,0.21875,0,0.03125,87,520
123,FOREHEAD,0.167782,0.23715,0.5666666666666667,2.833333333333333,10.583333333333334,0.296086,True,5803,tā́lu,2744,kapā́la,9,22,10,25,0.9,0.88,0.31481481481481477,0.4810606060606061,0.2037037037037037,0,199,521
549,COPULATE,0.1675,0.056464,0.2,1.0,6.75,0.8375,False,10418,yábʰati,4929,*cōddati,1,10,2,11,0.5,0.9090909090909091,1.0,0.675,0,0,1061,522
1786,DRY UP,0.1675,0.191132,0.4,2.0,3.5,0.41875,True,12559,śúṣyati,12552,*śuṣkati,5,8,6,8,0.8333333333333334,1.0,0.4,0.4375,0,0,276,523
82,ANGER,0.167222,0.391055,0.4,10.333333333333332,2.0,0.418056,True,10856,rōṣa,10674,rāga,12,14,12,16,1.0,0.875,0.861111111111111,0.14285714285714285,0,0.16785714285714287,51,524
1418,DIG,0.166927,0.231075,0.5,2.5,5.683333333333334,0.333854,True,3489,*kōcc,3934,*kʰōdd,8,16,9,19,0.8888888888888888,0.8421052631578947,0.3125,0.35520833333333335,0,0,215,525
3452,MUCH,0.166781,0.194485,0.7166666666666666,4.5,3.583333333333333,0.232718,True,9193,bahura,9190,bahutva,11,16,14,18,0.7857142857142857,0.8888888888888888,0.4090909090909091,0.22395833333333331,0.13636363636363635,0.03125,269,526
425,BE LATE,0.166667,0.032275,0.2,1.0,2.0,0.833333,False,4824,cirá,11891,vilambatē,1,3,4,5,0.25,0.6,1.0,0.6666666666666666,0,0,1437,527
1407,BREATHE,0.166667,0.024056,0.2,1.0,2.0,0.833333,False,9102,*pʰūtka,7462,niśvāsa,1,3,6,6,0.16666666666666666,0.5,1.0,0.6666666666666666,0,0,1572,528
3396,BUILDING,0.166667,0.029463,0.2,1.0,2.0,0.833333,False,4753,cāyayati,1880,*utsāra,1,3,4,6,0.25,0.5,1.0,0.6666666666666666,0,0,1480,529
3168,DOWRY,0.166667,0.048113,0.2,1.0,5.333333333333333,0.833333,False,6279,dāpya,6290,dā́yādya,1,8,3,8,0.3333333333333333,1.0,1.0,0.6666666666666666,0,0,1187,530
2030,DRAG,0.166667,0.109109,0.4,2.0,2.0,0.416667,False,6613,*drakk,726a,*avakaḍḍʰati,4,6,7,8,0.5714285714285714,0.75,0.5,0.3333333333333333,0,0,587,531
418,FOR A LONG TIME,0.166667,0.058926,0.2,1.0,2.0,0.833333,False,6368,dīrgʰá,4824,cirá,1,3,2,3,0.5,1.0,1.0,0.6666666666666666,0,0,1022,532
2927,FROM HERE,0.166667,0.041667,0.2,1.0,2.0,0.833333,False,5881a,*turīyavāsa,7799t,parā́ri,1,3,3,4,0.3333333333333333,0.75,1.0,0.6666666666666666,0,0,1271,533
2588,GLOBE,0.166667,0.083333,0.2,1.0,2.0,0.833333,False,8168,píṇḍa,4321,gōla,1,3,1,3,1.0,1.0,1.0,0.6666666666666666,0,0,754,534
2041,HEMP,0.166667,0.077579,0.4,2.0,4.0,0.416667,False,9354,bʰaŋgá,12272,śaṇá,2,13,2,15,1.0,0.8666666666666667,1.0,0.3076923076923077,0,0.47435897435897434,805,535
602,HIDE (CONCEAL),0.166667,0.083333,0.2,1.0,2.0,0.833333,False,3779,kʰaṭṭáyati,2829,kárjati,1,3,1,3,1.0,1.0,1.0,0.6666666666666666,0,0,755,536
1918,MANE,0.166667,0.041667,0.2,4.0,1.0,0.833333,False,4768,*cāla,11572,vā́la,6,1,8,3,0.75,0.3333333333333333,0.6666666666666666,1.0,0,0,1272,537
2244,METAL,0.166667,0.030429,0.2,1.0,1.3333333333333333,0.833333,False,3264,kuṇḍá,14050,*hāṇḍa,1,2,3,5,0.3333333333333333,0.4,1.0,0.6666666666666666,0,0,1466,538
333,PLAIT,0.166667,0.13484,0.4,2.0,3.0,0.416667,False,4883,cū́ḍa,11773,*vināti,4,9,5,11,0.8,0.8181818181818182,0.5,0.3333333333333333,0,0,452,539
1875,REGRET,0.166667,0.032275,0.2,1.0,2.0,0.833333,False,6494,dūyatē,8010,*paścōttāpa,1,3,4,5,0.25,0.6,1.0,0.6666666666666666,0,0,1438,540
3050,SEEDLING,0.166667,0.045644,0.2,2.0,1.0,0.833333,False,9252,*bījadʰāna,7969,pallava,3,1,5,2,0.6,0.5,0.6666666666666666,1.0,0,0,1224,541
2283,SEMEN,0.166667,0.072169,0.2,1.0,2.0,0.833333,False,9250,bī́ja,9240,bindú,1,3,1,4,1.0,0.75,1.0,0.6666666666666666,0,0,854,542
1983,SNORE,0.166667,0.028868,0.2,1.0,2.0,0.833333,False,2814,karṓti,4487,gʰúrati,1,3,5,5,0.2,0.6,1.0,0.6666666666666666,0,0,1497,543
236,STEPMOTHER,0.166667,0.015528,0.2,1.0,3.333333333333333,0.833333,False,9935,mahallaka,10024,*mātrēya,1,5,16,9,0.0625,0.5555555555555556,1.0,0.6666666666666666,0,0,1669,544
2838,TAME,0.166667,0.045644,0.2,1.0,2.0,0.833333,False,13597,sēvita,8408,pṓṣa,1,3,2,5,0.5,0.6,1.0,0.6666666666666666,0,0,1226,545
2766,WATERMELON,0.166667,0.029463,0.2,1.0,2.0,0.833333,False,2823,karkāru,3100,kālinda,1,3,6,4,0.16666666666666666,0.75,1.0,0.6666666666666666,0,0,1482,546
1374,RING,0.166014,0.078009,0.7,3.5,9.394444444444444,0.237162,True,138,aŋguṣṭʰya,10203,mudrā́,7,37,17,69,0.4117647058823529,0.5362318840579711,0.5,0.2539039039039039,0,0.2795795795795796,799,547
277,SPINDLE,0.165714,0.117921,0.6,3.0,3.5,0.27619,True,5717,tarkú,5717-5,*tarkull-,5,14,6,16,0.8333333333333334,0.875,0.6,0.25,0,0.29761904761904756,530,548
1227,BOARD,0.165,0.15591,0.4,2.0,5.0,0.4125,True,9493,bʰitta,7699,paṭṭa,5,8,7,10,0.7142857142857143,0.8,0.4,0.625,0.2,0,376,549
1389,TOE,0.165,0.085635,0.6,3.0,5.333333333333333,0.275,False,135,aŋgúli,138,aŋguṣṭʰya,4,20,6,22,0.6666666666666666,0.9090909090909091,0.75,0.26666666666666666,0,0.4666666666666666,734,550
1431,FREEZE,0.164583,0.138789,0.3,1.5,4.333333333333334,0.548611,False,9134,badʰyátē,10428,yamyátē,4,6,10,6,0.4,1.0,0.375,0.7222222222222223,0,0,439,551
923,LOVE,0.164394,0.083635,0.4,2.0,4.0,0.410985,False,4815,cintáyati,10060,māyā́,4,11,10,17,0.4,0.6470588235294118,0.5,0.36363636363636365,0.041666666666666664,0,750,552
383,MASTER,0.164103,0.083863,0.4,2.0,2.0,0.410256,False,6180,dámūnas,6722,dʰanín,3,13,6,14,0.5,0.9285714285714286,0.6666666666666666,0.15384615384615385,0,0,749,553
1318,CHICKEN,0.163889,0.135713,0.4666666666666666,2.333333333333333,12.5,0.35119,True,4571,caṭaka,f_3smlfjflb2ukg,murɣ,8,28,16,60,0.5,0.4666666666666667,0.29166666666666663,0.44642857142857145,0,0.03571428571428571,449,554
893,TIN (METAL),0.163889,0.050181,0.2,1.0,3.833333333333333,0.819444,False,5528,*ḍabba,10562,raŋga,1,6,2,8,0.5,0.75,1.0,0.6388888888888888,0,0,1152,555
1286,HOT,0.16366,0.10899,1,7.999999999999999,8.533333333333333,0.16366,True,5679,taptá,2389,uṣṇá,16,39,21,67,0.7619047619047619,0.582089552238806,0.49999999999999994,0.2188034188034188,0.041666666666666664,0.3498168498168498,590,556
2350,EARTHWORM,0.163636,0.043452,0.2,1.0,7.0,0.818182,False,9564,*bʰūmisēcana,3459,*kēñcuka,1,11,3,13,0.3333333333333333,0.8461538461538461,1.0,0.6363636363636364,0,0,1253,557
3590,EIGHTY NINE,0.163636,0.081818,0.2,1.0,7.499999999999999,0.818182,False,2497,ēkōnanavati,2409,ūnanavati,1,11,1,11,1.0,1.0,1.0,0.6818181818181818,0,0.045454545454545456,766,558
3066,SCARF OR TURBAN,0.163519,0.144531,0.4,2.0,11.116666666666667,0.408796,True,10918,*laṭṭa,7644,*paggā,5,18,9,20,0.5555555555555556,0.9,0.4,0.6175925925925926,0.2,0,415,559
3078,IRRIGATE,0.163333,0.031789,0.2,1.0,6.333333333333333,0.816667,False,13266,sárga,13394,siñcáti,1,10,6,11,0.16666666666666666,0.9090909090909091,1.0,0.6333333333333333,0,0,1446,560
679,BRIGHT,0.163167,0.164354,0.4,2.0,4.158333333333333,0.407917,True,8711,*prabʰāla,1670,ujjvala,5,10,7,11,0.7142857142857143,0.9090909090909091,0.4,0.41583333333333333,0,0,355,561
2215,BECOME ANGRY,0.1625,0.029668,0.2,1.0,6.0,0.8125,False,10791,ruṣṭa,10794,rúṣyati,1,8,6,10,0.16666666666666666,0.8,1.0,0.75,0,0.125,1477,562
2177,MATERNAL GRANDMOTHER,0.1625,0.037158,0.3,3.0,1.5,0.541667,False,10058,*māmikā,997,*āī,6,2,17,6,0.35294117647058826,0.3333333333333333,0.5,0.75,0.16666666666666666,0,1350,563
2900,PROTECT,0.1625,0.03071,0.2,2.5,1.0,0.8125,False,10547,rákṣati,7419,nivārayati,4,1,7,4,0.5714285714285714,0.25,0.625,1.0,0,0,1457,564
958,WILD ANIMAL,0.1625,0.036336,0.2,1.0,2.5,0.8125,False,10274,*mr̩gākāra,12765,*śvāpadya,1,4,5,4,0.2,1.0,1.0,0.625,0,0,1363,565
77,YOUNG WOMAN,0.1625,0.06634,0.2,1.0,2.5,0.8125,False,13736,*straika,5712,táruṇa,1,4,1,6,1.0,0.6666666666666666,1.0,0.625,0,0,939,566
430,TWIST,0.162338,0.221249,0.41666666666666663,4.5,2.083333333333333,0.38961,True,12132,vēṣṭáyati,11356,vartáyati,7,11,9,13,0.7777777777777778,0.8461538461538461,0.6428571428571429,0.18939393939393936,0,0.053030303030303025,227,567
784,SNOW,0.162281,0.119567,0.4,12.25,2.0,0.405702,False,14096,himá,8959,prālēya,19,4,20,7,0.95,0.5714285714285714,0.6447368421052632,0.5,0,0.3333333333333333,521,568
898,TRADE,0.161795,0.029464,0.2,1.0,8.033333333333333,0.808974,False,12070,vr̩tti,11233,vaṇijyā́,1,13,7,14,0.14285714285714285,0.9285714285714286,1.0,0.617948717948718,0,0,1479,569
2544,SHEPHERD,0.161458,0.107473,0.5,2.5,3.0,0.322917,True,7987,paśupāla,10548,rakṣapāla,8,9,13,32,0.6153846153846154,0.28125,0.3125,0.3333333333333333,0,0,594,570
245,BROOM,0.161373,0.07689,0.4,2.0,13.833333333333332,0.403431,True,10081,mārjana,9188,bahukāra,5,34,18,65,0.2777777777777778,0.5230769230769231,0.4,0.40686274509803916,0,0,812,571
1502,GOAT,0.161244,0.199043,0.55,2.75,18.25,0.293171,True,145,ajá,9153,bárkara,18,40,22,71,0.8181818181818182,0.5633802816901409,0.1527777777777778,0.45625,0.018518518518518517,0.004166666666666667,260,572
1381,SHOE,0.161146,0.026056,0.2,1.0,9.783333333333333,0.805729,False,2167,upaccʰada,10479,yuktá,1,16,9,17,0.1111111111111111,0.9411764705882353,1.0,0.6114583333333333,0,0,1537,573
3302,QUARREL (VERB),0.161111,0.028481,0.2,1.0,1.833333333333333,0.805556,False,10133,miláti,5321,*jʰagaḍ,1,3,4,6,0.25,0.5,1.0,0.611111111111111,0,0,1502,574
343,VINE,0.161111,0.069763,0.26666666666666666,1.3333333333333333,2.0,0.604167,False,10928,latā,6628,drā́kṣā,4,2,6,4,0.6666666666666666,0.5,0.3333333333333333,1.0,0.125,0,898,575
763,SKIN,0.160731,0.16632,0.6,3.0,12.200000000000003,0.267885,True,4124,gā́tra,3848,kʰalla,13,40,19,71,0.6842105263157895,0.5633802816901409,0.23076923076923078,0.30500000000000005,0,0,348,576
356,SHEARS,0.160256,0.034531,0.2,1.0,7.833333333333333,0.801282,False,2866,*kartyā,2858,kartari,1,13,5,14,0.2,0.9285714285714286,1.0,0.6025641025641025,0,0,1403,577
499,CURE,0.16,0.021381,0.2,1.0,3.0,0.8,False,10860,rṓha,4918,cōkṣa,1,5,7,10,0.14285714285714285,0.5,1.0,0.6,0,0,1607,578
504,LEARN,0.16,0.03266,0.2,3.0,1.0,0.8,False,12430,śíkṣatē,5281,jñāna,5,1,6,5,0.8333333333333334,0.2,0.6,1.0,0,0,1434,579
1608,LISTEN,0.16,0.024689,0.4,2.0,2.5,0.4,False,12598,śr̩ṇṓti,12962,*saṁbʰalati,2,10,6,35,0.3333333333333333,0.2857142857142857,1.0,0.25,0,0.45,1563,580
3153,LORD,0.16,0.036515,0.2,1.0,3.0,0.8,False,6180,dámūnas,5488,ṭʰakkura,1,5,3,8,0.3333333333333333,0.625,1.0,0.6,0,0,1359,581
2015,MAKE DRY,0.16,0.067612,0.2,1.0,3.0,0.8,False,12548,śúṣka,12645,śōṣáyati,1,5,1,7,1.0,0.7142857142857143,1.0,0.6,0,0,920,582
938,MARE,0.16,0.008587,0.2,3.0,1.0,0.8,False,4516,gʰōṭa,5877,turaga,5,1,14,31,0.35714285714285715,0.03225806451612903,0.6,1.0,0,0,1722,583
1809,PIMPLE,0.16,0.036515,0.2,1.0,3.0,0.8,False,8306,púṣya,3886,*kʰila,1,5,3,8,0.3333333333333333,0.625,1.0,0.6,0,0,1361,584
3649,PUNISH,0.16,0.030237,0.2,1.0,3.0,0.8,False,11004,lāgáyati,12419,śā́sati,1,5,5,7,0.2,0.7142857142857143,1.0,0.6,0,0,1467,585
338,RAKE,0.16,0.035777,0.2,1.0,3.0,0.8,False,2970,kaṣá,6160,*dantāla,1,5,5,5,0.2,1.0,1.0,0.6,0,0,1371,586
1039,SHOW,0.16,0.117851,0.4,2.0,2.0,0.4,True,8134,*pāśayati,6507,*dr̩kṣati,5,5,9,8,0.5555555555555556,0.625,0.4,0.4,0,0,533,587
544,SPICY,0.16,0.056569,0.2,1.0,3.0,0.8,False,5938,tr̩ṣṭá,2641,kaṭú,1,5,1,10,1.0,0.5,1.0,0.6,0,0,1057,588
3837,ASTRINGENT,0.158333,0.079167,0.2,1.0,3.5,0.791667,False,4727,caṣati,2974,kaṣāya,1,6,1,6,1.0,1.0,1.0,0.5833333333333334,0,0,793,589
1712,OATH,0.158333,0.106213,0.3,1.5,5.0,0.527778,False,12292,śaptá,12290,śapátʰa,3,9,4,15,0.75,0.6,0.5,0.5555555555555556,0,0,598,590
1753,TOP,0.158333,0.094412,0.4,2.0,2.333333333333333,0.395833,False,3779,kʰaṭṭáyati,4883,cū́ḍa,4,8,9,10,0.4444444444444444,0.8,0.5,0.29166666666666663,0,0,667,591
2921,THEN,0.157619,0.184771,0.4,2.0,5.5,0.394048,True,5639,tátas,5753,tā́t,7,10,12,13,0.5833333333333334,0.7692307692307693,0.2857142857142857,0.55,0.047619047619047616,0,306,592
1415,THINK (REFLECT),0.1575,0.085732,0.3,1.5,1.5,0.525,False,5271,jṓṣati,9857,mányatē,2,5,3,5,0.6666666666666666,1.0,0.75,0.3,0,0,730,593
812,SLAVE,0.157153,0.148418,0.5166666666666666,4.0,2.583333333333333,0.304167,True,10984,*lavaṇḍa,9135,bandī,10,10,14,30,0.7142857142857143,0.3333333333333333,0.4,0.2583333333333333,0,0.05,398,594
620,INSECT,0.157143,0.12755,0.4,2.0,4.0,0.392857,False,3438,kŕ̩mi,8393,*pōkka,4,14,5,17,0.8,0.8235294117647058,0.5,0.2857142857142857,0,0,485,595
1741,ABOVE,0.156692,0.170108,0.4,2.0,19.666666666666664,0.39173,True,2426,ūrdʰvá,2333,*uppari,8,33,14,64,0.5714285714285714,0.515625,0.25,0.5959595959595959,0.0625,0,341,596
2885,HERD (SOMETHING),0.156667,0.163194,0.4,2.0,3.833333333333333,0.391667,True,10632,rambʰa,11331,várga,5,10,6,12,0.8333333333333334,0.8333333333333334,0.4,0.3833333333333333,0,0,359,597
632,LIZARD,0.156667,0.094075,0.4,3.5,2.0,0.391667,True,3418,kr̩kalāsá,4431,*gʰaragōlī,6,5,10,13,0.6,0.38461538461538464,0.5833333333333334,0.4,0,0.2,670,598
1561,ARMY,0.15625,0.157485,0.3,1.5,3.333333333333334,0.520833,False,9161,bála,6215,dala,4,5,5,7,0.8,0.7142857142857143,0.375,0.6666666666666667,0,0,371,599
1944,GOD,0.15625,0.045105,0.4,2.0,2.25,0.390625,False,6180,dámūnas,5488,ṭʰakkura,4,8,12,32,0.3333333333333333,0.25,0.5,0.28125,0,0,1232,600
1029,JEWEL,0.15625,0.052083,0.2,1.0,4.5,0.78125,False,10152,muktā,9731,maṇí,1,8,2,9,0.5,0.8888888888888888,1.0,0.5625,0,0,1130,601
798,JAW,0.155556,0.109545,0.4666666666666666,2.5,2.333333333333333,0.333333,True,5137,jámbʰa,13966,hánu,6,6,10,12,0.6,0.5,0.4166666666666667,0.38888888888888884,0,0.13888888888888887,585,602
1005,TWINS,0.155556,0.099494,0.4,2.0,2.5,0.388889,False,10496,*yuṭati,5091,*jaḍati,4,9,8,11,0.5,0.8181818181818182,0.5,0.2777777777777778,0,0,639,603
1679,LOAD,0.155425,0.238916,0.5352380952380952,6.45,2.676190476190476,0.290385,True,9459,bʰārá,9393,bʰára,9,13,10,14,0.9,0.9285714285714286,0.7166666666666667,0.20586080586080585,0.05,0.2917582417582417,194,604
202,STRENGTH,0.155208,0.092207,0.3,1.5,7.75,0.517361,False,12250,śákti-,9161,bála,3,12,6,17,0.5,0.7058823529411765,0.5,0.6458333333333334,0.1111111111111111,0,679,605
1684,BUD,0.155128,0.034688,0.2,1.0,7.166666666666667,0.775641,False,9297,*būṭa,2934,kali-,1,13,5,13,0.2,1.0,1.0,0.5512820512820513,0,0,1399,606
1665,BEAT,0.155093,0.142335,0.6666666666666666,3.333333333333333,3.4027777777777777,0.232639,True,6145,dádʰāti,8165,piṭṭayati,15,14,17,33,0.8823529411764706,0.42424242424242425,0.2222222222222222,0.24305555555555555,0,0,424,607
