head_id,family_id,head,family,rule
6502-2,6502,*dʰūrśa,dūrśá,explicitly linked numbered CDIAL subhead
6502-3,6502,*dʰōrśa,dūrśá,explicitly linked numbered CDIAL subhead
6506-2,6506,*dūṣiya,dūṣya,explicitly linked numbered CDIAL subhead
6507-2,6507,*dēkṣati,*dr̩kṣati,explicitly linked numbered CDIAL subhead
651-2,651,*ardʰatr̩tya,ardʰatr̩tīya,explicitly linked numbered CDIAL subhead
6532-2,6532,dēvaputrī,dēvaputra,explicitly linked numbered CDIAL subhead
6546-2,6546,dēvará,dēvŕ̩,explicitly linked numbered CDIAL subhead
6546-3,6546,*dēvraka,dēvŕ̩,explicitly linked numbered CDIAL subhead
6559-2,6559,*dēhalla,dēhalī́,explicitly linked numbered CDIAL subhead
6559-3,6559,*dēhila,dēhalī́,explicitly linked numbered CDIAL subhead
6559-4,6559,*dēhula,dēhalī́,explicitly linked numbered CDIAL subhead
6565-2,6565,dēhuḍḍ(h)ī,*dēhuḍī,explicitly linked numbered CDIAL subhead
6574-2,6574,daíviya,daívya,explicitly linked numbered CDIAL subhead
6576-2,6576,dōgdʰrī́,dōgdʰŕ̩,explicitly linked numbered CDIAL subhead
6585-2,6585,dōlayati,dōlāyatē,explicitly linked numbered CDIAL subhead
6585-3,6585,*dōlyatē,dōlāyatē,explicitly linked numbered CDIAL subhead
6586-2,6586,dōṣán,dṓṣ,explicitly linked numbered CDIAL subhead
6586-3,6586,*dōṣala,dṓṣ,explicitly linked numbered CDIAL subhead
6592-2,6592,dōháyati,*dōhati,explicitly linked numbered CDIAL subhead
6605-2,6605,dauhitrī,daúhitra,explicitly linked numbered CDIAL subhead
6605-3,6605,*dauhitarī,daúhitra,explicitly linked numbered CDIAL subhead
6609-2,6609,*dyūtakārin,dyūtakāra,explicitly linked numbered CDIAL subhead
6618-2,6618,*draṭṭ,*draṭ,explicitly linked numbered CDIAL subhead
6618-3,6618,*draṇṭ,*draṭ,explicitly linked numbered CDIAL subhead
6620-2,6620,*dramṇa,*dramaṇa,explicitly linked numbered CDIAL subhead
6621-2,6621,*drāmayati,drámati,explicitly linked numbered CDIAL subhead
6627-2,6627,*dahara-,draha,explicitly linked numbered CDIAL subhead
6628-2,6628,*drakṣā,drā́kṣā,explicitly linked numbered CDIAL subhead
6630-2,6630,*drāta,drā́ti,explicitly linked numbered CDIAL subhead
6636-2,6636,*drōṇa-,druṇa,explicitly linked numbered CDIAL subhead
6636-3,6636,druṇā,druṇa,explicitly linked numbered CDIAL subhead
6641-2,6641,drṓṇya,drṓṇa,explicitly linked numbered CDIAL subhead
6649-2,6649,*duvaṁdva,dvaṁdvá,explicitly linked numbered CDIAL subhead
6650-2,6650,*duvaṁdvin,dvaṁdvín,explicitly linked numbered CDIAL subhead
6658-2,6658,duvā́daśa,dvā́daśa,explicitly linked numbered CDIAL subhead
6659-2,6659,dvādaśī́,dvādaśá,explicitly linked numbered CDIAL subhead
6661-2,6661,dvipañcāśat,dvāpañcāśat,explicitly linked numbered CDIAL subhead
6664-2,6664,*duvārakōṣṭʰaka,dvārakōṣṭʰaka,explicitly linked numbered CDIAL subhead
6673-2,6673,dviṣaṣṭi,dvāṣaṣṭi,explicitly linked numbered CDIAL subhead
6674-2,6674,dvisaptati,dvā́saptati,explicitly linked numbered CDIAL subhead
6680-2,6680,dvitīyā,dvitī́ya,explicitly linked numbered CDIAL subhead
6698-2,6698,*dviyardʰa,dvyardʰa,explicitly linked numbered CDIAL subhead
6698-3,6698,*dvaiyardʰa,dvyardʰa,explicitly linked numbered CDIAL subhead
6698-4,6698,*duvardʰa,dvyardʰa,explicitly linked numbered CDIAL subhead
6698-5,6698,*dauvardʰa,dvyardʰa,explicitly linked numbered CDIAL subhead
6700-2,6700,*dviyaha,dvyahá,explicitly linked numbered CDIAL subhead
6706-2,6706,dʰaṭaka,dʰaṭa,explicitly linked numbered CDIAL subhead
6714-2,6714,*dʰastūra,dʰattūra,explicitly linked numbered CDIAL subhead
6714-3,6714,dʰuttūraka,dʰattūra,explicitly linked numbered CDIAL subhead
6714-4,6714,dʰustū́ra,dʰattūra,explicitly linked numbered CDIAL subhead
6714-5,6714,*duddura,dʰattūra,explicitly linked numbered CDIAL subhead
6714-6,6714,dʰūrta,dʰattūra,explicitly linked numbered CDIAL subhead
6764-2,6764,dʰātakī,dʰavá,explicitly linked numbered CDIAL subhead
6764-3,6764,dʰavala,dʰavá,explicitly linked numbered CDIAL subhead
6770-2,6770,*dʰarāgga,*dʰāgga,explicitly linked numbered CDIAL subhead
6776-2,6776,dʰānēya,dʰānaka,explicitly linked numbered CDIAL subhead
6776-3,6776,dʰanyāka,dʰānaka,explicitly linked numbered CDIAL subhead
6784-2,6784,*dʰāpita,dʰāpáyatē,explicitly linked numbered CDIAL subhead
6784-3,6784,*dʰāpyatē,dʰāpáyatē,explicitly linked numbered CDIAL subhead
6788-2,6788,dʰā́rā,dʰā́ra,explicitly linked numbered CDIAL subhead
6802-2,6802,dʰāváyati,dʰā́vati,explicitly linked numbered CDIAL subhead
6803-2,6803,dʰāvayati,dʰā́vati,explicitly linked numbered CDIAL subhead
6803-3,6803,dʰāvita,dʰā́vati,explicitly linked numbered CDIAL subhead
6818-2,6818,dʰīríya,dʰīryà,explicitly linked numbered CDIAL subhead
6819-2,6819,tīvará,dʰīvará,explicitly linked numbered CDIAL subhead
6833-2,6833,dʰūtá,*dʰuvati,explicitly linked numbered CDIAL subhead
6839-2,6839,*ḍʰūṇḍʰ,*dʰūṇḍʰ,explicitly linked numbered CDIAL subhead
6846-2,6846,*dʰunvati,dʰūnṓti,explicitly linked numbered CDIAL subhead
6849-2,6849,dʰūmikā,dʰūmá,explicitly linked numbered CDIAL subhead
6855-2,6855,*dʰūmāśa,*dʰūmaśa,explicitly linked numbered CDIAL subhead
6873a-2,6873a,*dʰr̩ta,dʰr̩ti,explicitly linked numbered CDIAL subhead
6880-2,6880,*dʰōkʰa,*dʰōkka,explicitly linked numbered CDIAL subhead
6880-3,6880,*dʰōŋga,*dʰōkka,explicitly linked numbered CDIAL subhead
6880-4,6880,*ḍʰōkka,*dʰōkka,explicitly linked numbered CDIAL subhead
6881-2,6881,dʰōtra,*dʰōtta,explicitly linked numbered CDIAL subhead
6882-2,6882,*dʰōnda,*dʰōdda,explicitly linked numbered CDIAL subhead
6886-2,6886,dʰautá,*dʰauvati,explicitly linked numbered CDIAL subhead
6890-2,6890,*dʰrāta,dʰrā́yati,explicitly linked numbered CDIAL subhead
6896-2,6896,dʰvasáti,dʰváṁsati,explicitly linked numbered CDIAL subhead
6896-3,6896,dʰvasyatē,dʰváṁsati,explicitly linked numbered CDIAL subhead
6896-4,6896,dʰvasta,dʰváṁsati,explicitly linked numbered CDIAL subhead
6896-5,6896,dʰvaṁsayati,dʰváṁsati,explicitly linked numbered CDIAL subhead
6896-6,6896,*dʰvāsayati,dʰváṁsati,explicitly linked numbered CDIAL subhead
6896-7,6896,*dʰvāsa,dʰváṁsati,explicitly linked numbered CDIAL subhead
6896-8,6896,*dʰvāsana,dʰváṁsati,explicitly linked numbered CDIAL subhead
6914-2,6914,*nakkʰa,nakʰá,explicitly linked numbered CDIAL subhead
6922-2,6922,na kʰalu,na khalu,explicitly linked numbered CDIAL subhead
6934-2,6934,*nāṭayati,*naṭati,explicitly linked numbered CDIAL subhead
6934-3,6934,*naṭyati,*naṭati,explicitly linked numbered CDIAL subhead
6935-2,6935,*naṭṭʰa,*naṭṭa,explicitly linked numbered CDIAL subhead
6935-3,6935,*naḍḍʰa,*naṭṭa,explicitly linked numbered CDIAL subhead
6935-4,6935,*naṇḍʰa,*naṭṭa,explicitly linked numbered CDIAL subhead
6935-5,6935,*niḍḍʰa,*naṭṭa,explicitly linked numbered CDIAL subhead
6936-2,6936,naḍaka,naḍá,explicitly linked numbered CDIAL subhead
6956-2,6956,namáyati,námati,explicitly linked numbered CDIAL subhead
6959-2,6959,námaskr̩ta,namaskarōti,explicitly linked numbered CDIAL subhead
6969-2,6969,nayaśālin,*nayaśālā,explicitly linked numbered CDIAL subhead
6997-2,6997,*navakatva,navatva,explicitly linked numbered CDIAL subhead
7-2x,7,áṁsya,áṁsiya,explicitly linked numbered CDIAL subhead
7012-2,7012,*navalla,*navala,explicitly linked numbered CDIAL subhead
7025-2,7025,náviya,návya,explicitly linked numbered CDIAL subhead
7027-2,7027,naṣṭá,náśyati,explicitly linked numbered CDIAL subhead
7031-2,7031,nastaka,nasta,explicitly linked numbered CDIAL subhead
7031-3,7031,*nastī,nasta,explicitly linked numbered CDIAL subhead
7031-4,7031,*nastu,nasta,explicitly linked numbered CDIAL subhead
7031-5,7031,nastā,nasta,explicitly linked numbered CDIAL subhead
7031-6,7031,*nastya,nasta,explicitly linked numbered CDIAL subhead
7043-2,7043,nāgarika,nāgara,explicitly linked numbered CDIAL subhead
7062-2,7062,nābʰa,nā́bʰi,explicitly linked numbered CDIAL subhead
707-2,707,*alavaṇika,alavaṇa,explicitly linked numbered CDIAL subhead
708-2,708,ālasa,alasá,explicitly linked numbered CDIAL subhead
7089-2,7089,nā́sikā,nā́sā,explicitly linked numbered CDIAL subhead
7089-3,7089,*nāsaka,nā́sā,explicitly linked numbered CDIAL subhead
7093-2,7093,*nāsyā,nāsyá,explicitly linked numbered CDIAL subhead
710-2,710,*lāta,alāta,explicitly linked numbered CDIAL subhead
711-2,711,lābu,alā́bu,explicitly linked numbered CDIAL subhead
711-3,711,lambā,alā́bu,explicitly linked numbered CDIAL subhead
711-4,711,lābū,alā́bu,explicitly linked numbered CDIAL subhead
7114-2,7114,*niḣṣkatta,*niḣṣkadati,explicitly linked numbered CDIAL subhead
7126-2,7126,*niḣṣāra,niḣsāra,explicitly linked numbered CDIAL subhead
715-2,715,*alinda-,aliñjara,explicitly linked numbered CDIAL subhead
7156-2,7156,*nikʰādana,*nikʰāda,explicitly linked numbered CDIAL subhead
716-2,716,āli,alin,explicitly linked numbered CDIAL subhead
7163-2,7163,*nigilati,nigalati,explicitly linked numbered CDIAL subhead
7214-2,7214,nípātayati,nípatati,explicitly linked numbered CDIAL subhead
7224-2,7224,*nibādʰyatē,níbādʰatē,explicitly linked numbered CDIAL subhead
7227-2,7227,níbʰr̩ta,*nibʰarati,explicitly linked numbered CDIAL subhead
7228-2,7228,*nibʰārayati,nibʰālayati,explicitly linked numbered CDIAL subhead
7231-2,7231,*nibʰujyatē,*nibʰuñjati,explicitly linked numbered CDIAL subhead
7266-2,7266,*niyanna,niranna,explicitly linked numbered CDIAL subhead
7270-2,7270,nirasyatē,nírasyati,explicitly linked numbered CDIAL subhead
7280-2,7280,nirīkṣā,nirīkṣatē,explicitly linked numbered CDIAL subhead
7286-2,7286,níruddʰa,*nirundʰati,explicitly linked numbered CDIAL subhead
7291-2,7291,nirōpyatē,nirōpayati,explicitly linked numbered CDIAL subhead
7301-2,7301,*nirgilati,*nirgalati,explicitly linked numbered CDIAL subhead
7303-2,7303,*nirgāta,*nirgāti,explicitly linked numbered CDIAL subhead
7316-2,7316,*nirgʰalati,*nirgʰarati,explicitly linked numbered CDIAL subhead
7317-2,7317,*nirgʰāla,*nirgʰāra,explicitly linked numbered CDIAL subhead
7318-2,7318,*nirgʰālayati,*nirgʰārayati,explicitly linked numbered CDIAL subhead
735-2,735,*avakṣāla,*avakṣāra,explicitly linked numbered CDIAL subhead
7369-2,7369,nírmita,nirmāti,explicitly linked numbered CDIAL subhead
7369-3,7369,nirmāpayati,nirmāti,explicitly linked numbered CDIAL subhead
7373-2,7373,*nirmukna,nirmukta,explicitly linked numbered CDIAL subhead
7389-2,7389,*nirlīna,*nirlīyatē,explicitly linked numbered CDIAL subhead
7392-2,7392,nirvr̩ta,*nirvarati,explicitly linked numbered CDIAL subhead
7393-2,7393,*nirvr̩ta-,*nirvarayati,explicitly linked numbered CDIAL subhead
7393-3,7393,*nirvr̩ti,*nirvarayati,explicitly linked numbered CDIAL subhead
7395-2,7395,nirvr̩tta,nírvartatē,explicitly linked numbered CDIAL subhead
7395-3,7395,nírvartayati,nírvartatē,explicitly linked numbered CDIAL subhead
7397-2,7397,nirvāhayati,nírvahati,explicitly linked numbered CDIAL subhead
7397-3,7397,nirvāha,nírvahati,explicitly linked numbered CDIAL subhead
7399-2,7399,nírvāpayati,nírvāyati,explicitly linked numbered CDIAL subhead
7399-3,7399,*nirvāta,nírvāyati,explicitly linked numbered CDIAL subhead
7408-2,7408,nílīna,nílīyatē,explicitly linked numbered CDIAL subhead
7411-2,7411,nívartayati,nívartatē,explicitly linked numbered CDIAL subhead
7414-2,7414,*nivasta,nivastē,explicitly linked numbered CDIAL subhead
7414-3,7414,nivāsayati,nivastē,explicitly linked numbered CDIAL subhead
742-2,742,*avagālayati,avagalati,explicitly linked numbered CDIAL subhead
744-2,744,*avagāla,*avagāra,explicitly linked numbered CDIAL subhead
7450-2,7450,*niścyāvayati,*niścyavayati,explicitly linked numbered CDIAL subhead
746-2,746,*avagilati,avagiratē,explicitly linked numbered CDIAL subhead
7468-2,7468,*niṣupti,*niṣupta,explicitly linked numbered CDIAL subhead
7492-2,7492,niṣkrānta,níṣkramati,explicitly linked numbered CDIAL subhead
750-2,750,*avagʰala,*avagʰara,explicitly linked numbered CDIAL subhead
7507-2,7507,*niṣpāṭayati,*niṣpaṭati,explicitly linked numbered CDIAL subhead
7507-3,7507,*niṣpāṭyatē,*niṣpaṭati,explicitly linked numbered CDIAL subhead
751-2,751,*avagʰalati,*avagʰarati,explicitly linked numbered CDIAL subhead
751-3,751,*avagʰālayati,*avagʰarati,explicitly linked numbered CDIAL subhead
7511-2,7511,niṣpanna,níṣpadyatē,explicitly linked numbered CDIAL subhead
7511-3,7511,niṣpādayati,níṣpadyatē,explicitly linked numbered CDIAL subhead
7512-2,7512,níṣpārayati,níṣparati,explicitly linked numbered CDIAL subhead
7535a-2,7535a,*niḣsravaṇa,*nisravaṇa,explicitly linked numbered CDIAL subhead
7542-2,7542,*nirdāti,*nīḍāti,explicitly linked numbered CDIAL subhead
7543-2,7543,*nirdāna,*nīḍāna,explicitly linked numbered CDIAL subhead
7559-2,7559,*nīrēpayati,*nīrīyatē,explicitly linked numbered CDIAL subhead
7593-2,7593,*nēmya,*nēmiya,explicitly linked numbered CDIAL subhead
7614-2,7614,*niyāya,nyāyá,explicitly linked numbered CDIAL subhead
7616-2,7616,*nunna,nyū̀na,explicitly linked numbered CDIAL subhead
7619-2,7619,*paggaḍ,*pakkaḍ,explicitly linked numbered CDIAL subhead
7621-2,7621,*pikva,pakvá,explicitly linked numbered CDIAL subhead
7637-2,7637,*pakṣikarūpa,*pakṣirūpa,explicitly linked numbered CDIAL subhead
7640-2,7640,pakṣíya,pakṣyà,explicitly linked numbered CDIAL subhead
7647-2,7647,*pēŋga,paŋgú,explicitly linked numbered CDIAL subhead
7647-3,7647,*pʰēŋgu,paŋgú,explicitly linked numbered CDIAL subhead
7649-2,7649,*piŋgula,paŋgula,explicitly linked numbered CDIAL subhead
7649-3,7649,*pēŋgula,paŋgula,explicitly linked numbered CDIAL subhead
7649-4,7649,*pēŋgura,paŋgula,explicitly linked numbered CDIAL subhead
7669-2,7669,pañcamī,pañcamá,explicitly linked numbered CDIAL subhead
768-2,768,*avaccʰāyayati,*avaccʰyati,explicitly linked numbered CDIAL subhead
7685-2,7685,piñjara,pañjara,explicitly linked numbered CDIAL subhead
7705-2,7705,páttana,paṭṭana,explicitly linked numbered CDIAL subhead
7721-2,7721,*pattaŋga,pataŋgá,explicitly linked numbered CDIAL subhead
7721-3,7721,*paṭaŋga,pataŋgá,explicitly linked numbered CDIAL subhead
7721-4,7721,*paṭṭiŋga,pataŋgá,explicitly linked numbered CDIAL subhead
7721-5,7721,*pʰattiŋga,pataŋgá,explicitly linked numbered CDIAL subhead
7721-6,7721,*pʰaṭiŋga,pataŋgá,explicitly linked numbered CDIAL subhead
7721-7,7721,*pʰaṭṭiŋga,pataŋgá,explicitly linked numbered CDIAL subhead
7722-2,7722,patitá,pátati,explicitly linked numbered CDIAL subhead
7722-3,7722,*patta-,pátati,explicitly linked numbered CDIAL subhead
7726-2,7726,paṭākā,patākā,explicitly linked numbered CDIAL subhead
7726-3,7726,*pʰaṭākā,patākā,explicitly linked numbered CDIAL subhead
7732-2,7732,*pattama,*patta,explicitly linked numbered CDIAL subhead
7732-3,7732,*pattama,*patta,explicitly linked numbered CDIAL subhead
774-2,774,avaṭá,avatá,explicitly linked numbered CDIAL subhead
774-3,774,*āvāṭa,avatá,explicitly linked numbered CDIAL subhead
7777-2,7777,panna,pádyatē,explicitly linked numbered CDIAL subhead
7781-2,7781,*pʰanasa,panasá,explicitly linked numbered CDIAL subhead
7799d-2,7799d,*parima,paramá,explicitly linked numbered CDIAL subhead
7799h-2,7799h,*pʰaraśu,paraśu,explicitly linked numbered CDIAL subhead
7799l-2,7799l,*parahyas,*parahīyas,explicitly linked numbered CDIAL subhead
7799q-2,7799q,párājita,párājayatē,explicitly linked numbered CDIAL subhead
77a-2,77a,*agrāmukʰa,*agramukʰa,explicitly linked numbered CDIAL subhead
7806-2,7806,paligʰa,parigʰá,explicitly linked numbered CDIAL subhead
7806-3,7806,parigʰāta,parigʰá,explicitly linked numbered CDIAL subhead
7834-2,7834,*paritrāsin,paritrāsa,explicitly linked numbered CDIAL subhead
7835-2,7835,páridʰāpayati,páridadʰāti,explicitly linked numbered CDIAL subhead
7835-3,7835,párihita,páridadʰāti,explicitly linked numbered CDIAL subhead
7845-2,7845,*paripavati,páripunāti,explicitly linked numbered CDIAL subhead
7845-3,7845,páripūta,páripunāti,explicitly linked numbered CDIAL subhead
7848-2,7848,*paribuddʰa,*paribudʰyatē,explicitly linked numbered CDIAL subhead
7848-3,7848,*paribūḍʰa,*paribudʰyatē,explicitly linked numbered CDIAL subhead
7859-2,7859,parimr̩śyatē,párimr̩śati,explicitly linked numbered CDIAL subhead
7861-2,7861,*pariyuṣṭa,*pariyuṣita,explicitly linked numbered CDIAL subhead
7861-3,7861,*parivasya,*pariyuṣita,explicitly linked numbered CDIAL subhead
7863-2,7863,*pariyēṣ- aṇā,*pariyēṣati,explicitly linked numbered CDIAL subhead
7872-2,7872,párivartayati,párivartatē,explicitly linked numbered CDIAL subhead
788-2,788,avanata,avanamati,explicitly linked numbered CDIAL subhead
788-3,788,avanāmayati,avanamati,explicitly linked numbered CDIAL subhead
7882-2,7882,*parivēcya,*parivēcana,explicitly linked numbered CDIAL subhead
7903-2,7903,parihīṇa,parihīyatē,explicitly linked numbered CDIAL subhead
7904-2,7904,parīkṣaṇa,párīkṣatē,explicitly linked numbered CDIAL subhead
7904-3,7904,parīkṣā,párīkṣatē,explicitly linked numbered CDIAL subhead
7904-4,7904,parīkṣin,párīkṣatē,explicitly linked numbered CDIAL subhead
7918-2,7918,pārṇa,parṇá,explicitly linked numbered CDIAL subhead
7934-2,7934,*pʰarpaṭa,párpaṭa,explicitly linked numbered CDIAL subhead
7936-2,7936,*pariyanta,paryantá,explicitly linked numbered CDIAL subhead
7937-2,7937,*palyaya,paryaya,explicitly linked numbered CDIAL subhead
7938-2,7938,*pariyasta,paryasta,explicitly linked numbered CDIAL subhead
7942-2,7942,*pariyāpta,paryāpta,explicitly linked numbered CDIAL subhead
7948-2,7948,pārśukā,párśu,explicitly linked numbered CDIAL subhead
795-2,795,avabaddʰa,avabandʰati,explicitly linked numbered CDIAL subhead
7955-2,7955,*palāpayati,pálāyatē,explicitly linked numbered CDIAL subhead
7964-2,7964,*paliyaŋka,palyaŋka,explicitly linked numbered CDIAL subhead
7966-2,7966,palyāṇayati,palyāṇa,explicitly linked numbered CDIAL subhead
8015-2,8015,*pāṣṭʰa,*paṣṭʰa,explicitly linked numbered CDIAL subhead
803-2,803,*avamukna,avamukta,explicitly linked numbered CDIAL subhead
8032-2,8032,pāṭyatē,pāṭáyati,explicitly linked numbered CDIAL subhead
8042-2,8042,*pēḍḍa,*pāḍḍa,explicitly linked numbered CDIAL subhead
8047-2,8047,pāṇḍurá,pā́ṇḍara,explicitly linked numbered CDIAL subhead
8051-2,8051,*paṇḍra,pāṇḍú,explicitly linked numbered CDIAL subhead
8051-3,8051,*paḍḍa,pāṇḍú,explicitly linked numbered CDIAL subhead
8118-2,8118,pārśvatás,pārśvá,explicitly linked numbered CDIAL subhead
8126-2,8126,pālaŋkī,pālakyā,explicitly linked numbered CDIAL subhead
8135-2,8135,*pāśyatē,pāśáyati,explicitly linked numbered CDIAL subhead
8138-2,8138,pāṣāṇī,pāṣāṇá,explicitly linked numbered CDIAL subhead
8139-2,8139,*parṣi,pāṣi,explicitly linked numbered CDIAL subhead
814-2,814,*avarīṇa,*avarīyatē,explicitly linked numbered CDIAL subhead
814-3,814,*avarē- payati,*avarīyatē,explicitly linked numbered CDIAL subhead
8151-2,8151,*piñja-,piccʰa,explicitly linked numbered CDIAL subhead
8156-2,8156,*piccʰilikā,piccʰilá,explicitly linked numbered CDIAL subhead
8164-2,8164,pēṭa,piṭaka,explicitly linked numbered CDIAL subhead
8164-3,8164,*pēṭṭa,piṭaka,explicitly linked numbered CDIAL subhead
8164-4,8164,*pēṭṭāra,piṭaka,explicitly linked numbered CDIAL subhead
8164-5,8164,*pōtta,piṭaka,explicitly linked numbered CDIAL subhead
8164-6,8164,*pōttʰa,piṭaka,explicitly linked numbered CDIAL subhead
8165-2,8165,piṭṭita,piṭṭayati,explicitly linked numbered CDIAL subhead
8165-3,8165,*piṭṭyatē,piṭṭayati,explicitly linked numbered CDIAL subhead
8188-2,8188,pítrya,pítriya,explicitly linked numbered CDIAL subhead
819-2,819,*avalla,*avala,explicitly linked numbered CDIAL subhead
8194-2,8194,pidʰāpayati,pidadʰāti,explicitly linked numbered CDIAL subhead
8194-3,8194,pihita,pidadʰāti,explicitly linked numbered CDIAL subhead
8198-2,8198,*pināhayati,*pinahati,explicitly linked numbered CDIAL subhead
8200-2,8200,*pipāsaka,pipāsitá,explicitly linked numbered CDIAL subhead
8201-2,8201,*pipʰīla,pipīlá,explicitly linked numbered CDIAL subhead
8201-3,8201,*pippīla,pipīlá,explicitly linked numbered CDIAL subhead
8201-4,8201,*pippʰīla,pipīlá,explicitly linked numbered CDIAL subhead
8201-5,8201,*pippīḍa,pipīlá,explicitly linked numbered CDIAL subhead
8201-6,8201,*pilīla,pipīlá,explicitly linked numbered CDIAL subhead
8205-2,8205,pippalī́,píppala,explicitly linked numbered CDIAL subhead
8222-2,8222,*pēḍʰa-,pīṭʰa,explicitly linked numbered CDIAL subhead
8222-3,8222,*pēḍḍʰa,pīṭʰa,explicitly linked numbered CDIAL subhead
8226-2,8226,pīḍyatē,pīḍáyati,explicitly linked numbered CDIAL subhead
8233-2,8233,*pītʰala,pītala,explicitly linked numbered CDIAL subhead
8233-3,8233,*pīvala,pītala,explicitly linked numbered CDIAL subhead
8233-4,8233,*pīvaḍa,pītala,explicitly linked numbered CDIAL subhead
8237-2,8237,*pināsa,pīnasa,explicitly linked numbered CDIAL subhead
8242-2,8242,pīvara,pī́van,explicitly linked numbered CDIAL subhead
8242-3,8242,*pīvra,pī́van,explicitly linked numbered CDIAL subhead
8251-2,8251,*pañja,puñja,explicitly linked numbered CDIAL subhead
8255-2,8255,puṭita,puṭati,explicitly linked numbered CDIAL subhead
8259-2,8259,pauṇḍra,puṇḍra,explicitly linked numbered CDIAL subhead
8264-2,8264,*puttala,*putta,explicitly linked numbered CDIAL subhead
827-2,827,avalambita,avalambatē,explicitly linked numbered CDIAL subhead
827-3,827,avalambayati,avalambatē,explicitly linked numbered CDIAL subhead
829-2,829,*avalālayati,*avalalati,explicitly linked numbered CDIAL subhead
829-3,829,*avalāla,*avalalati,explicitly linked numbered CDIAL subhead
8303-2,8303,*puṣpya,púṣpa,explicitly linked numbered CDIAL subhead
831-2,831,*avalasita,*avalasati,explicitly linked numbered CDIAL subhead
8310-2,8310,*pusta,*pusati,explicitly linked numbered CDIAL subhead
8321-2,8321,*putta-,pūta,explicitly linked numbered CDIAL subhead
8321-3,8321,*puṭṭa-,pūta,explicitly linked numbered CDIAL subhead
8325-2,8325,*pūṭakī,pūtī́ka,explicitly linked numbered CDIAL subhead
8326-2,8326,*pōna-,*pūna,explicitly linked numbered CDIAL subhead
8326-3,8326,*pivanī,*pūna,explicitly linked numbered CDIAL subhead
8326-4,8326,*pivarī,*pūna,explicitly linked numbered CDIAL subhead
833-2,833,*ullīyatē,avalīyatē,explicitly linked numbered CDIAL subhead
8340-2,8340,pūrṇámāsa,pūrṇámās,explicitly linked numbered CDIAL subhead
8340-3,8340,pūrṇimā,pūrṇámās,explicitly linked numbered CDIAL subhead
8343-2,8343,*pūruva,pū́rva,explicitly linked numbered CDIAL subhead
8346-2,8346,*pūrvārdʰiya,pūrvārdʰá,explicitly linked numbered CDIAL subhead
8364-2,8364,pr̩ṣita,pr̩ṣatá,explicitly linked numbered CDIAL subhead
8376-2,8376,*pēḍḍuka,*pēṭṭa,explicitly linked numbered CDIAL subhead
8376-3,8376,*pōṭṭa,*pēṭṭa,explicitly linked numbered CDIAL subhead
8376-4,8376,*pōtta,*pēṭṭa,explicitly linked numbered CDIAL subhead
8377-2,8377,*pēḍʰa-,*pēḍa,explicitly linked numbered CDIAL subhead
8377-3,8377,*pēṇḍa,*pēḍa,explicitly linked numbered CDIAL subhead
8377-4,8377,*pēntʰa,*pēḍa,explicitly linked numbered CDIAL subhead
8377-5,8377,*pēnda,*pēḍa,explicitly linked numbered CDIAL subhead
8377-6,8377,*puḍa,*pēḍa,explicitly linked numbered CDIAL subhead
8377-7,8377,*puṇḍa,*pēḍa,explicitly linked numbered CDIAL subhead
8377-8,8377,*pōdda,*pēḍa,explicitly linked numbered CDIAL subhead
8379-2,8379,*pōnda,*pēnda,explicitly linked numbered CDIAL subhead
8386-2,8386,*pēṣita,pēṣayati,explicitly linked numbered CDIAL subhead
8390-2,8390,paitr̩ka,paitrika,explicitly linked numbered CDIAL subhead
8391-2,8391,*pōkkala,*pōka,explicitly linked numbered CDIAL subhead
8391-3,8391,*pōkkʰara,*pōka,explicitly linked numbered CDIAL subhead
8391-4,8391,*pōggala,*pōka,explicitly linked numbered CDIAL subhead
8391-5,8391,*pōŋka-,*pōka,explicitly linked numbered CDIAL subhead
8391-6,8391,pōŋga-,*pōka,explicitly linked numbered CDIAL subhead
8391-7,8391,*pʰōkka,*pōka,explicitly linked numbered CDIAL subhead
8391-8,8391,*pʰōkkara,*pōka,explicitly linked numbered CDIAL subhead
8391-9,8391,*pʰōŋka,*pōka,explicitly linked numbered CDIAL subhead
8394-2,8394,*pōgga,*pōŋga,explicitly linked numbered CDIAL subhead
8394-3,8394,*pōŋka,*pōŋga,explicitly linked numbered CDIAL subhead
8396-2,8396,pōṭṭala,*pōṭṭa,explicitly linked numbered CDIAL subhead
8396-3,8396,*pēṇḍʰa,*pōṭṭa,explicitly linked numbered CDIAL subhead
8398-2,8398,*pōra,*pōḍa,explicitly linked numbered CDIAL subhead
8398-3,8398,*pōla,*pōḍa,explicitly linked numbered CDIAL subhead
8398-4,8398,*pōlla,*pōḍa,explicitly linked numbered CDIAL subhead
8398-5,8398,*pʰōra,*pōḍa,explicitly linked numbered CDIAL subhead
8398-6,8398,*pʰōlla,*pōḍa,explicitly linked numbered CDIAL subhead
8399-10,8399,*pʰōtta,pṓta-,explicitly linked numbered CDIAL subhead
8399-2,8399,*pōtara,pṓta-,explicitly linked numbered CDIAL subhead
8399-3,8399,*pōtala,pṓta-,explicitly linked numbered CDIAL subhead
8399-4,8399,*pōtāla,pṓta-,explicitly linked numbered CDIAL subhead
8399-5,8399,*pōtta,pṓta-,explicitly linked numbered CDIAL subhead
8399-6,8399,*pōṭṭa,pṓta-,explicitly linked numbered CDIAL subhead
