head_id,family_id,head,family,rule
12962-2,12962,saṁbʰālayati,*saṁbʰalati,explicitly linked numbered CDIAL subhead
12974-2,12974,saṁmantraṇa,saṁmantrayati,explicitly linked numbered CDIAL subhead
12977-2,12977,*saṁmāpta,*saṁmāpayati,explicitly linked numbered CDIAL subhead
12979-2,12979,saṁmārjita,saṁmārjati,explicitly linked numbered CDIAL subhead
12979-3,12979,saṁmārjaka,saṁmārjati,explicitly linked numbered CDIAL subhead
12980-2,12980,*saṁmēlayati,saṁmilati,explicitly linked numbered CDIAL subhead
12991-2,12991,*saṁracyatē,*saṁracayati,explicitly linked numbered CDIAL subhead
12991-3,12991,*saṁrakta,*saṁracayati,explicitly linked numbered CDIAL subhead
1301-2,1301,āraṭi,āraṭa,explicitly linked numbered CDIAL subhead
13017-2,13017,saṁvāhayati,sáṁvahati,explicitly linked numbered CDIAL subhead
13017-3,13017,saṁvāha,sáṁvahati,explicitly linked numbered CDIAL subhead
13049-2,13049,saṁstʰā́,saṁstʰá,explicitly linked numbered CDIAL subhead
1305-2,1305,ārabdʰa,ā́rabʰatē,explicitly linked numbered CDIAL subhead
1305-3,1305,ārabʰya,ā́rabʰatē,explicitly linked numbered CDIAL subhead
13054-2,13054,*saṁsnātra,*saṁsnāti,explicitly linked numbered CDIAL subhead
13062-2,13062,*saṁsīvita,saṁsyūta,explicitly linked numbered CDIAL subhead
1307-2,1307,*ārambʰati,ārambʰá,explicitly linked numbered CDIAL subhead
1307-3,1307,ārámbʰana,ārambʰá,explicitly linked numbered CDIAL subhead
13074-2,13074,sakʰī́,sákʰi,explicitly linked numbered CDIAL subhead
1308-2,1308,*ārambʰa,*ārambʰati,explicitly linked numbered CDIAL subhead
13085-2,13085,*sājayati,sájati,explicitly linked numbered CDIAL subhead
13085-3,13085,sañjayati,sájati,explicitly linked numbered CDIAL subhead
13085-4,13085,sajyátē,sájati,explicitly linked numbered CDIAL subhead
13085-5,13085,saktá,sájati,explicitly linked numbered CDIAL subhead
13088-2,13088,*sajānin,*sajāna,explicitly linked numbered CDIAL subhead
1310-2,1310,*āravaṇa,ā́ravīti,explicitly linked numbered CDIAL subhead
13117-2,13117,sā́dana,sádana,explicitly linked numbered CDIAL subhead
13120-2,13120,sādr̩śa,sadŕ̩śa,explicitly linked numbered CDIAL subhead
13154-2,13154,*saptamāsiya,saptamāsya,explicitly linked numbered CDIAL subhead
1316-2,1316,ārādʰita,ārādʰayati,explicitly linked numbered CDIAL subhead
1316-3,1316,ārādʰana,ārādʰayati,explicitly linked numbered CDIAL subhead
13173-2,13173,samaka,samá,explicitly linked numbered CDIAL subhead
13184-2,13184,samabʰijñāta,samabʰijānāti,explicitly linked numbered CDIAL subhead
13208-2,13208,samājñāta,*samājānāti,explicitly linked numbered CDIAL subhead
13209-2,13209,*samājñāpta,*samājñāpyatē,explicitly linked numbered CDIAL subhead
13232-2,13232,*samutsaraka,*samutsarati,explicitly linked numbered CDIAL subhead
1326-2,1326,ārūḍʰa,*āruhati,explicitly linked numbered CDIAL subhead
1330-2,1330,ārōgyayati,ārōgya,explicitly linked numbered CDIAL subhead
1331-2,1331,ārōcita,ārōcayati,explicitly linked numbered CDIAL subhead
13322-2,13322,*sākṣiya,sākṣya,explicitly linked numbered CDIAL subhead
13322-3,13322,*sākṣī,sākṣya,explicitly linked numbered CDIAL subhead
13331-2,13331,*ṣāṇḍʰa,sā́ṇḍa,explicitly linked numbered CDIAL subhead
13331-3,13331,*sāṇḍʰa,sā́ṇḍa,explicitly linked numbered CDIAL subhead
13340-2,13340,*sanu,sā́nu,explicitly linked numbered CDIAL subhead
1335-2,1335,ā́rōhayati,ā́rōhati,explicitly linked numbered CDIAL subhead
13351-2,13351,*sāmāniya,sāmānya,explicitly linked numbered CDIAL subhead
13358-2,13358,saráyatē,sārayati,explicitly linked numbered CDIAL subhead
13364-2,13364,*sārtʰī,sā́rtʰa,explicitly linked numbered CDIAL subhead
13364-3,13364,sārtʰēna,sā́rtʰa,explicitly linked numbered CDIAL subhead
13366-2,13366,sārtʰika,*sārtʰin,explicitly linked numbered CDIAL subhead
13368-2,13368,*sālla,sārdra,explicitly linked numbered CDIAL subhead
13387-2,13387,*siŋga,*sikka,explicitly linked numbered CDIAL subhead
1340-2,1340,*ālla,ārdrá,explicitly linked numbered CDIAL subhead
13406-2,13406,*saidʰma,sidʰmá,explicitly linked numbered CDIAL subhead
13407-2,13407,sḗdʰati,*sidʰyati,explicitly linked numbered CDIAL subhead
13407-3,13407,*sēdʰyatē,*sidʰyati,explicitly linked numbered CDIAL subhead
13407-4,13407,siddʰa,*sidʰyati,explicitly linked numbered CDIAL subhead
1341-2,1341,*āllaka,ārdraka,explicitly linked numbered CDIAL subhead
13411-2,13411,saindūra,sindūra,explicitly linked numbered CDIAL subhead
13435-2,13435,sīmā́nam,sīmán,explicitly linked numbered CDIAL subhead
13443-2,13443,sēvana,sīvana,explicitly linked numbered CDIAL subhead
13444-2,13444,sīvayati,sī́vyati,explicitly linked numbered CDIAL subhead
13468-2,13468,*suṁstanā,*suttʰanā,explicitly linked numbered CDIAL subhead
1347-2,1347,*āriya,ā́rya,explicitly linked numbered CDIAL subhead
135-2x,135,*aŋgūḍi,aŋgúli,explicitly linked numbered CDIAL subhead
13519-2,13519,saúvarṇa,suvárṇa,explicitly linked numbered CDIAL subhead
13538-2,13538,sustʰita,suṣṭʰita,explicitly linked numbered CDIAL subhead
1354-2,1354,ālagayati,ālagati,explicitly linked numbered CDIAL subhead
13540-2,13540,sustʰatā,sustʰa,explicitly linked numbered CDIAL subhead
13544-2,13544,*sūŋkara,sūkará,explicitly linked numbered CDIAL subhead
13547-2,13547,sūkṣmailā,sūkṣma,explicitly linked numbered CDIAL subhead
13549-2,13549,saucika,sūcika,explicitly linked numbered CDIAL subhead
13549-3,13549,*sūcya,sūcika,explicitly linked numbered CDIAL subhead
13551-2,13551,*sūñcī,sūcī́,explicitly linked numbered CDIAL subhead
13552-2,13552,*sōjjī,*sūjjī,explicitly linked numbered CDIAL subhead
1356-2,1356,ālagna,*ālagyati,explicitly linked numbered CDIAL subhead
13565-2,13565,*sūtrālā,*sūtrārā,explicitly linked numbered CDIAL subhead
13574-2,13574,sū́rya,sū́ra,explicitly linked numbered CDIAL subhead
13574-3,13574,sū́riya,sū́ra,explicitly linked numbered CDIAL subhead
13574-4,13574,sūrī,sū́ra,explicitly linked numbered CDIAL subhead
13574-5,13574,saurī́,sū́ra,explicitly linked numbered CDIAL subhead
13575-2,13575,*sr̩kka,sr̩ká,explicitly linked numbered CDIAL subhead
13576-2,13576,srákva,sŕ̩kvan,explicitly linked numbered CDIAL subhead
13599-2,13599,*sīhyu,sēhuṇḍa,explicitly linked numbered CDIAL subhead
13602-2,13602,*sainiya,saínya,explicitly linked numbered CDIAL subhead
13612-2,13612,*saukʰiya,saúkʰya,explicitly linked numbered CDIAL subhead
13615-2,13615,*saupti,*saupta,explicitly linked numbered CDIAL subhead
13615-3,13615,sauptika,*saupta,explicitly linked numbered CDIAL subhead
13626-2,13626,skandayati,skándati,explicitly linked numbered CDIAL subhead
13626-3,13626,skanná,skándati,explicitly linked numbered CDIAL subhead
1364-2,1364,*ālambayati,ālambatē,explicitly linked numbered CDIAL subhead
1364-3,1364,*ārambatē,ālambatē,explicitly linked numbered CDIAL subhead
13661-2,13661,*skuṣṭa,*skōṣati,explicitly linked numbered CDIAL subhead
13661-3,13661,*skuṣyatē,*skōṣati,explicitly linked numbered CDIAL subhead
13701-2,13701,*stunna,*stundati,explicitly linked numbered CDIAL subhead
13703-2,13703,*stōbya,*stubya,explicitly linked numbered CDIAL subhead
13711-2,13711,*stōpya,*stūpya,explicitly linked numbered CDIAL subhead
13719-2,13719,*stipa,*stēpa,explicitly linked numbered CDIAL subhead
13724-2,13724,*stōbʰyatē,stṓbʰatē,explicitly linked numbered CDIAL subhead
13731-2,13731,*stīna,styāna,explicitly linked numbered CDIAL subhead
13731-3,13731,*styainya,styāna,explicitly linked numbered CDIAL subhead
13742-2,13742,*stʰārayati,*stʰarati,explicitly linked numbered CDIAL subhead
13753-2,13753,*stʰānya,stʰā́na,explicitly linked numbered CDIAL subhead
13791-2,13791,snapáyati,snāpáyati,explicitly linked numbered CDIAL subhead
13792-2,13792,snāpaka,*snāpitr̩,explicitly linked numbered CDIAL subhead
138-2x,138,*aŋguṣṭʰiya,aŋguṣṭʰya,explicitly linked numbered CDIAL subhead
1380-2,1380,*alikā,āli,explicitly linked numbered CDIAL subhead
1380-3,1380,ālī,āli,explicitly linked numbered CDIAL subhead
13806-2,13806,spandayatē,spandatē,explicitly linked numbered CDIAL subhead
13814-2,13814,*spāśyatē,spāśáyati,explicitly linked numbered CDIAL subhead
13817-2,13817,*spʰaṭyati,spʰáṭati,explicitly linked numbered CDIAL subhead
1382-2,1382,ālēkʰanī,ā́likʰati,explicitly linked numbered CDIAL subhead
13821-2,13821,*spʰurati,*spʰarati,explicitly linked numbered CDIAL subhead
13822-2,13822,*spʰālayati,spʰalati,explicitly linked numbered CDIAL subhead
13825-2,13825,*spʰāṭyatē,spʰāṭayati,explicitly linked numbered CDIAL subhead
1383-2,1383,āliŋga,āliŋgati,explicitly linked numbered CDIAL subhead
13838-2,13838,*spʰiṭyati,*spʰiṭati,explicitly linked numbered CDIAL subhead
13838-3,13838,spʰēṭayati,*spʰiṭati,explicitly linked numbered CDIAL subhead
13843a-2,13843a,spʰuṭyatē,spʰuṭayati,explicitly linked numbered CDIAL subhead
13851-2,13851,*spʰuriŋga,spʰuliŋga,explicitly linked numbered CDIAL subhead
13871-2,13871,*syārāṇikā,syālá,explicitly linked numbered CDIAL subhead
1388-2,1388,ālukī,ālu,explicitly linked numbered CDIAL subhead
1390-2,1390,ālōḍayati,*āluḍati,explicitly linked numbered CDIAL subhead
13902-2,13902,*supati,svápati,explicitly linked numbered CDIAL subhead
13943-2,13943,*haṭṭʰ,*haṭṭ,explicitly linked numbered CDIAL subhead
13943-3,13943,*haṇṭ-,*haṭṭ,explicitly linked numbered CDIAL subhead
13943-4,13943,*haṇṭʰ-,*haṭṭ,explicitly linked numbered CDIAL subhead
13943-5,13943,*haṇḍ,*haṭṭ,explicitly linked numbered CDIAL subhead
13943-6,13943,*hant,*haṭṭ,explicitly linked numbered CDIAL subhead
1395-2,1395,*ālēṭyati,*ālēṭati,explicitly linked numbered CDIAL subhead
13954-2,13954,*haṇṭʰ-,*haṇṭ,explicitly linked numbered CDIAL subhead
13960-2,13960,*hadyati,hádati,explicitly linked numbered CDIAL subhead
13960-3,13960,hanna,hádati,explicitly linked numbered CDIAL subhead
13973-2,13973,*happʰ,*hampʰ,explicitly linked numbered CDIAL subhead
13980-2,13980,*hr̩yatē,hárati,explicitly linked numbered CDIAL subhead
13985-2,13985,hārita,hárita,explicitly linked numbered CDIAL subhead
13987-2,13987,*hāritāla,haritāla,explicitly linked numbered CDIAL subhead
13991-2,13991,harídru,haridraka,explicitly linked numbered CDIAL subhead
13992-2,13992,hāridrá,haridrā,explicitly linked numbered CDIAL subhead
13999-2,13999,harṣita,harṣa,explicitly linked numbered CDIAL subhead
14003-2,14003,*hālayati,*halati,explicitly linked numbered CDIAL subhead
14014-2,14014,halīṣā,halēṣā,explicitly linked numbered CDIAL subhead
14056-2,14056,*hāpyatē,hāpayati,explicitly linked numbered CDIAL subhead
14071-2,14071,*hāsiya,hāsya,explicitly linked numbered CDIAL subhead
14078-2,14078,*hēŋga,*hiŋga,explicitly linked numbered CDIAL subhead
14078-3,14078,*hōkkʰa,*hiŋga,explicitly linked numbered CDIAL subhead
14078-4,14078,*hōgga,*hiŋga,explicitly linked numbered CDIAL subhead
14083-2,14083,*hiss-,*hicc,explicitly linked numbered CDIAL subhead
14084-2,14084,*hējja,*hijja,explicitly linked numbered CDIAL subhead
14084-3,14084,*hēñja,*hijja,explicitly linked numbered CDIAL subhead
14084-4,14084,*hucca,*hijja,explicitly linked numbered CDIAL subhead
14084-5,14084,*hōccʰa,*hijja,explicitly linked numbered CDIAL subhead
14087-2,14087,*huḍḍa,*hiḍḍa,explicitly linked numbered CDIAL subhead
14087-3,14087,huṇḍa,*hiḍḍa,explicitly linked numbered CDIAL subhead
14094-2,14094,*hiṇḍōla,hindōla,explicitly linked numbered CDIAL subhead
14095-2,14095,*hiṇḍōlayati,hindōlayati,explicitly linked numbered CDIAL subhead
141-2x,141,*accakka,*acca,explicitly linked numbered CDIAL subhead
14108-2,14108,*hīyas,hiyás,explicitly linked numbered CDIAL subhead
14115-2,14115,hēlatē,hiláti,explicitly linked numbered CDIAL subhead
14116-2,14116,*hēlayati,*hilati,explicitly linked numbered CDIAL subhead
14116-3,14116,*hēlā,*hilati,explicitly linked numbered CDIAL subhead
14119-2,14119,*hēlla,*hilla,explicitly linked numbered CDIAL subhead
14121-2,14121,hillōlayati,hillōla,explicitly linked numbered CDIAL subhead
14133-2,14133,huṁkāra,huṁkarōti,explicitly linked numbered CDIAL subhead
14133-3,14133,hūṁkāra,huṁkarōti,explicitly linked numbered CDIAL subhead
14134-2,14134,*hūŋku,*hukku,explicitly linked numbered CDIAL subhead
14135-2,14135,huṇḍa,huḍa,explicitly linked numbered CDIAL subhead
14137-2,14137,*huṇḍahāra,*huḍahāra,explicitly linked numbered CDIAL subhead
14147-2,14147,*hul,*hūl,explicitly linked numbered CDIAL subhead
14147-3,14147,*hull,*hūl,explicitly linked numbered CDIAL subhead
14162-2,14162,*hēpyatē,*hēpayati,explicitly linked numbered CDIAL subhead
14165-2,14165,hēraka,*hērati,explicitly linked numbered CDIAL subhead
14170-2,14170,haímantika,haimantá,explicitly linked numbered CDIAL subhead
14176-2,14176,hōtraka,hṓtr̩ka,explicitly linked numbered CDIAL subhead
14177-2,14177,*humma,*hōppa,explicitly linked numbered CDIAL subhead
1420-2,1420,āvártana,ā́vartayati,explicitly linked numbered CDIAL subhead
1420-3,1420,ā́vr̩tta,ā́vartayati,explicitly linked numbered CDIAL subhead
1421-2,1421,āvalita,āvalati,explicitly linked numbered CDIAL subhead
1423-2,1423,*avali,āvali,explicitly linked numbered CDIAL subhead
1437-2,1437,*āviśyatē,ā́viśati,explicitly linked numbered CDIAL subhead
1437-3,1437,āviṣṭa,ā́viśati,explicitly linked numbered CDIAL subhead
1444-2,1444,*āvr̩ttikaraṇa,*āvr̩ttikara,explicitly linked numbered CDIAL subhead
14450-2,14450,*girati,gr̩ṇā́ti,explicitly linked numbered CDIAL subhead
1460-2,1460,ā́śruta,ā́śr̩ṇōti,explicitly linked numbered CDIAL subhead
1460-3,1460,ā́śravayati,ā́śr̩ṇōti,explicitly linked numbered CDIAL subhead
1460-4,1460,ā́śrāvayati,ā́śr̩ṇōti,explicitly linked numbered CDIAL subhead
1464-2,1464,*āścariya,āścarya,explicitly linked numbered CDIAL subhead
1473-2,1473,āṣāḍʰī,āṣāḍʰá,explicitly linked numbered CDIAL subhead
1480-2,1480,ā́stē,ā́satē,explicitly linked numbered CDIAL subhead
1485-2,1485,*āsandaka,āsandī́,explicitly linked numbered CDIAL subhead
1495-2,1495,āsupta,*āsupati,explicitly linked numbered CDIAL subhead
1499-2,1499,*āsēvayati,āsēvatē,explicitly linked numbered CDIAL subhead
1499-3,1499,*āsēvyatē,āsēvatē,explicitly linked numbered CDIAL subhead
1527-2,1527,*āspʰārayati,*āspʰarati,explicitly linked numbered CDIAL subhead
1533-2,1533,āsíya,āsyà,explicitly linked numbered CDIAL subhead
1559-2,1559,iṇḍúva,iṇḍvà,explicitly linked numbered CDIAL subhead
1559-3,1559,*induva,iṇḍvà,explicitly linked numbered CDIAL subhead
156-2x,156,ajājī,ajāji,explicitly linked numbered CDIAL subhead
1563-2,1563,utkaṭa,itkaṭa,explicitly linked numbered CDIAL subhead
1564-2,1564,*ettʰam,ittʰám,explicitly linked numbered CDIAL subhead
1564-3,1564,*uttʰam,ittʰám,explicitly linked numbered CDIAL subhead
1567-2,1567,idā́nīm ēvá,idā́nīm,explicitly linked numbered CDIAL subhead
1589-2,1589,*eyattaka,iyattaká,explicitly linked numbered CDIAL subhead
1589-3,1589,*uyattaka,iyattaká,explicitly linked numbered CDIAL subhead
1611-2,1611,*ēdr̩sa,īdŕ̩śa,explicitly linked numbered CDIAL subhead
1611-3,1611,*ādr̩sa,īdŕ̩śa,explicitly linked numbered CDIAL subhead
1612-2,1612,*īdʰᵃra,*īdʰra,explicitly linked numbered CDIAL subhead
1635-2,1635,*uccaṭyatē,uccaṭati,explicitly linked numbered CDIAL subhead
1635-3,1635,*uccāṭya,uccaṭati,explicitly linked numbered CDIAL subhead
1641-2,1641,uccārayati,úccarati,explicitly linked numbered CDIAL subhead
1642-2,1642,*uccālayati,*uccalyati,explicitly linked numbered CDIAL subhead
1643-2,1643,*uccā- pyatē,*uccāpayati,explicitly linked numbered CDIAL subhead
1649-2,1649,*uccʰaṭṭ,*uccʰaṭ,explicitly linked numbered CDIAL subhead
1659-2,1659,uccʰāyayati,*uccʰyati,explicitly linked numbered CDIAL subhead
166-2,166,ā́ñcati,áñcati,explicitly linked numbered CDIAL subhead
1660b-2,1660b,*ujjāṭa,*ujjaṭa,explicitly linked numbered CDIAL subhead
1660b-3,1660b,*ujjāṭī,*ujjaṭa,explicitly linked numbered CDIAL subhead
1661-2,1661,*ujjāṭayati,*ujjaṭati,explicitly linked numbered CDIAL subhead
1664-2,1664,*ujjavana,*ujjavati,explicitly linked numbered CDIAL subhead
1669-2,1669,*ujjvārayati,*ujjvarati,explicitly linked numbered CDIAL subhead
1671-2,1671,*ujjvālayati,újjvalati,explicitly linked numbered CDIAL subhead
1671-3,1671,*ujjuvālayati,újjvalati,explicitly linked numbered CDIAL subhead
1676-2,1676,*ujjʰālayati,*ujjʰalati,explicitly linked numbered CDIAL subhead
1697-2,1697,uḍḍayatē,uḍḍīyatē,explicitly linked numbered CDIAL subhead
1697-3,1697,uḍḍāpayati,uḍḍīyatē,explicitly linked numbered CDIAL subhead
1700-2,1700,uta ca,utá,explicitly linked numbered CDIAL subhead
1708-2,1708,utkaṇṭʰā,utkaṇṭʰa,explicitly linked numbered CDIAL subhead
1709-2,1709,utkaṇ- ṭʰita,utkaṇṭʰati,explicitly linked numbered CDIAL subhead
1710-2,1710,utkāra,utkara,explicitly linked numbered CDIAL subhead
1710-3,1710,utkira,utkara,explicitly linked numbered CDIAL subhead
1710-4,1710,*utkēra,utkara,explicitly linked numbered CDIAL subhead
1716-2,1716,*utkalyatē,*utkalati,explicitly linked numbered CDIAL subhead
1716-3,1716,utkālayati,*utkalati,explicitly linked numbered CDIAL subhead
1718-2,1718,*utkasta,útkasati,explicitly linked numbered CDIAL subhead
1718-3,1718,*utkāsayati,útkasati,explicitly linked numbered CDIAL subhead
1722-2,1722,utkāsita,utkāsatē,explicitly linked numbered CDIAL subhead
1723-2,1723,*utkarati,útkirati,explicitly linked numbered CDIAL subhead
1723-3,1723,utkīrṇa,útkirati,explicitly linked numbered CDIAL subhead
1723-4,1723,*utkērayati,útkirati,explicitly linked numbered CDIAL subhead
1727-2,1727,utkōṭayati,*utkuṭyatē,explicitly linked numbered CDIAL subhead
1737-2,1737,útkrāmayati,útkramati,explicitly linked numbered CDIAL subhead
1741-2,1741,utkvātʰayati,utkvatʰati,explicitly linked numbered CDIAL subhead
1749-2,1749,utkṣipyatē,utkṣipati,explicitly linked numbered CDIAL subhead
1753-2,1753,utkʰāta,útkʰanati,explicitly linked numbered CDIAL subhead
1761-2,1761,uttapta,uttapatē,explicitly linked numbered CDIAL subhead
1761-3,1761,uttāpayati,uttapatē,explicitly linked numbered CDIAL subhead
1769-2,1769,*uttaraṇī,uttáraṇa,explicitly linked numbered CDIAL subhead
1770-2,1770,uttārayati,úttarati,explicitly linked numbered CDIAL subhead
1801-2,1801,uttrasta,uttrasati,explicitly linked numbered CDIAL subhead
1804-2,1804,*uttʰaḍa,*uttʰala,explicitly linked numbered CDIAL subhead
1804-3,1804,uttāla,*uttʰala,explicitly linked numbered CDIAL subhead
1804-4,1804,*uttāḍa,*uttʰala,explicitly linked numbered CDIAL subhead
1805-2,1805,*uttʰalyati,*uttʰalati,explicitly linked numbered CDIAL subhead
1805-3,1805,*uttʰalyā,*uttʰalati,explicitly linked numbered CDIAL subhead
1809-2,1809,utpāṭayati,*utpaṭati,explicitly linked numbered CDIAL subhead
1809-3,1809,*utpaṭyati,*utpaṭati,explicitly linked numbered CDIAL subhead
181-2,181,*aṇṭa,*aṭṭa,explicitly linked numbered CDIAL subhead
181-3,181,*aṭṭʰa,*aṭṭa,explicitly linked numbered CDIAL subhead
181-4,181,*aṇṭʰa,*aṭṭa,explicitly linked numbered CDIAL subhead
1810-2,1810,útpātayati,útpatati,explicitly linked numbered CDIAL subhead
1814-2,1814,utpanna,útpadyatē,explicitly linked numbered CDIAL subhead
1814-3,1814,utpādayati,útpadyatē,explicitly linked numbered CDIAL subhead
1834-2,1834,*utplāvayati,utplavatē,explicitly linked numbered CDIAL subhead
1836-2,1836,*utpʰāṇayati,*utpʰaṇati,explicitly linked numbered CDIAL subhead
1837-2,1837,utpʰālayati,utpʰalati,explicitly linked numbered CDIAL subhead
1843-2,1843,uccʰalati,*ut-śalati,explicitly linked numbered CDIAL subhead
1843-3,1843,*uccʰalyati,*ut-śalati,explicitly linked numbered CDIAL subhead
1845-2,1845,*ut-śr̩ta,*ut-śārayati,explicitly linked numbered CDIAL subhead
1850-2,1850,úccʰiṣṭa,*ut-śiṣṭa,explicitly linked numbered CDIAL subhead
1858-2,1858,*ut-śrāpayati,*ut-śrayati,explicitly linked numbered CDIAL subhead
1858-3,1858,*ut-śrāpaṇa,*ut-śrayati,explicitly linked numbered CDIAL subhead
186-2,186,*attʰa,*aṭṭʰa,explicitly linked numbered CDIAL subhead
1861-2,1861,*ut-śrapayati,*ut-śrāyati,explicitly linked numbered CDIAL subhead
1861-3,1861,*utśrāta,*ut-śrāyati,explicitly linked numbered CDIAL subhead
1866-2,1866,*ut-śvāsayati,*ut-śvasiti,explicitly linked numbered CDIAL subhead
1867-2,1867,*ut-śvāyayati,*ut-śvāyati,explicitly linked numbered CDIAL subhead
1867-3,1867,*ut-śvāta,*ut-śvāyati,explicitly linked numbered CDIAL subhead
1869-2,1869,utsíya,útsa,explicitly linked numbered CDIAL subhead
1883-2,1883,utsē- cayati,útsiñcati,explicitly linked numbered CDIAL subhead
1885-2,1885,*utsīvyatē,*utsīvayati,explicitly linked numbered CDIAL subhead
1893-2,1893,*utskala,*utskara,explicitly linked numbered CDIAL subhead
1895-2,1895,*utskalati,*utskarati,explicitly linked numbered CDIAL subhead
1895-3,1895,*utskā- rayati,*utskarati,explicitly linked numbered CDIAL subhead
1895-4,1895,*utskālayati,*utskarati,explicitly linked numbered CDIAL subhead
1895-5,1895,*utskr̩ta,*utskarati,explicitly linked numbered CDIAL subhead
1896-2,1896,*utskr̩tta,*utskartati,explicitly linked numbered CDIAL subhead
1900-2,1900,*uttʰāti,*ut-stʰāti,explicitly linked numbered CDIAL subhead
1901-2,1901,uttʰā́na,*ut-stʰāna,explicitly linked numbered CDIAL subhead
1903-2,1903,úttʰāpayati,*ut-stʰāpayati,explicitly linked numbered CDIAL subhead
1907-2,1907,úttʰita,*ut-stʰita,explicitly linked numbered CDIAL subhead
1909-2,1909,*ut-spandayati,*ut-spandati,explicitly linked numbered CDIAL subhead
191-2,191,*aḍi,*aḍḍi,explicitly linked numbered CDIAL subhead
191-3,191,*ēḍḍi,*aḍḍi,explicitly linked numbered CDIAL subhead
191-4,191,*ēḍi,*aḍḍi,explicitly linked numbered CDIAL subhead
1921-2,1921,daka,udaká,explicitly linked numbered CDIAL subhead
1924-2,1924,*upāñcati,údañcati,explicitly linked numbered CDIAL subhead
1942-2,1942,uḍumbára,udumbára,explicitly linked numbered CDIAL subhead
1942-3,1942,*dumbara,udumbára,explicitly linked numbered CDIAL subhead
1942-4,1942,*ḍumbara,udumbára,explicitly linked numbered CDIAL subhead
1944-2,1944,údita,údēti,explicitly linked numbered CDIAL subhead
1944-3,1944,*udāyayati,údēti,explicitly linked numbered CDIAL subhead
1953-2,1953,*udgālayati,udgalati,explicitly linked numbered CDIAL subhead
1957-2,1957,*udgāla,udgāra,explicitly linked numbered CDIAL subhead
1960-2,1960,*udgilati,udgirati,explicitly linked numbered CDIAL subhead
1960-3,1960,*udgarati,udgirati,explicitly linked numbered CDIAL subhead
1960-4,1960,*udgalati,udgirati,explicitly linked numbered CDIAL subhead
1960-5,1960,*udgārayati,udgirati,explicitly linked numbered CDIAL subhead
1960-6,1960,*udgālayati,udgirati,explicitly linked numbered CDIAL subhead
1961-2,1961,*udgirati,údguratē,explicitly linked numbered CDIAL subhead
1961-3,1961,*udgurita,údguratē,explicitly linked numbered CDIAL subhead
1967-2,1967,udgrāhita,udgrāhayati,explicitly linked numbered CDIAL subhead
1968-2,1968,udgʰāṭayati,*udgʰaṭati,explicitly linked numbered CDIAL subhead
1970-2,1970,*udgʰalyati,*udgʰarati,explicitly linked numbered CDIAL subhead
1970-3,1970,*udgʰālayati,*udgʰarati,explicitly linked numbered CDIAL subhead
1971-2,1971,*udgʰārayati,*udgʰarati,explicitly linked numbered CDIAL subhead
1971-3,1971,*udgʰr̩ta,*udgʰarati,explicitly linked numbered CDIAL subhead
1972-2,1972,*udgʰāṭaka,udgʰāṭa,explicitly linked numbered CDIAL subhead
1972-3,1972,*udgʰāṭikā,udgʰāṭa,explicitly linked numbered CDIAL subhead
1977-2,1977,*udgʰāla,*udgʰāra,explicitly linked numbered CDIAL subhead
198-2,198,*tissi,atasī́,explicitly linked numbered CDIAL subhead
1980-2,1980,udgʰr̩ṣṭa,*udgʰr̩ṣati,explicitly linked numbered CDIAL subhead
1983-2,1983,*uddīryatē,*uddarati,explicitly linked numbered CDIAL subhead
1983-3,1983,*uddr̩ta,*uddarati,explicitly linked numbered CDIAL subhead
1983-4,1983,*uddārayati,*uddarati,explicitly linked numbered CDIAL subhead
1985-2,1985,*uddāhayati,*uddahati,explicitly linked numbered CDIAL subhead
1997-2,1997,*uddēkṣā,*uddēkṣati,explicitly linked numbered CDIAL subhead
2008-2,2008,*uddʰāma,uddʰama,explicitly linked numbered CDIAL subhead
2009-2,2009,úddʰr̩ta,úddʰarati,explicitly linked numbered CDIAL subhead
2009-3,2009,uddʰārayati,úddʰarati,explicitly linked numbered CDIAL subhead
2009-4,2009,*ūḍʰārayati,úddʰarati,explicitly linked numbered CDIAL subhead
2020-2,2020,*uddʰāvayati,*uddʰāvati,explicitly linked numbered CDIAL subhead
2027-2,2027,uddʰūlana,uddʰūlayati,explicitly linked numbered CDIAL subhead
2032-2,2032,*uddʰvālayati,*uddʰvalati,explicitly linked numbered CDIAL subhead
2032-3,2032,*uddʰvāla,*uddʰvalati,explicitly linked numbered CDIAL subhead
2036-2,2036,udbʰagna,*udbʰajyatē,explicitly linked numbered CDIAL subhead
2038-2,2038,*udbʰārayati,údbʰarati,explicitly linked numbered CDIAL subhead
2038-3,2038,*udbʰr̩ta,údbʰarati,explicitly linked numbered CDIAL subhead
2045-2,2045,*udbʰukta,*udbʰujati,explicitly linked numbered CDIAL subhead
2049-2,2049,udyamana,*udyamati,explicitly linked numbered CDIAL subhead
2053-2,2053,udyāpana,*udyāpayati,explicitly linked numbered CDIAL subhead
2057-2,2057,ulla,udra,explicitly linked numbered CDIAL subhead
2058-2,2058,*udraṁhayati,*udraṁhati,explicitly linked numbered CDIAL subhead
2061-2,2061,*udriñcati,údricyatē,explicitly linked numbered CDIAL subhead
2061-3,2061,údrikta,údricyatē,explicitly linked numbered CDIAL subhead
2061-4,2061,*udrēcati,údricyatē,explicitly linked numbered CDIAL subhead
2061-5,2061,udrēcayati,údricyatē,explicitly linked numbered CDIAL subhead
