mode,concept,score,band,diagnostic,separation,support_factor,dardic_own,plains_own,crossover,dardic_family,plains_family
entry,ABOVE,0.156692,Low: <0.2,Focal support below five votes,0.39173,0.4,0.25,0.5959595959595959,0.0625,ūrdʰvá,*uppari
entry,HERD (SOMETHING),0.156667,Low: <0.2,Focal support below five votes,0.391667,0.4,0.4,0.3833333333333333,0,rambʰa,várga
entry,LIZARD,0.156667,Low: <0.2,Focal support below five votes,0.391667,0.4,0.5833333333333334,0.4,0.2,kr̩kalāsá,*gʰaragōlī
entry,JAW,0.155556,Low: <0.2,Focal support below five votes,0.333333,0.4666666666666666,0.4166666666666667,0.38888888888888884,0.13888888888888887,jámbʰa,hánu
entry,LOAD,0.155425,Low: <0.2,Focal support below five votes,0.290385,0.5352380952380952,0.7166666666666667,0.20586080586080585,0.3417582417582417,bʰārá,bʰára
entry,BEAT,0.155093,Low: <0.2,Focal support below five votes,0.232639,0.6666666666666666,0.2222222222222222,0.24305555555555555,0,dádʰāti,piṭṭayati
entry,WRIST,0.155048,Low: <0.2,Focal support below five votes,0.310096,0.5,0.3125,0.3076923076923077,0,*gulu,nāḍī́
entry,CLIMB,0.154375,Low: <0.2,Focal support below five votes,0.514583,0.3,0.3,0.7291666666666666,0,*utskadati,*caḍʰati
entry,NAIL (TOOL),0.153846,Low: <0.2,Focal support below five votes,0.384615,0.4,0.3333333333333333,0.7692307692307693,0.3333333333333333,nakʰará,nakʰá
entry,FLY (MOVE THROUGH AIR),0.153213,Low: <0.2,Focal support below five votes,0.306426,0.5,0.22727272727272727,0.5977011494252873,0.2121212121212121,*pʰutta,mákṣā
entry,SHAVE,0.152381,Low: <0.2,Focal support below five votes,0.380952,0.4,0.2857142857142857,0.47619047619047616,0,*nikartati,muṇḍayati
entry,TORCH,0.152381,Low: <0.2,Focal support below five votes,0.380952,0.4,0.3333333333333333,0.42857142857142855,0,*śōṭṭʰa,ulkā́
entry,GRANDFATHER,0.151648,Low: <0.2,Focal support below five votes,0.252747,0.6,0.42857142857142855,0.23076923076923078,0.15384615384615385,*bāppa,āryaka
entry,ROCK,0.15,Low: <0.2,Focal support below five votes,0.375,0.4,0.5833333333333333,0.3333333333333333,0.16666666666666666,*varta,luḍáti
entry,LIFE,0.14933,Low: <0.2,Focal support below five votes,0.497768,0.3,0.21428571428571427,0.78125,0,jīvalá,jīvá
entry,POISON,0.148148,Low: <0.2,Focal support below five votes,0.222222,0.6666666666666666,1.0,0.18518518518518517,0.7407407407407407,viṣá,garala
entry,COOKED,0.146667,Low: <0.2,Focal support below five votes,0.366667,0.4,0.6,0.3333333333333333,0.19999999999999998,pacyátē,r̩dʰáti
entry,SMILE,0.146667,Low: <0.2,Focal support below five votes,0.366667,0.4,0.3333333333333333,0.4,0,*kṣumbati,vihasati
entry,MARROW,0.145833,Low: <0.2,Focal support below five votes,0.291667,0.5,0.22727272727272727,0.5833333333333333,0.22727272727272727,mḗdas,majján
entry,THRESH,0.145833,Low: <0.2,Focal support below five votes,0.3125,0.4666666666666666,0.3333333333333333,0.29166666666666663,0,kṣuṇṇa,*jʰaṭati
entry,JOIN,0.145556,Low: <0.2,Focal support below five votes,0.363889,0.4,0.4,0.40185185185185185,0.07407407407407407,*gaḍḍ,*yuṭati
entry,OX,0.145556,Low: <0.2,Focal support below five votes,0.363889,0.4,0.3333333333333333,0.39444444444444443,0,*gāva,balivárda
entry,ITCH,0.145455,Low: <0.2,Focal support below five votes,0.363636,0.4,0.3333333333333333,0.3939393939393939,0,*avakṣōpa,kʰasa
entry,HIDE,0.14375,Low: <0.2,Focal support below five votes,0.2875,0.5,0.35714285714285715,0.28928571428571426,0.07142857142857142,*apalīyatē,cárman
entry,SPEAK,0.14375,Low: <0.2,Focal support below five votes,0.239583,0.6,0.25,0.4375,0.20833333333333331,mantráyatē,*bōll
entry,MAN,0.14308,Low: <0.2,Focal support below five votes,0.190774,0.75,0.1875,0.519047619047619,0.32499999999999996,mártya,manuṣyà
entry,WASP,0.142593,Low: <0.2,Focal support below five votes,0.305556,0.4666666666666666,0.3333333333333333,0.3333333333333333,0.05555555555555555,bʰramará,*cʰēdacihnaka
entry,FIRST,0.14256,Low: <0.2,Focal support below five votes,0.475198,0.3,0.21428571428571427,0.7361111111111112,0,saṁmukʰá,*pratʰila
entry,BUTTER,0.142029,Low: <0.2,Focal support below five votes,0.355072,0.4,0.25,0.4601449275362318,0,*stanyanīta,mrakṣaṇa
entry,BULL,0.140756,Low: <0.2,Focal support below five votes,0.234594,0.6,0.25490196078431376,0.21428571428571427,0,gṓ,balivárda
entry,THICK,0.140642,Low: <0.2,Focal support below five votes,0.234403,0.6,0.2727272727272727,0.19607843137254902,0,*bʰakkʰa,gāḍʰa
entry,ARRIVE,0.140476,Low: <0.2,Focal support below five votes,0.35119,0.4,0.2,0.5023809523809524,0,*prēratē,prábʰūta
entry,TIME,0.139904,Low: <0.2,Focal support below five votes,0.310897,0.45,0.45,0.4239316239316239,0.25213675213675213,vāra,vḗlā
entry,FRIEND,0.139722,Low: <0.2,Focal support below five votes,0.349306,0.4,0.4,0.3986111111111111,0.1,dāraka,mitrá
entry,YOKE,0.13927,Low: <0.2,Focal support below five votes,0.297222,0.4685714285714286,0.55,0.19523809523809524,0.15079365079365079,yugá,yōktrayati
entry,WANDER,0.138974,Low: <0.2,Focal support below five votes,0.347436,0.4,0.4,0.2948717948717949,0,tíllati,*gʰummati
entry,PLACE (POSITION),0.138882,Low: <0.2,Focal support below five votes,0.308626,0.45,0.25,0.4147451963241437,0.047493734335839595,stʰā́na,stʰā́man
entry,EAT,0.137566,Low: <0.2,Focal support below five votes,0.165079,0.8333333333333333,0.19841269841269837,0.8222222222222222,0.6904761904761905,yuvátē,kʰā́dati
entry,LOUSE,0.1375,Low: <0.2,Focal support below five votes,0.196429,0.7,0.8095238095238094,0.19444444444444445,0.6111111111111112,yū́kā,utkuṇa
entry,CAMEL,0.137407,Low: <0.2,Focal support below five votes,0.294444,0.4666666666666666,1.0,0.15555555555555553,0.5666666666666667,úṣṭra,karabʰá
entry,PREGNANT,0.135625,Low: <0.2,Focal support below five votes,0.452083,0.3,0.1875,0.9666666666666667,0.25,*udguru,garbʰíṇī
entry,FLAME,0.135556,Low: <0.2,Focal support below five votes,0.338889,0.4,0.4,0.3611111111111111,0.08333333333333333,bʰāsá,arcís
entry,CHIN,0.135268,Low: <0.2,Focal support below five votes,0.450893,0.3,0.21428571428571427,0.6875,0,jámbʰa,tuṇḍa
entry,VULVA,0.135227,Low: <0.2,Focal support below five votes,0.270455,0.5,0.25,0.4242424242424242,0.13333333333333333,*bʰucca,*cutta
entry,BURNING,0.134856,Low: <0.2,Focal support below five votes,0.237981,0.5666666666666667,0.6041666666666666,0.21794871794871792,0.34615384615384615,taptá,dāha
entry,YELLOW,0.134545,Low: <0.2,Focal support below five votes,0.224242,0.6,0.34848484848484845,0.2,0.1,haridra,haridrā
entry,GROUND,0.134343,Low: <0.2,Focal support below five votes,0.287879,0.4666666666666667,0.2424242424242424,0.33333333333333337,0,dʰaráṇī,*piṣyatē
entry,BONE,0.133878,Low: <0.2,Focal support below five votes,0.223129,0.6,0.2,0.9795918367346939,0.7333333333333333,aṣṭʰi,haḍḍa
entry,BEAUTIFUL,0.133681,Low: <0.2,Focal support below five votes,0.267361,0.5,0.20833333333333334,0.3263888888888889,0,śúbʰvan,śōbʰaná
entry,STOOL,0.132727,Low: <0.2,Focal support below five votes,0.331818,0.4,0.4,0.41666666666666663,0.15303030303030302,ā́sana,pīṭʰa
entry,SHOULDERBLADE,0.132143,Low: <0.2,Focal support below five votes,0.330357,0.4,0.375,0.2857142857142857,0,*spʰiyá,áṁsa
entry,VOMIT,0.131852,Low: <0.2,Focal support below five votes,0.247222,0.5333333333333333,0.3333333333333333,0.17777777777777776,0.016666666666666666,vámati,udgirati
entry,COUGH,0.131111,Low: <0.2,Focal support below five votes,0.327778,0.4,0.2,0.45555555555555555,0,kā́satē,*kʰōkkʰ
entry,SCRATCH,0.130603,Low: <0.2,Focal support below five votes,0.313447,0.41666666666666663,0.4375,0.18939393939393936,0,*kōcc,*kōtr
entry,NECKLACE,0.130556,Low: <0.2,Focal support below five votes,0.326389,0.4,0.3333333333333333,0.4861111111111111,0.16666666666666666,*graíviya,hāra
entry,DARK,0.130357,Low: <0.2,Focal support below five votes,0.325893,0.4,0.2857142857142857,0.4375,0.07142857142857142,kṣīṇá,andʰakāra
entry,WAIST,0.130179,Low: <0.2,Focal support below five votes,0.289286,0.45,0.42857142857142855,0.15,0,*ḍʰākka,*lakka
entry,TOWARDS,0.13,Low: <0.2,Focal support below five votes,0.325,0.4,0.3333333333333333,0.35,0.03333333333333333,kárṇa,bʰitta
entry,NOT,0.129928,Low: <0.2,Focal support below five votes,0.169471,0.7666666666666666,0.23958333333333331,0.8076923076923077,0.7083333333333333,naiva,ná
entry,SHADE,0.129545,Low: <0.2,Focal support below five votes,0.215909,0.6,0.25,0.18181818181818182,0,apaccʰāyā,cʰādi
entry,SMALL,0.129446,Low: <0.2,Focal support below five votes,0.242712,0.5333333333333333,0.14814814814814814,0.40209059233449485,0.06481481481481483,*lukka,*cʰōṭṭa
entry,PULSE,0.129365,Low: <0.2,Focal support below five votes,0.323413,0.4,0.2857142857142857,0.3611111111111111,0,mudgá,nāḍī́
entry,LIE (REST),0.128571,Low: <0.2,Focal support below five votes,0.321429,0.4,0.2857142857142857,0.35714285714285715,0,laṭṭa,*jʰūṭṭʰa
entry,WOLF,0.128571,Low: <0.2,Focal support below five votes,0.321429,0.4,0.35714285714285715,0.2857142857142857,0,grastr̩,*?
entry,BE BORN,0.127778,Low: <0.2,Focal support below five votes,0.319444,0.4,0.5833333333333334,0.2222222222222222,0.16666666666666666,jā́yatē,dēśī́ya
entry,LOSE,0.126731,Low: <0.2,Focal support below five votes,0.422436,0.3,0.3,0.5448717948717948,0,*pusati,hārayati
entry,BARK,0.126667,Low: <0.2,Focal support below five votes,0.316667,0.4,0.4,0.29999999999999993,0.06666666666666667,puṭa,cʰalli
entry,THROAT,0.125463,Low: <0.2,Focal support below five votes,0.250926,0.5,0.20833333333333334,0.4185185185185185,0.125,*śraṭṭa,gala
entry,PORCH,0.125333,Low: <0.2,Focal support below five votes,0.313333,0.4,0.4,0.22666666666666668,0,maṇḍapa,*avaśara
entry,STRING,0.12533,Low: <0.2,Focal support below five votes,0.313324,0.4,0.2857142857142857,0.4077838827838827,0.06684981684981685,sū́tra,davara
entry,BUILD,0.12381,Low: <0.2,Focal support below five votes,0.309524,0.4,0.3333333333333333,0.2857142857142857,0,dádʰāti,cinṓti
entry,HIGH TIDE,0.12381,Low: <0.2,Focal support below five votes,0.309524,0.4,0.2857142857142857,0.3333333333333333,0,*avaḍḍʰāla,vŕ̩ddʰi
entry,HOLD,0.123512,Low: <0.2,Focal support below five votes,0.247024,0.5,0.35714285714285715,0.3083333333333333,0.17142857142857143,dʰāráyati,dʰárati
entry,RECOGNIZE (SOMEBODY),0.123333,Low: <0.2,Focal support below five votes,0.308333,0.4,0.3333333333333333,0.2833333333333333,0,jānā́ti,pratyabʰijānāti
entry,SPEAR,0.123333,Low: <0.2,Focal support below five votes,0.308333,0.4,0.3333333333333333,0.45,0.16666666666666666,śalyá,bʰalla
entry,PLOUGH,0.122854,Low: <0.2,Focal support below five votes,0.263258,0.4666666666666666,0.29166666666666663,0.23484848484848486,0,kr̩ṣáti,*carṣati
entry,KNOW,0.122751,Low: <0.2,Focal support below five votes,0.306878,0.4,0.42857142857142855,0.2222222222222222,0.037037037037037035,jānā́ti,cihnayati
entry,ELBOW,0.122294,Low: <0.2,Focal support below five votes,0.244589,0.5,0.22727272727272727,0.2619047619047619,0,*ḍʰōŋga,aratní
entry,WANT,0.122222,Low: <0.2,Focal support below five votes,0.305556,0.4,0.3333333333333333,0.2777777777777778,0,*gʰaṭṭati,śraddʰā́
entry,EMERGE (APPEAR),0.121875,Low: <0.2,Focal support below five votes,0.270833,0.45,0.25,0.29166666666666663,0,*niṣkasati,bʰā́sati
entry,DEER,0.121711,Low: <0.2,Focal support below five votes,0.405702,0.3,0.25,0.8947368421052632,0.3333333333333333,*margā,hariṇá
entry,FIREWOOD,0.121154,Low: <0.2,Focal support below five votes,0.259615,0.4666666666666666,0.17948717948717946,0.4166666666666667,0.07692307692307693,dā́ru,lakuṭa
entry,REMAIN,0.119524,Low: <0.2,Focal support below five votes,0.29881,0.4,0.2222222222222222,0.3892857142857143,0.013888888888888888,dʰárati,*rahati
entry,PALM OF HAND,0.119444,Low: <0.2,Focal support below five votes,0.298611,0.4,0.2222222222222222,0.375,0,pr̩tʰú,nārikēla
entry,BE HUNGRY,0.119391,Low: <0.2,Focal support below five votes,0.238782,0.5,0.20833333333333334,0.3076923076923077,0.038461538461538464,abʰukta,bubʰukṣatē
entry,GOOD,0.118562,Low: <0.2,Focal support below five votes,0.197603,0.6,0.21428571428571427,0.18092105263157893,0,bʰagín,vardʰita
entry,RAVINE,0.117284,Low: <0.2,Focal support below five votes,0.351852,0.3333333333333333,0.5555555555555556,0.18518518518518517,0.037037037037037035,*gʰala,gʰāra
entry,HARD,0.115909,Low: <0.2,Focal support below five votes,0.289773,0.4,0.45454545454545453,0.25,0.125,kakkʰaṭa,nirbʰara
entry,OPEN,0.115831,Low: <0.2,Focal support below five votes,0.289579,0.4,0.16666666666666666,0.4680461073318216,0.05555555555555555,*vyapāvarati,*kʰōll
entry,DUNG (ANIMAL FAECES),0.115323,Low: <0.2,Focal support below five votes,0.364177,0.3166666666666666,0.6904761904761905,0.14393939393939392,0.10606060606060605,pāṣi,kʰā́tra
entry,GRANDMOTHER,0.114286,Low: <0.2,Focal support below five votes,0.285714,0.4,0.35714285714285715,0.2857142857142857,0.07142857142857142,*dādda,*nānna
entry,REST,0.114286,Low: <0.2,Focal support below five votes,0.285714,0.4,0.2857142857142857,0.3,0.014285714285714285,viśramatē,suptá
entry,ROTTEN,0.113636,Low: <0.2,Focal support below five votes,0.284091,0.4,0.25,0.3181818181818182,0,takrá,śáṭati
entry,SWEET,0.113438,Low: <0.2,Focal support below five votes,0.20625,0.55,0.18333333333333332,0.7125,0.48333333333333334,madʰurá,mr̩ṣṭá
entry,DEEP,0.113021,Low: <0.2,Focal support below five votes,0.376736,0.3,0.25,0.5034722222222222,0,guptá,gabʰīrá
entry,SHIELD,0.112963,Low: <0.2,Focal support below five votes,0.423611,0.26666666666666666,0.625,0.2222222222222222,0,kʰēṭa-,*ōḍḍʰ
entry,SEED,0.111623,Low: <0.2,Focal support below five votes,0.196982,0.5666666666666667,0.7692307692307693,0.11805555555555554,0.4933226495726496,bī́ja,tilá
entry,JACKAL,0.10943,Low: <0.2,Focal support below five votes,0.269091,0.4066666666666666,0.8181818181818182,0.13555555555555554,0.41555555555555557,śr̩gālá,pʰēru
entry,AND,0.109127,Low: <0.2,Focal support below five votes,0.297619,0.36666666666666664,0.16666666666666666,0.42857142857142855,0,tadā́,ápara
entry,NOW,0.108571,Low: <0.2,Focal support below five votes,0.271429,0.4,0.2857142857142857,0.4,0.14285714285714285,*?,adʰunā́
entry,DIRTY,0.107389,Low: <0.2,Focal support below five votes,0.268473,0.4,0.18181818181818182,0.35512820512820514,0,*kicca,*malin
entry,PENIS,0.106777,Low: <0.2,Focal support below five votes,0.282051,0.3785714285714285,0.7564102564102563,0.1456043956043956,0.3379120879120879,laṭṭa,lakuṭa
entry,ONE,0.105528,Low: <0.2,Focal support below five votes,0.120833,0.8733333333333334,0.9166666666666666,0.10916666666666668,0.7841666666666667,ḗka,pādiká
entry,GO UP OR RISE (ONESELF),0.105429,Low: <0.2,Focal support below five votes,0.210859,0.5,0.2777777777777778,0.23484848484848483,0.09090909090909091,*ut-stʰāti,*caḍʰati
entry,FINGER,0.104762,Low: <0.2,Focal support below five votes,0.130952,0.8,1.0,0.09523809523809523,0.8333333333333334,aŋgúli,aŋgula
entry,HAT,0.104029,Low: <0.2,Focal support below five votes,0.260073,0.4,0.2857142857142857,0.9487179487179487,0.7142857142857143,kʰōla,*ṭōppa
entry,FLOUR,0.103877,Low: <0.2,Focal support below five votes,0.207755,0.5,0.15625,0.7592592592592593,0.5,apūpíya,*ārta
entry,CUT,0.103824,Low: <0.2,Focal support below five votes,0.167241,0.6208080808080808,0.294047619047619,0.18259061200237672,0.14215686274509803,*cʰindati,kártati
entry,SLEEP,0.103495,Low: <0.2,Focal support below five votes,0.206989,0.5,0.16666666666666666,0.2806451612903226,0.03333333333333333,*svāpra,suptá
entry,LOOK,0.103125,Low: <0.2,Focal support below five votes,0.20625,0.5,0.25,0.3125,0.15,*stʰarati,*dr̩kṣati
entry,OUTSIDE,0.103125,Low: <0.2,Focal support below five votes,0.34375,0.3,0.1875,0.5625,0.0625,*bāhirima,*bāhira
entry,THERE,0.101786,Low: <0.2,Focal support below five votes,0.339286,0.3,0.25,0.42857142857142855,0,átra,ittʰám
entry,GET,0.101136,Low: <0.2,Focal support below five votes,0.252841,0.4,0.25,0.5606060606060606,0.30492424242424243,lábʰatē,prāpayati
entry,BOW STRING,0.100962,Low: <0.2,Focal support below five votes,0.252404,0.4,0.6923076923076923,0.25,0.4375,guṇá,tantí
entry,FEAR (BE AFRAID),0.098152,Low: <0.2,Focal support below five votes,0.24538,0.4,0.18181818181818182,0.34730725623582775,0.03836580086580087,bibʰḗti,dara
entry,RUB,0.097527,Low: <0.2,Focal support below five votes,0.243819,0.4,0.2857142857142857,0.2089160839160839,0.006993006993006993,márdati,*marati
entry,GUARD,0.0975,Low: <0.2,Focal support below five votes,0.325,0.3,0.35,0.3,0,rákṣati,prahara
entry,HIP,0.097143,Low: <0.2,Focal support below five votes,0.242857,0.4,0.2857142857142857,0.2,0,śrṓṇi,*kulla
entry,EGG,0.096955,Low: <0.2,Focal support below five votes,0.19391,0.5,0.20833333333333334,0.1794871794871795,0,stʰūlá,ḍimba
entry,GRAIN,0.096111,Low: <0.2,Focal support below five votes,0.205952,0.4666666666666666,0.2333333333333333,0.17857142857142858,0,bī́ja,annā́dya
entry,GROOM,0.095893,Low: <0.2,Focal support below five votes,0.319643,0.3,0.25,0.3892857142857143,0,jā́mātr̩,vará
entry,ACHE,0.095,Low: <0.2,Focal support below five votes,0.475,0.2,0.75,0.2,0,śūlatē,jʰaṇajḣaṇāyatē
entry,DRUM,0.094182,Low: <0.2,Focal support below five votes,0.252273,0.37333333333333335,0.8,0.1696969696969697,0.4651515151515152,ḍʰōla,*ḍaŋka
entry,YAWN,0.093333,Low: <0.2,Focal support below five votes,0.233333,0.4,0.5,0.2,0.2333333333333333,jŕ̩mbʰatē,hāyi
entry,WING,0.092826,Low: <0.2,Focal support below five votes,0.30942,0.3,0.3,0.3623188405797101,0.043478260869565216,pākṣa,ḍayana
entry,FALL,0.092583,Low: <0.2,Focal support below five votes,0.216026,0.42857142857142855,0.1948051948051948,0.4001543209876543,0.16290684624017956,galati,pátati
entry,POND,0.092308,Low: <0.2,Focal support below five votes,0.230769,0.4,0.3333333333333333,0.17948717948717946,0.05128205128205128,*ḍʰaṇḍʰa,pauṣkara
entry,SPLIT,0.091749,Low: <0.2,Focal support below five votes,0.250223,0.3666666666666667,0.2619047619047619,0.25416666666666665,0.015625,pʰálati,*spʰuṭyati
entry,HEAT,0.091136,Low: <0.2,Focal support below five votes,0.227839,0.4,0.2857142857142857,0.20842490842490843,0.038461538461538464,tápyati,arcís
entry,LAMB,0.091071,Low: <0.2,Focal support below five votes,0.303571,0.3,0.35714285714285715,0.25,0,*bukka,*lēlla
entry,PUT,0.090455,Low: <0.2,Focal support below five votes,0.301515,0.3,0.13636363636363635,0.4666666666666666,0,dádʰāti,rákṣati
entry,HOE,0.09,Low: <0.2,Focal support below five votes,0.3,0.3,0.3,0.5,0.2,karṣí,kuddāla
entry,DRY,0.089836,Low: <0.2,Focal support below five votes,0.149726,0.6,0.15789473684210525,0.7083333333333334,0.5667763157894736,śúṣyati,śúṣka
entry,PORCUPINE,0.089773,Low: <0.2,Focal support below five votes,0.224432,0.4,0.25,0.6363636363636364,0.4375,śályaka,śvāvídʰ
entry,SLOPE,0.088889,Low: <0.2,Focal support below five votes,0.333333,0.26666666666666666,0.4,0.26666666666666666,0,drōṇī,uttáraṇa
entry,WHEAT,0.088803,Low: <0.2,"Supported, crossover >10 points",0.088803,1,0.8809523809523809,0.13513513513513514,0.8384813384813384,gōdʰū́ma,kaṇika
entry,WHICH,0.08875,Low: <0.2,Focal support below five votes,0.44375,0.2,0.6875,0.2,0,kím,kaḥ punar
entry,BLOW (OF WIND),0.08854,Low: <0.2,Focal support below five votes,0.206593,0.42857142857142855,0.4642857142857143,0.16483516483516483,0.215934065934066,*pʰūtka,*ṭʰōkk
entry,DAWN,0.088525,Low: <0.2,Focal support below five votes,0.265575,0.3333333333333333,0.23809523809523808,0.3030555555555555,0.01,*lōka,*bʰōrā
entry,FIST,0.087051,Low: <0.2,Focal support below five votes,0.186538,0.4666666666666666,0.95,0.17948717948717946,0.7564102564102563,muṣṭí,*gʰūssa
entry,FOOD,0.086458,Low: <0.2,Focal support below five votes,0.216146,0.4,0.25,0.18229166666666666,0,apūpá,āhāra
entry,YOU,0.086429,Low: <0.2,Focal support below five votes,0.144048,0.6000000000000001,0.4880952380952381,0.12000000000000002,0.32,yuṣmad,ātmán
entry,WEAVE,0.085556,Low: <0.2,Focal support below five votes,0.213889,0.4,0.2222222222222222,0.65,0.4444444444444444,tántra,*vināti
entry,SPRING (OF WATER),0.084286,Low: <0.2,Focal support below five votes,0.421429,0.2,0.7,0.14285714285714285,0,útsa,*jʰāladʰāraka
entry,STRAW,0.083995,Low: <0.2,Focal support below five votes,0.209987,0.4,0.2857142857142857,0.16997354497354497,0.03571428571428571,túṣa,pálāla
entry,WASH,0.083889,Low: <0.2,Focal support below five votes,0.209722,0.4,0.2,0.3194444444444445,0.1,*kṣupyatē,*dʰauvati
entry,PLAY,0.083761,Low: <0.2,Focal support below five votes,0.314103,0.26666666666666666,0.16666666666666666,0.46153846153846156,0,nŕ̩tyati,*kʰēḍ
entry,DISTANCE,0.083333,Low: <0.2,Focal support below five votes,0.416667,0.2,1.0,0.16666666666666666,0.3333333333333333,dūrá,pántʰā
entry,BREAD,0.083175,Low: <0.2,Focal support below five votes,0.311905,0.26666666666666666,0.35714285714285715,0.26666666666666666,0,gōla,*rōṭṭa
entry,RAM,0.083056,Low: <0.2,Focal support below five votes,0.177976,0.4666666666666666,0.5357142857142857,0.2333333333333333,0.41309523809523807,mēṇḍʰa,bʰēḍra
entry,CHILD,0.08172,Low: <0.2,Focal support below five votes,0.204301,0.4,0.16666666666666666,0.24193548387096772,0,*kuḍa,*cʰōkara
entry,THROW,0.081212,Low: <0.2,Focal support below five votes,0.20303,0.4,0.2727272727272727,0.13333333333333333,0,talati,*ral
entry,BLUNT,0.081019,Low: <0.2,Focal support below five votes,0.202546,0.4,0.2222222222222222,0.19398148148148148,0.011111111111111112,*bukka,*bʰutta
entry,SELF,0.080159,Low: <0.2,Focal support below five votes,0.400794,0.2,0.14285714285714285,0.9444444444444444,0.2857142857142857,*pʰūtka,ātmán
entry,MANGO,0.079032,Low: <0.2,Focal support below five votes,0.112903,0.7,1.0,0.11290322580645161,0.8870967741935484,āmrá,kēsarin
entry,TURN,0.078698,Low: <0.2,Focal support below five votes,0.201667,0.3902380952380952,0.34722222222222215,0.13007936507936507,0.07396825396825397,vāra,*pāḍi
entry,BITE,0.077976,Low: <0.2,Focal support below five votes,0.259921,0.3,0.21428571428571427,0.3055555555555556,0,*cappayati,kártati
entry,HOLE,0.076905,Low: <0.2,Focal support below five votes,0.192262,0.4,0.2222222222222222,0.16230158730158728,0,*cumbʰati,cʰidrá
entry,SWIM,0.076339,Low: <0.2,Focal support below five votes,0.254464,0.3,0.21428571428571427,0.4375,0.14285714285714285,drávati,tárati
entry,EYE,0.07625,Low: <0.2,Focal support below five votes,0.099457,0.7666666666666666,0.19166666666666665,0.09782608695652174,0.09057971014492752,áśru,cákṣus
entry,STRONG,0.075,Low: <0.2,Focal support below five votes,0.25,0.3,0.21428571428571427,0.2857142857142857,0,*bʰakkʰa,bála
entry,SISTER,0.074167,Low: <0.2,Focal support below five votes,0.370833,0.2,0.575,0.16666666666666666,0,svásr̩,*duhitājana
entry,IN FRONT OF,0.073558,Low: <0.2,Focal support below five votes,0.294231,0.25,0.25,0.5384615384615384,0.2,purás,ágra
entry,TWO,0.072991,Low: <0.2,Focal support below five votes,0.091238,0.8,0.9469696969696971,0.08695652173913043,0.8514492753623187,dva,ardʰatr̩tīya
entry,SKY,0.072826,Low: <0.2,Focal support below five votes,0.242754,0.3,0.25,0.36231884057971014,0.12681159420289856,ākāśá,āsmān
entry,THIN,0.072821,Low: <0.2,Focal support below five votes,0.22996,0.3166666666666667,0.13194444444444445,0.3488095238095238,0.020833333333333332,cūrṇa,pattralá
entry,MEAT,0.071667,Low: <0.2,Focal support below five votes,0.179167,0.4,0.125,0.23333333333333334,0,ánna,gōśt
entry,OLD,0.071585,Low: <0.2,Focal support below five votes,0.178963,0.4,0.13333333333333333,0.2245934959349593,0,*ḍagga,jūrṇá
entry,WEAK,0.071465,Low: <0.2,Focal support below five votes,0.267995,0.26666666666666666,0.2222222222222222,0.31376678876678876,0,*rulla,durbala
entry,THIEF,0.071429,Low: <0.2,Focal support below five votes,0.178571,0.4,0.14285714285714285,0.32142857142857145,0.10714285714285714,muṣ,*ṭʰagg
entry,MAIZE,0.071053,Low: <0.2,Focal support below five votes,0.177632,0.4,0.25,0.6403508771929824,0.5350877192982456,yavākāra,markaka
entry,MORNING,0.070498,Low: <0.2,Focal support below five votes,0.264368,0.26666666666666666,0.16666666666666666,0.3620689655172414,0,rucitá,*vibʰāna
entry,GATHER,0.07,Low: <0.2,Focal support below five votes,0.35,0.2,0.2,0.5,0,pralabʰatē,cinṓti
entry,VILLAGE,0.069987,Low: <0.2,Focal support below five votes,0.116646,0.6,0.9078947368421053,0.07142857142857142,0.746031746031746,grā́ma,vasti
entry,STRIKE,0.069624,Low: <0.2,Focal support below five votes,0.183913,0.3785714285714285,0.2222222222222222,0.1456043956043956,0,lāgáyati,*ṭʰōkk
entry,STICK,0.06875,Low: <0.2,Focal support below five votes,0.229167,0.3,0.125,0.3333333333333333,0,*drumadaṇḍa,*laṣṭi
entry,CLOTHES,0.066562,Low: <0.2,Focal support below five votes,0.332812,0.2,0.2,0.515625,0.05,paṭṭa,karpaṭa
entry,EVIL,0.066481,Low: <0.2,Focal support below five votes,0.249306,0.26666666666666666,0.26666666666666666,0.23194444444444443,0,*latta,*bura
entry,SIT,0.066176,Low: <0.2,Focal support below five votes,0.220588,0.3,0.21428571428571427,0.4411764705882353,0.21428571428571427,níṣīdati,úpaviśati
entry,PESTLE,0.063988,Low: <0.2,Focal support below five votes,0.127976,0.5,0.8571428571428571,0.08928571428571429,0.6904761904761905,músala,*ḍʰēŋka
entry,AWAKE,0.06375,Low: <0.2,Focal support below five votes,0.31875,0.2,0.2,0.4375,0,búdʰyatē,jā́grat
entry,EMPTY,0.062986,Low: <0.2,Focal support below five votes,0.188957,0.3333333333333333,0.393939393939394,0.1282051282051282,0.14423076923076922,tuccʰyá,vānta
entry,TIRED,0.06176,Low: <0.2,Focal support below five votes,0.231602,0.26666666666666666,0.2727272727272727,0.19047619047619047,0,*kʰasati,kātara
entry,GUTS,0.061667,Low: <0.2,Focal support below five votes,0.308333,0.2,0.4166666666666667,0.2,0,ū́badʰya,*pēṭṭa
entry,MATERNAL UNCLE (MOTHER'S BROTHER),0.060641,Low: <0.2,Focal support below five votes,0.082692,0.7333333333333333,0.28205128205128205,0.75,0.8666666666666667,mātulá,māma
