Child_ID	Parent_ID	Kind	Rank	Pos	Source	Note
f_biyrjrr5bugi2	6983	reflex	1			
f_bjaalc7d3fxve	10988	reflex	1			
f_bjetv2vx3eeek	9238	reflex	1			
f_bjgufxhzrsrck	10233-3	reflex	1			
f_bjlro4xdcscku	11302	reflex	1			
f_bjoxz5kztwjoa	11348	reflex	1			
f_bjumlu2vis2ww	6658	reflex	1			
f_bjus7c76exutc	6726	reflex	1			
f_bjvl6tohvevfo	722	reflex	1			
f_bjye3fbguyzla	11503	reflex	1			
f_bjzketucozpyg	941	reflex	1			
f_bjzq5isnbyggu	549	reflex	1			
f_bkcclao6nvtfa	13913	reflex	1			
f_bkhsfa4d5hbgw	9989	reflex	1			
f_bkhu2ankituem	710-2	reflex	1			
f_bkncuyorforgm	f_o5f72y62sl5h2	variant	1			
f_bknmckze2edmu	3219	reflex	1			
f_bknvpyu4gzsdo	f_tdy4appzqjqre	variant	1			
f_bkqq476pi24j6	2245	reflex	1			
f_bkrdxwnt2zs4w	f_iizwuh3wokzh6	reflex	1			
f_bku6mqciy2vxs	43	reflex	1			
f_bkutqdohzscnc	5182	reflex	1			
f_bkvropwimluxu	13139	reflex	1			
f_bkw6osqoykwec	11906	reflex	1			
f_bkxdtsh47nwt6	f_sgabxqm5q6fc6	variant	1			
f_bl2ehceri6d6a	11628	reflex	1			
f_bl3rluagpftki	14029	reflex	1			
f_blel3uvaho2ek	5598-5	reflex	1			
f_blfkckzv5v44a	13743	reflex	1			
f_blg532lwzsv76	9475	reflex	1			
f_blkgjfwshacna	12645	reflex	1			
f_blnpjjeb7d3a2	13801	reflex	1			
f_blttvcvg5lawm	274	reflex	1			
f_blxp3yrgv5xfo	3232	reflex	1			
f_blz7qj2gnzlvw	f_dpo3s4imaofqe	variant	1			
f_bmamzgtdxy26e	13913	reflex	1			
f_bmcg5nucdgpx2	f_lmwk7knn4svus	reflex	1			
f_bmg64zjmaclja	8298	reflex	1			
f_bmibyafpur5pg	2854	reflex	1			
f_bmiu33prjeeew	5060-2	reflex	1			
f_bmkufsvwghxy2	145	reflex	1			
f_bmletzooroamk	4815	reflex	1			
f_bmmvtwzlumzxi	9570	reflex	1			
f_bmscsforuzyhy	f_qyjkwmymcndpi	variant	1			
f_bmuziqkdw7ze2	12513	reflex	1			
f_bmwm243llh2mq	357	reflex	1			
f_bmyjzqye4t5hs	3895	reflex	1			
f_bmyxtbbprjmgq	13146	reflex	1			
f_bn6er3nbbwzse	3948	reflex	1			
f_bnbxbvbvcweby	12052	reflex	1			
f_bndyrx6fkh2hk	10174	reflex	1			
f_bne6sodhilu7u	2462-2	reflex	1			
f_bnipvery72umm	8047	reflex	1			
f_bnjwffodhkpny	5466	reflex	1			
f_bnkdtatu6eglk	8283	reflex	1			
f_bnpkf2vnol676	4492	reflex	1			
f_bnqfxgil2vjhe	2894	reflex	1			
f_bnqfxnbozzwlu	6518	reflex	1			
f_bnrklud66p4pe	7785	reflex	1			
f_bnrsabspqlk5u	9293-2	reflex	1			
f_bnskmgcxdclas	f_4t5d2u3msbrc6	variant	1			
f_bnsthdjoqvpzg	10394	reflex	1			
f_bnuapwiuz73wq	2574	reflex	1			
f_bnz4tdsoofprm	10452	reflex	1			
f_bo3vqjgcd6c2y	2445	reflex	1			
f_bo7utbtocmrgy	11168	reflex	1			
f_bocjg2ph5rsf6	1295	reflex	1			
f_bodts3pzbghcg	9230	reflex	1			
f_bofzrqsrbabiy	1236	reflex	1			
f_bohq4jlqsflp6	1338	reflex	1			
f_bontujf76sxii	8218	reflex	1			
f_bophgnamrv4ya	3500	reflex	1			
f_bot5vj222docu	11083	reflex	1			
f_bozuvp5possiy	7067	reflex	1			
f_bp2kg2rs2kgzc	3164	reflex	1			
f_bpn2tg3ngzfgw	9982	reflex	1			
f_bpntfk537xy4w	12278	reflex	1			
f_bpob2x2prvr6y	f_znq42kbeauri2	variant	1			
f_bpq3ncvf62brk	135	reflex	1			
f_bpqozzkkmrudg	986	reflex	1			
f_bptjccuwolj5o	2860	reflex	1			
f_bpxlac3th646o	8283	reflex	1			
f_bpy3fkghcvbzu	7408	reflex	1			
f_bq33i7ltba756	11225	reflex	1			
f_bq54amp5dis4o	10512	reflex	1			
f_bqgn25ugxg4mu	13841	reflex	1			
f_bqhe6rjjaida2	3832	reflex	1			
f_bqjsq25dxkn3w	1111	reflex	1			
f_bqreu6xsfadeu	549	reflex	1			
f_bqrzvnomtn4xu	10278	reflex	1			
f_bqu5rnyv6yzys	6984	reflex	1			
f_bquuzjv6rwtds	10244	reflex	1			
f_bqwf3chqaaj7o	7563	reflex	1			
f_bqwncp3ernhr2	12326	reflex	1			
f_bqyputuq5wkf6	f_spf4a5dilelgk	variant	1			
f_bqzgoevsxtq4k	6983	reflex	1			
f_brd4x6rf6eavw	6658	reflex	1			
f_brhzdpsx6grlk	1962	reflex	1			
f_britkxuxdrun6	4093	reflex	1			
f_brj6avm7rud46	6013	reflex	1			
f_brmd4njy6fex4	12583	reflex	1			
f_brqkomegibv34	4287	reflex	1			
f_bryho7xmhtpkw	2757	reflex	1			
f_bs55z3c2ni4sy	10988	reflex	1			
f_bs7nbwobglnpy	2454	reflex	1			
f_bs7rsnrplskgi	11503	reflex	1			
f_bseo5bhdwsrsm	427	reflex	1			
f_bsfhdya2ch6gm	9085	reflex	1			
f_bskxmftxwuely	9964	reflex	1			
f_bso62umc3afey	14152	reflex	1			
f_bstmshi4tcsxi	f_hosowncdj6bl2	variant	1			
f_bt5nd36jsj2yu	6481	reflex	1			
f_bt7c7dlo7fdpq	10198	reflex	1			
f_btdt3vyhgcqmw	f_ef4677m2cv6js	variant	1			
f_btehxvnyekjry	4889	reflex	1			
f_btmylle7wiojc	13913	reflex	1			
f_btqgkclzpvvyq	13551	reflex	1			
f_btrb3xv63qjui	5853	reflex	1			
f_btvk46d2ors66	10512	reflex	1			
f_btwt5xsvfcmmm	6141	reflex	1			
f_btzw7q43us6ic	f_6binis63qnpm4	variant	1			
f_btzzatqteehho	2822	reflex	1			
f_bu6hw5qps7j2k	10187	reflex	1			
f_bubkoahrd2udc	12622	reflex	1			
f_bucykqnj23peq	3795	reflex	1			
f_buf24sugzmaog	14029	reflex	1			
f_bui4utqxp73x2	10337	reflex	1			
f_bulo2a4irxx2o	13878	reflex	1			
f_busl42rmbk5sk	9661	reflex	1			
f_buwi3t36kj4v2	13736	reflex	1			
f_buwnsexzhlxok	4190	reflex	1			
f_bv2h2jxlk7mkm	9691	reflex	1			
f_bv2p5dq7swu7w	5027	reflex	1			
f_bv3bkgmcowhgw	6628	reflex	1			
f_bv7fwbfb65w5g	145	reflex	1			
f_bvbgr6jdxnjvy	920	reflex	1			
f_bvc7oeuo7unxy	6613	reflex	1			
f_bvchuvn6vcvdy	7031	reflex	1			
f_bvqcnf3vbr4hm	13519	reflex	1			
f_bvtiolq4xr4h2	12528	reflex	1			
f_bvtqhrpl25g4c	242	reflex	1			
f_bvxnxsqzy7tuc	5301	reflex	1			
f_bw2yk5ufob6gy	f_yxyz2rvyryrdu	variant	1			
f_bw4vchcm4aq3k	f_z3xjf6qruvkvq	variant	1			
f_bw56aqzkn5gvs	9250	reflex	1			
f_bw5dl2fx5ufng	12225	reflex	1			
f_bw6guwfjfv532	12097-2	reflex	1			
f_bwaiidfzprf3y	10085-2	reflex	1			
f_bwbw7nclwqhri	125	reflex	1			
f_bwelwqykjcubo	10104	reflex	1			
f_bwi327dl4kqus	13415	reflex	1			
f_bwk36s5dvyffk	7655	reflex	1			
f_bwlq46dszubxm	2668	reflex	1			
f_bwrlzwxo255mg	3243	reflex	1			
f_bwvch7na4yvcw	13682	reflex	1			
f_bx2tep4ylcvbs	13551	reflex	1			
f_bxbo6r4diopba	10299	reflex	1			
f_bxewb43zek2x4	1971	reflex	1			
f_bxj3gpqbgue6g	f_upwyc62pkcm3s	variant	1			
f_bxmzpz6hgrrdo	f_2rmhvuusytymy	variant	1			
f_bxpy67aibugg6	3329	reflex	1			
f_bxqqhmckeorp4	3747	reflex	1			
f_bxsjripzswj4c	10104	reflex	1			
f_bxyu6ggdjwome	1295	reflex	1			
f_by7kacwwhuy7c	482	reflex	1			
f_bylfept6yky5a	13902	reflex	1			
f_byrrmnojvl5ha	f_baj46mt4wvqw4	variant	1			
f_byzruv7bpings	f_sd5fxx26kjdnq	variant	1			
f_bzcixgwu3nkyg	10104	reflex	1			
f_bze24vt6tyjr2	4701	reflex	1			
f_bzgwr6fvkeyng	2918	reflex	1			
f_bzhvzffrax23c	12258	reflex	1			
f_bzis7vk7abt6o	3167	reflex	1			
f_bzjkdhenv2flw	10286	reflex	1			
f_bzjvzlcmglbws	9136	reflex	1			
f_bzldtre6bd6qw	10191	reflex	1			
f_bzmbkd7275lvs	11072	reflex	1			
f_bzmdsoot7l6eo	6261	reflex	1			
f_bzohvgjcckllm	6481	reflex	1			
f_bzr5rfz7cjopm	12766	reflex	1			
f_bzxw3ecgax5ws	12675	reflex	1			
f_bzzyjif73gcii	941	reflex	1			
f_c25et4u2qvuqg	6333	reflex	1			
f_c2hnf6jmb2iuu	2206	reflex	1			
f_c2lwmhpqixidu	1801	reflex	1			
f_c2whka6uvmddu	14152	reflex	1			
f_c34gbuolm32hm	f_znq42kbeauri2	variant	1			
f_c3b2ad6t5ezo4	9917	reflex	1			
f_c3m6luia7qpiy	f_hxwxnakkx7nro	variant	1			
f_c3uiyuas2ooh4	f_4dkiw43zb5eas	variant	1			
f_c3uqdyn3wcn6q	3865	reflex	1			
f_c3xsbu77tbpcm	f_5eynxrzontetc	variant	1			
f_c3xstq2q2fn6m	3251	reflex	1			
f_c43xyfox6oqya	6119	reflex	1			
f_c46wqie7nlhva	10792	reflex	1			
f_c47tyfe3vbwva	f_7hofjbhzulmi2	variant	1			
f_c4exsfgovcfjy	6864	reflex	1			
f_c4htohjabeyha	6333	reflex	1			
f_c4iozhkldfmzy	7663	reflex	1			
f_c4jixkh32j5kk	2025	reflex	1			
f_c4kga6jdpyrma	12583	reflex	1			
f_c4ltonrvawn4a	13468	reflex	1			
f_c4nnrvw53oevc	f_3tmmilg7glrqa	variant	1			
f_c4q4of647kcrs	13902	reflex	1			
f_c4sh5xzvkupii	4147	reflex	1			
f_c4u23gu2htiis	2712	reflex	1			
f_c4v56g6zd2dbu	6006	reflex	1			
f_c4yjpaupcag7q	10199	reflex	1			
f_c52yiselok6ia	1962	reflex	1			
f_c5mdjbgxxpag4	6013	reflex	1			
f_c5mepe6ea44g2	1130	reflex	1			
f_c5nbaf57xddjq	10702	reflex	1			
f_c5umqc3oxcgw4	13756	reflex	1			
f_c5xnqpre6wmxy	10337	reflex	1			
f_c5ym73m6qq4wk	2892	reflex	1			
f_c62l2yuah4uka	2485	reflex	1			
f_c63tb6ti2ir3a	9108	reflex	1			
f_c64dwcqpoxv4y	6888	reflex	1			
f_c65ystanfgfbs	10792	reflex	1			
f_c6cpimjkljpvi	f_ap5z2h36u2554	variant	1			
f_c6d4kf5fdf2vm	5839	reflex	1			
f_c6ei6ca26zsdc	9982	reflex	1			
f_c6gdekzakm6fe	2631	reflex	1			
f_c6vietmcr2acs	773	reflex	1			
f_c72ctlp3tya7g	7785	reflex	1			
f_c74poxd64dw56	11221	reflex	1			
f_c7ass2y4mvuhy	3978	reflex	1			
f_c7frd4fypyhhu	12583	reflex	1			
f_c7kjwiqkx7spw	3175	reflex	1			
f_c7pghjbud3ogw	1181	reflex	1			
f_c7qy4p3ui2xns	f_h4qjxz6a2qxts	borrowed	1			
f_ca457iap5yeke	f_ueiqvxuutrvvw	variant	1			
f_ca4qoyxc3ovra	2712	reflex	1			
f_cabdfsjwbpoqo	4161	reflex	1			
f_caeav4r3bqlgi	10323	reflex	1			
f_cagdbqwlybz76	1962	reflex	1			
f_cahsg4szmsrom	1892	reflex	1			
f_cam5d3g4xcgq4	7031	reflex	1			
f_caqtkv5jiqny4	5897	reflex	1			
f_carwf233o7bkw	9875	reflex	1			
f_caxauw2px45na	6152	reflex	1			
f_cbeakmmkgqnh4	10946	reflex	1			
f_cbekepkgpaieo	8072	reflex	1			
f_cbsvwzpwnl744	9241	reflex	1			
f_cbygp6jqtngzk	9661	reflex	1			
f_cc4kwqzog2vbs	946	reflex	1			
f_ccahu7gfwo2vy	11331	reflex	1			
f_ccaxxwk7qt4sc	9467	reflex	1			
f_cccyf2afzydxo	5731	reflex	1			
f_cce4b2qibeuf6	7785	reflex	1			
f_ccgemzhc2v6hu	2426	reflex	1			
f_ccry4d3af4moo	11302	reflex	1			
f_ccsoged6bimlk	9085	reflex	1			
f_ccsont3p5iyfi	f_f4isvgaqhhhx6	variant	1			
f_ccyhfzomm3dks	6227	reflex	1			
f_cczkdsk2bjpbq	13952	reflex	1			
f_cd3pr2nmjbjxm	5904	reflex	1			
f_cd4ebnf65lpts	3704	reflex	1			
f_cd5dsux77nzb6	2245	reflex	1			
f_cd6mlvngji6tk	12548	reflex	1			
f_cdbxvuuwij57u	6658	reflex	1			
f_cdea7j7qr5ts2	13386	reflex	1			
f_cdeiul2ne7ckw	5399	reflex	1			
f_cdewqiz3kugjw	6481	reflex	1			
f_cdf2v74ucdmik	10133	reflex	1			
f_cdftlojohvjnm	2574	reflex	1			
f_cdjj5nejkmw5w	5850-2	reflex	1			
f_cdjr7fbh3365w	10337	reflex	1			
f_cdocgdie4sdw6	12548	reflex	1			
f_cdpvr4q6njvco	12331	reflex	1			
f_cdq3cdzqkag2q	12583	reflex	1			
f_cdvl5gssydpb2	9238-2	reflex	1			
f_cdw7ubu4em6b4	1869	reflex	1			
f_ce4m3ghaofnfu	283	reflex	1			
f_ce74z73em7o6a	9660	reflex	1			
f_ce7bgbnb3oylw	f_2dwhu3vus2d7e	variant	1			
f_ced6q2l3h7bw4	3865	reflex	1			
f_cee4lbslegoko	6658	reflex	1			
f_cel5fpcqnywjo	8265	reflex	1			
f_ceowwn7tcbhgw	4760	reflex	1			
f_ceqbrt7upt2vu	14152	reflex	1			
f_ceqs73vbsapl4	4368	reflex	1			
f_cero5qhc3aso2	10792	reflex	1			
f_cf62w6ym2t3nu	6152	reflex	1			
f_cf7x3sndylfr4	f_kz5dfnvhtcxts	variant	1			
f_cfdkfn23kd4fu	11625	reflex	1			
f_cfdoc3khyb4wy	10961	reflex	1			
f_cffcjntzcmsty	3023	reflex	1			
f_cfiy2bshcg5cs	6141	reflex	1			
f_cfjnikckhxgmi	7047	reflex	1			
f_cfnrzc6g2lv6g	1111	reflex	1			
f_cfrdu3kuu46wu	12278	reflex	1			
f_cfycdyjy5npy2	3219	reflex	1			
f_cg2gv4crnh632	9193	reflex	1			
f_cg4bxl4okveqy	13519	reflex	1			
f_cga4lf4uciuuu	1561	reflex	1			
f_cgewelaqqriuo	9330	reflex	1			
f_cghcnd7babtju	6119	reflex	1			
f_cgia6xwrygi52	3602	reflex	1			
f_cgke2s5kdszn6	1111	reflex	1			
f_cgot7s2r7d5kq	1154	borrowed	1			
f_ch4nclwkepheg	2655	reflex	1			
f_ch6utawkvlgmq	2445	reflex	1			
f_chbwx2y2fksyk	12583	reflex	1			
f_chcovvhmu7332	13776	reflex	1			
f_chcrkes3cmflw	10174	reflex	1			
f_chdd34rijs5hu	9303	reflex	1			
f_chgn6izxhtshq	283	reflex	1			
f_chkx6akx7ccg4	2613	reflex	1			
f_cho3jwegdaqyo	9691	reflex	1			
f_chpae3wz6lyee	12548	reflex	1			
f_chqdpqzg3femw	14845	reflex	1			
f_chu4lzjjsi5po	10113	reflex	1			
f_chvjlka533o4q	910	reflex	1			
f_chvmjmvrnbiom	13794	reflex	1			
f_chwk76l4ibfqu	f_ka26y3l5q6kkm	variant	1			
f_ci335vtpsaess	6391	reflex	1			
f_ci425jzhdrd3u	3865-4	reflex	1			
f_ci5xczzr5unlq	3451	reflex	1			
f_ciaall5co43by	7655	reflex	1			
f_cidfqnn4ai3a4	5958	reflex	1			
f_ciicxpap6v5ts	43	reflex	1			
f_cin2ll6wvc2oq	9349	reflex	1			
f_cinbvdkgv4lzi	10323	reflex	1			
f_cipub3ympe4ro	7136	reflex	1			
f_ciq5nophmpy46	f_ubdaiww3bug5c	variant	1			
f_cittxs4wtdsii	2860	reflex	1			
f_cixmbvcrxrpks	5930	reflex	1			
f_cj2gzkh6byl2w	7067	reflex	1			
f_cj3i7d2u55irm	12774	reflex	1			
f_cjdiahyfpqcbw	4655	reflex	1			
f_cjgcurveo7dpc	242	reflex	1			
f_cjgn5xnprmfs4	2830	reflex	1			
f_cjhkg4hecamvy	2025	reflex	1			
f_cjkzcn3p5m2vi	9893	reflex	1			
f_cjlskk6cjjekq	10770	reflex	1			
f_cjlx4wzobza6g	3931-2	reflex	1			
f_cjqg5zbovcy5m	9250	reflex	1			
f_cjrnsbqnmfuuo	12548	reflex	1			
f_cjth4aksbfn2k	4501	reflex	1			
f_ck4ilnixvcp3g	f_6sabgj5gxdzaa	variant	1			
f_ck5h75hsk4n5c	13366	reflex	1			
f_ckakslbwtixv2	1440	reflex	1			
f_ckr52qkp4sgmk	10310	reflex	1			
f_ckvf5rot75e2o	6227	reflex	1			
f_ckxyv6grjl2ow	9935	reflex	1			
f_cl3xglh6i3z4a	7655	reflex	1			
f_cl4bjhiz6jqds	3594	reflex	1			
f_cldaustunagiy	8265	reflex	1			
f_clgcspcraqz5m	f_uuagsrofty4xs	variant	1			
f_clhyi7ws5bsag	8209	reflex	1			
f_clircfswadtuq	4368	reflex	1			
f_cljjn2l5uak46	5110	reflex	1			
f_clk2tkhgd654w	7484	reflex	1			
f_clp2qy6ff5gq4	11743	reflex	1			
f_clplw6ucunyt4	941	reflex	1			
f_cls6acuscyck6	10286	reflex	1			
f_clvxbzvp66254	1474	reflex	1			
f_clwqsoon3d5qc	9837	reflex	1			
f_clze4njrrrdos	986	reflex	1			
f_clzedvuslg2i6	4801	reflex	1			
f_cm2akoalp6npm	6368	reflex	1			
f_cm4pvgrxkj6xo	f_edzzvjgnn4ga4	variant	1			
f_cm7aqo6wjmplu	11742	reflex	1			
f_cmaowk3hb4g4g	9193	reflex	1			
f_cmbdezgzxvqig	2933	reflex	1			
f_cmfvslmlscp7g	1111	reflex	1			
f_cmguahqoz4diw	9129	reflex	1			
f_cmh3k3j6te5hq	2592	reflex	1			
f_cmkp43pyy5ubs	6391	reflex	1			
f_cmm4d4nqj6fu6	11168	reflex	1			
f_cmmw6qu45ym22	7047	reflex	1			
f_cmur6rdyianws	f_skzpyqhjix6ym	variant	1			
f_cmy6ttktxn4fk	1921	reflex	1			
f_cn2h6vtf66maq	5798	reflex	1			
f_cn3ew7fyy4xwy	2435	reflex	1			
f_cn3wcwfjszlce	2485	reflex	1			
f_cnfuabdrqqee4	6495	reflex	1			
f_cnhsbx35z77qw	4516	reflex	1			
f_cnhueuiszpmkw	11348	reflex	1			
f_cnqb64u5hrcpo	13551	reflex	1			
f_cnqbe26c3itua	7039	reflex	1			
f_cnrkcxhds5uee	12431	reflex	1			
f_cnrxqfrmu7dda	2574	reflex	1			
f_cntw5lomw4qss	5979	reflex	1			
f_cojxl2nodvpcc	6368	reflex	1			
f_cokgc7jbxwsnk	12590	reflex	1			
f_colknd6gnpnhy	2629	reflex	1			
f_cp6xuvigtrmag	5228	reflex	1			
f_cq3roehq4esz6	4336	reflex	1			
f_cq4htgqpwbv74	6730	reflex	1			
f_cqaftdvjrvks4	9871	reflex	1			
f_cqkqguqyjhweq	6128	reflex	1			
f_cqlwc44x53gio	f_i3molrsdunl2o	variant	1			
f_cqomccgjt2ee2	10917	reflex	1			
f_cqp2usutvcc3i	2574	reflex	1			
f_cqpo2vmnimbyk	125	reflex	1			
f_cqq57kkz5mmby	13662	reflex	1			
f_cr43qdzy7w7y6	7785	reflex	1			
f_cr57nch3mlal2	10198	reflex	1			
f_cr647itnorhtq	4225	reflex	1			
f_cr75zzohxuuqm	7969	reflex	1			
f_crc2arxcyrsmu	2860	reflex	1			
f_crhqaczzwykze	6250	reflex	1			
f_crlfxz2arw2he	1111	reflex	1			
f_crn5oeh5lsx2u	11616	reflex	1			
f_crosxhsw7jmhg	11743	reflex	1			
f_crqghjlirlclw	3364	reflex	1			
f_cryogqeh5ur2g	2918	reflex	1			
f_crz67mchqob7i	5228	reflex	1			
f_crzhtsk3wcusa	4855	reflex	1			
f_cs4fbio4if2zq	5075	reflex	1			
f_cs7cfs6uswzkm	f_lmwk7knn4svus	reflex	1			
f_csdp54eucj332	5228	reflex	1			
f_cskjmufvjaq2a	10337	reflex	1			
f_css6hjnr5evwy	2512	reflex	1			
f_cswvyiualpv56	3941-3	reflex	1			
f_cszy2w4er7hmc	5001	reflex	1			
f_ct4tjpvpwfu4m	4387	reflex	1			
f_ct5gq4sp7hcou	9216	reflex	1			
f_ctcah5vfkdzd6	5198	reflex	1			
f_ctddjppvljnsi	13415	reflex	1			
f_ctdhqab4ubj7w	3781	reflex	1			
f_ctdithq6543qw	10395	reflex	1			
f_ctfunrbvj5lbi	9331	reflex	1			
f_ctowb5bwtq5oa	11231	reflex	1			
f_ctpm2ifm2e2mq	13576-2	reflex	1			
f_ctxfk7ht6ohyw	5598	reflex	1			
f_ctyo7w7hrarye	8898	reflex	1			
f_cu6eaexjwrew6	6648	reflex	1			
f_cud3ceenpai72	6590	reflex	1			
f_cueeykond2232	8201	reflex	1			
f_cuhqhsomnizlm	8012	reflex	1			
f_cuotg6cud7ap6	3873	reflex	1			
f_cus5fppi7bu7w	5820	reflex	1			
f_cuu3f6echpdag	8764	reflex	1			
f_cuwfwcn6whoks	9085	reflex	1			
f_cux73ghio4jcw	125	reflex	1			
f_cuxorhnvgpyu2	7785	reflex	1			
f_cuy6bdzn4hunk	145	reflex	1			
f_cv64c2hd3sdrw	3167	reflex	1			
f_cvchxa4ecbbty	f_ztmiooi4qc3sc	variant	1			
f_cvdcqs2s4pewm	5274	reflex	1			
f_cvfwljd3iwjta	5988	reflex	1			
f_cvgcfx6agdcqk	4605	reflex	1			
f_cvjzeguvdgzwo	3735	reflex	1			
f_cvpx43xzfyvpe	6926	reflex	1			
f_cvqt3d5lg6yne	11564	reflex	1			
f_cvraimqz2hfto	3153	reflex	1			
f_cvrzut7qxiqqi	10412	reflex	1			
f_cvudxxw66xzfi	3792	reflex	1			
f_cvw2j2fybuwxm	9282	reflex	1			
f_cvxwxihjngbag	10174	reflex	1			
f_cw5ssu6pwr26u	13585	reflex	1			
f_cw6rxzlzgdp2i	f_ibhy5gl3ygx4u	variant	1			
f_cwdzshebe5wks	13992	reflex	1			
f_cwpwmuqliu3pu	9661	reflex	1			
f_cwzme75yium5s	13509	reflex	1			
f_cx64pqrk3q7cs	1388	reflex	1			
f_cx6kwyc4kiwki	13871	reflex	1			
f_cx6v22qdcpn6i	5198	reflex	1			
f_cxesdrr7hsuug	4855-2	reflex	1			
f_cxglgpuocn3ca	9416	reflex	1			
f_cxikkyror7feq	7655	reflex	1			
f_cxjrnxszwvgo2	9746-2	reflex	1			
f_cxuezermeemss	1869	reflex	1			
f_cxv6opo34xwla	f_g6nucgrncxiim	variant	1			
f_cxvcsaltdwvqq	6648	reflex	1			
f_cy2qyoip5hdgm	11348	reflex	1			
f_cyb2wv65ihija	f_sn6fma6b4uow2	variant	1			
f_cyhbri7swfpui	11743	reflex	1			
f_cyo4zgc4sw2rw	6648	reflex	1			
f_cyqfd3ui2pgau	14028	reflex	1			
f_cyr6xw6t6nfsg	13574	reflex	1			
f_cyrc7rgw5f63c	12516	reflex	1			
f_cysfblokv5aly	f_vqyhefphhardq	variant	1			
f_cz2f67oemzzw2	11175	reflex	1			
f_cz47sszqf7k4g	6495	reflex	1			
f_cz54ibljnuauy	10261	reflex	1			
f_czaf6rerwhzfi	422	reflex	1			
f_czalljr233g2y	11168	reflex	1			
f_czbasjf46qdbc	5679	reflex	1			
f_czck2gzh53zxs	8648	reflex	1			
f_czcyx4km6thrc	5853	reflex	1			
f_czedilr4pvlg4	4270	reflex	1			
f_czfewfengvnou	10264	reflex	1			
f_czikospz76fca	6481	reflex	1			
f_czinrpkc7xhsy	13774	reflex	1			
f_czjoq4prhzg76	5889	reflex	1			
f_czm6kmw3mcpyu	2613	reflex	1			
f_czuf2xhkaorpi	6694	reflex	1			
f_czyrqvf43l7mw	1295	reflex	1			
f_d22pamsp5jqfi	9078-3	reflex	1			
f_d2ambc25homra	6955c	reflex	1			
f_d2anmkxleslo4	12548	reflex	1			
f_d2cz6s2vyhziu	13146	reflex	1			
f_d2drnn4wyjtim	9072	reflex	1			
f_d2eavktcrdsre	7655	reflex	1			
f_d2envzreo72t6	3942	reflex	1			
f_d2f336ppj4aay	283	reflex	1			
f_d2jonpsix74jq	5589	reflex	1			
f_d2n5sb77u6ph2	5198	reflex	1			
f_d2ooeygzfubuu	3448	reflex	1			
f_d2prturbmmxma	f_k6uhkujj5igww	variant	1			
f_d2v27drqqso7o	145	reflex	1			
f_d322l5dqhafgw	13924	reflex	1			
f_d37x4niqzl442	7785	reflex	1			
f_d3f5d5yvrdfvg	9691	reflex	1			
f_d3lzqi56fhqp2	6793	reflex	1			
f_d3msx5aocvcse	13774	reflex	1			
f_d3my7uii36yj2	4236-2	reflex	1			
f_d3ohnccl2qwjc	6849	reflex	1			
f_d3qg5wd52e3fk	14029	reflex	1			
f_d3w2wi3vqe53y	12548	reflex	1			
f_d43qn5rdc5gwi	f_gmh6zrmdlzn76	variant	1			
f_d43z6emmurevy	10198	reflex	1			
f_d44u4miwtcfsi	6983	reflex	1			
f_d44ugtiohexbe	2574	reflex	1			
f_d46fmx4gvsxye	f_aq7jzsxqln3vc	variant	1			
f_d4a5bfe2msgte	8171	reflex	1			
f_d4b66c4242t3u	4857-5	reflex	1			
f_d4bfvubekza4a	7484	reflex	1			
f_d4dahzs24k33g	13913	reflex	1			
f_d4eoiszzuub3c	10978	reflex	1			
f_d4fp77cdl75ng	13682	reflex	1			
f_d4gmxzlchptva	f_rvjmigw7w33ds	variant	1			
f_d4jkm64tvucdw	3120	reflex	1			
f_d4jrfbkwazmee	12815	reflex	1			
f_d4nplfsysi5cy	9964	reflex	1			
f_d4nztwrntw2pm	11616	reflex	1			
f_d4op4ldv3xkqc	11188	reflex	1			
f_d4s3piympgerq	6294	reflex	1			
f_d4w6uyuer46eu	11628	reflex	1			
f_d4z3foabv4hki	3023	reflex	1			
f_d4zaeqznzryri	9193	reflex	1			
f_d56mtzobhcneo	6102	reflex	1			
f_d5ai4ec2b6ley	6648	reflex	1			
f_d5l7j6rapoqna	12312	reflex	1			
f_d5lxw3iqzwuoa	f_k7numgfch225o	variant	1			
f_d5na435o3ya46	6922	reflex	1			
f_d5nks7dpv52xk	9209	reflex	1			
f_d5ojmi6ok66hy	4889	reflex	1			
f_d5qkl7ba2ktee	13929	reflex	1			
f_d5rxejb3bfr2q	13980	reflex	1			
f_d5swzdqaa6rjk	6273	reflex	1			
f_d5v4f2szsnoqo	14152	reflex	1			
f_d5wf24l5os2xs	10174	reflex	1			
f_d623y6mswktnm	4850	reflex	1			
f_d63jfcjggkg5o	5228	reflex	1			
f_d642znn6apx2s	13902	reflex	1			
f_d6bmcafsjon6e	8400	reflex	1			
f_d6djuotxugq7c	3167	reflex	1			
f_d6oho7dkvavmi	13878	reflex	1			
f_d6on74cj45j5s	3857	reflex	1			
f_d6qlpz42g3bfw	13913	reflex	1			
f_d73i4bb5jlt6s	12052	reflex	1			
f_d74beduw3yggy	6914	reflex	1			
f_d74q7nmtt7myq	6849	reflex	1			
f_d77pagqx2qmyg	2888	reflex	1			
f_d7c22clye3h3m	6658	reflex	1			
f_d7eem4aib3ht6	9216	reflex	1			
f_d7h2ynahv44ne	125	reflex	1			
f_d7ivolx7vlbnc	2822-2	reflex	1			
f_d7jo25vaj6y4e	6914	reflex	1			
