ID	Language_ID	Form	Gloss	Native	Phonemic	Original	Cognateset	Description	Tags	Source	Etymology	Redirect	Status
3261	Indo-Aryan	kuṇṭʰa	blunt, dull, stupid, lazy			kuṇṭha			MBh Epic	CDIAL;TPS[1955, 72];PMWS[40];EWA[i 225];JAOS[65, 97]	"<number>3261</number> <b>kuṇṭha</b> 'blunt, dull, stupid, lazy' MBh. [Ir. <i>*kunda</i>- or <i>*kunta</i>- 'defective' in Pers. <i>kund</i>, Bal. <i>kunt</i> 'blunt' H. W. Bailey TPS 1955, 72: cf. esp. *<smallcaps><a data-entry=""3290"">kunta</a></smallcaps>-². But <i><a data-entry=""3261"">kuṇṭha</a></i>- is also one of a number of 'defective' words listed below characterized by the sequence 'guttural — <i>u</i> or <i>ō</i> with or without nasal-retroflex or dental stop', which lend some support to F. B. J. Kuiper's theory, PMWS 40, of Muṇḍa origin. Despite EWA i 225 and P. Tedesco JAOS 65, 97, not &lt; <smallcaps>kr̥ttá</smallcaps>-]"		entry
3262	Indo-Aryan	kúṇṭʰati	is lame, is blunted			kúṇṭhati			Dhātup Epic	CDIAL	"<number>3262</number> <b>kúṇṭhati</b> 'is lame, is blunted' Dhātup. [<smallcaps><a data-entry=""3261"">kuṇṭha</a></smallcaps>-]"		entry
3265	Indo-Aryan	kuṇḍa	son of a woman during husband's life by another man			kuṇḍa				CDIAL;KZ[66, 143]	"<number>3265</number> <b>kuṇḍa</b>² m. 'son of a woman during husband's life by another man'. [P. Thieme KZ 66, 143 'pot-bastard' from <smallcaps><a data-entry=""3264"">kuṇḍá</a></smallcaps>-¹ as <i><a data-entry=""4324"">gōlaka</a></i>- 'widow's bastard' from <smallcaps><a data-entry=""4322"">gōla</a></smallcaps>-² (see <smallcaps><a data-entry=""3315"">kumbhā</a></smallcaps>-); but poss. with Pa. and Phal. words below belongs to or collides with the 'defective' group of <smallcaps><a data-entry=""3261"">kuṇṭha</a></smallcaps>- with <i>kuṇḍā</i>- f. 'mutilation' Pāṇ., <i>kuṇḍati</i> 'mutilates' Dhātup.]"		entry
3273	Indo-Aryan	kutū	leather oil vessel			kutū			f Pāṇ Epic	CDIAL	<number>3273</number> <b>kutū</b> f. 'leather oil vessel' Pāṇ., <i>kutupa</i>- n. 'small do.' Kāś.		entry
3278	Indo-Aryan	*kuttūra	puppy			*kuttūra				CDIAL;CDIAL	"<number>3278</number> <b>*kuttūra</b> 'puppy'. [*<smallcaps><a data-entry=""3275"">kutta</a></smallcaps>-¹]<!--addendum--><number>14395</number> <b>*kuttūra-</b>"		entry
3300	Indo-Aryan	kubjá	humpbacked			kubjá			VS Early-Vedic	CDIAL;EWA[i 231]	"<number>3300</number> <b>kubjá</b> 'humpbacked' VS., <i>°aka</i>- Pañcat. [Of non-Aryan origin EWA i 231 with lit.: see *<smallcaps><a data-entry=""3903"">khubja-</a>, kubhrá-, <a data-entry=""3301"">*kubba-</a>, <a data-entry=""3904"">*khubba-</a>, <a data-entry=""3902"">*khundha</a></smallcaps>-]"		entry
3329	Indo-Aryan	kurkurá	dog			kurkurá			m AV Early-Vedic	CDIAL;EWA[i 237]	"<number>3329</number> <b>kurkurá</b> m. 'dog' AV., <i>kukkurá</i>- m. Mr̥cch., <i>°rī</i>- f. VarBr̥S. 2. <b>*kuṅkara-.</b> [Onom. EWA i 237: cf. *<smallcaps><a data-entry=""2824"">karkuṭaka-</a>, <a data-entry=""3219"">*kuccura-</a>, <a data-entry=""3275"">*kutta-¹</a>, <a data-entry=""3206"">*kukka</a></smallcaps>-¹]"		entry
3330	Indo-Aryan	kúla	herd, troop; race, family; noble family; house			kúla			n RV Pāṇ Mn MBh Early-Vedic Epic	CDIAL;CDIAL	<number>3330</number> <b>kúla</b> n. 'herd, troop' RV., 'race, family' Pāṇ., 'noble family' Mn., 'house' MBh.<!--addendum--><number>14400</number> <b>kúla-</b>		
3331	Indo-Aryan	kulaka	stone of a fruit			kulaka			n Car Epic	CDIAL	<number>3331</number> <b>kulaka</b> n. 'stone of a fruit' Car.		entry
3335	Indo-Aryan	kulattʰa	the pulse Dolichos uniflorus			kulattha			m MBh Epic	CDIAL;TPS[1945, 92];EWA[i 237, 565]	"<number>3335</number> <b>kulattha</b> m. 'the pulse Dolichos uniflorus' MBh., <i>°thā</i>- f. lex., <i>°thikā</i>- f. Suśr. [← Drav. (Tam. <i>koḷ</i> 'id.', etc.), T. Burrow TPS 1945, 92 and EWA i 237, 565, with same suffix as in <smallcaps><a data-entry=""922"">aśvattha-</a>, <a data-entry=""2749"">kapittha</a></smallcaps>-, <i>dadhittha</i>-: the same <i>kul</i>- in <smallcaps><a data-entry=""3346"">kulīnaka</a></smallcaps>- ?]"		
3364	Indo-Aryan	kuśa	depraved, mad, inebriate			kuśa			lex	CDIAL;CDIAL	<number>3364</number> <b>kuśa</b>² 'depraved, mad, inebriate' lex. [Cf. <i>kuśi</i>- m. 'owl', <i>kuśika</i>- 'squint-eyed', <i>Kuśiká</i>- nom. prop. RV.]<!--addendum--><number>14401</number> <b>kuśa-².</b> 2. <b>*kuśśa-</b>		entry
3384	Indo-Aryan	kúha	where?			kúha			RV Early-Vedic	CDIAL	"<number>3384</number> <b>kúha</b> 'where?' RV. [<smallcaps><a data-entry=""2574"">ka</a></smallcaps>-¹]"		entry
3386	Indo-Aryan	*kuha	fog, mist			*kuha				CDIAL	<number>3386</number> <b>*kuha</b>² 'fog, mist', <i>kuhēḍī</i>-, <i>°ḍikā</i>-, <i>kuhēlikā</i>-, <i>kūhā</i>- f. lex.		entry
3400	Indo-Aryan	kū́pa	hole, hollow, cave; pit, well			kū́pa			RV Early-Vedic	CDIAL;CDIAL	<number>3400</number> <b>kū́pa</b>¹ m. 'hole, hollow, cave' RV., 'pit, well', <i>°aka</i>- m. lex.<!--addendum--><number>14402</number> <b>kū́pa-¹</b>		entry
3406	Indo-Aryan	*kūpatya	belonging to the hollow or valley			*kūpatya				CDIAL;CDIAL	"<number>3406</number> <b>*kūpatya</b> 'belonging to the hollow or valley'. [<smallcaps><a data-entry=""3400"">kū́pa</a></smallcaps>-¹]<!--addendum--><number>14404</number> <b>*kūpatya-</b>"		entry
3407	Indo-Aryan	kū́pya	being in a hole			kū́pya			VS Early-Vedic	CDIAL	"<number>3407</number> <b>kū́pya</b> 'being in a hole' VS. [<smallcaps><a data-entry=""3400"">kū́pa</a></smallcaps>-¹]"		entry
3416	Indo-Aryan	kū́la	declivity; shore; heap, mound			kū́la			RV ŚBr Car Early-Vedic Epic	CDIAL	"<number>3416</number> <b>kū́la</b>¹ n. 'declivity' RV., 'shore' ŚBr., 'heap, mound' Car., <i>°aka</i>- m.n. 'bank, shore' lex. [Same as <smallcaps><a data-entry=""3416"">kūla</a></smallcaps>-²?]"		entry
3417	Indo-Aryan	*kūliya	belonging to a bank			*kūliya				CDIAL	"<number>3417</number> <b>*kūliya-,</b> <i>kū́lya</i>- 'belonging to a bank' VS. [<smallcaps><a data-entry=""3416"">kū́la</a></smallcaps>-¹]"		entry
3418	Indo-Aryan	kr̩kalāsá	chameleon			kr̥kalāsá			m TS Early-Vedic	CDIAL;NIA;CDIAL	<number>3418</number> <b>kr̥kalāsá</b> m. 'chameleon' TS., <i>°aka</i>- m. MBh. MIA. and NIA. attest various forms: 1. <b>*kr̥kkalāsa-.</b> 2. <b>*kr̥kkala-.</b> 3. <b>*kr̥kaṇṭaka-.</b><!--addendum--><number>14405</number> <b>kr̥kalāsá-</b>		entry
3418-2	Indo-Aryan	*kr̩kkalāsa				*kr̥kkalāsa		2		CDIAL			
3437	Indo-Aryan	kr̩pā́	pity			kr̥pā́			f MBh Epic	CDIAL	"<number>3437</number> <b>kr̥pā́</b> f. 'pity' MBh. [√<smallcaps><a data-entry=""r342"">kr̥p</a></smallcaps>]"		entry
3438	Indo-Aryan	kŕ̩mi	worm, insect			kŕ̥mi				CDIAL	<number>3438</number> <b>kŕ̥mi-,</b> <i>krími</i>- m. 'worm, insect' AV.		
3448	Indo-Aryan	kr̩ṣí	ploughing			kr̥ṣí			f RV Early-Vedic	CDIAL	"<number>3448</number> <b>kr̥ṣí</b> f. 'ploughing' RV. [√<smallcaps><a data-entry=""r349"">kr̥ṣ</a></smallcaps>]"		entry
3451	Indo-Aryan	kr̩ṣṇá	dark blue, black			kr̥ṣṇá			RV Early-Vedic	CDIAL	<number>3451</number> <b>kr̥ṣṇá</b> 'dark blue, black' RV., <i>kŕ̥ṣṇaka</i>- 'blackish' Pāṇ. 2. Nom. prop. esp. of the incarnation of Viṣṇu.		
3455	Indo-Aryan	kr̩ṣya	to be ploughed			kr̥ṣya			Kālid Classical	CDIAL	"<number>3455</number> <b>kr̥ṣya</b> 'to be ploughed' Kālid. [√<smallcaps><a data-entry=""r349"">kr̥ṣ</a></smallcaps>]"		entry
3456	Indo-Aryan	kr̩sará	a dish of sesamum and grain, rice and peas and spices			kr̥sará				CDIAL	"<number>3456</number> <b>kr̥sará-,</b> <i>kr̥ś°</i> m. 'a dish of sesamum and grain, rice and peas and spices' Kauś., <i>kr̥sara</i>- n. MBh., <i>°rā</i>- f. Suśr. [Cf. *<smallcaps><a data-entry=""3925"">khēsārī</a></smallcaps>- ?]"		entry
3470	Indo-Aryan	kḗvala	exclusively one's own, alone			kḗvala			RV Early-Vedic	CDIAL	<number>3470</number> <b>kḗvala</b> 'exclusively one's own, alone' RV.		entry
3481	Indo-Aryan	kṓka	wolf			kṓka			m R Epic	CDIAL;EWA[i 268]	"<number>3481</number> <b>kṓka</b> m. 'wolf' R., <i>kōkaḍa</i>- m. 'fox' lex. [Perh. in <i>kṓkayātu</i>- m. RV. (EWA i 268 with lit.) and in AV. 'a kind of noxious parasitical animal', cf. same double meaning in N. <i>baũso</i> &lt; <smallcaps><a data-entry=""12063"">vr̥kadaṁśa</a></smallcaps>-]"		entry
3496	Indo-Aryan	kōṭará	hollow of a tree; cave, cavity			kōṭará			n MBh BhP Epic Medieval	CDIAL;BSOAS[xii 376];NIA;CDIAL	<number>3496</number> <b>kōṭará</b> n. 'hollow of a tree' MBh., 'cave, cavity' BhP. [← Drav. T. Burrow BSOAS xii 376: supported by variety of initial (<i>k</i>-, <i>kh</i>-) and medial consonants (-<i>ṭ</i>-, -<i>ṭṭ</i>-, -<i>l</i>-) in NIA.]<!--addendum--><number>14406</number> <b>kōṭará-</b>		
3500	Indo-Aryan	kōṭṭa	fort			kōṭṭa			Kathās Medieval	CDIAL	<number>3500</number> <b>kōṭṭa</b>¹ m. (n. lex.) 'fort' Kathās., <i>kōṭa</i>-¹ m. Vāstuv.		entry
3504	Indo-Aryan	kōṇa	corner, angle			kōṇa			m MBh Epic	CDIAL;BSOAS[xi 341]	"<number>3504</number> <b>kōṇa</b> m. 'corner, angle' MBh. [Cf. <smallcaps><a data-entry=""3259"">kuṇi-</a>, <a data-entry=""3898"">*khuṇṭa</a></smallcaps>-²: ← Drav. T. Burrow BSOAS xi 341]"		
3510	Indo-Aryan	*kōttʰa	belly			*kōttha				CDIAL	"<number>3510</number> <b>*kōttha</b> 'belly'. [Cf. *<smallcaps><a data-entry=""3511"">kōtthala-</a>, <a data-entry=""3545"">kṓṣṭha</a></smallcaps>-¹?]"		entry
3519	Indo-Aryan	*kōppara	coconut, skull			*kōppara				CDIAL	"<number>3519</number> <b>*kōppara</b> 'coconut, skull'. [Cf. *<smallcaps><a data-entry=""3936"">khōppa</a></smallcaps>-¹]"		entry
3523	Indo-Aryan	kōmalá	tender, soft			kōmalá			R Epic	CDIAL	<number>3523</number> <b>kōmalá</b> 'tender, soft' R.		entry
3533	Indo-Aryan	*kōla	curved, crooked			*kōla				CDIAL;WP[i 371];BSOS[ix 72]	"<number>3533</number> <b>*kōla</b>⁴ 'curved, crooked'. [Cf. <i><a data-entry=""3565"">kaula</a></i>- m. 'worshipper of Śakti according to left-hand ritual', <i>khōla</i>-³ 'lame' s.v. <smallcaps><a data-entry=""3941"">khōra</a></smallcaps>-¹. Prob. &lt; <i>*kaura</i>- (IE. <i>*qou-lo</i>- cf. WP i 371?) in Khot. <i>kūra</i>- 'crooked' BSOS ix 72 and poss. Sk. <i><a data-entry=""3526"">kōra</a></i>- m. 'movable joint' Suśr.]"		entry
3539	Indo-Aryan	kṓśa	bucket; case, cover; sheath; storeroom; seed-vessel; inner part of breadfruit			kṓśa			m RV AV MBh Mn R lex Early-Vedic Epic	CDIAL	"<number>3539</number> <b>kṓśa</b> m. 'bucket' RV., 'case, cover' AV., 'sheath' MBh., 'storeroom' Mn., 'seed-vessel' R., 'inner part of breadfruit' lex., <i>°aka</i>- m. MārkP. [Cf. *<smallcaps><a data-entry=""3948"">khōsa</a></smallcaps>-]"		
3546	Indo-Aryan	kṓṣṭʰa	pot; granary, storeroom; inner apartment			kṓṣṭha			Kauś MBh lex Early-Vedic Epic	CDIAL;CDIAL	"<number>3546</number> <b>kṓṣṭha</b>² n. 'pot' Kauś., 'granary, storeroom' MBh., 'inner apartment' lex., <i>°aka</i>- n. 'treasury', <i>°ikā</i> f. 'pan' Bhpr. [Cf. *<smallcaps><a data-entry=""3510"">kōttha-</a>, <a data-entry=""3511"">*kōtthala</a></smallcaps>-: same as prec.?]<!--addendum--><number>14408</number> <b>kṓṣṭha-²</b>"		entry
3552	Indo-Aryan	*kōṣma	warm			*kōṣma				CDIAL	"<number>3552</number> <b>*kōṣma</b> 'warm'. [Cf. <i>kōṣṇa</i>-, <i>kavōṣṇa</i>- 'warm' Pāṇ. - <smallcaps><a data-entry=""2574"">ka-³</a>, <a data-entry=""2441"">ūṣmán</a></smallcaps>-]"		entry
3594	Indo-Aryan	krīṇā́ti	buys			krīṇā́ti			RV Early-Vedic	CDIAL;NIA;JAOS[43, 377]	"<number>3594</number> <b>krīṇā́ti</b> 'buys' RV. [In NIA. replaced by √<smallcaps><a data-entry=""r199"">grabh</a></smallcaps> in NW, W, SW, and by √<smallcaps><a data-entry=""r388"">labh</a></smallcaps> in Centre, P. Tedesco JAOS 43, 377. — √<smallcaps><a data-entry=""r336"">krī</a></smallcaps>]"		entry
3602	Indo-Aryan	krūrá	bloody, cruel; hard, solid			krūrá			AV Suśr Early-Vedic Classical	CDIAL	<number>3602</number> <b>krūrá</b> 'bloody, cruel' AV., 'hard, solid' Suśr. [<smallcaps>kráviṣ</smallcaps>-]		entry
3607	Indo-Aryan	krōḍá	breast, bosom			krōḍá			m AV Early-Vedic	CDIAL;IL[1958];CDIAL	"<number>3607</number> <b>krōḍá</b> m. 'breast, bosom' AV. 2. <b>kōlá-</b>² m. 'breast, lap' lex. [<i>kōla</i>- prob. MIA. &lt; <i><a data-entry=""3607"">krōḍá</a></i>- which if nonAryan (with early 'intrusive' <i>r</i> F. B. J. Kuiper IL 1958 Turner Jubilee Vol i 354) may be conn. *<smallcaps>gōdda</smallcaps>-]<!--addendum--><number>14411</number> <b>krōḍa-.</b> 2. <b>kōla-²</b>"		entry
3635	Indo-Aryan	kvátʰati	boils			kváthati			Dhātup Epic	CDIAL	"<number>3635</number> <b>kváthati</b> 'boils' Dhātup., <i>°tē</i> Kāṭh. [√<smallcaps><a data-entry=""r361"">kvath</a></smallcaps>]"		entry
3637	Indo-Aryan	kvatʰita	boiled			kvathita			Mn Epic	CDIAL	"<number>3637</number> <b>kvathita</b> 'boiled' Mn., <i>°tā</i>- f. 'decoction of curcuma, asafoetida and milk' Bhpr. [√<smallcaps><a data-entry=""r361"">kvath</a></smallcaps>]"		entry
3641	Indo-Aryan	kṣájatē	goes, approaches			kṣájatē			Dhātup Epic	CDIAL	"<number>3641</number> <b>kṣájatē</b> 'goes, approaches' Dhātup. [√<smallcaps><a data-entry=""r371"">kṣaj</a></smallcaps>]"		entry
3642	Indo-Aryan	kṣaṇa	the twinkling of an eye, moment, leisure; festival; central space			kṣaṇa			m MBh Kālid lex Epic Classical	CDIAL;EWA[i 284]	"<number>3642</number> <b>kṣaṇa</b> m.n. 'the twinkling of an eye, moment, leisure' MBh., 'festival' Kālid., 'central space' lex. [EWA i 284 with lit. — <smallcaps><a data-entry=""43"">ákṣi</a></smallcaps>-]"		entry
3643	Indo-Aryan	*kṣaṇati	is sifted, is strained, falls			*kṣaṇati				CDIAL;BSOS[vii 777];Morgenstierne;IIFL[ii 209];CDIAL	"<number>3643</number> <b>*kṣaṇati</b> 'is sifted, is strained, falls'. 2. Pp. <b>*kṣata-².</b> 3. <b>*kṣaṇana-</b> 'the being sifted etc.'. 4. Caus. <b>*kṣāṇayati.</b> 5. Pp. <b>*kṣāṇita-.</b> 6. <b>*kṣāṇa-².</b> 7. <b>*kṣāṇana-.</b> [Cf. MIr. <i>šan</i>-, past st. <i>šata</i>- 'to spread, scatter, shake, pour out' H. W. Bailey BSOS vii 777 and Morgenstierne IIFL ii 209. MIr. <i>š</i>- poss. &lt; OIr. <i>š</i>- or <i>xš</i>-, i.e. IE. <i>k̂s</i>- or <i>qs</i>-. Kaf. <i>č</i>- &lt; IE. <i>qs</i>-. Paš. forms with <i>čh</i>- are ← Ind. which, with possible exception of K. with <i>ch</i> (not <i>ċh</i>) and S. with <i>kh</i>-, has generalized <i>ch</i>-. — √*<smallcaps><a data-entry=""r376"">kṣan</a></smallcaps>²]<!--addendum--><number>14415</number> <b>*kṣaṇati</b>. 2. <b>kṣata-²</b>"		entry
3643-5	Indo-Aryan	*kṣāṇita				*kṣāṇita		6		CDIAL			
3646	Indo-Aryan	kṣati	injury, damage			kṣati			f MBh Epic	CDIAL	"<number>3646</number> <b>kṣati</b> f. 'injury, damage' MBh. [√<smallcaps><a data-entry=""r375"">kṣan</a></smallcaps>¹]"		entry
3661	Indo-Aryan	kṣayá	loss, waste			kṣayá			m Mn Epic	CDIAL	"<number>3661</number> <b>kṣayá</b> m. 'loss, waste' Mn. [√<smallcaps><a data-entry=""r380"">kṣi</a></smallcaps>²]"		entry
3662	Indo-Aryan	kṣará	melting away; cloud; water			kṣará			n ŚvetUp lex Epic	CDIAL	"<number>3662</number> <b>kṣará</b> 'melting away' ŚvetUp., m. 'cloud', n. 'water' lex. 2. <b>*kṣarā-</b> f. (after <smallcaps>sarā́- ?). [~ jhara-. — √<a data-entry=""r377"">kṣar</a></smallcaps>]"		entry
3679	Indo-Aryan	kṣārayati	causes to flow			kṣārayati				CDIAL;CDIAL	"<number>3679</number> <b>kṣārayati</b> 'causes to flow'. [~ <smallcaps><a data-entry=""3681"">kṣāláyati</a>, <a data-entry=""5376"">*jhārayati</a>, <a data-entry=""5382"">*jhālayati.</a> — √<a data-entry=""r377"">kṣar</a></smallcaps>]<!--addendum--><number>14416</number> <b>kṣārayati</b>"		entry
3682	Indo-Aryan	kṣipaṇí	rapid movement (?), stroke of a whip			kṣipaṇí			f RV Early-Vedic	CDIAL	"<number>3682</number> <b>kṣipaṇí</b> f. 'rapid movement (?), stroke of a whip' RV. [√<smallcaps><a data-entry=""r381"">kṣip</a></smallcaps>]"		entry
3685	Indo-Aryan	kṣiptá	thrown			kṣiptá			RV Early-Vedic	CDIAL	"<number>3685</number> <b>kṣiptá</b> 'thrown' RV. [√<smallcaps><a data-entry=""r381"">kṣip</a></smallcaps>]"		entry
3690	Indo-Aryan	kṣīṇá	worn away; feeble			kṣīṇá			ŚBr Mn Early-Vedic Epic	CDIAL	"<number>3690</number> <b>kṣīṇá</b> 'worn away' ŚBr., 'feeble' Mn. [~ *<smallcaps><a data-entry=""5395"">jhīna-.</a> — √<a data-entry=""r378"">kṣi</a></smallcaps>²]"		entry
3696	Indo-Aryan	kṣīrá	milk, thickened milk			kṣīrá			n RV Early-Vedic	CDIAL;CDIAL	<number>3696</number> <b>kṣīrá</b> n. 'milk, thickened milk' RV.<!--addendum--><number>14418</number> <b>kṣīrá-</b>		
3700	Indo-Aryan	kṣīrávant	furnished with milk			kṣīrávant			AV Early-Vedic	CDIAL	"<number>3700</number> <b>kṣīrávant</b> 'furnished with milk' AV. 2. <b>kṣīrávat-.</b> 3. <b>kṣīravatī-</b> f. [<smallcaps><a data-entry=""3696"">kṣīrá</a></smallcaps>-]"		entry
3700-2	Indo-Aryan	kṣīrávat				kṣīrávat		3		CDIAL			
3704	Indo-Aryan	kṣīrín	yielding milk			kṣīrín				CDIAL	"<number>3704</number> <b>kṣīrín</b> 'yielding milk'. [<smallcaps><a data-entry=""3696"">kṣīrá</a></smallcaps>-]<!--addendum--><number>14419</number> <b>kṣīrín</b> AV.: Sh.koh. gur <i>c̣hīri̯</i>, gil. <i>c̣hīṛi̯</i> f. 'udder'."		entry
3718	Indo-Aryan	kṣupa	bush, shrub			kṣupa			m Yājñ Classical	CDIAL	"<number>3718</number> <b>kṣupa</b> m. 'bush, shrub' Yājñ., <i>°aka</i>- m., <i>°akā</i>- f. Suśr. [Cf. <smallcaps><a data-entry=""3724"">kṣúmpa</a></smallcaps>- ?]"		entry
3719	Indo-Aryan	*kṣupyatē	is pressed			*kṣupyatē				CDIAL	"<number>3719</number> <b>*kṣupyatē</b> 'is pressed'. [<i>kṣupati</i> 'is depressed, is afraid' R. — √<smallcaps><a data-entry=""r385"">kṣup</a></smallcaps>]"		entry
3720	Indo-Aryan	kṣubdʰa	shaken, agitated; expelled			kṣubdha			MBh Pāṇ Epic	CDIAL	"<number>3720</number> <b>kṣubdha</b> 'shaken, agitated' MBh., 'expelled' Pāṇ. [√<smallcaps><a data-entry=""r383"">kṣubh</a></smallcaps>]"		entry
3727	Indo-Aryan	kṣurá	razor; sharp barb of arrow			kṣurá			m RV R Early-Vedic Epic	CDIAL;CDIAL	"<number>3727</number> <b>kṣurá</b> m. 'razor' RV., 'sharp barb of arrow' R., <i>°rī</i>- f. 'knife, dagger' lex., <i>°rikā</i>- f. Rājat. [√<smallcaps><a data-entry=""r386"">kṣur</a></smallcaps>]<!--addendum--><number>14422</number> <b>kṣurá-</b>"		
3730	Indo-Aryan	kṣurapra	sharp-edged like a razor; sharp-edged arrow; sharp-edged knife; a sort of hoe			kṣurapra			BhP MBh Pañcat lex Medieval Epic Classical	CDIAL;CDIAL	"<number>3730</number> <b>kṣurapra</b> 'sharp-edged like a razor' BhP., m. 'sharp-edged arrow' MBh., 'sharp-edged knife' Pañcat., 'a sort of hoe' lex. [Cf. *<smallcaps><a data-entry=""8458"">prakṣurikā-.</a> — <a data-entry=""3727"">kṣurá</a></smallcaps>+?]<!--addendum--><number>14423</number> <b>kṣurapra-</b>"		entry
3735	Indo-Aryan	kṣḗtra	land			kṣḗtra			n RV Early-Vedic	CDIAL	"<number>3735</number> <b>kṣḗtra</b> n. 'land' RV. [√<smallcaps><a data-entry=""r379"">kṣi</a></smallcaps>¹]"		
3747	Indo-Aryan	kṣōṭayati	throws			kṣōṭayati			Dhātup Epic	CDIAL;CDIAL	"<number>3747</number> <b>kṣōṭayati</b> 'throws' Dhātup. [√*<smallcaps><a data-entry=""r387"">kṣuṭ</a></smallcaps>]<!--addendum--><number>14425</number> <b>kṣōṭayati</b>"		entry
3750	Indo-Aryan	kṣōdita	crushed; anything ground, dust, meal			kṣōdita			n lex	CDIAL	"<number>3750</number> <b>kṣōdita</b> 'crushed', n. 'anything ground, dust, meal' lex. [<i>kṣōdáyati</i> 'agitates by stamping' RV. — √<smallcaps><a data-entry=""r384"">kṣud</a></smallcaps>]"		entry
3781	Indo-Aryan	kʰáṭvā	bedstead			kháṭvā			f Kauś Early-Vedic	CDIAL	"<number>3781</number> <b>kháṭvā</b> f. 'bedstead' Kauś., <i>°vākā</i>- f. Pāṇ., <i>°vikā</i>- Kāś., <i>khaṭṭā</i>- f., <i>°ṭaka</i>- m. Apte. [Cf. <smallcaps>khaṭṭi-, <a data-entry=""3785"">khaḍū</a></smallcaps>-¹, <i>khāṭa</i>- m., <i>°ṭā</i>, <i>°ṭĭ̄</i>-, <i>°ṭikā</i>- f. 'bier' lex. and Pa. <i>khaṭōpikā</i>- f. 'bed']"		entry
3792	Indo-Aryan	kʰaṇḍá	broken, crippled; having gaps or chasms; fragment			khaṇḍá			VarBr̥S Suśr R Classical Epic	CDIAL	"<number>3792</number> <b>khaṇḍá</b>¹ 'broken, crippled' VarBr̥S., 'having gaps or chasms' Suśr., m.n. 'fragment' R., <i>°ḍaka</i>-¹ 'having no nails' lex., <i>°ḍikā</i>- f. Pān. [Cf. 'defective' words listed s.v. <smallcaps><a data-entry=""9124"">baṇḍá-.</a> — √<a data-entry=""r311"">khaṇḍ</a></smallcaps>]"		entry
3795	Indo-Aryan	kʰáṇḍatē	breaks			kháṇḍatē			Dhātup Epic	CDIAL;CDIAL	"<number>3795</number> <b>kháṇḍatē</b> 'breaks' Dhātup., <i>khaṇḍáyati</i> 'breaks, cuts' R. [√<smallcaps><a data-entry=""r311"">khaṇḍ</a></smallcaps>]<!--addendum--><number>14426</number> <b>kháṇḍatē</b>"		entry
3800	Indo-Aryan	kʰaṇḍu	sugar			khaṇḍu			W	CDIAL	<number>3800</number> <b>khaṇḍu</b>¹ 'sugar' W., <i>khaṇḍa</i>-² m.n. 'partially dried molasses', <i>°aka</i>-² Hariv.		entry
3813	Indo-Aryan	kʰaní	digging up; mine			khaní			AV VarBr̥S Early-Vedic Classical	CDIAL	<number>3813</number> <b>khaní</b> 'digging up' AV., f. 'mine' VarBr̥S. 2. X <smallcaps>gúhā-¹. [√khan</smallcaps>]		entry
