id	language_id	form	gloss	native	phonemic	original	cognateset	description	tags	source	etymology	redirect	status	language_name	dialect_tags	source_keys	ancestor_id	family_id	ancestor_form	ancestor_original	ancestor_form_field	ancestor_gloss	ancestor_language	family_form	ancestry_path	link_status
f_7g7iscoydxvvm	Phal	aʦ̣ʰā́ru	pine			ac̣hā́ru	2:			CDIAL				Palula		CDIAL	30	30	*akṣadāruka	*akṣadāruka	Original	a partic. tree	Indo-Aryan	*akṣadāruka	"[{""Child_ID"": ""f_7g7iscoydxvvm"", ""Parent_ID"": ""30"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_fdbgpgbzsq5to	Phal	āʦ̣ʰā̂ru	a pine tree	آڇھاروۡ	aaʈʂʰáaru	aac̣háaru		Inflection: a-decl (Obl, pl): aac̣háara	noun m Palula-noun-class-a	liljegren	*akṣadāruka- 'a partic. tree' (T: 30)			Palula		liljegren	30	30	*akṣadāruka	*akṣadāruka	Original	a partic. tree	Indo-Aryan	*akṣadāruka	"[{""Child_ID"": ""f_fdbgpgbzsq5to"", ""Parent_ID"": ""30"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_qizuypbmdrndi	Phal	āʦ̣hā́ru	fir		ɑʈ͡ʂhɑ́ɾu	âc̣hʹâru			noun dialect:Palula	strand				Palula	dialect:Palula	strand	30	30	*akṣadāruka	*akṣadāruka	Original	a partic. tree	Indo-Aryan	*akṣadāruka	"[{""Child_ID"": ""f_qizuypbmdrndi"", ""Parent_ID"": ""30"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_zt6ecb52vfvuq	Phal	aʦ̣ʰi	eye			ac̣hi	2:		pl	CDIAL				Palula		CDIAL	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_zt6ecb52vfvuq"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_jyo4vdljvgbiy	Phal	īa	eye			īa	2:			CDIAL				Palula		CDIAL	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_jyo4vdljvgbiy"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_jk3gjx7x4u26e	Sh	aʦ̣ʰī́	eye			ac̣hī́	2:		f	CDIAL				Shina		CDIAL	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_jk3gjx7x4u26e"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_fsewlvkkrexag	Sh	aṣī́	eye			aṣī́	2:		dialect:Sh:pales:Palesi	CDIAL				Shina	dialect:Sh:pales:Palesi	CDIAL	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_fsewlvkkrexag"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_bku6mqciy2vxs	Kalk	iʦ̣ī	eye			ic̣ii		cited for its final open syllable, matching stressed-final Palula ac̣híi	noun f dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	kalkoti[p. 137, table 9];kalkoti[p. 137]				Kalkoti	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	kalkoti	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_bku6mqciy2vxs"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_o5gfqjp4n5r2a	Kund	aś	eye			aś				kund				Kundal Shahi		kund	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_o5gfqjp4n5r2a"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_hkqbpcmffxfsu	Phal	aʦ̣ʰī̂	eye	اڇھی	aʈʂíi	ac̣híi		Inflection: a-decl (Obl, pl): -a; Morphemic form: ac̣hí	noun f Palula-noun-class-a	liljegren	ákṣi- 'eye (neut)' (T: 43)			Palula		liljegren	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_hkqbpcmffxfsu"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_o7lfd4wnm2gi6	Phal	aʦ̣hī́	eye		əʈ͡ʂhí̬	ac̣hʹî			noun dialect:Palula	strand				Palula	dialect:Palula	strand	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_o7lfd4wnm2gi6"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_ciicxpap6v5ts	Sh	āʦ̣ʰī	eye		ɑˈʈʂʰi	ɑˈč̣ʰi			dialect:Sh:Gupis:Gupis	backstrom1992				Shina	dialect:Sh:Gupis:Gupis	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_ciicxpap6v5ts"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_b6rkaz65fzwck	Sh	āʦ̣ʰī	eye		ɑˈʈʂʰi	ɑˈč̣ʰi			dialect:Sh:punl:Puniali	backstrom1992				Shina	dialect:Sh:punl:Puniali	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_b6rkaz65fzwck"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_m7vrdllm2atac	Sh	āʦ̣ʰī	eye		ɑˈʈʂʰi	ɑˈč̣ʰi			dialect:Sh:HunzaNasirabad:Hunza	backstrom1992				Shina	dialect:Sh:HunzaNasirabad:Hunza	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_m7vrdllm2atac"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_fb7k3zwxv2w5a	Sh	āʦ̣ʰī	eye		ɑˈʈʂʰi	ɑˈč̣ʰi			dialect:Sh:NagarThol:Nagar%20%28Thol%29	backstrom1992				Shina	dialect:Sh:NagarThol:Nagar%20%28Thol%29	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_fb7k3zwxv2w5a"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_m4dd5wrt35pi6	Sh	āʦ̣ʰī	eye		ɑˈʈʂʰi	ɑˈč̣ʰi			dialect:Sh:NagarChalt:Nagar%20%28Chalt%29	backstrom1992				Shina	dialect:Sh:NagarChalt:Nagar%20%28Chalt%29	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_m4dd5wrt35pi6"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_aabpouqz5sami	Sh	āʦ̣ʰī	eye		ɑˈʈʂʰi̠	ɑˈč̣ʰi̱			dialect:Sh:gil:Gilgit	backstrom1992				Shina	dialect:Sh:gil:Gilgit	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_aabpouqz5sami"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_r76725s7k64a6	Sh	āṣī	eye		ɑˈʂi	ɑˈṣ̌i			dialect:Sh:gil:Gilgit	backstrom1992				Shina	dialect:Sh:gil:Gilgit	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_r76725s7k64a6"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_rtllb24ycuvnc	Sh	āʦ̣ʰī	eye		ɑˈʈʂʰi	ɑˈč̣ʰi			dialect:Sh:Haramosh:Haramosh	backstrom1992				Shina	dialect:Sh:Haramosh:Haramosh	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_rtllb24ycuvnc"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_uxcdzghafcjhc	Sh	āʦ̣ʰī	eye		ɑˈʈʂʰi	ɑˈč̣ʰi			dialect:Sh:Bagrot:Bagrot	backstrom1992				Shina	dialect:Sh:Bagrot:Bagrot	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_uxcdzghafcjhc"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_ewbm73plvpffa	Sh	āṣī	eye		ɑ̠ˈʂi	ɑ̱ˈṣ̌i			dialect:Sh:Bunji:Bunji	backstrom1992				Shina	dialect:Sh:Bunji:Bunji	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_ewbm73plvpffa"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_zxf75ha7v24ke	Sh	aʦ̣ī	eye		ɜˈʈʂi	ʌˈč̣i			dialect:Sh:Rondu:Rondu	backstrom1992				Shina	dialect:Sh:Rondu:Rondu	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_zxf75ha7v24ke"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_uuiz6fxf65glw	Sh	aʦ̣ī	eye		ɜʈʂi	ʌč̣i			dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29	backstrom1992				Shina	dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_uuiz6fxf65glw"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_op3hxuumcudua	Sh	āʦ̣ʰī	eye		ɑˈʈʂʰi	ɑˈč̣ʰi			dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29	backstrom1992				Shina	dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_op3hxuumcudua"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_o3f3uefcw6tns	Sh	āʦ̣ʰī	eye		ɑˈʈʂʰi	ɑˈč̣ʰi			dialect:Sh:Astor:Astor	backstrom1992				Shina	dialect:Sh:Astor:Astor	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_o3f3uefcw6tns"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_oby5zda2w3yyc	Sh	aʦ̣ī	eye		ɜˈʈʂi	ʌˈč̣i			dialect:Sh:KachuraJel:Kachura	backstrom1992				Shina	dialect:Sh:KachuraJel:Kachura	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_oby5zda2w3yyc"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_3i7lqstux2eto	Sh	aʦ̣ī	eye		ɜˈʈʂi	ʌˈč̣i			dialect:Sh:Satpara:Satpara	backstrom1992				Shina	dialect:Sh:Satpara:Satpara	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_3i7lqstux2eto"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_lw47xdu6h5hhy	Sh	āʦ̣ʰī	eye		ɑˈʈʂʰi	ɑˈč̣ʰi			dialect:Sh:Gultari:Gultari	backstrom1992				Shina	dialect:Sh:Gultari:Gultari	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_lw47xdu6h5hhy"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_vinnxawbecwns	Sh	ācʰī	eye		ɑ̠ˈtɕʰi	ɑ̱ˈčʰi			dialect:Sh:Kharmang:Kharmang	backstrom1992				Shina	dialect:Sh:Kharmang:Kharmang	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_vinnxawbecwns"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_zgkpvwifaw22q	Sh	ācʰe	eye		ɑˈtɕʰe	ɑˈčʰe			dialect:Sh:dr:Dras	backstrom1992				Shina	dialect:Sh:dr:Dras	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_zgkpvwifaw22q"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_2ee566ly4m74w	Sh	aʦ̣ī	eye		ɜˈʈʂi	ʌˈč̣i			dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29	backstrom1992				Shina	dialect:Sh:ChilasKhinar:Chilas%20%28Khinar%29	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_2ee566ly4m74w"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_txbt6mw3b43di	Sh	aṣī	eye		ɜˈʂi	ʌˈṣ̌i			dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29	backstrom1992				Shina	dialect:Sh:ChilasJelil:Chilas%20%28Jelil%29	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_txbt6mw3b43di"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_tsng3gdvh7zdk	Sh	aṣī	eye		ɜˈʂi	ʌˈṣ̌i			dialect:Sh:Darel:Darel	backstrom1992				Shina	dialect:Sh:Darel:Darel	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_tsng3gdvh7zdk"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_dedm7qdcpif76	Sh	āʦ̣ʰī	eye		ɑˈʈʂʰi	ɑˈč̣ʰi			dialect:Sh:Tangir:Tangir	backstrom1992				Shina	dialect:Sh:Tangir:Tangir	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_dedm7qdcpif76"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_ktdhi7nmy53hu	Sh	aʦ̣ʰī	eye		ɜˈʈʂʰi	ʌˈč̣ʰi			dialect:Sh:Sazin:Sazin	backstrom1992				Shina	dialect:Sh:Sazin:Sazin	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_ktdhi7nmy53hu"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_6q624bq7q7wi2	Sh	aṣī	eye		ɜˈʂi	ʌˈṣ̌i			dialect:Sh:Harban:Harban	backstrom1992				Shina	dialect:Sh:Harban:Harban	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_6q624bq7q7wi2"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_ege5rswyhgrrs	Sh	āʦ̣ī	eye		ɑˈʈʂi	ɑˈč̣i			dialect:Sh:Jalkot:Jalkot	backstrom1992				Shina	dialect:Sh:Jalkot:Jalkot	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_ege5rswyhgrrs"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_wnfffpzb5xyj6	Sh	āʦ̣ī	eye		ɑʈʂi	ɑč̣i			dialect:Sh:pales:Palesi	backstrom1992				Shina	dialect:Sh:pales:Palesi	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_wnfffpzb5xyj6"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_7ghwub3mxnj6o	Sh	āʦ̣ī	eye		ɑˈʈʂi̠	ɑˈč̣i̱			dialect:Sh:Kolai:Kolai	backstrom1992				Shina	dialect:Sh:Kolai:Kolai	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_7ghwub3mxnj6o"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_7ldzyoj2zujac	Sh	āṣī	eye		ɑˈʂi	ɑˈṣ̌i			dialect:Sh:Kolai:Kolai	backstrom1992				Shina	dialect:Sh:Kolai:Kolai	backstrom1992	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_7ldzyoj2zujac"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_nk6cfub4rffdu	Sh	aʦ̣ʰī̂	eye		ac̣híi	ac̣híi			dialect:Sh:gil:Gilgit	schmidt				Shina	dialect:Sh:gil:Gilgit	schmidt	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_nk6cfub4rffdu"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_63hvzkzpiofsa	Sh	aʦ̣ʰī̂	eye		ac̣híi	ac̣híi			dialect:Sh:koh:Kohistani	schmidt				Shina	dialect:Sh:koh:Kohistani	schmidt	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_63hvzkzpiofsa"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_pxuuek2qnmrru	Sh	aʦ̣ʰī̂	eye		ac̣híi	ac̣híi			dialect:Sh:gur:Guresi	schmidt				Shina	dialect:Sh:gur:Guresi	schmidt	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_pxuuek2qnmrru"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_v3m4wuuxy56ic	Sh	aʦ̣ʰī̂	eye		ac̣híi	ac̣híi			dialect:Sh:Astor:Astor	schmidt				Shina	dialect:Sh:Astor:Astor	schmidt	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_v3m4wuuxy56ic"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_5io42qqwdkh76	Sh	achī̀	eye			achíi		Auge	noun f dialect:Sh:gil:Gilgit	buddruss-shina1996[p. 40, glossary entry 02]	Buddruss directly assigns this headword to Turner/CDIAL 43.			Shina	dialect:Sh:gil:Gilgit	buddruss-shina1996	43	43	ákṣi	ákṣi	Original	eye	Indo-Aryan	ákṣi	"[{""Child_ID"": ""f_5io42qqwdkh76"", ""Parent_ID"": ""43"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_gqf3ftld3argy	Sh	aʦ̣ʰēmo	unruly, mischievous, malignant, dishonest			ac̣hēmo	2:			CDIAL				Shina		CDIAL	47	47	*akṣēma	*akṣēma	Original	unpeaceful	Indo-Aryan	*akṣēma	"[{""Child_ID"": ""f_gqf3ftld3argy"", ""Parent_ID"": ""47"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_ojvqhk5b6rhdo	Sh	aʦ̣ʰḕmo	evil, malicious			ac̣héemo		böse, böswillig	adj m dialect:Sh:gil:Gilgit	degener-shina2008[p. 243, glossary entry 8]	Degener directly assigns this headword to Turner/CDIAL 47. [= Bur., Berger 1966, 82, T. 47]			Shina	dialect:Sh:gil:Gilgit	degener-shina2008	47	47	*akṣēma	*akṣēma	Original	unpeaceful	Indo-Aryan	*akṣēma	"[{""Child_ID"": ""f_ojvqhk5b6rhdo"", ""Parent_ID"": ""47"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_bh45pmogeygak	Phal	aʦ̣ʰṓṛ	the tree			ac̣hṓṛ	2:		m	CDIAL				Palula		CDIAL	48	48	akṣōṭa	akṣōṭa	Original	walnut (or pistacio nut ?); Aleurites triloba, Croton moluccanum; a mountain-tree <smallcaps>pīlú</smallcaps>-¹	Indo-Aryan	akṣōṭa	"[{""Child_ID"": ""f_bh45pmogeygak"", ""Parent_ID"": ""48"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_x6vyq2oqntrau	Phal	aʦ̣ʰū́ṛī	the tree			ac̣hū́ṛī	2:			CDIAL				Palula		CDIAL	48	48	akṣōṭa	akṣōṭa	Original	walnut (or pistacio nut ?); Aleurites triloba, Croton moluccanum; a mountain-tree <smallcaps>pīlú</smallcaps>-¹	Indo-Aryan	akṣōṭa	"[{""Child_ID"": ""f_x6vyq2oqntrau"", ""Parent_ID"": ""48"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_icliixncvds2e	Sh	aʦ̣ʰṓ	walnut			ac̣hṓ	2:		m	CDIAL				Shina		CDIAL	48	48	akṣōṭa	akṣōṭa	Original	walnut (or pistacio nut ?); Aleurites triloba, Croton moluccanum; a mountain-tree <smallcaps>pīlú</smallcaps>-¹	Indo-Aryan	akṣōṭa	"[{""Child_ID"": ""f_icliixncvds2e"", ""Parent_ID"": ""48"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_2je3kl4y2qsre	Sh	aʦ̣ʰói	the tree			ac̣hói	2:		f	CDIAL				Shina		CDIAL	48	48	akṣōṭa	akṣōṭa	Original	walnut (or pistacio nut ?); Aleurites triloba, Croton moluccanum; a mountain-tree <smallcaps>pīlú</smallcaps>-¹	Indo-Aryan	akṣōṭa	"[{""Child_ID"": ""f_2je3kl4y2qsre"", ""Parent_ID"": ""48"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_r3ifxkdwc3rmq	Phal	aʦ̣ʰō̌ṛ	walnut	اڇھوڑ	aʈʂʰoóɽ	ac̣hoóṛ		Inflection: a-decl (Obl, pl): -á	noun m Palula-noun-class-a	liljegren	akṣōṭa- 'walnut (or pistachio nut?)' (T: 48)			Palula		liljegren	48	48	akṣōṭa	akṣōṭa	Original	walnut (or pistacio nut ?); Aleurites triloba, Croton moluccanum; a mountain-tree <smallcaps>pīlú</smallcaps>-¹	Indo-Aryan	akṣōṭa	"[{""Child_ID"": ""f_r3ifxkdwc3rmq"", ""Parent_ID"": ""48"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_44xumqzcvgiec	Phal	aʦ̣ʰū̂ṛi	walnut tree	اڇُھوڑیۡ	aʈʂúuɽi	ac̣húuṛi		Inflection: m-decl (Pl): -m; Morphemic form: ac̣hóoṛ-i	noun f Palula-noun-class-m	liljegren	akṣōṭa- 'walnut (or pistacio nut?)' (T: 48)			Palula		liljegren	48	48	akṣōṭa	akṣōṭa	Original	walnut (or pistacio nut ?); Aleurites triloba, Croton moluccanum; a mountain-tree <smallcaps>pīlú</smallcaps>-¹	Indo-Aryan	akṣōṭa	"[{""Child_ID"": ""f_44xumqzcvgiec"", ""Parent_ID"": ""48"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_f3eodxa3pzz5m	Phal	aʦ̣hō̌ṛ	walnut		əʈ͡ʂho̬ɽ́	ac̣hôʹṛ			noun dialect:Palula	strand				Palula	dialect:Palula	strand	48	48	akṣōṭa	akṣōṭa	Original	walnut (or pistacio nut ?); Aleurites triloba, Croton moluccanum; a mountain-tree <smallcaps>pīlú</smallcaps>-¹	Indo-Aryan	akṣōṭa	"[{""Child_ID"": ""f_f3eodxa3pzz5m"", ""Parent_ID"": ""48"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
