id	language_id	form	gloss	native	phonemic	original	cognateset	description	tags	source	etymology	redirect	status	language_name	dialect_tags	source_keys	ancestor_id	family_id	ancestor_form	ancestor_original	ancestor_form_field	ancestor_gloss	ancestor_language	family_form	ancestry_path	link_status
f_uikvbf3tqq4ig	Sh	tʰacoiki	to fashion (wood)			thačoiki	2:			CDIAL				Shina		CDIAL	5620	5620	tákṣati	tákṣati	Original	forms by cutting, chisels	Indo-Aryan	tákṣati	"[{""Child_ID"": ""f_uikvbf3tqq4ig"", ""Parent_ID"": ""5620"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_dw2lbmd6jb6lw	Phal	tā́ʦ̣	hew		t̪ɑ́ʈ͡ʂ	tʹâc̣-			verb tr dialect:Palula	strand				Palula	dialect:Palula	strand	5620	5620	tákṣati	tákṣati	Original	forms by cutting, chisels	Indo-Aryan	tákṣati	"[{""Child_ID"": ""f_dw2lbmd6jb6lw"", ""Parent_ID"": ""5620"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_lwm5aop7nn466	Sh	taʦ̣	work (a gemstone)			tac̣-		bearbeiten (Edelstein)	tr dialect:Sh:gil:Gilgit	degener-shina2008[p. 305, glossary entry 13]	Degener directly assigns this headword to Turner/CDIAL 5620. [T. 5620; auch thac̣-]			Shina	dialect:Sh:gil:Gilgit	degener-shina2008	5620	5620	tákṣati	tákṣati	Original	forms by cutting, chisels	Indo-Aryan	tákṣati	"[{""Child_ID"": ""f_lwm5aop7nn466"", ""Parent_ID"": ""5620"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_ylvuuaucfj56o	Sh	tʰaʦ̣ó̭ṇ	carpenter			thac̣ó̭ṇ	2:		m	CDIAL				Shina		CDIAL	5621	5621	tákṣan	tákṣan	Original	carpenter	Indo-Aryan	tákṣan	"[{""Child_ID"": ""f_ylvuuaucfj56o"", ""Parent_ID"": ""5621"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_hmrg5ivzwciuy	Sh	kaṭ-tʰaʦ̣ó̭ṇ	carpenter			kaṭ-thac̣ó̭ṇ	2:			CDIAL				Shina		CDIAL	5621	5621	tákṣan	tákṣan	Original	carpenter	Indo-Aryan	tákṣan	"[{""Child_ID"": ""f_hmrg5ivzwciuy"", ""Parent_ID"": ""5621"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_p4pmbabzgejq6	Kalk	tarkāṇ	carpenter			tarkaaṇ			noun sg dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	kalkoti[p. 147, table 16]				Kalkoti	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	kalkoti	5621	5621	tákṣan	tákṣan	Original	carpenter	Indo-Aryan	tákṣan	"[{""Child_ID"": ""f_p4pmbabzgejq6"", ""Parent_ID"": ""5621"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_6zdc25cjpwexa	Sh	tʰaʦ̣ṑn	carpenter			thac̣óon		Zimmermann	m dialect:Sh:gil:Gilgit	degener-shina2008[p. 308, glossary entry 12]	Degener directly assigns this headword to Turner/CDIAL 5621. [T. 5621]			Shina	dialect:Sh:gil:Gilgit	degener-shina2008	5621	5621	tákṣan	tákṣan	Original	carpenter	Indo-Aryan	tákṣan	"[{""Child_ID"": ""f_6zdc25cjpwexa"", ""Parent_ID"": ""5621"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_n4wv4jw6ktbcc	Sh	tʌgā́	mud			tăgā́	2:			CDIAL				Shina		CDIAL	5626	5626	*tagga	*tagga	Original	mud	Indo-Aryan	*tagga	"[{""Child_ID"": ""f_n4wv4jw6ktbcc"", ""Parent_ID"": ""5626"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_gf27upbvqy4du	Sh	tāgā	mud		t̪ɑˈgɑ	tɑˈgɑ			dialect:Sh:NagarChalt:Nagar%20%28Chalt%29	backstrom1992				Shina	dialect:Sh:NagarChalt:Nagar%20%28Chalt%29	backstrom1992	5626	5626	*tagga	*tagga	Original	mud	Indo-Aryan	*tagga	"[{""Child_ID"": ""f_gf27upbvqy4du"", ""Parent_ID"": ""5626"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_fbwbsjodk6zvg	Sh	tāɣā	mud		t̪ɑˈɣɑ	tɑˈɣɑ			dialect:Sh:gil:Gilgit	backstrom1992				Shina	dialect:Sh:gil:Gilgit	backstrom1992	5626	5626	*tagga	*tagga	Original	mud	Indo-Aryan	*tagga	"[{""Child_ID"": ""f_fbwbsjodk6zvg"", ""Parent_ID"": ""5626"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_m6ak4tvccnt4o	Sh	tāgā	mud		t̪ɑˈgɑ	tɑˈgɑ			dialect:Sh:Haramosh:Haramosh	backstrom1992				Shina	dialect:Sh:Haramosh:Haramosh	backstrom1992	5626	5626	*tagga	*tagga	Original	mud	Indo-Aryan	*tagga	"[{""Child_ID"": ""f_m6ak4tvccnt4o"", ""Parent_ID"": ""5626"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_ejfw4qqjk6q4c	Sh	tāɣā	mud		t̪ɑˈɣɑ	tɑˈɣɑ			dialect:Sh:Bunji:Bunji	backstrom1992				Shina	dialect:Sh:Bunji:Bunji	backstrom1992	5626	5626	*tagga	*tagga	Original	mud	Indo-Aryan	*tagga	"[{""Child_ID"": ""f_ejfw4qqjk6q4c"", ""Parent_ID"": ""5626"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_ut72cvyq2zaqa	Sh	tāɣā	mud		t̪ɑˈɣɑ	tɑˈɣɑ			dialect:Sh:Rondu:Rondu	backstrom1992				Shina	dialect:Sh:Rondu:Rondu	backstrom1992	5626	5626	*tagga	*tagga	Original	mud	Indo-Aryan	*tagga	"[{""Child_ID"": ""f_ut72cvyq2zaqa"", ""Parent_ID"": ""5626"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_lep264bwj2nmi	Sh	tagā	mud		t̪ɜgɑ	tʌgɑ			dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29	backstrom1992				Shina	dialect:Sh:Gahorabad:Chilas%20%28Gahorabad%29	backstrom1992	5626	5626	*tagga	*tagga	Original	mud	Indo-Aryan	*tagga	"[{""Child_ID"": ""f_lep264bwj2nmi"", ""Parent_ID"": ""5626"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_oz2euv2bp2csk	Sh	taɣā	mud		t̪ɜˈɣɑ	tʌˈɣɑ			dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29	backstrom1992				Shina	dialect:Sh:DashkinAstor:Astor%20%28Dashkin%29	backstrom1992	5626	5626	*tagga	*tagga	Original	mud	Indo-Aryan	*tagga	"[{""Child_ID"": ""f_oz2euv2bp2csk"", ""Parent_ID"": ""5626"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_73r5kj4te6fgk	Sh	tarū́n	boiled rice			tarū́n	2:		dialect:Sh:pales:Palesi	CDIAL				Shina	dialect:Sh:pales:Palesi	CDIAL	5637	5637	taṇḍulá	taṇḍulá	Original	grain, esp. rice, after threshing and winnowing	Indo-Aryan	taṇḍulá	"[{""Child_ID"": ""f_73r5kj4te6fgk"", ""Parent_ID"": ""5637"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_7alklqyvsgaw2	Kund	tō̃l	rice			tō̃l				kund				Kundal Shahi		kund	5637	5637	taṇḍulá	taṇḍulá	Original	grain, esp. rice, after threshing and winnowing	Indo-Aryan	taṇḍulá	"[{""Child_ID"": ""f_7alklqyvsgaw2"", ""Parent_ID"": ""5637"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_kqpbtjt4ygixq	Sh	tālūṇ	rice		t̪ɑˈluuɳ	tɑˈluuṇ			dialect:Sh:Jalkot:Jalkot	backstrom1992				Shina	dialect:Sh:Jalkot:Jalkot	backstrom1992	5637	5637	taṇḍulá	taṇḍulá	Original	grain, esp. rice, after threshing and winnowing	Indo-Aryan	taṇḍulá	"[{""Child_ID"": ""f_kqpbtjt4ygixq"", ""Parent_ID"": ""5637"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_y5dh33eezf736	Sh	tālū̌ṇ	rice		t̪ɑˈlùuɳ	tɑˈlùuṇ			dialect:Sh:pales:Palesi	backstrom1992				Shina	dialect:Sh:pales:Palesi	backstrom1992	5637	5637	taṇḍulá	taṇḍulá	Original	grain, esp. rice, after threshing and winnowing	Indo-Aryan	taṇḍulá	"[{""Child_ID"": ""f_y5dh33eezf736"", ""Parent_ID"": ""5637"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_hgimff2qjimni	Sh	tālū̃	rice		t̪ɑˈlũ	tɑˈlũ			dialect:Sh:Kolai:Kolai	backstrom1992				Shina	dialect:Sh:Kolai:Kolai	backstrom1992	5637	5637	taṇḍulá	taṇḍulá	Original	grain, esp. rice, after threshing and winnowing	Indo-Aryan	taṇḍulá	"[{""Child_ID"": ""f_hgimff2qjimni"", ""Parent_ID"": ""5637"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_yo75fcv4drddi	Sh	tālūṛ	rice		t̪ɑˈluɽ	tɑˈluṛ			dialect:Sh:Kolai:Kolai	backstrom1992				Shina	dialect:Sh:Kolai:Kolai	backstrom1992	5637	5637	taṇḍulá	taṇḍulá	Original	grain, esp. rice, after threshing and winnowing	Indo-Aryan	taṇḍulá	"[{""Child_ID"": ""f_yo75fcv4drddi"", ""Parent_ID"": ""5637"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_xsuqjeue3exyw	Sh	talū̂ṇ	rice (paddy)		talúuṇ	talúuṇ			dialect:Sh:koh:Kohistani	schmidt				Shina	dialect:Sh:koh:Kohistani	schmidt	5637	5637	taṇḍulá	taṇḍulá	Original	grain, esp. rice, after threshing and winnowing	Indo-Aryan	taṇḍulá	"[{""Child_ID"": ""f_xsuqjeue3exyw"", ""Parent_ID"": ""5637"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_qcsumpemqntgo	Sh	to	then			to	2:			CDIAL				Shina		CDIAL	5639	5639	tátas	tátas	Original	from there; there, then	Indo-Aryan	tátas	"[{""Child_ID"": ""f_qcsumpemqntgo"", ""Parent_ID"": ""5639"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_p2275xg5bbauy	Sh	to	then (postverbal marker of a conditional protasis)			to		Postverbal zur Markierung der Protasis im Konditionalsatz: (wenn ...), dann	adv dialect:Sh:gil:Gilgit	degener-shina2008[p. 307, glossary entry 5]	Degener directly assigns this headword to Turner/CDIAL 5639. [T. 5639. Gramm. 5.6]			Shina	dialect:Sh:gil:Gilgit	degener-shina2008	5639	5639	tátas	tátas	Original	from there; there, then	Indo-Aryan	tátas	"[{""Child_ID"": ""f_p2275xg5bbauy"", ""Parent_ID"": ""5639"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_v6rgbtwf3ppxy	Sh	tṓ	then (postverbal marker of a conditional protasis)			toó		Postverbal zur Markierung der Protasis im Konditionalsatz: (wenn ...), dann	adv alternate dialect:Sh:gil:Gilgit	degener-shina2008[p. 307, glossary entry 5]	Degener directly assigns this headword to Turner/CDIAL 5639. [T. 5639. Gramm. 5.6]			Shina	dialect:Sh:gil:Gilgit	degener-shina2008	5639	5639	tátas	tátas	Original	from there; there, then	Indo-Aryan	tátas	"[{""Child_ID"": ""f_v6rgbtwf3ppxy"", ""Parent_ID"": ""f_p2275xg5bbauy"", ""Kind"": ""variant"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}, {""Child_ID"": ""f_p2275xg5bbauy"", ""Parent_ID"": ""5639"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_3fts6l2yt5bwu	Sh	t	then (postverbal marker of a conditional protasis)			-t		Postverbal zur Markierung der Protasis im Konditionalsatz: (wenn ...), dann	adv alternate dialect:Sh:gil:Gilgit	degener-shina2008[p. 307, glossary entry 5]	Degener directly assigns this headword to Turner/CDIAL 5639. [T. 5639. Gramm. 5.6]			Shina	dialect:Sh:gil:Gilgit	degener-shina2008	5639	5639	tátas	tátas	Original	from there; there, then	Indo-Aryan	tátas	"[{""Child_ID"": ""f_3fts6l2yt5bwu"", ""Parent_ID"": ""f_p2275xg5bbauy"", ""Kind"": ""variant"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}, {""Child_ID"": ""f_p2275xg5bbauy"", ""Parent_ID"": ""5639"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_e3g4qet6y4h5q	Sh	to	when			to		wenn	part dialect:Sh:gil:Gilgit	buddruss-shina1996[p. 49, glossary entry 15]	Buddruss directly assigns this headword to Turner/CDIAL 5639.			Shina	dialect:Sh:gil:Gilgit	buddruss-shina1996	5639	5639	tátas	tátas	Original	from there; there, then	Indo-Aryan	tátas	"[{""Child_ID"": ""f_e3g4qet6y4h5q"", ""Parent_ID"": ""5639"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_ucu37g356ahi6	Kalk	tē	and			tee		the article prints this element only inside the expression it cites in table 6	conj dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	kalkoti[p. 134, table 6]				Kalkoti	dialect:Kalk:HKAT-xka:Kalkot%20%28HKAT%29	kalkoti	5647	5647	tathāpi	tathāpi	Original	even so, nevertheless	Indo-Aryan	tathāpi	"[{""Child_ID"": ""f_ucu37g356ahi6"", ""Parent_ID"": ""5647"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_md5j7ku4de3gu	Sh	te	and			te		und	dialect:Sh:gil:Gilgit	degener-shina2008[p. 306, glossary entry 17]	Degener directly assigns this headword to Turner/CDIAL 5649. [T. 5649, ← Indoarisch?]			Shina	dialect:Sh:gil:Gilgit	degener-shina2008	5649	5649	tadā́	tadā́	Original	then	Indo-Aryan	tadā́	"[{""Child_ID"": ""f_md5j7ku4de3gu"", ""Parent_ID"": ""5649"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_zlnlieujxzyc2	Sh	talúṇu	thin			talúṇŭ	2:	(Lor.)		CDIAL;Lor				Shina		CDIAL;Lor	5655	5655	tanula	tanula	Original	spread, expanded	Indo-Aryan	tanula	"[{""Child_ID"": ""f_zlnlieujxzyc2"", ""Parent_ID"": ""5655"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_neakkpzhgnwmg	Sh	tanulo	thin (of cloth)			tanulo	2:			CDIAL				Shina		CDIAL	5655	5655	tanula	tanula	Original	spread, expanded	Indo-Aryan	tanula	"[{""Child_ID"": ""f_neakkpzhgnwmg"", ""Parent_ID"": ""5655"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_gbtcsrswmb7o2	Sh	tan	body			tan	2:			CDIAL				Shina		CDIAL	5656	5656	tanū́	tanū́	Original	body, person, self	Indo-Aryan	tanū́	"[{""Child_ID"": ""f_gbtcsrswmb7o2"", ""Parent_ID"": ""5656"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_y5zdicc5oh6gm	Sh	tan-nano	naked			tan-nano	2:			CDIAL				Shina		CDIAL	5656	5656	tanū́	tanū́	Original	body, person, self	Indo-Aryan	tanū́	"[{""Child_ID"": ""f_y5zdicc5oh6gm"", ""Parent_ID"": ""5656"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_wboalawdu6rjy	Kund	tā̃d	thread			tā̃d				kund				Kundal Shahi		kund	5661	5661	tántu	tántu	Original	thread, warp	Indo-Aryan	tántu	"[{""Child_ID"": ""f_wboalawdu6rjy"", ""Parent_ID"": ""5661"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_m7qj5wwnhgngo	Kund	tand	thread			tand				kund				Kundal Shahi		kund	5661	5661	tántu	tántu	Original	thread, warp	Indo-Aryan	tántu	"[{""Child_ID"": ""f_m7qj5wwnhgngo"", ""Parent_ID"": ""5661"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_fatt6iunh2lvs	Phal	trānd	spider's web, weaving			trānd	2:			CDIAL				Palula		CDIAL	5663	5663	tántra	tántra	Original	web; loom; weaving, thread	Indo-Aryan	tántra	"[{""Child_ID"": ""f_fatt6iunh2lvs"", ""Parent_ID"": ""5663"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_rxrclxeji3hqw	Phal	trāmbu	spider			trāmbu	3:			CDIAL				Palula		CDIAL	5664	5664	tantravāya	tantravāya	Original	weaver; spider	Indo-Aryan	tantravāya	"[{""Child_ID"": ""f_rxrclxeji3hqw"", ""Parent_ID"": ""5664"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_y6jhtc6qawla2	Phal	trāhambú	spider			trāhambú	3:	rather		CDIAL				Palula		CDIAL	5664	5664	tantravāya	tantravāya	Original	weaver; spider	Indo-Aryan	tantravāya	"[{""Child_ID"": ""f_y6jhtc6qawla2"", ""Parent_ID"": ""5664"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_j5zbxsnahqti2	Phal	trānd				trānd	3:	"&lt; <smallcaps><a data-entry=""5663"">tántra</a></smallcaps>- +"		CDIAL				Palula		CDIAL	5664	5664	tantravāya	tantravāya	Original	weaver; spider	Indo-Aryan	tantravāya	"[{""Child_ID"": ""f_j5zbxsnahqti2"", ""Parent_ID"": ""5664"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_pfrrgpuc6jkws	Phal	*bāv				*bāv	3:	&lt		CDIAL				Palula		CDIAL	5664	5664	tantravāya	tantravāya	Original	weaver; spider	Indo-Aryan	tantravāya	"[{""Child_ID"": ""f_pfrrgpuc6jkws"", ""Parent_ID"": ""5664"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_4ib522z3ls654	Phal	*vābʰa				*vābha	3:	NOPhal 50		CDIAL;NOPhal[50]				Palula		CDIAL;NOPhal	5664	5664	tantravāya	tantravāya	Original	weaver; spider	Indo-Aryan	tantravāya	"[{""Child_ID"": ""f_4ib522z3ls654"", ""Parent_ID"": ""5664"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_nsspsxl7e6sag	Phal	trān				trān	3:	"&lt; <smallcaps><a data-entry=""5663"">tántra</a></smallcaps>- +"		CDIAL				Palula		CDIAL	5664	5664	tantravāya	tantravāya	Original	weaver; spider	Indo-Aryan	tantravāya	"[{""Child_ID"": ""f_nsspsxl7e6sag"", ""Parent_ID"": ""5664"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_3hgioebrm3emi	Phal	trāmbú	wasp	ترامبوۡ	traambú	traambú		Inflection: aan-decl/i-decl (Obl): -í, (Pl): -aán	noun m Palula-noun-class-aan Palula-noun-class-i	liljegren	tántra- 'web; loom; weaving, thread (neut)' (T: 5664) ; *vābha- 'weaving, spinning' (T: 11531)			Palula		liljegren	5664	5664	tantravāya	tantravāya	Original	weaver; spider	Indo-Aryan	tantravāya	"[{""Child_ID"": ""f_3hgioebrm3emi"", ""Parent_ID"": ""5664"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_wihpfori55kiw	Phal	bʰúmbur	wasp			bhúmbur		Inflection: aan-decl/i-decl (Obl): -í, (Pl): -aán; Variant restriction: Biori (both words used)	noun m Palula-noun-class-aan Palula-noun-class-i dialect:Phal:biori:Biori	liljegren	tántra- 'web; loom; weaving, thread (neut)' (T: 5664) ; *vābha- 'weaving, spinning' (T: 11531)			Palula	dialect:Phal:biori:Biori	liljegren	5664	5664	tantravāya	tantravāya	Original	weaver; spider	Indo-Aryan	tantravāya	"[{""Child_ID"": ""f_wihpfori55kiw"", ""Parent_ID"": ""f_3hgioebrm3emi"", ""Kind"": ""variant"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}, {""Child_ID"": ""f_3hgioebrm3emi"", ""Parent_ID"": ""5664"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_zflzt2nq3gan2	Phal	trāmbú	hornet		t̪ɾɑmbú	trâmbʹu			noun dialect:Palula	strand				Palula	dialect:Palula	strand	5664	5664	tantravāya	tantravāya	Original	weaver; spider	Indo-Aryan	tantravāya	"[{""Child_ID"": ""f_zflzt2nq3gan2"", ""Parent_ID"": ""5664"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_gpwa337xr5bou	Phal	tāp	heat		t̪ɑp	tâp-			verb tr dialect:Palula	strand				Palula	dialect:Palula	strand	5671	5671	tápati	tápati	Original	is hot, heats	Indo-Aryan	tápati	"[{""Child_ID"": ""f_gpwa337xr5bou"", ""Parent_ID"": ""5671"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_ejcpdigx2f4z4	Phal	tā́p	get hot		t̪ɑ́p	tʹâp-			verb intr dialect:Palula	strand				Palula	dialect:Palula	strand	5671	5671	tápati	tápati	Original	is hot, heats	Indo-Aryan	tápati	"[{""Child_ID"": ""f_ejcpdigx2f4z4"", ""Parent_ID"": ""5671"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_hy3yp5dk6xbbm	Phal	tāto	hot, burning			tāto	2:		f	CDIAL				Palula		CDIAL	5679	5679	taptá	taptá	Original	heated, hot	Indo-Aryan	taptá	"[{""Child_ID"": ""f_hy3yp5dk6xbbm"", ""Parent_ID"": ""5679"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_nd4n5j3bo6uty	Phal	tāti	hot, burning			tāti	2:			CDIAL				Palula		CDIAL	5679	5679	taptá	taptá	Original	heated, hot	Indo-Aryan	taptá	"[{""Child_ID"": ""f_nd4n5j3bo6uty"", ""Parent_ID"": ""5679"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_a7lbfhrik7fhm	Sh	tātu	hot, burning			tātṷ	2:		dialect:Sh:gil:Gilgit	CDIAL				Shina	dialect:Sh:gil:Gilgit	CDIAL	5679	5679	taptá	taptá	Original	heated, hot	Indo-Aryan	taptá	"[{""Child_ID"": ""f_a7lbfhrik7fhm"", ""Parent_ID"": ""5679"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_r374rqdh6lymw	Sh	tʌto	hot, burning			tăto	2:		dialect:Sh:koh:Kohistani	CDIAL				Shina	dialect:Sh:koh:Kohistani	CDIAL	5679	5679	taptá	taptá	Original	heated, hot	Indo-Aryan	taptá	"[{""Child_ID"": ""f_r374rqdh6lymw"", ""Parent_ID"": ""5679"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_3ivlg66xwaf74	Sh	tāttu	hot, burning			tāttŭ	2:		dialect:Sh:gur:Guresi	CDIAL				Shina	dialect:Sh:gur:Guresi	CDIAL	5679	5679	taptá	taptá	Original	heated, hot	Indo-Aryan	taptá	"[{""Child_ID"": ""f_3ivlg66xwaf74"", ""Parent_ID"": ""5679"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_nguvkfcw5lnf2	Phal	tā̂tu	hot	تاتوۡ	táatu	táatu		Inflection: Uml (Fem): téeti; Morphemic form: tat-	adj	liljegren	taptá- 'heated, hot' (T: 5679)			Palula		liljegren	5679	5679	taptá	taptá	Original	heated, hot	Indo-Aryan	taptá	"[{""Child_ID"": ""f_nguvkfcw5lnf2"", ""Parent_ID"": ""5679"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_xwvhlglyenqo4	Phal	tā́tu	hot		t̪ɑ́t̪u	tʹâtu			adj dialect:Palula	strand				Palula	dialect:Palula	strand	5679	5679	taptá	taptá	Original	heated, hot	Indo-Aryan	taptá	"[{""Child_ID"": ""f_xwvhlglyenqo4"", ""Parent_ID"": ""5679"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_7qenlea3bgpzy	Sh	tāto	hot		ˈt̪ɑt̪o	ˈtɑto			dialect:Sh:Gupis:Gupis	backstrom1992				Shina	dialect:Sh:Gupis:Gupis	backstrom1992	5679	5679	taptá	taptá	Original	heated, hot	Indo-Aryan	taptá	"[{""Child_ID"": ""f_7qenlea3bgpzy"", ""Parent_ID"": ""5679"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
f_vsffr6hryyjkk	Sh	tāto	hot		ˈt̪ɑːt̪o̠	ˈtɑɑto̱			dialect:Sh:punl:Puniali	backstrom1992				Shina	dialect:Sh:punl:Puniali	backstrom1992	5679	5679	taptá	taptá	Original	heated, hot	Indo-Aryan	taptá	"[{""Child_ID"": ""f_vsffr6hryyjkk"", ""Parent_ID"": ""5679"", ""Kind"": ""reflex"", ""Rank"": ""1"", ""Pos"": """", ""Source"": """", ""Note"": """"}]"	linked
