concept_id,concept,group,language_id,language,unit,form_id,form,gloss,head_id,head,family_id,family,status,source
1165,MOUSTACHE,plains,H,Hindi-Urdu,hind1269,f_kybrjj5ob2v5o,मूंछ moonchh,moustache,,,,,unlinked,nihali-provisional2026
1165,MOUSTACHE,plains,A,Assamese,assa1263,f_nbgcdb3yny5bm,gõpʰ,moustache,4203-2,gumpʰa,4203-2,gumpʰa,linked,CDIAL
1165,MOUSTACHE,plains,B,Bengali,beng1280,f_e7j7wvjeibn66,gõpʰ,moustache,4203-2,gumpʰa,4203-2,gumpʰa,linked,CDIAL
1165,MOUSTACHE,plains,B,Bengali,beng1280,f_bqrdkpzvu4pua,gõp,moustache,4203-2,gumpʰa,4203-2,gumpʰa,linked,CDIAL
1165,MOUSTACHE,dardic,Gaw,Gawarbati,gawa1247,f_3ns2xogscivdm,gū́nʦa,moustache,4269,gōccʰā,4269,gōccʰā,linked,CDIAL
1165,MOUSTACHE,dardic,Gaw,Gawarbati,gawa1247,f_pfjsryi2nl522,goᵉnʦá,moustache,4269,gōccʰā,4269,gōccʰā,linked,CDIAL
1165,MOUSTACHE,dardic,Sv,Sauji,savi1242,f_6723bswrgaila,gōcḗ,moustache,4269,gōccʰā,4269,gōccʰā,linked,CDIAL
1165,MOUSTACHE,dardic,K,Kashmiri,kash1277,f_pqesikuhy72jc,gō̃ʦʰ,moustache,4269,gōccʰā,4269,gōccʰā,linked,CDIAL
1165,MOUSTACHE,dardic,K,Kashmiri,kash1277,f_huxocku45aywy,gō̃ʦʰi,moustache,4269,gōccʰā,4269,gōccʰā,linked,CDIAL
1165,MOUSTACHE,plains,A,Assamese,assa1263,f_oy2to6iiq45wi,dā̃ri,"beard, whiskers",6250,*dāṁṣṭra,6250,*dāṁṣṭra,linked,CDIAL
1165,MOUSTACHE,plains,A,Assamese,assa1263,f_j24w2xrzbzs7u,ḍāri,"beard, whiskers",6250,*dāṁṣṭra,6250,*dāṁṣṭra,linked,CDIAL
1165,MOUSTACHE,dardic,Dm,Dameli,dame1241,f_smg2sb7lqpv5w,pʰū̃ka,mustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,CDIAL
1165,MOUSTACHE,dardic,Kal,Indo-Aryan Kalasha,kala1372,f_ihqopuxumkioa,uṣ-pʰuŋ,mustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,CDIAL
1165,MOUSTACHE,dardic,Bshk,Bashkarik,kala1373,f_y7tjxabg4sq7s,pʰuŋ,mustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,CDIAL
1165,MOUSTACHE,dardic,Tor,Torwali,torw1241,f_wouvkbzfhk2vg,pʰuŋ,mustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,CDIAL
1165,MOUSTACHE,dardic,Phal,Palula,phal1254,f_njolcq65ask4y,pʰuŋga,mustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,CDIAL
1165,MOUSTACHE,dardic,Sh,Shina,shin1264,f_rcufdfsztx7y6,pʰuŋ,mustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,CDIAL
1165,MOUSTACHE,dardic,Sh,Shina,shin1264,f_mcbwia3krij3g,pʰuggʌ,mustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,CDIAL
1165,MOUSTACHE,dardic,Sh,Shina,shin1264,f_5mwy5vgoxijcc,pʰuge,mustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,CDIAL
1165,MOUSTACHE,dardic,Bshk,Bashkarik,kala1373,f_vtvprn37iic5q,pʰǔŋ,moustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,gawri
1165,MOUSTACHE,dardic,Phal,Palula,phal1254,f_pqfckxbhx5qra,pʰúŋgu,moustache; whisker,9083,*pʰuŋga,9083,*pʰuŋga,linked,liljegren
1165,MOUSTACHE,dardic,Phal,Palula,phal1254,f_oflymmql3u4f2,pʰúng,mustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,strand
1165,MOUSTACHE,dardic,bhatr,Bhateri,bate1261,f_4fmsblzzvu27y,pʰõg,mustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,strand
1165,MOUSTACHE,dardic,Sh,Shina,shin1264,f_5gez5oyqsba7u,pʰúŋe,moustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,schmidt
1165,MOUSTACHE,dardic,Sh,Shina,shin1264,f_grgsmfaxkprta,pʰúgo,moustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,schmidt
1165,MOUSTACHE,dardic,Sh,Shina,shin1264,f_tox5ejof3kuws,pʰū̂̃ŋɨ,moustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,schmidt
1165,MOUSTACHE,dardic,Sh,Shina,shin1264,f_pbl4zvqcelztk,pʰúŋi,moustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,schmidt
1165,MOUSTACHE,dardic,Kal,Indo-Aryan Kalasha,kala1372,f_ihvkqoopjrm4m,uṣpúŋ,Mustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,trail-cooper1999[p. 352 (printed p. 322)]
1165,MOUSTACHE,dardic,Kal,Indo-Aryan Kalasha,kala1372,f_awgwh2kszzlro,gucʰí,Mustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,trail-cooper1999[p. 352 (printed p. 322)]
1165,MOUSTACHE,dardic,Sh,Shina,shin1264,f_tvzxosbeftvfo,pʰú̃e,moustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,"degener-shina2008[p. 295, glossary entry 13]"
1165,MOUSTACHE,plains,S,Sindhi,sind1272,f_a42uve7ujcelk,mucʰa,mustache,10180,*muccʰā,10180,*muccʰā,linked,CDIAL
1165,MOUSTACHE,plains,L,Lahnda,west2386,f_ndhkuczvhaoaw,muccʰ,mustache,10180,*muccʰā,10180,*muccʰā,linked,CDIAL
1165,MOUSTACHE,plains,L,Lahnda,west2386,f_jebdxlqikwscm,muccʰā̃,mustache,10180,*muccʰā,10180,*muccʰā,linked,CDIAL
1165,MOUSTACHE,plains,awan,Hindko,avan1234,f_jvh4seoi3m7lq,mucʰ,mustache,10180,*muccʰā,10180,*muccʰā,linked,CDIAL
1165,MOUSTACHE,plains,khet,Khetrani,khet1238,f_ar4pl6edz4rzs,mv́ccʰā̃,mustache,10180,*muccʰā,10180,*muccʰā,linked,CDIAL
1165,MOUSTACHE,plains,P,Punjabi,panj1256,f_pmild64rn346w,muccʰ,mustache,10180,*muccʰā,10180,*muccʰā,linked,CDIAL
1165,MOUSTACHE,plains,Or,Odia,oriy1255,f_ii2z5wwp3t62q,mucʰa,mustache,10180,*muccʰā,10180,*muccʰā,linked,CDIAL
1165,MOUSTACHE,plains,H,Hindi-Urdu,hind1269,f_6basfzsihf7j2,mūcʰ,mustache,10180,*muccʰā,10180,*muccʰā,linked,CDIAL
1165,MOUSTACHE,plains,G,Gujarati,guja1252,f_zgn6fzqwefcaw,mūcʰ,mustache,10180,*muccʰā,10180,*muccʰā,linked,CDIAL
1165,MOUSTACHE,plains,G,Gujarati,guja1252,f_w2qgg4knt46m6,mũcʰ,mustache,10180,*muccʰā,10180,*muccʰā,linked,CDIAL
1165,MOUSTACHE,plains,Aw,Awadhi,awad1243,f_vpqvjhbezuhqu,mōcʰ,whiskers,10180-2,mōccʰā,10180-2,mōccʰā,linked,CDIAL
1165,MOUSTACHE,plains,H,Hindi-Urdu,hind1269,f_l2ou52nb5y3ti,mocʰ,mustache,10180-2,mōccʰā,10180-2,mōccʰā,linked,CDIAL
1165,MOUSTACHE,plains,KS,Surjapuri,surj1235,f_tapmifs7xbhh6,moc,moustache,10180,*muccʰā,10180,*muccʰā,linked,toulmin
1165,MOUSTACHE,plains,MH,Rajbanshi,rajb1243,f_bythxhllsmtno,moc,moustache,10180,*muccʰā,10180,*muccʰā,linked,toulmin
1165,MOUSTACHE,plains,MH,Rajbanshi,rajb1243,f_v2bvlqdgax3ks,moc,moustache,10180,*muccʰā,10180,*muccʰā,linked,toulmin
1165,MOUSTACHE,plains,BH,Kamtapuri,rang1265,f_qj47i6zn6ce5m,moc,moustache,10180,*muccʰā,10180,*muccʰā,linked,toulmin
1165,MOUSTACHE,plains,BH,Kamtapuri,rang1265,f_ppjtcttmfvcja,mos,moustache,10180,*muccʰā,10180,*muccʰā,linked,toulmin
1165,MOUSTACHE,plains,BH,Kamtapuri,rang1265,f_amnxjql7hiq5q,mos,moustache,10180,*muccʰā,10180,*muccʰā,linked,toulmin
1165,MOUSTACHE,plains,BH,Kamtapuri,rang1265,f_yelbwqbyn2szi,mos,moustache,10180,*muccʰā,10180,*muccʰā,linked,toulmin
1165,MOUSTACHE,plains,BH,Kamtapuri,rang1265,f_ff3t2ohb6d6ou,mos,moustache,10180,*muccʰā,10180,*muccʰā,linked,toulmin
1165,MOUSTACHE,plains,Ko,Konkani,konk1267,f_3y4wle2pwinjq,mīśo,mustache,12659,śmáśru,12659,śmáśru,linked,CDIAL
1165,MOUSTACHE,plains,G,Gujarati,guja1252,f_msyyhfy2v4op2,tʰobʰā,whiskers,13725,*stōbʰya,13725,*stōbʰya,linked,CDIAL
1165,MOUSTACHE,plains,G,Gujarati,guja1252,f_hnso2nhy5vpka,tʰobʰiyɔ,whiskers,13725,*stōbʰya,13725,*stōbʰya,linked,CDIAL
1165,MOUSTACHE,plains,VB,Vaagri Boli,vaag1238,f_5e5bkpsqwu24s,muce,moustache,,,,,unlinked,"srinivasa[p. 272 (printed p. 258), item 2182]"
1165,MOUSTACHE,plains,WK,Wadiyara Koli,wadi1248,f_cw2asj7ghosdy,mõsū̃,moustache; antenna,,,,,unlinked,"zubair[wordlists 0144, 1269]"
1165,MOUSTACHE,plains,WK,Wadiyara Koli,wadi1248,f_qlfhu2yinupbm,mosū̃,moustache,,,,,unlinked,zubair[wordlist 0144]
1165,MOUSTACHE,dardic,Sh,Shina,shin1264,f_gquikowz2acgq,pʰīno,moustache,,,,,unlinked,schmidt
1165,MOUSTACHE,dardic,bro,Brokskat,brok1247,f_5cnjvg5ft4sxq,sam'dal,moustache,,,,,unlinked,schmidt
1165,MOUSTACHE,dardic,Pas,Pashai,nort2666,f_qojmfboowqkz2,borut,mustache,,,,,unlinked,lehr
1165,MOUSTACHE,dardic,bhatr,Bhateri,bate1261,f_4weohseofqvrq,pʰ̌ũṇ̇gᵃ,"a moustache, whiskers",,,,,unlinked,zoller2005[ch. 4 p. 294]
1165,MOUSTACHE,dardic,Gowro,Gowro,gowr1239,f_wpzoskqjxt7ps,pʰoŋg plṭanṭ,a moustache,,,,,unlinked,zoller2005[ch. 4 p. 295]
1165,MOUSTACHE,dardic,Kho,Khowar,khow1242,f_uxqute6lglmyk,samlát,mustache,,,,,borrowed,bashir2023[p. 129 (printed p. 116)]
1165,MOUSTACHE,dardic,Kho,Khowar,khow1242,f_utqhk2resfeas,samlát,mustache,,,,,borrowed,bashir2023[p. 129 (printed p. 116)]
1165,MOUSTACHE,dardic,Sh,Shina,shin1264,f_gx5njmons3ivi,pʰúŋe,Moustache,,,,,unlinked,rajapurohit2012
1165,MOUSTACHE,dardic,Kal,Indo-Aryan Kalasha,kala1372,f_qurukgffncfr4,samlát,Mustache,,,,,borrowed,trail-cooper1999[p. 290 (printed p. 260)]
1165,MOUSTACHE,dardic,K,Kashmiri,kash1277,f_tupmosbjqn5ty,gōõʦ,moustache,,,,,unlinked,schmidt
1165,MOUSTACHE,dardic,K,Kashmiri,kash1277,f_wabmupr7fi43y,kə̌ʦi,moustache,,,,,unlinked,schmidt
1165,MOUSTACHE,dardic,pog,Poguli,kash1277,f_upwszbioviyhg,gucʰe,moustache,,,,,unlinked,schmidt
1165,MOUSTACHE,dardic,Ush,Ushojo,usho1238,f_ootagcs7eygfy,pʰūŋge,mustache,9083,*pʰuŋga,9083,*pʰuŋga,linked,"rensch-decker-hallberg1992[ushojo, location USH, item supp-042]"
1165,MOUSTACHE,plains,M,Marathi,mara1378,f_enotauxevfmle,misyo,"mustache,",,,,,unlinked,"ghatage-kasargod1970[p. 161, entry 4]"
1165,MOUSTACHE,dardic,Gng,Grangali,gran1245,f_i2adokrxbzgcy,brūt,moustache,,,,,unlinked,"buddruss-grangali1979[p. 31, item 91]"
1165,MOUSTACHE,dardic,Tor,Torwali,torw1241,f_vngyq6543njce,pʰuŋg,Mustache,,,,,unlinked,"torwali2023student[p. 60, col. 1, entry 1]"
1203,LONG,dardic,Pas,Pashai,nort2666,f_f3wagwqdf3m4k,ūx,long,1627,ukṣa,1627,ukṣa,linked,CDIAL
1203,LONG,plains,BH,Kamtapuri,rang1265,f_ijvnkp2bq27mw,ḍāŋor,"long, tall",5524,*ḍagga,5524,*ḍagga,linked,toulmin
1203,LONG,plains,BH,Kamtapuri,rang1265,f_waawvubtunzuu,dāŋɔr,"long, tall",5524,*ḍagga,5524,*ḍagga,linked,toulmin
1203,LONG,plains,BH,Kamtapuri,rang1265,f_hsnmzf7gbefwk,ḍʰārāŋgā,"long, tall",5524,*ḍagga,5524,*ḍagga,linked,toulmin
1203,LONG,plains,BH,Kamtapuri,rang1265,f_ki3ku2ebtc66q,ḍʰāŋā,"long, tall",5524,*ḍagga,5524,*ḍagga,linked,toulmin
1203,LONG,plains,BH,Kamtapuri,rang1265,f_6dxmmlmctevrw,ḍʰāŋgā,"long, tall",5524,*ḍagga,5524,*ḍagga,linked,toulmin
1203,LONG,plains,BH,Kamtapuri,rang1265,f_o54xr7qc4gcko,ḍʰāŋgā,"long, tall",5524,*ḍagga,5524,*ḍagga,linked,toulmin
1203,LONG,plains,BH,Kamtapuri,rang1265,f_l6fhwmbbbvbr4,ḍʰāŋā,"long, tall",5524,*ḍagga,5524,*ḍagga,linked,toulmin
1203,LONG,plains,BH,Kamtapuri,rang1265,f_bbnykekbjdwgg,ṭʰāŋā,"long, tall",5524,*ḍagga,5524,*ḍagga,linked,toulmin
1203,LONG,dardic,Dm,Dameli,dame1241,f_bqilvlst2wmne,drīga,long,6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Tir,Tirahi,tira1253,f_3jylxa4ukpx6m,dérega,long,6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Pas,Pashai,nort2666,f_tupifm2a7jbzk,legā,long,6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Pas,Pashai,nort2666,f_nyl67eoc7itm6,drīi,long,6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Wot,Wotapuri,wota1240,f_wikvtkbwbgom6,likʰ,long (of time),6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Kal,Indo-Aryan Kalasha,kala1372,f_nzme5fktbomcs,drīga,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Bshk,Bashkarik,kala1373,f_nodddew7nhwgo,lī'g,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Bshk,Bashkarik,kala1373,f_lcxda7he3fja4,līk,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Tor,Torwali,torw1241,f_r45llho5jovaq,ʣ̣īk,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Mai,Indus Kohistani,indu1241,f_xd64ooqig4ie6,źiga,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Chil,Chilisso,chil1275,f_yeqei5jmsa3ra,źiŋgo,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL;NTS[xv 259]
1203,LONG,dardic,Sv,Sauji,savi1242,f_36h64mpsioaq2,drigōᵘ,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Phal,Palula,phal1254,f_tulxygxauwi72,drigo,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Sh,Shina,shin1264,f_klsec7tvfrt2o,ẓigu,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,plains,S,Sindhi,sind1272,f_i3idhdxdfpjau,ḍrigʰo,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,plains,L,Lahnda,west2386,f_fqlhhuejcwb7k,driggʰā,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL;Ju
1203,LONG,plains,L,Lahnda,west2386,f_yi75odgorqfa4,dirigʰā,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,plains,khet,Khetrani,khet1238,f_vtzt6yix5owpq,driggā,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,plains,H,Hindi-Urdu,hind1269,f_k2h6q3qhhjtta,dīha,long,6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Pas,Pashai,nort2666,f_bkahtgh2n7wh2,ligolo,long,6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Shum,Shumashti,shum1235,f_6xtvefkadzfjy,ligalo,long,6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Gaw,Gawarbati,gawa1247,f_snx2ebjvr75y6,ligālá,long,6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Gaw,Gawarbati,gawa1247,f_arbpeqyqgthvk,līgālá,long,6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,plains,A,Assamese,assa1263,f_oky4fmaxwgcvu,dīgʰal,"long, stretched out",6368,dīrgʰá,6368,dīrgʰá,linked,CDIAL
1203,LONG,dardic,Bshk,Bashkarik,kala1373,f_7su55amnpdlak,lī́g,long,6368,dīrgʰá,6368,dīrgʰá,linked,gawri
1203,LONG,dardic,Kalk,Kalkoti,kalk1245,f_tiuw5ldstulbs,drig,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,"kalkoti[p. 137, table 8]"
1203,LONG,plains,khet,Khetrani,khet1238,f_oez2dvdqq6bq4,dirgʰā,long,6368,dīrgʰá,6368,dīrgʰá,linked,elfenbein
1203,LONG,plains,khet,Khetrani,khet1238,f_tinytzs3jdv2u,drigʰā,long,6368,dīrgʰá,6368,dīrgʰá,linked,elfenbein
1203,LONG,plains,Khol,Kholosi,khol1241,f_uhuoy45f5jc22,tʰāṛgo,"tall, long",6368,dīrgʰá,6368,dīrgʰá,linked,kholosi
1203,LONG,dardic,Kund,Kundal Shahi,kund1257,f_mkmrzipe4slci,drī̌g,long,6368,dīrgʰá,6368,dīrgʰá,linked,kund
1203,LONG,dardic,Phal,Palula,phal1254,f_u5326otvtzozy,dʰrígu,"long, tall",6368,dīrgʰá,6368,dīrgʰá,linked,liljegren
1203,LONG,dardic,Pas,Pashai,nort2666,f_j4usunf7rksa4,legá,long; tall,6368,dīrgʰá,6368,dīrgʰá,linked,strand
1203,LONG,dardic,Phal,Palula,phal1254,f_g3jiaa4fc6h6q,dʰrígo,long; tall,6368,dīrgʰá,6368,dīrgʰá,linked,strand
1203,LONG,plains,Zadj,Zadjali,jadg1238,f_hr52sbmvgtkoq,dɛgɔ̄h,long,6368,dīrgʰá,6368,dīrgʰá,linked,zadjali
1203,LONG,dardic,Sh,Shina,shin1264,f_qzxzqt7iy6qpo,ẓigo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_ifvugy4ct64mc,ʣ̣igo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_q3sjvhv3x3src,ẓigo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_66vrk7iyoycjm,ẓīgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_vzw227d3qhmde,ʣ̣igū,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_j3ko2qofnoqjc,ʣ̣igo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_hntguhpj2xzqm,ẓīgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_7agzmb5kpwb6y,ʣ̣īgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_mht26owaqddoa,jīgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_rzijo3ocodfba,ẓīgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_2oxpquinwkisc,ẓīgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_dxhzngttx7vr6,ʣ̣īgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_etmetauto5gqs,ʣ̣igo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_623zkuuw7qli4,ẓīgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_zl5unosahclwm,ʣ̣īgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_cm2akoalp6npm,ʣ̣īgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_gn5ti6z2va4ce,ẓigo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_jev2wgbifwssk,ẓiŋo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_dj6z7ccs67em2,ʣ̣īgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_ks5utvv2wiovu,ẓīŋo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_ak7ct63sb7wae,ẓīŋo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_vejqty4v7xihk,ʣ̣īgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_xanghtccbsalo,ẓīgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_vvqkz4a4sjtd2,ẓīgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_6ni7aedjrcy24,ẓigo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_44y464mreksrc,ẓigo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_qkfuhivtvli4m,ẓīgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_h4na2j2hkq5ik,ẓīgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_b3jppnizdlzxm,ẓīgo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_v7fetw2xb5cc4,ẓugo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_6cr6qh56tc7wi,ẓigo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_ojzzk4msyr32w,ẓugo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_aez2544aozm6c,ẓigo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,dardic,Sh,Shina,shin1264,f_loch3ttywkdrk,ẓugo,long,6368,dīrgʰá,6368,dīrgʰá,linked,backstrom1992
1203,LONG,plains,Marw,Marwari,marw1260,f_5qv7ybb6jmsjs,ḍīgɔ,long,6368,dīrgʰá,6368,dīrgʰá,linked,marwari
1203,LONG,plains,maimani,Maimani,luwa1238,f_a22axk5ntxdsk,ɗīgūh,long,6368,dīrgʰá,6368,dīrgʰá,linked,maimani
1203,LONG,plains,luwati,Luwati,luwa1238,f_q4ki232vmfyys,ɗigū,long,6368,dīrgʰá,6368,dīrgʰá,linked,maimani
1203,LONG,dardic,Sh,Shina,shin1264,f_eb6r4q6v6zfhi,ʣ̣ígo,long,6368,dīrgʰá,6368,dīrgʰá,linked,schmidt
1203,LONG,dardic,Sh,Shina,shin1264,f_lsdzelrgczggu,ẓígo,long,6368,dīrgʰá,6368,dīrgʰá,linked,schmidt
1203,LONG,dardic,Sh,Shina,shin1264,f_cojxl2nodvpcc,ʣ̣ígu,long,6368,dīrgʰá,6368,dīrgʰá,linked,schmidt
1203,LONG,dardic,Mai,Indus Kohistani,indu1241,f_ahmreylf7vlso,ẓîgᵃ,long,6368,dīrgʰá,6368,dīrgʰá,linked,zoller2005[ch. 4 p. 209]
1203,LONG,dardic,Sh,Shina,shin1264,f_2alfis35dlgmm,ẓígo,long,6368,dīrgʰá,6368,dīrgʰá,linked,"degener-shina2008[p. 315, glossary entry 6]"
1203,LONG,dardic,Sh,Shina,shin1264,f_4hg43qu6wffve,ẓigo,long,6368,dīrgʰá,6368,dīrgʰá,linked,"buddruss-shina1996[p. 50, glossary entry 11]"
1203,LONG,dardic,Kho,Khowar,khow1242,f_n5crmlsnhlrf2,druŋg,"long, tall",6616,*draŋgʰa,6616,*draŋgʰa,linked,CDIAL
1203,LONG,dardic,Kho,Khowar,khow1242,f_aahjy5et7l4pi,drūŋg,"long, tall",6616,*draŋgʰa,6616,*draŋgʰa,linked,CDIAL
1203,LONG,dardic,Kho,Khowar,khow1242,f_m7jks5gl6mdgk,drúng,long; tall [animate],6616,*draŋgʰa,6616,*draŋgʰa,linked,strand
1203,LONG,plains,B,Bengali,beng1280,f_7mr25fed3hqoi,bābri,long or curled and frizzy hair hanging down to the neck,9158,barbara,9158,barbara,linked,CDIAL
1203,LONG,plains,P,Punjabi,panj1256,f_n3wvu5dslqnlk,balerā,"much, many, long (of time)",9162,balakara,9162,balakara,linked,CDIAL
1203,LONG,plains,P,Punjabi,panj1256,f_cjze3cljkffok,balerā,"much, many, long (of time)",9165,*balatara,9165,*balatara,linked,CDIAL
1203,LONG,plains,mewari_dholpura,Mewari,mewa1249,f_t52b4kk35spko,moṭo,long,10187,*muṭṭa,10187,*muṭṭa,linked,mewari
1203,LONG,plains,Rj,Rajasthani,raja1256,f_luh5vdoieddbs,moṭa,long,10187,*muṭṭa,10187,*muṭṭa,linked,mewari
1203,LONG,dardic,K,Kashmiri,kash1277,f_igeo2dpsujvly,lamba,"long, tall",10951,lamba,10951,lamba,linked,CDIAL
1203,LONG,dardic,K,Kashmiri,kash1277,f_72eztaki3wmsc,lam,"long, tall",10951,lamba,10951,lamba,linked,CDIAL
